experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,transformer,best,,,3.297358443791216,-0.4469204664230347,,0.15384458437223325,,,0.024569582384587688,3.768848490715027,,1.0,0.4258,,,-0.01702996566465045,-2.636655108900024,,12.084057786247945,,,0.029971220999053014,0.812071693553166,0.8086078658699989
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,,,1.3776231353933162,0.7596424043178558,,0.00518448440594842,,,1.944304888898676,2.5622856199741357,,0.5295111111111112,0.3829,,,-1.347558819736954,-1.7743436315905303,,12.232710534876043,,,0.0014704663825757574,0.003940070786153559,0.0038668551191221924
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,,,1.5742779184471478,0.7998921394348144,,0.0044433968599729605,,,1.7476501058448444,2.5220358848571776,,0.5724222222222223,0.3896,,,-1.211388580006542,-1.7416188604781928,,12.233476915142752,,,0.0021326793323863643,0.005800541622606529,0.005725444026757032
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,,,1.2875174365260385,0.8005426466464997,,0.004692736158838009,,,2.034410587765954,2.5213853776454926,,0.5054444444444445,0.3933,,,-1.4102493828477545,-1.749195856663026,,12.233209750869058,,,0.0023493726325757567,0.004583666140785103,0.004514630441553891
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,12426.630395507813,12433.282060102983,3.321892853487621,-3.010712170600891,,,-7153.9983465021305,-7155.949597167969,3.516277529963025e-05,6.332640194892884,,1.0,0.4634,,,-2.4368296009014522e-05,-4.417213333284449,,,,,,5.309230723164299,5.297594428062438
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,12778.051147460938,12780.247736150568,3.321892166679556,-3.0870197415351868,,,-7147.985515247692,-7151.015576171875,3.585893595796237e-05,6.408947765827179,,1.0,0.4645,,,-2.4853962571002656e-05,-4.455391213993964,,,,,,5.787096245722338,5.780035543441772
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,12135.076513671875,12150.147066983309,3.3218937760049645,-3.188146877288818,,,-6922.652987393466,-6923.6701171875,3.424968303988862e-05,6.5100749015808095,,1.0,0.4634,,,-2.3736801962763664e-05,-4.532994167565005,,,,,,5.239114628596739,5.217360925674439
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,135.5598798751831,5.122404748743231,0.656747201626951,0.5151384949684144,,,2092.5287739146843,2104.8989807128905,2.6651808226650413,2.806789529323578,,0.3499777777777778,0.2968,,,-1.8473087253941431,-1.9463840085327624,,,,,,1.0019942224025726,1.1953767985105517
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,132.5186285018921,5.035481290383772,0.6191698163747787,0.4965614318847657,,,2091.7997089732776,2107.978436279297,2.702758207917213,2.8253665924072267,,0.3477777777777778,0.2963,,,-1.8735135294046668,-1.9575493552267549,,,,,,1.0008408826860515,1.1954195201396942
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,135.77169647216795,5.1539341726086345,0.6491435969417746,0.5194590926170349,,,2092.6054007790303,2104.550177001953,2.672784427350217,2.8024689316749574,,0.3438888888888889,0.2939,,,-1.8526528187010023,-1.944370868074894,,,,,,1.002131220630624,1.1950967520475388
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,transformer,best,156.7713077545166,40.13460666483099,3.2360240532593294,0.3533134818077087,,,2072.9295002330427,2082.1954681396483,0.08590396705337545,2.968614542484284,,1.0,0.4087,,,-0.059540458388016214,-2.0796639469070577,,,,,,1.0228666805408215,1.1933944314718246
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,transformer,best,154.53566761016845,39.8485568003221,3.2354586368257348,0.3716628015041351,,,2072.4005071466613,2088.0221984863283,0.0864693894135681,2.950265222787857,,1.0,0.4079,,,-0.059942721811487965,-2.06597011865365,,,,,,1.0217201391404325,1.198256728053093
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,transformer,best,155.63139266967772,40.44923015074296,3.232871173457666,0.26530572175979616,,,2070.5502804842863,2080.2533416748047,0.08905684664337472,3.056622302532196,,1.0,0.4,,,-0.0617333854486532,-2.1278388599664,,,,,,1.0200417725877329,1.1891803234815597
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,best,259.88828353881837,156.90044116973874,3.306519150733948,0.026635789871215818,,,1987.918150468306,1994.7063018798829,0.015408874764530497,3.2952922344207765,,1.0,0.4421,,,-0.010679677325732738,-2.3084950640223063,,,,,,1.0658497641032392,1.2145061403512956
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,transformer,best,255.67202339172363,153.4782858761874,3.3064269464124334,-0.020403742790222168,,,1997.589849992232,2004.8541778564454,0.015501075244339354,3.3423317670822144,,1.0,0.4364,,,-0.010744303272768568,-2.3382250137833136,,,,,,1.0742269916967913,1.2225686639547348
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,transformer,best,259.2481719970703,159.39339568398216,3.3063189482147037,-0.05098561644554138,,,1988.0528668490326,1991.7582427978518,0.015609075590460137,3.3729136407375337,,1.0,0.4331,,,-0.0108192965623613,-2.3494061680890512,,,,,,1.069347664036534,1.2096097141504287
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,transformer,best,757.8542999267578,746.8523556102406,3.31687275252559,-0.4864719331264496,,,1565.1010381525214,1580.731851196289,0.005055269164255482,3.808399957418442,,1.0,0.457,,,-0.0035044359193961076,-2.669439361838396,,,,,,1.2920883352106267,1.3279125481843947
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,transformer,best,755.9098251342772,748.4502019015225,3.3168318474834617,-0.5299944877624512,,,1561.1353537819602,1571.2071685791016,0.00509618483192753,3.8519225120544434,,1.0,0.4548,,,-0.00353243532374926,-2.6737817166516566,,,,,,1.288830963048068,1.3125177860260009
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,transformer,best,749.2662048339844,738.8513499173251,3.316865562037988,-0.560838782787323,,,1582.0080510919745,1595.41748046875,0.005062465286094018,3.882766807079315,,1.0,0.4543,,,-0.0035085666079481105,-2.7062530025766534,,,,,,1.3041785752231423,1.3364679753780364
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,transformer,best,,,4.808726408264853,1.353999948501587,,0.3362556930462068,,,1.8351296660575,5.289856100082399,,0.8329777777777778,0.2011,,,-1.2720487921853756,-3.654503212538408,,8.579721851782365,,,0.04192160866477275,1.3029829019849952,1.3079299360513688
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,transformer,best,,,4.83568839322437,1.3726820349693298,,0.2543627536770972,,,1.8081676553596149,5.271174013614655,,0.8335111111111111,0.2025,,,-1.2534113461697942,-3.6539874381723703,,8.66162097454071,,,0.03774147727272728,1.3211528448895975,1.325723725557327
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,transformer,best,,,4.864856110377745,1.3633827924728394,,0.3113195121457631,,,1.778999924659729,5.2804732561111445,,0.8390444444444445,0.205,,,-1.2331776705896973,-3.655512503509328,,8.604656029831279,,,0.041957711884469714,1.3095559206875889,1.3157659709453582
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,best,,,6.446166217327117,0.2537210464477539,,1.1913609284568916,,,0.19768984014676372,6.3901350021362315,,0.9989777777777776,0.2178,,,-0.13701071419054384,-4.42742954398875,,7.724616573615508,,,0.12069986979166665,3.963455663485961,3.975688326358795
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,transformer,best,,,6.447365037419579,0.1294534683227539,,1.1901866089213975,,,0.19649102962152526,6.5144025802612315,,0.9992,0.2153,,,-0.1362154283735176,-4.4767168313984715,,7.72579707882621,,,0.12730853456439387,3.998787921938029,4.00650565624237
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,transformer,best,,,6.454773466695439,0.1690113663673401,,1.1756280938332728,,,0.1890825801105662,6.474844682216643,,0.9993555555555556,0.2183,,,-0.13108523389176954,-4.493057997111075,,7.740347466685555,,,0.12440044981060602,3.943832982670177,3.954807788133621
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,,,6.633901812813499,-2.032206654548645,,3.115698613903739,,,0.009954239969374612,8.67606270313263,,0.9998444444444444,0.2307,,,-0.006900648464929778,-5.994739125953728,,5.8002850304950355,,,0.2993121152935607,7.314204172654585,7.278532063961028
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,,,6.632598779418252,-1.9064778447151185,,2.923327172344381,,,0.01125725995833901,8.550333893299102,,0.9998222222222222,0.2374,,,-0.007804573685299531,-5.896837219447327,,5.992648336020383,,,0.2793816583806817,8.269693862308156,8.232642984390258
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,,,6.631475532596762,-1.9708348393440247,,2.8363553407517346,,,0.01238053174033253,8.61469088792801,,0.9998222222222222,0.233,,,-0.00857701479534979,-5.942289724360126,,6.07962213863026,,,0.2694068122632576,9.348020228472622,9.316876173019411
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,transformer,best,,,6.6082417152144695,-0.6975068211555481,,2.2015203772620717,,,0.035614323505962435,7.341362869739532,,0.9998222222222222,0.2283,,,-0.024678095768354752,-5.073583516379316,,6.714457165111195,,,0.22329678622159088,8.209175979549235,8.208998942375183
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,transformer,best,,,6.609734378077768,-0.7041759848594665,,2.1180286488749758,,,0.034121670548550115,7.348032033443451,,0.9998444444444444,0.2333,,,-0.023653869306510845,-5.056039765968491,,6.797954979267987,,,0.21727820194128789,7.943790208209645,7.921873950958253
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,transformer,best,,,6.608497914942827,-0.7330040693283081,,2.1535645425319667,,,0.03535813476297666,7.376860117912292,,0.9998444444444444,0.2316,,,-0.02451062602637692,-5.068150272680334,,6.762410973960702,,,0.2195697206439393,8.144764919172633,8.134365499019621
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,,,0.2816323773427443,0.2699523329734802,,0.003979025132469938,,,6.3622236712412406,6.3739037156105045,,0.03206666666666667,0.0299,,,-4.409994538344277,-4.415692758321762,,8.91200467673215,,,0.0010287937973484844,0.009564862406643277,0.009621436474844813
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,,,0.4118467298420993,0.3934484481811523,,0.004132920726306111,,,6.232009318741884,6.250407600402832,,0.04233333333333333,0.043,,,-4.319753574177954,-4.3295510607004175,,8.911844556981867,,,0.0007568359375,0.010371936575128613,0.01041198887396604
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,,,0.2912009981545535,0.2820106267929077,,0.003690405452263432,,,6.352655050429431,6.3618454217910765,,0.04231111111111111,0.0412,,,-4.403307225995594,-4.407766376829147,,8.912285143678838,,,0.0007568359375000003,0.008885903241620823,0.008915735606569797
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,best,646.9567565917969,547.455204183405,6.530510861765253,0.4967335939407349,,,1672.6245755282316,1684.0625762939453,0.11334518296644093,6.14712245464325,,0.9995777777777778,0.2318,,,-0.07854396578700852,-4.2301700038958785,,,,,,1.167816425588998,1.318006730079651
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,transformer,best,647.9796539306641,549.777813651345,6.531240319663827,0.4474498152732849,,,1666.7216054742987,1674.2268798828125,0.11261574365198612,6.196406233310699,,0.9994444444444444,0.2322,,,-0.07806280993686307,-4.27685800149552,,,,,,1.162780185314742,1.3059954941272736
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,transformer,best,653.6168655395508,553.6685204939408,6.5293203592300415,0.5137868046760559,,,1665.7000205300074,1679.333511352539,0.11453567872839895,6.130069243907927,,0.9996888888888888,0.2363,,,-0.07939550531749301,-4.23353459953759,,,,,,1.1667204458605158,1.3207665115594864
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,transformer,best,1896.766357421875,1901.408744812012,6.609074755148455,-0.1530517816543579,,,592.5238337083298,606.3492698669434,0.03478129286403684,6.796907830238342,,0.9998222222222222,0.235,,,-0.02409831428936056,-4.693181194874061,,,,,,1.5383413962342525,1.55078264772892
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,transformer,best,1895.5596710205082,1898.5762245871804,6.610397439111363,-0.2336408019065857,,,583.6592825109309,592.518830871582,0.033458605048839345,6.87749685049057,,0.9998222222222222,0.2357,,,-0.023195177675327725,-4.737561058314009,,,,,,1.5224911042235114,1.5304982483386993
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,transformer,best,1887.6005493164066,1891.2992137562146,6.610021686012095,-0.11897271871566772,,,587.3702354431152,597.6851333618164,0.03383434314111417,6.762828767299652,,0.9998666666666668,0.2452,,,-0.02345484792305453,-4.681770072048247,,,,,,1.517788136547262,1.5267870754003523
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,transformer,best,233.51403884887696,102.75019918788564,4.625021755695343,1.585457372665405,,,1999.0858022516425,2034.4044219970706,2.018834292211316,5.058398675918579,,0.7623111111111112,0.2203,,,-1.3993204581641483,-3.5016245544365376,,,,,,1.0076223269782285,1.2325013279914856
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,transformer,best,226.5254913330078,102.81686891208996,4.639153131029824,1.5650135517120358,,,1998.9089514992454,2020.700485229492,2.0047029168768358,5.078842496871948,,0.7619777777777778,0.2215,,,-1.3895775554280985,-3.498167208192851,,,,,,1.007469131187959,1.2044955521821976
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,transformer,best,231.2447494506836,104.29164387963034,4.762353420257568,1.5610697269439695,,,1997.616811578924,2021.2446838378905,1.8815026262944397,5.082786321640015,,0.7870888888888888,0.2185,,,-1.3042239844982555,-3.5110371526697257,,,,,,1.0077411715279927,1.2119792401790621
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,15692.661987304688,15698.684548117895,6.636468215422197,-1.9780524373054504,,,-9190.967984286222,-9196.682080078124,0.007387845980701969,8.621908485889435,,0.9998222222222222,0.2359,,,-0.005118185380036572,-5.921163129252447,,,,,,6.972298497503455,6.956396007537843
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,15086.576611328124,15099.163984818892,6.638059177181938,-2.1199689388275145,,,-9029.640308726917,-9031.679956054688,0.005796873460481453,8.7638249874115,,0.9998444444444444,0.2345,,,-0.004018611014900413,-6.045279198413968,,,,,,6.379062408750707,6.359266805648804
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,15253.325537109375,15260.10342129794,6.637258784337478,-2.0850220561027526,,,-8943.558077725496,-8947.75869140625,0.006597261582183736,8.728878104686737,,0.9998444444444444,0.237,,,-0.004573662878653099,-6.013289645295076,,,,,,6.713486416773362,6.698611176013946
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,184.92312507629399,3.851902662353082,0.10923434387553822,0.0686845064163208,,,2089.8985207297587,2128.6493957519533,6.534621704708446,6.575171542167664,,0.032444444444444435,0.0301,,,-4.5294547394540565,-4.5590764775991435,,,,,,0.9967056783762844,1.2944426745176316
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,179.72475967407226,3.9136215177449314,0.12737480076876553,0.08882032632827759,,,2090.732259576971,2122.741558837891,6.516481247815219,6.555035722255707,,0.035777777777777776,0.0313,,,-4.516893752193451,-4.540538593196869,,,,,,0.9978755048730156,1.279314360022545
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,186.7821268081665,3.9171297970143235,0.12181893261996182,0.0873915672302246,,,2090.8422060879793,2121.7888671875,6.522037115964023,6.55646448135376,,0.033466666666666665,0.0283,,,-4.520749566274219,-4.548183201742171,,,,,,0.9980658878656952,1.2876893281936646
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,,,1.4711170880631967,1.0775381624698641,,0.005195241706877079,,,1.8508109362287957,2.2443898618221283,,0.5626888888888889,0.4516,,,-1.2828306980775397,-1.5571570375211767,,12.232699757272547,,,0.0026512192234848467,0.006661516677757556,0.006622760347090662
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,,,1.362269914285703,1.074591064453125,,0.004394218015952653,,,1.959658110006289,2.2473369598388677,,0.5281777777777777,0.4543,,,-1.3583980432598954,-1.5581459064308554,,12.233508315953342,,,0.002288337476325757,0.0062394297168463135,0.0061804543714970355
