data,model,beta,epochs,train_z_norm_mean,train_z_norm_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_z_norm_mean,valid_z_norm_std,valid_d_H_Q_xCz_mean,valid_d_H_Q_xCz_std,valid_h_delta_acc_mean,valid_h_delta_acc_std,valid_d_DIQ_xz_mean,valid_d_DIQ_xz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,train_aux_loss_mean,train_aux_loss_std,valid_aux_loss_mean,valid_aux_loss_std,train_H_zCx_mean,train_H_zCx_std,train_I_xz_mean,train_I_xz_std,valid_H_zCx_mean,valid_H_zCx_std,valid_I_xz_mean,valid_I_xz_std,run_count
cifar10,cdib,0.0,14,4.755844218261314,0.9593738928666443,12.009243609327259,0.02732530736640515,0.04638930812026515,0.0036468241935323467,0.2286554781268492,0.027328308360322733,0.2068577358555613,0.027389839726336226,3.115070289283088,0.027389845877243017,4.773127913475036,0.9818139715345988,12.237346855799357,0.0001979869014146503,-0.0010614532271241834,0.001963512153144553,0.0011120107851184003,0.0005539178914232341,2.600803526242574,0.029374209514107803,0.7211244980494181,0.02937420951410767,0.20681121282930728,0.02735528660415865,2.5965282536824543,0.027110345855629922,0.5353333333333333,0.004842864166310319,-1.799776261656488,0.01879147032412135,0.9755259259259259,0.005393838887321958,,,,,,,,,,,,,3
cifar10,cdib,0.0,15,4.9599210177407125,1.014854489616714,11.992347077889876,0.030654017487460942,0.04900269787720959,0.0027035245386074274,0.24554780944052967,0.030659190434631778,0.14970342689334895,0.021366961750173986,3.1722246047222256,0.02136696105526348,5.0239362716674805,1.0331701841138832,12.237444305419922,0.0007460684631300317,-0.001663028492647059,0.0013496223034666925,0.001014542606693188,0.0002787530634033371,2.7308755993843072,0.018276881935630606,0.5910524249076843,0.018276881935630547,0.14967393398638126,0.021367382084072652,2.7250906707763676,0.02219455420474259,0.5347333333333334,0.0028589042189855786,-1.88888895191484,0.015384088580112467,0.9862814814814814,0.003336985653404691,,,,,,,,,,,,,3
cifar10,cdib,0.0,16,5.166950273242864,1.061146252534135,11.97123934102781,0.03486328043856734,0.05102514401830808,0.003154639080773108,0.2666550252135053,0.03488189362576847,0.10964681825487677,0.016136045341391958,3.2122812085982524,0.016136039856468474,5.212582453091939,1.0680344783124012,12.237305895487467,0.00013632009902200823,-0.0017476000816993471,0.001751420550524989,0.001153016125317663,0.00035736792474766265,2.856390949090322,0.021948060731587612,0.46553707520167037,0.02194806073158735,0.10963702524061557,0.01615735392928214,2.851440757497152,0.021753972770287698,0.5344,0.0039038442591886407,-1.9764681453556794,0.01507871391437156,0.9920296296296297,0.0022560025099948224,,,,,,,,,,,,,3
cifar10,cdib,0.0,17,5.352087020874023,1.0807886128729116,11.953109730373727,0.038967473057317153,0.05298332445549242,0.0038728980399763704,0.28477892649331776,0.03895045919997165,0.07966197632732942,0.013987622537302244,3.242266049439257,0.013987622977600391,5.386854783693949,1.0875140718922038,12.23731304804484,0.0006208153804187906,-0.0007905050040849674,0.0008442473631854159,0.0011458609005785547,0.00079021288323727,2.981892597675324,0.0639518466421372,0.3400354266166687,0.063951846642137,0.07965183813483627,0.013991582167820793,2.974021284866333,0.058247426617968216,0.5331333333333333,0.005001333155602906,-2.0614345066785447,0.0403740182648466,0.9955629629629631,0.001753913906601303,,,,,,,,,,,,,3
cifar10,cdib,0.0,18,5.533374265287861,1.1098108829750526,11.933113141493363,0.043781614153189194,0.05525415285669192,0.003917380676264153,0.30476279460796807,0.043779626816670685,0.05842116987332702,0.0098450467875183,3.263506853219235,0.009845042208760592,5.571407802899678,1.1417439138684937,12.23772546450297,0.000359620220007938,-0.0009181602328431375,0.0018009154813033454,0.0007334153051488101,0.0005217868337408631,3.070876705646515,0.026854074212125035,0.2510513186454773,0.026854074212124896,0.05841064558051251,0.009845058796529214,3.0655435611724857,0.022961492906704278,0.5338666666666666,0.0054307764945110484,-2.1248729158020754,0.015915702433678958,0.9976444444444444,0.0006467392093713745,,,,,,,,,,,,,3
cifar10,cdib,0.0,19,5.700302280259855,1.1356190318142731,11.913019879297776,0.04805604434438396,0.05726293698705808,0.004012215154535935,0.3248907200089007,0.0480499591193212,0.04464260068242298,0.01008192380439901,3.2772854178240807,0.010081929909747652,5.734895165761311,1.1360787238267556,12.23808603286743,0.0003538539508241136,-0.00135952818627451,0.0012453927678811746,0.0003728667992011954,0.00026667529180731753,3.1821019609769188,0.021002878238099085,0.13982606331507366,0.021002878238099366,0.04463396613377112,0.010087858545093297,3.1774199082692465,0.02024077207380004,0.5311333333333333,0.005629683235612252,-2.2024196739082074,0.014029817042379784,0.9985555555555555,0.0009240276838352,,,,,,,,,,,,,3
cifar10,cdib,0.0,20,5.8486143386725225,1.141432934802415,11.894064328887247,0.05121134591506594,0.05916064946338385,0.0048772321250657264,0.34384296859868546,0.05120181490081702,0.03457306567791172,0.006947703944649713,3.287354952458179,0.006947697266365159,5.876663295427957,1.1606232866705832,12.237875986099242,0.0008215362801641707,-0.001488779105392157,0.0012686182734771385,0.0005829281619905184,0.0004535203978552353,3.25696656703949,0.042474464221010026,0.06496145725250244,0.042474464221010026,0.03457864069386765,0.006946289148575983,3.251517450714111,0.03679733505429042,0.5347333333333334,0.0056083271421461375,-2.25378018950714,0.025505983567349563,0.9990518518518519,0.0005020124111069138,,,,,,,,,,,,,3
cifar10,cdib,0.0,21,6.007847450899355,1.184943234916011,11.872813472242067,0.0621092082065666,0.0613344874526515,0.005181062847530062,0.3650850522698778,0.06212058757243756,0.02511253263307453,0.005218396911574199,3.2968154897292457,0.005218398519201381,6.037135370572408,1.1928642313441833,12.237810023625693,0.00041558271204689525,0.0006226383782679735,0.001288303318512805,0.0006488575076218694,0.0006823968207579969,3.3435917814572655,0.03335776525771061,-0.021663757165273034,0.033357765257710316,0.02511117142814177,0.00521591423053321,3.337062051900228,0.02763635983256297,0.5346000000000001,0.002253885533916928,-2.3130751948816273,0.019156065584612823,0.9996666666666667,0.00024037008503096388,,,,,,,,,,,,,3
cifar10,cdib,0.0,22,6.15488516742533,1.209572244367133,11.852021952470144,0.06215844468890944,0.06311446989425505,0.005232856533235911,0.38588751474338956,0.06215042571514261,0.019902454479244738,0.003994198801250917,3.302025569659291,0.0039942006547333255,6.188854495684306,1.2439626242988062,12.238133017222088,0.00034470042122316136,-0.0008977353962418302,0.0019952604902735566,0.0003258798019184421,0.0001488399403242689,3.42163511912028,0.047464502613838014,-0.09970709482828777,0.047464502613837965,0.019899876922369,0.003993422334047274,3.41600322710673,0.04246921280730488,0.5352666666666667,0.004355838993045214,-2.367793048506154,0.02943743021584488,0.999837037037037,0.00014796284707733597,,,,,,,,,,,,,3
cifar10,cdib,0.0,23,6.29992478724682,1.2627648344776707,11.828611901312163,0.0695681769596403,0.06529003413036616,0.005530691644541295,0.4092933681765289,0.06955547590353944,0.015503307312345978,0.002770897552481254,3.30642471891461,0.0027708975253328007,6.321655162175496,1.2817193868806744,12.237946844100952,0.00038647411635217647,-0.002926496119281046,0.0019589081683148227,0.0005120661730567613,0.00037294030202275077,3.5075652718544013,0.03779934292365886,-0.1856372475624085,0.037799342923658635,0.01550370086784716,0.002772689923295244,3.5008080184936525,0.028768283136396997,0.5348666666666666,0.004649014232429693,-2.4265752406882513,0.019940658347233166,0.9999407407407408,5.5924699520513626e-05,,,,,,,,,,,,,3
cifar10,cdib,0.0,24,6.424325375845938,1.2996675483686464,11.805675748622777,0.07612475501827679,0.06753489484690656,0.006547387363546225,0.4322289569359837,0.07612703058497709,0.012987202563443023,0.0023873344003732164,3.308940820170171,0.0023873341477444895,6.438311036427816,1.3127485335912372,12.238164520263673,0.0004429556856432932,-8.77629697712418e-05,0.0011677790155963862,0.00029439000063575805,0.0001199386338075202,3.5679522236188252,0.038863682369231746,-0.2460241993268331,0.03886368236923157,0.01298384227272537,0.0023867253825935303,3.5614543443044027,0.03243701489287948,0.5338666666666667,0.001628905563049364,-2.46861205603765,0.022483617478823957,0.999962962962963,6.415002990991396e-05,,,,,,,,,,,,,3
cifar10,cdib,0.0,25,6.539115002661039,1.3246000543532712,11.784170148950635,0.08335377746423049,0.06934454407354798,0.006134212268013954,0.4537318626588041,0.08335012489302865,0.011047520630668398,0.001983886274766141,3.3108805070320764,0.001983886476721495,6.543686294555665,1.3321818814546047,12.237955745061237,0.0005597363747989414,0.0005524280024509802,0.0017321959645271246,0.0005031850732242067,0.00023238297643687894,3.630262207984924,0.05450139416618139,-0.30833418369293214,0.05450139416618162,0.01104722419463926,0.0019821375641487127,3.6238909080505373,0.04807967358237487,0.5332,0.004507771067833844,-2.5118898085715897,0.03332627296831079,0.9999925925925925,1.2830005982051698e-05,,,,,,,,,,,,,3
cifar10,cdib,0.0,26,6.639783185539824,1.3479465024341766,11.756308337052664,0.08965534456355836,0.07125791607481059,0.006417541795848131,0.48158322421438765,0.08964685394525304,0.009268123122941082,0.0014451542197990994,3.3126599007483684,0.001445152421995121,6.64536128838857,1.3553753220428688,12.23787546157837,0.000696870305421466,-0.0003456265318627448,0.0006166698943161604,0.0005834314739331603,0.0003703422551713664,3.6955655455589294,0.05575110577225183,-0.37363752126693733,0.055751105772252126,0.009265892104694135,0.001442082219925122,3.688570558166504,0.048587950951189056,0.5330666666666667,0.006331929669013553,-2.5567223186065235,0.03367862415009293,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,27,6.731151478760171,1.354623055353984,11.734849214553833,0.09823240276474306,0.07366487136994952,0.00796302469171927,0.5030545330408848,0.09825457654241887,0.008205418932696128,0.0015023641842902375,3.313722600991076,0.001502365640893965,6.727770050366719,1.3641523818622583,12.238237047195435,0.0005908629032716732,-0.001074857026143791,0.0008762408123161333,0.00022189087855319184,0.00020371583531822964,3.7478418389956154,0.04867713768950866,-0.42591381470362344,0.048677137689508564,0.00820657126572397,0.0015025221655945863,3.7411093599955243,0.04194859529139146,0.5353333333333333,0.002995552258488123,-2.593139433394042,0.029076553605300304,0.999962962962963,6.415002990988192e-05,,,,,,,,,,,,,3
cifar10,cdib,0.0,28,6.807736896204227,1.3563807592048935,11.70584479967753,0.10671181060035083,0.07560968572443183,0.007742451335100303,0.5320444786638925,0.10672945553151159,0.00742163002547441,0.001632627619577333,3.314506392135764,0.0016326340166508012,6.795869954427083,1.3533964358266937,12.238280391693117,0.0003399410226199063,-0.0017045164419934647,0.0012956419309128598,0.000178511943280076,0.000160891969897713,3.8019737879435223,0.0469964173246647,-0.4800457636515299,0.04699641732466479,0.007421879467809642,0.0016340168218118433,3.7948148535410566,0.03995363333037899,0.5342666666666667,0.003300505011863053,-2.630365254657598,0.027693759176251772,0.9999333333333333,0.00011547005383791243,,,,,,,,,,,,,3
cifar10,cdib,0.0,29,6.887161350611485,1.3726224079671123,11.67782217986656,0.1177126792102532,0.07815688624526518,0.008656955978773903,0.5600758349014954,0.11771887427449211,0.006250050992203989,0.0009910061432778744,3.315677977872617,0.0009910033865387793,6.878392775853475,1.387486329620172,12.238311990102133,0.0005884485690982542,-0.0008230570874183007,0.0011729290634780439,0.00014692545325184863,0.00015175804144067237,3.849561142921447,0.0626979771370515,-0.5276331186294556,0.06269797713705157,0.006249393535157045,0.0009911005515582812,3.8425935012817383,0.05486557548751552,0.5335333333333333,0.0032020826556060982,-2.663482885833802,0.03802992466870896,0.9999925925925925,1.2830005982051698e-05,,,,,,,,,,,,,3
cifar10,cdib,0.0,30,6.96462734991854,1.3991779346483337,11.650324951518664,0.1265999437653524,0.08003565932765154,0.009325581568105562,0.5875695653711305,0.1265976718564758,0.0055152672209783996,0.0008439556193915452,3.3164127563888375,0.0008439549474283296,6.958128968874614,1.4036248313664086,12.238300085067749,0.0002868267225922352,-0.001567606209150327,0.0015324850376711202,0.00015883049151549738,0.0002751024810959789,3.896028037865957,0.05303861427942027,-0.5741000135739643,0.05303861427942037,0.005514857514782084,0.0008438332941128104,3.8885427701314286,0.04523961809694756,0.5327333333333333,0.0043650124092988645,-2.6953324967376333,0.03135769043595162,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,31,7.041018940282591,1.4198544819260255,11.619630203102574,0.13687559410351488,0.08207060842803031,0.01015719250983963,0.618271234417052,0.13686495326907147,0.004847722093638202,0.0006276157125074249,3.3170802945440463,0.0006276169095618934,7.028229260444642,1.4276700215404192,12.2378471215566,0.0009431131051559022,-0.0011642156862745098,0.0001238177577012255,0.0006117622251622379,0.0005017882565481535,3.942242920398712,0.05708315431798301,-0.62031489610672,0.057083154317983165,0.004847344529076859,0.0006281313749677913,3.9347118511199954,0.04898971402622127,0.5336,0.003862641583165619,-2.7273344453204085,0.03395706456436926,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,32,7.112435787013084,1.4434925383963155,11.591229175076341,0.14777706265788157,0.0845354669744318,0.010439049758292447,0.6466798025437378,0.14778704469778228,0.004335832791790987,0.000554387361083174,3.317592193231438,0.0005543831666354006,7.095739897092184,1.4525522951257277,12.23835957845052,0.0003533103817940726,-0.0016802619485294119,0.000657291879489807,9.935432268927494e-05,0.0001720867348494175,3.9854129076004035,0.06167585242658148,-0.6634848833084106,0.061675852426581294,0.004335829473066109,0.0005545510232875928,3.9771763332366947,0.05242122871021803,0.5319333333333334,0.0025716402029314334,-2.756768605614596,0.0363356072884598,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,33,7.177181276408109,1.464035256346169,11.554203606013095,0.16241467963936376,0.08686350812815656,0.01141876872351571,0.6837017295712774,0.16241187433699397,0.0039060305650557643,0.000478563433373229,3.3180219941970073,0.00047856332774798006,7.162550298372904,1.467867332333419,12.238248697916665,0.0005402005401755984,-0.0023769403594771244,0.0020813635284592986,0.000210208372057726,0.00018128225907075755,4.029163221518199,0.06498890863985186,-0.7072351972262064,0.06498890863985203,0.0039062097531501892,0.0004801149604523826,4.020785408655802,0.05616857552203936,0.5334666666666666,0.002663331247391824,-2.786996110292264,0.03893307303738503,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,34,7.0322077039516335,1.784754179725019,11.529682137749411,0.16739102446744408,0.0885585838857323,0.011532284533382944,0.7082338725978677,0.16741089286818328,0.023212079481736786,0.03369908000566981,3.2987159445430296,0.033699078200038285,6.81331307888031,2.080526619840972,12.238458553949991,0.0004937264003652951,-0.0023313036151960793,0.002712560615107417,3.655751546223958e-07,6.331947417908378e-07,3.9939409216245014,0.1764959921885269,-0.6720128973325094,0.17649599218852693,0.023226945647693894,0.033724580897577655,3.986603477605184,0.16630095087056537,0.5292666666666667,0.0024027761721253037,-2.7633030270816707,0.11527103946896726,0.9960074074074075,0.0069153732242935115,,,,,,,,,,,,,3
cifar10,cdib,0.0,35,6.912408257072623,2.0758344641533224,11.4867252219807,0.1867844549682896,0.09191117720170454,0.01290248665996866,0.7511751669261492,0.1867871396762197,0.006097075981828809,0.004645508616104756,3.3158309477748293,0.004645504379495099,6.914578143755595,2.0357322492967747,12.238372023900348,0.0004313352076725265,-0.001678027982026144,0.0012562034628935499,8.690489921718836e-05,0.00010101096617219868,4.0171342094739275,0.19867770021018066,-0.6952061851819357,0.19867770021018055,0.006098458459435237,0.004648654217501739,4.008573565800985,0.18919861275804564,0.5312,0.0010583005244258247,-2.778531523199632,0.13114248800418987,0.9999259259259259,0.00012830005981991606,,,,,,,,,,,,,3
cifar10,cdib,0.0,36,7.00811693072319,2.035131841081623,11.450599002115654,0.20808880392549048,0.09532083530618686,0.014362363949913215,0.7873028897765008,0.20808311420701284,0.0038488699197345836,0.0012991245559905026,3.3180791555028972,0.0012991237651723616,6.999392620722453,2.007154190321056,12.238320064544679,0.0007106668242448785,-0.0018398309844771244,0.0023764309823019417,0.00013885895411173502,0.00024051076360740033,4.06404523452123,0.19636056779559663,-0.7421172102292379,0.19636056779559677,0.0038487639030096708,0.0012997880768556638,4.055723534520467,0.18676354601175366,0.5322,0.002959729717389683,-2.811213361329562,0.12945459529658504,1.0,0.0,,,,,,,,,,,,,3
cifar10,cdib,0.0,37,7.086616867419444,2.0125550766612577,11.409913901126744,0.22118635790132957,0.09777649542297982,0.015188755706552481,0.8279748017137701,0.22119049964471715,0.003295694358795035,0.0008279686076887174,3.3186323286005948,0.000827968265452471,7.073059447606404,1.9891215999036482,12.238458426793416,0.0004924377613012789,-0.0020782271241830065,8.688940613150778e-05,4.861090019403491e-07,8.419654893772827e-07,4.103627189000448,0.18304012100334222,-0.7816991647084554,0.18304012100334222,0.003295504594732214,0.0008273335760933159,4.0956491879781085,0.1737236626279212,0.5322666666666667,0.0037166292972710415,-2.8388877311659466,0.1204160752021134,1.0,0.0,,,,,,,,,,,,,3
