experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_DIQ_xzCy_mean,train_DIQ_xzCy_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,train_h_acc_mean,train_h_acc_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,1893.30885925293,4.98022336510817,1897.094727718469,5.215053141726709,6.60983129342397,0.0006815865459665618,-0.16855510075887045,0.05888511699158014,,,,,587.8511172207919,4.451797664528645,598.8510780334473,6.98854998795033,0.034024747017996786,0.0006815907799896712,6.8124111493428545,0.05888511699158015,,,0.999837037037037,2.5660011964071347e-05,0.23863333333333334,0.005697660338536628,,,,,-0.02358277996258094,0.0004649611714484467,-4.704170775078772,0.029474339550420108,,,,,,,,,,,1.5262068790016752,0.01076867482988242,1.5360226571559903,0.012916508523176993
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,649.5177586873373,3.5865843752606255,550.3005127762303,3.139464233760139,6.530357180219707,0.0009691622825443636,0.48599007129669186,0.03444875178955161,,,,,1668.3487338441792,3.7380510336149833,1679.207655843099,4.919055872821106,0.11349886844894201,0.0009691501922090208,6.157865977287291,0.03444875178955192,,,0.9995703703703702,0.00012239045660638185,0.2334333333333333,0.0024906491790963672,,,,,-0.0786674270137882,0.0006748712842287399,-4.2468542016429955,0.02603845483416383,,,,,,,,,,,1.1657723522547518,0.002648601544018581,1.314922911922137,0.007853546321066905
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,230.4280932108561,3.5651289816677143,103.2862373265353,0.8713454916313007,4.675509435660912,0.07554026864976882,1.5705135504404701,0.013091096419633711,,,,,1998.5371884432707,0.8019596164859838,2025.4498636881508,7.759647151270794,1.9683466117941972,0.0755402694284484,5.073342498143514,0.013091096419633222,,,0.7704592592592593,0.014402646076043373,0.2201,0.0015099668870541465,,,,,-1.364373999363501,0.052318727570994705,-3.5036096384330384,0.006660652112543426,,,,,,,,,,,1.007610876564727,0.0001363811593601736,1.216325373450915,0.014499914671561118
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,183.81000385284426,3.65798945596062,3.894217992370779,0.03668810940533663,0.1194760257547552,0.00929440441922094,0.081632133324941,0.011235707368193898,,,,,2090.4909954649033,0.516034681643339,2124.393273925781,3.7165622683595814,6.52438002282923,0.00929440441922043,6.562223915259043,0.011235707368193933,,,0.03389629629629629,0.0017076925928777575,0.0299,0.001509966887054151,,,,,-4.522366019307242,0.006434616581137274,-4.549266090846062,0.009316264065413481,,,,,,,,,,,0.9975490237049983,0.0007365357619105989,1.287148787577947,0.00757862870072763
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3218796569289584,1.043363350068432e-05,-3.159545564651489,0.13722202365439265,,,3.2507523293748046,0.8384730329837105,,,,,4.8362028840556654e-05,1.0436446582926072e-05,6.481473588943481,0.13722202365439248,,,1.0,0.0,0.4662,0.0028687976575562228,,,,,-3.352098639439421e-05,7.235437885730388e-06,-4.505408972554988,0.08623237832626829,,,8.987153363950325,0.8384744234981992,,,,,0.26433149857954547,0.05514079136136263,9.912768466003014,3.5536944856131125,9.872567717234293,3.556070190449109
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3155592147148014,0.00015728213494756337,-1.0664852758248646,0.08168192074806864,,,0.6129795230473533,0.048829439282182356,,,,,0.0063688067329525375,0.00015728369413000814,4.388413300116857,0.08168192074806913,,,1.0,0.0,0.4467666666666667,0.005089531740085065,,,,,-0.004414627368801147,0.00010869156357802108,-3.0635792707968137,0.04605309026863862,,,11.624926400907112,0.04884237284849827,,,,,0.0819706587357955,0.00471250742670247,2.470474394884977,0.048208608786921306,2.457803746064504,0.04821856886803023
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.297626680045417,0.000392057531954779,-0.4126561363538106,0.035885370520275774,,,0.1344037160743028,0.017476699178893145,,,,,0.02430134471929209,0.00039205621846534266,3.734584160645803,0.03588537052027598,,,1.0,0.0,0.4273,0.0013228756555323069,,,,,-0.016844183919326405,0.0002726736251305088,-2.599216589119111,0.03245702167513475,,,12.103502159768885,0.017476233413882363,,,,,0.029253472222222215,0.00128945338183581,0.7758415765834578,0.031426051257623794,0.7722575187683104,0.03157516653252152
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.1922697646148275,0.0011082217345647098,0.19861522316932678,0.041688437598046774,,,0.02761680712027362,0.0028442005198257465,,,,,0.1296582669019699,0.0011082314291409772,3.1233128011226654,0.04168843759804661,,,0.999962962962963,4.625924443251045e-05,0.4126666666666667,0.00248461935381121,,,,,-0.08987870128284385,0.0007741136132654824,-2.1708247449593343,0.024798921929883852,,,12.21028913151134,0.002855591159773626,,,,,0.009203509706439393,0.0012837355993288752,0.2467738732582692,0.007228708707279357,0.24510200197498003,0.007103665050735352
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,1.4131394967888342,0.14664226008552075,0.7866923967997232,0.02342823851380914,,,0.004773539141586462,0.0003770935284724035,,,,,1.9087885275031582,0.14664226008552078,2.5352356274922685,0.023428238513808975,,,0.5357925925925926,0.033927841608537256,0.3886,0.005271622141238878,,,,,-1.3230655941970835,0.10166780857121448,-1.7550527829105829,0.01713053851724203,,,12.23313240029595,0.00038900130034581407,,,,,0.0019841727825126265,0.00045788611639666044,0.004774759516515063,0.0009448414904146131,0.004702309862477705,0.000943401216701855
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,12446.586018880209,321.9514949525476,12454.558954412287,315.5887244418658,3.3218929320573807,8.075345025549473e-07,-3.0952929298082985,0.08900619651186885,,,,,-7074.878949714429,131.86582665092266,-7076.878430175781,132.70522415238156,3.509046476582708e-05,8.070596933042761e-07,6.417220954100291,0.08900619651186839,,,1.0,0.0,0.46376666666666666,0.0006350852961086226,,,,,-2.4319686847593617e-05,5.601643455993619e-07,-4.468532904947806,0.05899854597801621,,,,,,,,,,,5.445147199161124,0.29820450954411054,5.431663632392883,0.30435439052567115
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,754.3434432983398,4.503221999035337,744.7179691430293,5.1430724326217,3.3168567206823467,2.1838791062338844e-05,-0.5257684012254079,0.03736310931500044,,,,,1569.4148143421519,11.084848758983437,1582.452166748047,12.196491899178525,0.005071306427425677,2.1843701616189735e-05,3.8476964255174,0.03736310931500033,,,1.0,0.0,0.45536666666666664,0.0014364307617610154,,,,,-0.0035151459503644927,1.5114809658306557e-05,-2.6831580270222353,0.02011833574691105,,,,,,,,,,,1.2950326244939456,0.008086342152482922,1.3256327698628108,0.012136759633290172
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,258.2694929758707,2.2721293706338286,156.5907075766361,2.96969395453296,3.3064216817870284,0.00010020503674191387,-0.014917856454849244,0.03910040781515267,,,,,1991.1869557698567,5.545478152783872,1997.106240844727,6.869909682154239,0.015506341866443328,0.00010020426965462611,3.3368458807468415,0.03910040781515283,,,1.0,0.0,0.43720000000000003,0.004553020975132914,,,,,-0.010747759053620869,6.987374059802437e-05,-2.3320420819648904,0.021144765153424165,,,,,,,,,,,1.0698081399455213,0.004207554406732183,1.2155615061521532,0.006543618474349388
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,155.64612267812092,1.1178928587377353,40.144131205298685,0.30044992283206967,3.23478462118091,0.001681037054331763,0.33009400169054665,0.056853454561876716,,,,,2071.9600959546633,1.2492570459058918,2083.4903361002603,4.043055319440211,0.08714340103677276,0.0016810357457293147,2.9918340226014455,0.056853454561876585,,,1.0,0.0,0.40553333333333336,0.00480867272054704,,,,,-0.06040552188271913,0.0011674203196651843,-2.0911576418423694,0.03249636987965717,,,,,,,,,,,1.0215428640896624,0.0014207730531564037,1.1936104943354924,0.004542058163138126
QminimalityDataset,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,134.61673494974772,1.820097406071868,5.103940070578546,0.06134720516566613,0.6416868716478348,0.01986748687377202,0.510386339823405,0.012166057317151086,,,,,2092.311294555664,0.4446996460131466,2105.809197998047,1.8866934164886753,2.6802411526441574,0.019867486873771812,2.811541684468587,0.012166057317151126,,,0.34721481481481486,0.003083234899997008,0.2956666666666667,0.0015502687938977798,,,,,-1.8578250244999372,0.013846903008521169,-1.9494347439448036,0.00709918099633004,,,,,,,,,,,1.001655441906416,0.0007087469020976324,1.195297690232595,0.00017532370079187404
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.319869783817309,8.250926350761652e-08,3.1860216140747077,0.0069267643974539155,,,0.9383245743281469,0.2119585705932843,,,,,1.4034988851557212e-06,8.095378824441952e-08,0.1338495735284785,0.006926758531160444,,,1.0,0.0,0.9832333333333333,0.0006658328118479104,,,,,-9.800156016062019e-07,5.623469775082456e-08,-0.09500412429290318,0.004916492864021564,,,11.567461036392862,0.21195695936412834,,,,,0.10059323986308584,0.013533307026510644,6.994573715927101,1.378634813205592,7.149784366289775,1.42908137114606
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3187134412792623,5.765308481526284e-05,3.23161852757136,0.0037476626625037625,,,0.07534648101971048,0.0014870973825102398,,,,,0.0011577473450003347,5.7655333294696566e-05,0.08825265935453597,0.00374765539349715,,,1.0,0.0,0.9813000000000001,0.00010000000000005836,,,,,-0.0008024961375710073,3.993682870051092e-05,-0.06263911271653358,0.0026594816883851145,,,12.430439115888888,0.0014871696830576317,,,,,0.01696366371555204,0.00025346939819448366,0.5369499521609543,0.017710384404112812,0.5371128894388676,0.01790448398307678
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.314777352045309,6.208258819002611e-05,3.2256001353263852,0.001493358042918335,,,0.024220919993332344,0.0033398039339177393,,,,,0.005093834799159712,6.208798786229082e-05,0.09427105123613727,0.0014933607003438086,,,1.0,0.0,0.9790666666666666,0.0011150485789118575,,,,,-0.0035308445927028456,4.287511051468311e-05,-0.06688280922563249,0.0010838032245520234,,,12.481564669435812,0.00334149606210391,,,,,0.005407451290152712,0.0002915444813533442,0.1839547339255964,0.0019784220930185495,0.18388931651910148,0.0024456226796811904
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.290294260022011,0.0012993270740741163,3.184213282664617,0.00437271708325857,,,0.009841756309326249,0.0009176808914204049,,,,,0.029576930009993896,0.0012993261623449116,0.13565789985392862,0.004372729508069869,,,0.9999814814814815,1.8518518518584326e-05,0.9741666666666667,0.0005686240703076774,,,,,-0.020501783487404068,0.0009004637242128888,-0.0961200373563056,0.0031167748651957363,,,12.495943830288232,0.000918886076148105,,,,,0.0020464101171669296,0.0006802707977257049,0.05933008850279955,0.0035875137249117175,0.05956339063122868,0.0037074030651677533
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.0933786704076973,0.018830972862795628,3.0110783119996394,0.01146740860016888,,,0.0053322840507416406,1.9997507719323732e-05,,,,,0.22649251986265562,0.018830974914999854,0.30879287229230007,0.011467408544995157,,,0.984141975308642,0.0017568534557354234,0.9583666666666666,0.00041633319989328293,,,,,-0.1569980132796441,0.013054881696646802,-0.21715105344236896,0.007710441128846334,,,12.500453287579624,2.1384003896966785e-05,,,,,0.0006306773301737759,0.0003160920501225438,0.012279383995604081,0.000940516942726116,0.01247631652125468,0.0009561300863723431
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,12097.432836914062,597.7899217961293,11991.365805193525,580.3852346025078,3.3198700346652927,7.27390314260079e-08,3.188704228401184,0.001506452464515843,,,,,-6262.820448262243,145.80948046066572,-6274.369970703124,147.6010421356881,1.1590884414516407e-06,7.391695547469552e-08,0.13116695513890464,0.0015064643083560639,,,1.0,0.0,0.9834999999999999,0.0007549834435270727,,,,,-8.103843956238903e-07,5.131434219875941e-08,-0.09310004646568848,0.0010692617811479204,,,,,,,,,,,5.917437902182388,0.6103857148383387,6.045437037944794,0.6310438905665422
