experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_DIQ_xzCy_mean,train_DIQ_xzCy_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,train_h_acc_mean,train_h_acc_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3218147452130466,5.293950422401577e-05,-2.0491132656733195,0.21328143337179817,,,2.9643863245393294,0.630912879702849,,,,,0.00011328000737469692,5.2934730020739014e-05,5.371041289965312,0.21328143337179825,,,1.0,0.0,0.5359666666666667,0.0034588051886935397,,,,,-7.852147533075096e-05,3.669487064827924e-05,-3.7175479468890322,0.1273164098541373,,,9.273519387750914,0.6309181758765922,,,,,0.24619241733743688,0.04015828830768299,9.217812398166368,2.2779292285255868,9.184176528453827,2.280353728665749
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3138715475797653,0.00021273823636439547,-0.43375919858614603,0.010172303117925758,,,0.69073669691429,0.04785885369718803,,,,,0.008056478171828063,0.00021273994201840294,3.7556872228781377,0.010172303117926164,,,1.0,0.0,0.5185333333333334,0.0031533051443419402,,,,,-0.005584512281054284,0.0001477729218535011,-2.5971479627005927,0.006898101593488562,,,11.547169185045995,0.0478552321926714,,,,,0.09010387073863639,0.0011626800191767528,2.9320682874231623,0.03468291316813672,2.9331695894400283,0.03336552106063356
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.292985347635818,0.0006214674345060504,0.20458865364392598,0.012363982482981439,,,0.1421591206383186,0.0033046073533568796,,,,,0.028942675354438976,0.0006214618529695757,3.117339370648066,0.012363982482981723,,,1.0,0.0,0.5021333333333333,0.005089531740085082,,,,,-0.020062471930637434,0.0004309252888455274,-2.157402333841802,0.013103765048225637,,,12.095746732119359,0.0032919766194819725,,,,,0.0317974668560606,0.001200773608884029,0.8415864152890263,0.010553920089904793,0.843255086739858,0.010794755012346722
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.1762952551697246,0.0011945777272993204,0.7108956138292948,0.03770901175443604,,,0.02576611880166721,0.005292985657351363,,,,,0.1456327712671323,0.0011945808277830736,2.611032410462697,0.03770901175443614,,,0.9996592592592592,5.132002392791835e-05,0.49,0.00026457513110644305,,,,,-0.10094525590528369,0.0008182740853953025,-1.808954581886244,0.01715075483953427,,,12.21213984489441,0.005290462408094634,,,,,0.009631939512310604,0.000620156626546597,0.26386473367385793,0.014218659946404883,0.26420700637002786,0.01445524318600185
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,1.499713671252583,0.15374970806230304,1.070049887895584,0.01052150738153617,,,0.004937540865622588,0.0004707384487419753,,,,,1.8222143530394093,0.153749708062303,2.2518781363964084,0.010521507381535702,,,0.5649481481481481,0.03795047021184865,0.45449999999999996,0.003004995840263375,,,,,-1.2630689410149751,0.10659284843074002,-1.5587194009287337,0.0019146493606642142,,,12.232968404437557,0.00046757891962124614,,,,,0.0022139608980429287,0.0004787990148667619,0.006731438596916357,0.0005304375721838509,0.006703768899509062,0.0005681667300776672
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,12484.254638671875,393.74125385942205,12503.625327370382,400.3526115516085,3.3218728741913135,3.62892913143186e-06,-2.1721719741821293,0.003921326135800303,,,,,-7089.875989509351,126.97799633161706,-7089.21133219401,126.23946916077738,5.514777422611201e-05,3.6309666729497004e-06,5.494099998474122,0.003921326135800386,,,1.0,0.0,0.5310333333333332,0.0018147543451754965,,,,,-3.822254542265005e-05,2.5179392320009416e-06,-3.7961042722261413,0.01720344048112108,,,,,,,,,,,5.491269732063468,0.39374426128792367,5.465951287746429,0.38650230920080375
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,1033.4885330200193,6.211414681431375,1007.1949624726267,7.456105866797671,3.316050980127219,7.687208088624737e-05,0.1304811805486679,0.022084186303110997,,,,,1321.1904333866003,11.907928233037929,1320.1534220377605,13.187767133031274,0.00587704307293858,7.687443094848097e-05,3.1914468437433245,0.022084186303111108,,,1.0,0.0,0.5323333333333333,0.0020305992547357053,,,,,-0.004073676355250393,5.300067507820928e-05,-2.226086980144419,0.009840041575675208,,,,,,,,,,,1.3143218459956574,0.00734545718521398,1.34845831990242,0.010354653972842678
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,310.9632977803548,4.561438644327288,166.13952367955986,4.641306016773657,3.303683257012656,8.27644831815756e-05,0.5288163105646769,0.016036489400518994,,,,,1984.4683255282314,8.121171425896792,1990.9659484863278,11.29098106993194,0.01824476662494073,8.276391775631418e-05,2.793111713727315,0.01603648940051911,,,1.0,0.0,0.5182000000000001,0.002451530134426235,,,,,-0.01264615351282055,5.804539092063939e-05,-1.9332712240244916,0.00904795127619843,,,,,,,,,,,1.0736445999055195,0.004729922899841135,1.278607987364133,0.01334380355608808
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,193.96866111755367,4.4284299192309815,43.451838782339394,0.14035912608015932,3.2049316470370144,0.0032168704632272636,0.8442225605249405,0.03157589213551072,,,,,2069.296744144324,2.4491049971151364,2085.3163299560547,6.289426161685156,0.11699637803107953,0.0032168722423021505,2.4777054637670517,0.03157589213551042,,,0.9997333333333334,2.222222222221515e-05,0.4855666666666667,0.005118919156749152,,,,,-0.08109741671410148,0.002231284898343191,-1.720480460743677,0.017066680939065854,,,,,,,,,,,1.0223965965437167,0.003239829625696791,1.2480428298314414,0.010791745238779054
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,191.34272130330405,5.014198521021752,5.7188328947081715,0.12749597983196154,0.7286937444499045,0.025626141172773224,0.6315597176551819,0.01730543998553735,,,,,2092.052375562263,0.10368933422565507,2113.9761535644534,3.7120715263905844,2.593234279842088,0.0256261411727731,2.69036830663681,0.017305439985537494,,,0.3912814814814815,0.0018539691599621137,0.35136666666666666,0.0021079215671683136,,,,,-1.797494276649643,0.01782309716972119,-1.8654298752029739,0.011317166441161647,,,,,,,,,,,1.0021366610219984,0.00029817268145542034,1.2832267493009568,0.010802540051152129
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,6.632658708276171,0.0012142497780687725,-1.9698397795359295,0.06287031106615454,,,2.9584603756666183,0.14294727190674197,,,,,0.011197343889348718,0.0012142550765580362,8.613695828119914,0.0628703110661552,,,0.9998296296296297,1.2830005982051698e-05,0.2337,0.0034044089061098493,,,,,-0.007760745648526367,0.0008390421270991147,-5.944622023253728,0.048992606972827014,,,5.957518501715225,0.14294363902975302,,,,,0.28270019531249996,0.015226335831691265,8.31063942114512,1.0175260887648845,8.276017073790234,1.019864040182176
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,,,,,6.608824669411688,0.0007981772785905393,-0.7115622917811075,0.018866154998174393,,,2.1577045228896714,0.04189954361670049,,,,,0.03503137627249641,0.0007981738821482701,7.355418340365091,0.018866154998174255,,,0.999837037037037,1.2830005981963562e-05,0.23106666666666667,0.0025423086620891145,,,,,-0.02428086370041417,0.0005494115088976392,-5.065924518342714,0.00898116258609746,,,6.758274372779962,0.04190232504571684,,,,,0.22004823626893935,0.0030376919013133125,8.099243702310504,0.13842520650457377,8.088412797451019,0.1489762674392561
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,6.449434907147378,0.004662022730496274,0.18406196037928266,0.06348620344883985,,,1.1857252104038538,0.008764050369137955,,,,,0.19442114995961837,0.004662030962334179,6.459794088204703,0.06348620344883962,,,0.9991777777777777,0.0001898667498960195,0.21713333333333332,0.001607275126832163,,,,,-0.1347704588186103,0.0032161750502339333,-4.465734790832765,0.03416470951211841,,,7.730253706375758,0.008761358115717934,,,,,0.1241362847222222,0.003312242429987881,3.9686921893647225,0.027849187419789107,3.979000590244929,0.02600760870949019
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,4.836423637288989,0.02807207335941544,1.3633549253145854,0.009341074409881168,,,0.300645986289689,0.04197685666267039,,,,,1.8074324153589478,0.028072092916971696,5.280501123269399,0.009341074409881392,,,0.8351777777777777,0.0033592327166251127,0.20286666666666667,0.001975685535031651,,,,,-1.2528792696482889,0.019441022416402273,-3.654667718073369,0.0007757271580729539,,,8.615332952051451,0.04198052022329308,,,,,0.04054026594065658,0.002423889305726486,1.3112305558540605,0.009200000461669241,1.3164732108513513,0.008917952537385533
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,0.32822670177979907,0.07257493676135694,0.3151371359825134,0.06808705329329086,,,0.003934117103679827,0.00022464970560324992,,,,,6.315629346804186,0.07257493676135768,6.328718912601471,0.06808705329329073,,,0.0389037037037037,0.005921058185928613,0.03803333333333333,0.007100938905055679,,,,,-4.377685112839274,0.05028148183340789,-4.384336731950442,0.04761101985494994,,,8.912044792464286,0.00022301594866829834,,,,,0.000847488557449495,0.00015701494359175692,0.009607567407797571,0.0007439365261342933,0.009649720318460217,0.0007485275157973347
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,15344.188045247394,313.0924261013223,15352.650651411575,310.2901364946498,6.637262058980537,0.0007954859349507819,-2.0610144774119057,0.07394150544189239,,,,,-9054.722123579544,125.59752602389393,-9058.706909179688,126.64341871328341,0.006593993674455719,0.0007954912943834735,8.704870525995892,0.07394150544189287,,,0.999837037037037,1.2830005981963562e-05,0.2358,0.0012529964086141717,,,,,-0.004570153091196695,0.0005497955848059697,-5.993243990987163,0.064440444198509,,,,,,,,,,,6.688282441009174,0.29742006412716276,6.671424663066865,0.29949148702730527
