experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,0,3,1.2135264949263949,0.055850557755426376,1.7905320632298787,0.04135744178190393,0.461,0.00983056458195562,0.4769185185185185,0.01462445665692534
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,1,3,0.18260991271991622,0.022458409800938346,1.9195791426976523,0.047748385310403645,0.5048,0.005414794548272382,0.8599333333333332,0.010205614528348403
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,2,3,-0.0426550556287621,0.009985047593463975,2.104939232889811,0.048579773722213906,0.5147333333333334,0.006885734044626843,0.9494370370370371,0.002889430148725184
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,3,3,-0.13295792734984194,0.006203866366950364,2.270880996831258,0.06290983183214519,0.5171333333333333,0.008700191568772121,0.975837037037037,0.002311253556863746
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,4,3,-0.1824886542988546,0.003391504693275307,2.4274005343119303,0.054362218391827324,0.52,0.00442266887749916,0.9862814814814814,0.0018763417695649468
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,5,3,-0.21676768983494152,0.0015495125957081645,2.573532971318563,0.052105800670784186,0.5198666666666667,0.003971565602295051,0.9913629629629629,0.0013343206221271252
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,6,3,-0.24320022802280658,0.0005125854192502645,2.7098451711018883,0.04939729457508001,0.5204666666666666,0.0036350149013908138,0.9936074074074074,0.0008704570484814178
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,7,3,-0.26490521699948744,0.0008596626838515444,2.841225396728516,0.06467696952868984,0.5194,0.004014971979976947,0.9949703703703704,0.000722934122071954
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,8,3,-0.2846160515647946,0.0010454949879048043,2.9524359237670903,0.06384559712867975,0.5208,0.00427551166528637,0.9955185185185185,0.000792038574111591
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,128,1,0,-0.55,9,3,-0.30220806246381815,0.0026058666608846804,3.1020669439951583,0.021446800497223424,0.5170666666666667,0.0041585253796668975,0.9960370370370372,0.0005710433739913145
