experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,default,1,128,1,0,-0.55,best,0.2233,-2.2826514388114214,0.21193333333333333,-2.2928631526692045,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,default,2,128,1,0,-0.55,best,0.2229,-2.155951943668723,0.21911111111111112,-2.159299769699905,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,default,0,128,1,0,-0.55,best,0.2355,-2.2788898237518964,0.23146666666666665,-2.267311723904477,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,best,0.4945,-4.037606046115567,0.9984444444444444,-0.011753806221879659,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,0,128,1,0,-0.55,best,0.4972,-3.606755660034172,0.9982,-0.01623717958660887,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,best,0.501,-3.7275084794375695,0.9984,-0.014683454766176747,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,0,128,1,0,-0.55,best,0.3857,-1.7582896017492982,0.40246666666666653,-1.6955776238714164,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,best,0.3815,-1.7683513370254078,0.3983777777777778,-1.72257294240091,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,best,0.3672,-1.8133095695285129,0.3678666666666667,-1.8009109703647181,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,0,128,1,0,-0.55,best,0.512,-2.5693208225732334,0.9907555555555556,-0.05860898306042309,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,128,1,0,-0.55,best,0.5164,-2.556941821386337,0.9942222222222222,-0.047298644235292855,,,,
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibfree,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,2,128,1,0,-0.55,best,0.5134,-2.7005645633220934,0.9927111111111112,-0.050892099823048015,,,,
