experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,8,-0.012627329917793924,1.5855325284957886,0.505,0.9992888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,9,-0.042801554783907805,1.629812703514099,0.5044,0.9993777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,10,-0.06365450785160065,1.6580519382476806,0.505,0.9995555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,11,-0.08053346844694831,1.694002820968628,0.5052,0.9996
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,12,-0.09431689649386839,1.7226090784072876,0.5072,0.9996444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,13,-0.10644803992184726,1.7533623430252074,0.5064,0.9998444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,14,-0.11729169192856008,1.7924732316970826,0.5028,0.9997777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,15,-0.1268904747605324,1.8464733404159546,0.5016,0.9996888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,16,-0.1363869407523762,1.8702960874557495,0.5058,0.9998222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,17,-0.1437193382761695,1.8974288467407228,0.5016,0.9998222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,18,-0.1528252131613818,1.9475984365463257,0.5044,0.9995777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,19,-0.15925199891870673,1.9735951293945313,0.5028,0.9998444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,20,-0.16507406876954164,1.9801952922821044,0.5076,0.9996888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,21,-0.17030671467130834,2.0303610946655275,0.5004,0.9998
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,22,-0.17508315951607445,2.0591001037597656,0.5016,0.9997111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,23,-0.179719886729934,2.087680205154419,0.5008,0.9998
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,24,-0.1841690412347967,2.0901102634429933,0.502,0.9996888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,25,-0.18798069936687295,2.150619496536255,0.4998,0.9997333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,26,-0.1919671328349547,2.139141458129883,0.5014,0.9995555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,27,-0.1954190430251035,2.1989424873352053,0.4934,0.9997111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,28,-0.1983144644650546,2.2231699314117432,0.4974,0.9996666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,29,-0.20187300752726467,2.200622096633911,0.5008,0.9995777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,30,-0.20479894958409395,2.2446611465454103,0.4948,0.9996666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,31,-0.208474506928704,2.2634879795074463,0.4968,0.9994444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,32,-0.2113165350675583,2.286832417678833,0.4994,0.9994
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,33,-0.2132919276302511,2.324168473815918,0.496,0.9995111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,34,-0.21633427671735936,2.382743608856201,0.4908,0.9991555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,35,-0.21849142210700295,2.3764020656585694,0.493,0.9992444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,36,-0.22077168742309916,2.387795118713379,0.4954,0.9992888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,37,-0.22281038924780758,2.3528336544036863,0.4948,0.9992222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,38,-0.22461507107561285,2.38962085647583,0.4952,0.9992888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,39,-0.22633025632771578,2.428415196609497,0.4938,0.9992
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,40,-0.22837325152375482,2.4370928077697753,0.491,0.9993111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,41,-0.22995359130772677,2.4322319355010986,0.4926,0.9992
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,42,-0.23139801923144948,2.492117978668213,0.4894,0.9991555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,43,-0.23365632457733154,2.4295254585266113,0.4948,0.9989111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,44,-0.23458839055624875,2.506988064575195,0.4922,0.9992666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,45,-0.23597830075350676,2.5158797451019286,0.492,0.9992222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,46,-0.23743793677850203,2.5090352699279785,0.4908,0.999
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,47,-0.2386102084788409,2.535758824157715,0.4912,0.999
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,48,-0.2397436984539032,2.5139394458770754,0.4936,0.9989333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,49,-0.24063337447860025,2.5421607860565185,0.4918,0.9991111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,50,-0.24193945582996715,2.538799007797241,0.4952,0.9988666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,51,-0.24256979219479993,2.5562247039794923,0.4912,0.9990444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,52,-0.24368533785993401,2.5714614776611326,0.492,0.9989777777777777
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,53,-0.24494065837860107,2.5652001834869385,0.4922,0.9987111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,54,-0.24572318857366388,2.585293493270874,0.491,0.999
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,55,-0.24621994833946229,2.5948712394714355,0.4924,0.9988222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,56,-0.24725403086055409,2.597006048202515,0.4916,0.9989777777777777
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,57,-0.24811557895703748,2.5987220779418947,0.4926,0.9988666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,58,-0.24873574534654616,2.6032711910247803,0.4924,0.9989333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,59,-0.24950193448933689,2.6097083099365235,0.4932,0.9988888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,60,-0.25004999612461437,2.610913433074951,0.4938,0.9988444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,61,-0.25058767040642826,2.6212844749450683,0.4926,0.9987111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,62,-0.25122702583833173,2.634869426345825,0.493,0.9988666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,63,-0.2520218914790587,2.636954008102417,0.4922,0.9987333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,64,-0.25247088300098075,2.632580316925049,0.493,0.9987777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,65,-0.25304035829630767,2.637268074798584,0.4926,0.9987111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,66,-0.25334772242416037,2.654662106704712,0.4914,0.9988888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,67,-0.2540746233680031,2.6394129302978517,0.4928,0.9986222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,68,-0.25430522783452814,2.6425593788146973,0.492,0.9987555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,69,-0.2547005117546428,2.6595554454803465,0.4914,0.9987777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,70,-0.25528206807049836,2.6568990238189696,0.4906,0.9986666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,71,-0.2556208537058397,2.667108101272583,0.4912,0.9987111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,72,-0.25605688087289985,2.6634585140228273,0.4914,0.9986666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,73,-0.25647356079708444,2.6651129482269287,0.4918,0.9986888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,74,-0.25672070326371627,2.6665347755432127,0.4908,0.9986666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,75,-0.25692715221968565,2.6806952541351317,0.491,0.9988444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,76,-0.2573379030682824,2.681779294586182,0.491,0.9987555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,77,-0.25777429437420585,2.6785557781219484,0.4918,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,78,-0.25788131628903477,2.679483475112915,0.4918,0.9988
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,79,-0.2583037532416257,2.682317789077759,0.4914,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,80,-0.25849757527871564,2.682089992904663,0.492,0.9986
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,81,-0.2587578634955666,2.6871567039489745,0.4918,0.9987111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,82,-0.25892377578995446,2.6933779430389406,0.491,0.9986444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,83,-0.2592984329093586,2.6907836612701415,0.491,0.9985555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,84,-0.25945812426263637,2.6904287136077882,0.4912,0.9986444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,85,-0.25956050232323735,2.69479630317688,0.4918,0.9986666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,86,-0.25971960489533163,2.6993369564056398,0.4912,0.9986666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,87,-0.26005582216002726,2.7004775566101076,0.4906,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,88,-0.2602115150386637,2.70011972694397,0.491,0.9986444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,89,-0.2603503135334362,2.7048431594848634,0.4912,0.9986222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,90,-0.26042683230746877,2.704617866897583,0.4908,0.9986222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,91,-0.2607405079278079,2.7065871044158936,0.4904,0.9986222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,92,-0.26079196056452664,2.708681184005737,0.4904,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,93,-0.26100179991722106,2.7076563354492187,0.4904,0.9985111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,94,-0.261059556909041,2.7115069374084473,0.4902,0.9986444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,95,-0.26129733524756,2.7114455043792725,0.4906,0.9985555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,96,-0.2612878778132525,2.7119540130615234,0.49,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,97,-0.26148983298648487,2.7123768531799315,0.49,0.9986
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,98,-0.2615327678810466,2.7147904258728026,0.4898,0.9985777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.55,99,-0.2617222461527044,2.7151133895874024,0.4906,0.9984444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,0,1.3980259620839899,1.930426418685913,0.3898,0.4186
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,1,0.8817285339962352,1.681304970932007,0.4586,0.8719111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,2,0.5311189608400518,1.5556753957748413,0.4794,0.9716
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,3,0.30817120982083407,1.5244311944961548,0.4856,0.9916888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,4,0.173374672313424,1.5416524307250976,0.4898,0.9963111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,5,0.0836454566056078,1.566672462463379,0.4946,0.9981111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,6,0.01622505669431253,1.630734983444214,0.4916,0.9989555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,7,-0.029562316786159167,1.6705715396881105,0.4968,0.9991777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,8,-0.057321670946207916,1.7247675565719605,0.4924,0.9993555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,9,-0.08281206646073948,1.7765629034042358,0.4932,0.9995777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,10,-0.10032932892279191,1.8193156894683837,0.4916,0.9996222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,11,-0.11695043129379099,1.8722228521347046,0.4954,0.9997555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,12,-0.12949397452527828,1.918842665863037,0.494,0.9997333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,13,-0.13993219380595467,1.971484623336792,0.4918,0.9996888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,14,-0.15050977530262688,2.012235842514038,0.4914,0.9997333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,15,-0.15853006301576442,2.092257559967041,0.4826,0.9995777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,16,-0.1656767699913545,2.1210112327575685,0.4836,0.9996666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,17,-0.17249950666427613,2.138329786682129,0.4848,0.9994888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,18,-0.17982289896011353,2.188890923309326,0.4876,0.9995777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,19,-0.18552079462138088,2.2030106983184816,0.4918,0.9995555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,20,-0.19073251141634853,2.2418748157501223,0.4878,0.9994222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.55,21,-0.19566806014451113,2.2637921741485596,0.49,0.9995777777777778
