data,model,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cifar100,vib,0.1,2,87,-0.16867405481338502,4.566273667907715,0.212,0.8791555555555556
cifar100,vib,0.1,2,88,-0.17534066509550267,4.570053512573242,0.2158,0.8803777777777778
cifar100,vib,0.1,2,89,-0.16924629573388533,4.5567019760131835,0.2128,0.8791555555555556
cifar100,vib,0.1,2,90,-0.16781582727974112,4.559080404663086,0.2132,0.8790666666666667
cifar100,vib,0.1,2,91,-0.17169479381821373,4.5729447341918945,0.2126,0.8805555555555555
cifar100,vib,0.1,2,92,-0.1693678667225621,4.554959598541259,0.2114,0.8791777777777777
cifar100,vib,0.1,2,93,-0.1710233725612814,4.57936192779541,0.2138,0.8793333333333333
cifar100,vib,0.1,2,94,-0.17673921165032822,4.571971203613281,0.2148,0.8815111111111111
cifar100,vib,0.1,2,95,-0.17239300488775428,4.577793446350098,0.2118,0.8804222222222222
cifar100,vib,0.1,2,96,-0.17778519685918634,4.581065716552734,0.2122,0.8842222222222222
cifar100,vib,0.1,2,97,-0.16940399737141348,4.578549006652832,0.2138,0.8791555555555556
cifar100,vib,0.1,2,98,-0.1761876439980485,4.574423834991455,0.2134,0.8812
cifar100,vib,0.1,2,99,-0.17660463509993118,4.591274481964112,0.2124,0.8825777777777778
cifar100,vib,10.0,0,0,3.8346225430575283,4.759513310241699,0.0142,0.011955555555555556
cifar100,vib,10.0,0,1,3.523539792390303,4.547403494262696,0.0324,0.01988888888888889
cifar100,vib,10.0,0,2,3.32401406471946,4.412286681365967,0.0492,0.03111111111111111
cifar100,vib,10.0,0,3,3.165330673841997,4.305086837005615,0.0718,0.049022222222222224
cifar100,vib,10.0,0,4,3.021768700096824,4.215494666290283,0.0818,0.067
cifar100,vib,10.0,0,5,2.8997544930544765,4.1421915084838865,0.1,0.08593333333333333
cifar100,vib,10.0,0,6,2.774033084938743,4.064190628814697,0.1098,0.10546666666666667
cifar100,vib,10.0,0,7,2.6623955002177846,3.990050517272949,0.1244,0.1264222222222222
cifar100,vib,10.0,0,8,2.550512775837291,3.944650603103638,0.1232,0.1456222222222222
cifar100,vib,10.0,0,9,2.4575504369562324,3.880787762069702,0.1384,0.1632
cifar100,vib,10.0,0,10,2.3599052955974233,3.848869232940674,0.1398,0.18173333333333333
cifar100,vib,10.0,0,11,2.276298521666093,3.8087272640228274,0.1418,0.20213333333333333
cifar100,vib,10.0,0,12,2.197699631118774,3.778144617843628,0.1534,0.21431111111111112
cifar100,vib,10.0,0,13,2.1264091185136276,3.7548817287445067,0.1564,0.23222222222222222
cifar100,vib,10.0,0,14,2.061169310552424,3.738365148162842,0.157,0.24382222222222222
cifar100,vib,10.0,0,15,1.9927595183632592,3.725110115814209,0.1672,0.2597555555555556
cifar100,vib,10.0,0,16,1.9470563668684526,3.7188811382293703,0.1646,0.2695111111111111
cifar100,vib,10.0,0,17,1.9008475199959496,3.7112681476593017,0.17,0.27842222222222224
cifar100,vib,10.0,0,18,1.8520703025471081,3.700039632797241,0.1636,0.2912888888888889
cifar100,vib,10.0,0,19,1.8180469541896473,3.6845666400909423,0.1742,0.2966666666666667
cifar100,vib,10.0,0,20,1.7766849905534223,3.6836805042266847,0.1732,0.3058888888888889
cifar100,vib,10.0,0,21,1.746960594628074,3.6826675636291504,0.1752,0.3136888888888889
cifar100,vib,10.0,0,22,1.7097929822574962,3.6860545185089113,0.1766,0.32153333333333334
cifar100,vib,10.0,0,23,1.6909588155226274,3.6689586566925048,0.1768,0.32295555555555555
cifar100,vib,10.0,0,24,1.6641999000549317,3.671802080154419,0.1746,0.3326222222222222
cifar100,vib,10.0,0,25,1.630672681947188,3.680801555252075,0.1776,0.33815555555555554
cifar100,vib,10.0,0,26,1.6140850455197422,3.670335722351074,0.1822,0.3436444444444444
cifar100,vib,10.0,0,27,1.5993828805923462,3.68684638671875,0.1784,0.34497777777777777
cifar100,vib,10.0,0,28,1.578947617305409,3.6871052909851074,0.1744,0.3539111111111111
cifar100,vib,10.0,0,29,1.559781957175515,3.6808862266540525,0.182,0.3575333333333333
cifar100,vib,10.0,0,30,1.5527728417309847,3.6941360153198244,0.1854,0.35913333333333336
cifar100,vib,10.0,0,31,1.537237619712136,3.698034485626221,0.1798,0.36095555555555553
cifar100,vib,10.0,0,32,1.5186504815188322,3.686718145751953,0.187,0.36491111111111113
cifar100,vib,10.0,0,33,1.500272100691362,3.688324610519409,0.1838,0.37075555555555556
cifar100,vib,10.0,0,34,1.493011565277793,3.699508024215698,0.181,0.3732
cifar100,vib,10.0,0,35,1.4861091864152387,3.7015219886779787,0.1822,0.3721777777777778
cifar100,vib,10.0,0,36,1.4622106197357179,3.6878018608093264,0.1834,0.3812
cifar100,vib,10.0,0,37,1.4664519526741722,3.7035592693328856,0.1876,0.37908888888888886
cifar100,vib,10.0,0,38,1.452441459638422,3.7143282249450684,0.1822,0.38564444444444446
cifar100,vib,10.0,0,39,1.4349813454021108,3.721594035720825,0.1872,0.3876
cifar100,vib,10.0,0,40,1.4333600791064176,3.7136064933776853,0.181,0.3869111111111111
cifar100,vib,10.0,0,41,1.4407747892553155,3.7206011833190917,0.1842,0.38811111111111113
cifar100,vib,10.0,0,42,1.420808851554177,3.7072634311676027,0.1864,0.3914
cifar100,vib,10.0,0,43,1.417155776422674,3.726172255706787,0.182,0.3894888888888889
cifar100,vib,10.0,0,44,1.4057163478504529,3.721171323776245,0.1844,0.3925111111111111
cifar100,vib,10.0,0,45,1.4010135675950484,3.7237193519592284,0.1828,0.39613333333333334
cifar100,vib,10.0,0,46,1.3968186510606246,3.7067095695495604,0.1848,0.3947111111111111
cifar100,vib,10.0,0,47,1.3908732323386452,3.7154372959136963,0.1866,0.3973111111111111
cifar100,vib,10.0,0,48,1.3824453550685536,3.724266973114014,0.181,0.40044444444444444
cifar100,vib,10.0,0,49,1.3818524659763682,3.740176770019531,0.1888,0.3992888888888889
cifar100,vib,10.0,0,50,1.375148615993153,3.7325522632598878,0.1832,0.3983777777777778
cifar100,vib,10.0,0,51,1.3694108110081067,3.7378886810302734,0.1876,0.4052
cifar100,vib,10.0,0,52,1.36133456585624,3.7269955184936525,0.1906,0.4053777777777778
cifar100,vib,10.0,0,53,1.3684299399636008,3.7343855304718017,0.1862,0.4022
cifar100,vib,10.0,0,54,1.360492570287531,3.719894980239868,0.1916,0.40684444444444445
cifar100,vib,10.0,0,55,1.3617539127523248,3.7362389640808105,0.193,0.4063111111111111
cifar100,vib,10.0,0,56,1.3626902460791848,3.7521940330505372,0.1832,0.4055111111111111
cifar100,vib,10.0,0,57,1.3496418317621404,3.743259111404419,0.186,0.40928888888888887
cifar100,vib,10.0,0,58,1.3543049289876765,3.7365213554382324,0.1864,0.4092222222222222
cifar100,vib,10.0,0,59,1.3411427363135597,3.7484464805603026,0.189,0.41171111111111114
cifar100,vib,10.0,0,60,1.3437426117636941,3.742628518676758,0.1796,0.4073777777777778
cifar100,vib,10.0,0,61,1.3466414014296098,3.752913919067383,0.1836,0.4069333333333333
cifar100,vib,10.0,0,62,1.3370527656901967,3.742527843475342,0.179,0.4106222222222222
cifar100,vib,10.0,0,63,1.344417304351113,3.7535889698028564,0.186,0.4098222222222222
cifar100,vib,10.0,0,64,1.3364111970381303,3.7375076068878172,0.188,0.41304444444444444
cifar100,vib,10.0,0,65,1.3298210742430254,3.7399586818695068,0.1864,0.4099333333333333
cifar100,vib,10.0,0,66,1.3278763268904252,3.752154407119751,0.1842,0.41324444444444447
cifar100,vib,10.0,0,67,1.328414160711115,3.7570573402404785,0.1834,0.4109111111111111
cifar100,vib,10.0,0,68,1.33216504537409,3.7369124168395995,0.1876,0.41344444444444445
cifar100,vib,10.0,0,69,1.323437404233759,3.7578425884246824,0.183,0.4133777777777778
cifar100,vib,10.0,0,70,1.3206789287220349,3.746770894241333,0.1872,0.4152222222222222
cifar100,vib,10.0,0,71,1.324563702878085,3.7589793796539306,0.189,0.41386666666666666
cifar100,vib,10.0,0,72,1.3230368211746215,3.75174083442688,0.192,0.4139555555555556
cifar100,vib,10.0,0,73,1.3294773580897938,3.752627332687378,0.1868,0.41688888888888886
cifar100,vib,10.0,0,74,1.3149048517920754,3.7571585636138916,0.1878,0.41913333333333336
cifar100,vib,10.0,0,75,1.3197650790648028,3.7550343029022217,0.1912,0.41531111111111113
cifar100,vib,10.0,0,76,1.318033179768649,3.755181916809082,0.189,0.4156888888888889
cifar100,vib,10.0,0,77,1.3158145373951304,3.7564240169525145,0.184,0.41584444444444446
cifar100,vib,10.0,0,78,1.3195148448077114,3.763862757873535,0.1854,0.41584444444444446
cifar100,vib,10.0,0,79,1.3141357071789828,3.742619939804077,0.1966,0.41775555555555555
cifar100,vib,10.0,0,80,1.3114431803443216,3.7619320693969724,0.185,0.4179111111111111
cifar100,vib,10.0,0,81,1.314296973956715,3.771150796127319,0.181,0.4187111111111111
cifar100,vib,10.0,0,82,1.3151918064811012,3.765219538116455,0.187,0.4188222222222222
cifar100,vib,10.0,0,83,1.3096901310487228,3.753218729400635,0.187,0.41755555555555557
cifar100,vib,10.0,0,84,1.3145421928405763,3.7725778621673585,0.1866,0.41873333333333335
cifar100,vib,10.0,0,85,1.3039356216777456,3.7518227504730226,0.1832,0.4207111111111111
cifar100,vib,10.0,0,86,1.3107500545328314,3.7580103786468504,0.1876,0.4184222222222222
cifar100,vib,10.0,0,87,1.308954380937056,3.7544621627807615,0.1856,0.41755555555555557
cifar100,vib,10.0,0,88,1.301988978732716,3.757605820083618,0.1902,0.41955555555555557
cifar100,vib,10.0,0,89,1.3093340278972279,3.753846039199829,0.1866,0.4166
cifar100,vib,10.0,0,90,1.3033384462876754,3.751634948348999,0.189,0.4170888888888889
cifar100,vib,10.0,0,91,1.3034346207185226,3.7422989265441893,0.1888,0.4187111111111111
cifar100,vib,10.0,0,92,1.301547012831948,3.751738972854614,0.1888,0.4195333333333333
cifar100,vib,10.0,0,93,1.3095212894959882,3.757233024215698,0.1892,0.42146666666666666
cifar100,vib,10.0,0,94,1.3129795184222135,3.761517280960083,0.1848,0.419
cifar100,vib,10.0,0,95,1.3040797869595615,3.771562504196167,0.188,0.42084444444444447
cifar100,vib,10.0,0,96,1.3037839226462624,3.7605937419891355,0.1958,0.4182666666666667
cifar100,vib,10.0,0,97,1.306736450958252,3.7517192317962644,0.1888,0.417
cifar100,vib,10.0,0,98,1.298615842108293,3.7645518226623533,0.1838,0.4219777777777778
cifar100,vib,10.0,0,99,1.3101891053806651,3.7628135013580324,0.1888,0.41731111111111113
cifar100,vib,10.0,1,0,3.791356855808605,4.709216371154785,0.0154,0.0104
cifar100,vib,10.0,1,1,3.520984612690319,4.5408226745605464,0.0294,0.017555555555555557
cifar100,vib,10.0,1,2,3.3357610307173298,4.414749295043945,0.0574,0.029444444444444443
cifar100,vib,10.0,1,3,3.186059355510365,4.31502572631836,0.0748,0.04477777777777778
cifar100,vib,10.0,1,4,3.055472779950229,4.234675369262695,0.0888,0.05917777777777778
cifar100,vib,10.0,1,5,2.928661556902799,4.15421828994751,0.1008,0.07968888888888889
cifar100,vib,10.0,1,6,2.8131121267492123,4.07882381515503,0.1128,0.09926666666666667
cifar100,vib,10.0,1,7,2.7006457417228007,4.0165021659851075,0.1162,0.1174
cifar100,vib,10.0,1,8,2.5931436915657735,3.9562516456604,0.127,0.1381777777777778
cifar100,vib,10.0,1,9,2.4871631299799137,3.9139131958007813,0.1358,0.15424444444444443
cifar100,vib,10.0,1,10,2.3934579377261076,3.8708096473693847,0.1418,0.1720888888888889
cifar100,vib,10.0,1,11,2.305781484187733,3.8283779415130614,0.1468,0.19035555555555556
cifar100,vib,10.0,1,12,2.2318426081223923,3.795430954360962,0.1534,0.2046
cifar100,vib,10.0,1,13,2.1570823330619118,3.775328968811035,0.1546,0.2194
cifar100,vib,10.0,1,14,2.0845049472115256,3.7550913509368895,0.1566,0.23264444444444443
cifar100,vib,10.0,1,15,2.032012666806308,3.7413836696624756,0.1634,0.24633333333333332
cifar100,vib,10.0,1,16,1.975376153269681,3.7465610778808593,0.1606,0.25835555555555556
cifar100,vib,10.0,1,17,1.935653161239624,3.7140817291259767,0.1742,0.2654222222222222
cifar100,vib,10.0,1,18,1.8834623102361505,3.7016627368927,0.1688,0.2766
cifar100,vib,10.0,1,19,1.842407468691739,3.7042681564331055,0.1766,0.287
cifar100,vib,10.0,1,20,1.808507444676486,3.7095378326416015,0.1708,0.2969777777777778
cifar100,vib,10.0,1,21,1.7657057798905806,3.7096870708465577,0.1672,0.3063111111111111
cifar100,vib,10.0,1,22,1.7427940453962847,3.6987444290161133,0.18,0.30795555555555554
cifar100,vib,10.0,1,23,1.7065006449439308,3.682993953704834,0.1764,0.31864444444444445
cifar100,vib,10.0,1,24,1.6900926299702037,3.7062726428985595,0.1746,0.32106666666666667
cifar100,vib,10.0,1,25,1.6528445152282716,3.6773231452941895,0.1826,0.33468888888888887
cifar100,vib,10.0,1,26,1.637021792533181,3.698327045440674,0.1744,0.33197777777777776
cifar100,vib,10.0,1,27,1.6191510475158692,3.697593679428101,0.1786,0.33813333333333334
cifar100,vib,10.0,1,28,1.603881270755421,3.695295320892334,0.18,0.3413111111111111
cifar100,vib,10.0,1,29,1.579229356991161,3.695637878036499,0.1778,0.3469777777777778
cifar100,vib,10.0,1,30,1.5618893251592463,3.696812574005127,0.1802,0.35204444444444444
cifar100,vib,10.0,1,31,1.547005747535012,3.707078113937378,0.1822,0.3562888888888889
cifar100,vib,10.0,1,32,1.534671267786893,3.7096289825439452,0.1788,0.3562444444444444
cifar100,vib,10.0,1,33,1.5132328988855535,3.700103565597534,0.1812,0.36202222222222225
cifar100,vib,10.0,1,34,1.5122069389863448,3.7152084777832033,0.1766,0.364
cifar100,vib,10.0,1,35,1.4938652370799672,3.70715004196167,0.1814,0.36624444444444443
cifar100,vib,10.0,1,36,1.4907938347209584,3.7157575492858888,0.184,0.3698666666666667
cifar100,vib,10.0,1,37,1.476237155012651,3.7024146369934083,0.1876,0.3741333333333333
cifar100,vib,10.0,1,38,1.4713678544304587,3.715965593719482,0.1826,0.37246666666666667
cifar100,vib,10.0,1,39,1.4565722980152478,3.7094056266784667,0.1882,0.37853333333333333
cifar100,vib,10.0,1,40,1.4420173900084061,3.7147167839050295,0.1852,0.3797333333333333
cifar100,vib,10.0,1,41,1.448035845375061,3.727102982711792,0.1914,0.38026666666666664
cifar100,vib,10.0,1,42,1.4305769047997214,3.734580467224121,0.1836,0.3843111111111111
cifar100,vib,10.0,1,43,1.4240619888652455,3.7111755947113036,0.1872,0.38484444444444443
cifar100,vib,10.0,1,44,1.4197649853446266,3.720280577468872,0.1858,0.38466666666666666
cifar100,vib,10.0,1,45,1.4117234113173052,3.737600359344482,0.1868,0.38864444444444446
cifar100,vib,10.0,1,46,1.412269923175465,3.738476560211182,0.1886,0.3874666666666667
cifar100,vib,10.0,1,47,1.3950919004440308,3.726206155014038,0.1822,0.3918
cifar100,vib,10.0,1,48,1.3965774202866987,3.7320264270782473,0.1846,0.393
cifar100,vib,10.0,1,49,1.3858018209977583,3.7333794773101805,0.1842,0.39726666666666666
cifar100,vib,10.0,1,50,1.3877571248487992,3.7388541038513186,0.1868,0.3977111111111111
cifar100,vib,10.0,1,51,1.3811849489905617,3.7382307739257814,0.1832,0.39384444444444444
cifar100,vib,10.0,1,52,1.3822812783501366,3.738957915496826,0.1808,0.3952
cifar100,vib,10.0,1,53,1.3838134770306674,3.7410951190948487,0.1842,0.39466666666666667
cifar100,vib,10.0,1,54,1.366731578324058,3.7529207767486574,0.1814,0.40186666666666665
cifar100,vib,10.0,1,55,1.36879082773382,3.7437302799224854,0.1878,0.3990888888888889
cifar100,vib,10.0,1,56,1.3611502935062756,3.7395647144317627,0.1964,0.4020888888888889
cifar100,vib,10.0,1,57,1.3625717802914705,3.7518870864868163,0.1844,0.40128888888888886
cifar100,vib,10.0,1,58,1.360233913161538,3.7488853355407716,0.1868,0.40382222222222225
cifar100,vib,10.0,1,59,1.3541599027286877,3.750438609313965,0.1878,0.40224444444444446
cifar100,vib,10.0,1,60,1.3483040004730225,3.7460289817810057,0.1844,0.4053555555555556
cifar100,vib,10.0,1,61,1.3520550225691361,3.7447728843688965,0.1874,0.40442222222222224
cifar100,vib,10.0,1,62,1.3510227411270141,3.7493317756652833,0.1808,0.40195555555555557
cifar100,vib,10.0,1,63,1.344606643746116,3.752888408279419,0.1846,0.4072222222222222
cifar100,vib,10.0,1,64,1.3473007569399746,3.7408376850128175,0.1902,0.4051777777777778
cifar100,vib,10.0,1,65,1.3486985633676702,3.746338232421875,0.186,0.403
cifar100,vib,10.0,1,66,1.341970225316828,3.7591299991607667,0.1872,0.4073111111111111
cifar100,vib,10.0,1,67,1.3377579458583484,3.769315916061401,0.1876,0.4091111111111111
cifar100,vib,10.0,1,68,1.335967917841131,3.7785649848937988,0.182,0.40557777777777776
cifar100,vib,10.0,1,69,1.3324856155048717,3.7509989707946776,0.1836,0.40828888888888887
cifar100,vib,10.0,1,70,1.3349883302168413,3.756984259414673,0.1862,0.4063111111111111
cifar100,vib,10.0,1,71,1.3311678896297108,3.767787022399902,0.1876,0.4086222222222222
cifar100,vib,10.0,1,72,1.3303178253173829,3.771574359512329,0.1824,0.4073555555555556
cifar100,vib,10.0,1,73,1.3158931187022815,3.7611144176483156,0.1856,0.4113111111111111
cifar100,vib,10.0,1,74,1.3246811832427978,3.759438261795044,0.1886,0.40971111111111114
cifar100,vib,10.0,1,75,1.3269730156638406,3.768947707748413,0.1872,0.4115333333333333
cifar100,vib,10.0,1,76,1.3165992422277277,3.7596232303619384,0.1786,0.4139777777777778
cifar100,vib,10.0,1,77,1.3297044387470591,3.765972568130493,0.1886,0.4099777777777778
cifar100,vib,10.0,1,78,1.3117121132070368,3.7705147468566893,0.1824,0.4136
cifar100,vib,10.0,1,79,1.3139855044625022,3.776628073120117,0.1866,0.41675555555555555
cifar100,vib,10.0,1,80,1.312319884560325,3.761110933685303,0.1842,0.4121111111111111
cifar100,vib,10.0,1,81,1.3188211661078713,3.7478211021423338,0.188,0.41013333333333335
cifar100,vib,10.0,1,82,1.315146160177751,3.7668716686248778,0.1864,0.41224444444444447
cifar100,vib,10.0,1,83,1.3115334938222711,3.7615285167694092,0.1918,0.41331111111111113
cifar100,vib,10.0,1,84,1.3199666652159256,3.7647909130096435,0.1862,0.4091111111111111
cifar100,vib,10.0,1,85,1.3131232750632547,3.7728048824310303,0.1858,0.4144888888888889
cifar100,vib,10.0,1,86,1.3142431904532692,3.7572225608825685,0.1888,0.41342222222222225
cifar100,vib,10.0,1,87,1.314668784124201,3.7643383960723877,0.1858,0.41424444444444447
cifar100,vib,10.0,1,88,1.3138411159341985,3.7621292167663576,0.1876,0.41286666666666666
cifar100,vib,10.0,1,89,1.316282022077387,3.763737289047241,0.1854,0.4155111111111111
cifar100,vib,10.0,1,90,1.310658864177357,3.7628655700683593,0.1868,0.4172444444444444
cifar100,vib,10.0,1,91,1.3058347223802047,3.7750574962615966,0.1868,0.4149777777777778
cifar100,vib,10.0,1,92,1.3117980905706232,3.761853520202637,0.1876,0.4147111111111111
cifar100,vib,10.0,1,93,1.3023191307067872,3.759825994873047,0.1862,0.41324444444444447
cifar100,vib,10.0,1,94,1.3150841188777578,3.7675838558197023,0.187,0.41333333333333333
cifar100,vib,10.0,1,95,1.304061867575212,3.7591008686065672,0.19,0.4179555555555556
cifar100,vib,10.0,1,96,1.3055970127105714,3.7800274017333986,0.1854,0.4151111111111111
cifar100,vib,10.0,1,97,1.3102242443778298,3.7654384952545166,0.19,0.4152666666666667
cifar100,vib,10.0,1,98,1.3096880518826572,3.7631676719665528,0.187,0.41275555555555554
cifar100,vib,10.0,1,99,1.3042220286976207,3.761021393966675,0.1908,0.41631111111111113
cifar100,vib,10.0,2,0,3.785053474669023,4.711161218261719,0.0144,0.01248888888888889
cifar100,vib,10.0,2,1,3.4937333634463226,4.53252647857666,0.0344,0.02022222222222222
cifar100,vib,10.0,2,2,3.3094225177418104,4.405827155303955,0.0474,0.032711111111111114
cifar100,vib,10.0,2,3,3.151212590928511,4.306504138946533,0.0724,0.049444444444444444
cifar100,vib,10.0,2,4,3.001714713079279,4.207693949127197,0.0838,0.0661111111111111
cifar100,vib,10.0,2,5,2.873076754587347,4.125403136444092,0.103,0.08653333333333334
cifar100,vib,10.0,2,6,2.7451612486752595,4.052921189880371,0.1108,0.10762222222222222
cifar100,vib,10.0,2,7,2.6184893598729913,3.9911964035034178,0.1174,0.1292888888888889
cifar100,vib,10.0,2,8,2.5061608296481044,3.93456961517334,0.1296,0.1489111111111111
cifar100,vib,10.0,2,9,2.3990384810360994,3.885244052505493,0.132,0.16984444444444444
cifar100,vib,10.0,2,10,2.295882817251032,3.850358644485474,0.142,0.1902222222222222
cifar100,vib,10.0,2,11,2.20600746567466,3.7946659282684325,0.1472,0.2062
cifar100,vib,10.0,2,12,2.118969145930897,3.7799437446594237,0.1538,0.22766666666666666
cifar100,vib,10.0,2,13,2.0490986323096534,3.7535485122680665,0.152,0.24046666666666666
cifar100,vib,10.0,2,14,1.9755581802714954,3.723940924453735,0.1582,0.257
cifar100,vib,10.0,2,15,1.9154639754902232,3.71345968208313,0.1586,0.2660666666666667
cifar100,vib,10.0,2,16,1.8657381948644465,3.6975800701141357,0.161,0.2747777777777778
cifar100,vib,10.0,2,17,1.815817194886641,3.6912629959106447,0.164,0.2902
cifar100,vib,10.0,2,18,1.7667969093669544,3.69226886177063,0.167,0.3008222222222222
cifar100,vib,10.0,2,19,1.7347738509438255,3.6860005908966063,0.1644,0.30775555555555556
cifar100,vib,10.0,2,20,1.6882101819818671,3.6812471591949465,0.165,0.3168
cifar100,vib,10.0,2,21,1.6623546798706055,3.6804385833740234,0.1726,0.32737777777777777
cifar100,vib,10.0,2,22,1.6198255442879417,3.6746109260559083,0.1764,0.3370444444444444
cifar100,vib,10.0,2,23,1.5958286237023094,3.6863433197021482,0.1704,0.34044444444444444
cifar100,vib,10.0,2,24,1.5688084266315807,3.6871812618255615,0.1698,0.3469111111111111
cifar100,vib,10.0,2,25,1.5460998141722246,3.6888301826477052,0.1736,0.35144444444444445
cifar100,vib,10.0,2,26,1.5178789473446932,3.686343466567993,0.1756,0.3624222222222222
cifar100,vib,10.0,2,27,1.5092819274208762,3.6950144538879393,0.1756,0.3606
cifar100,vib,10.0,2,28,1.4803166544480757,3.6952269313812254,0.1756,0.367
cifar100,vib,10.0,2,29,1.4699989770889281,3.6990373989105225,0.172,0.3724
cifar100,vib,10.0,2,30,1.452346236783808,3.6894242641448973,0.1766,0.3782888888888889
cifar100,vib,10.0,2,31,1.4406125987659801,3.699373397064209,0.1806,0.38106666666666666
cifar100,vib,10.0,2,32,1.4290602951743385,3.708438761138916,0.1754,0.38204444444444446
cifar100,vib,10.0,2,33,1.4111343956340443,3.7052707424163818,0.179,0.38615555555555553
cifar100,vib,10.0,2,34,1.391015399204601,3.7098003387451173,0.1794,0.38968888888888886
cifar100,vib,10.0,2,35,1.3795573329752142,3.703771669006348,0.1738,0.3950222222222222
cifar100,vib,10.0,2,36,1.3722934916236185,3.7052444332122803,0.1766,0.3966222222222222
cifar100,vib,10.0,2,37,1.3530975282842463,3.7129236782073973,0.1818,0.4014
cifar100,vib,10.0,2,38,1.3612397689472546,3.7038990348815917,0.1742,0.3985111111111111
cifar100,vib,10.0,2,39,1.352001379325173,3.7068713779449465,0.178,0.39853333333333335
cifar100,vib,10.0,2,40,1.3443686732725664,3.719196439361572,0.1744,0.40315555555555554
cifar100,vib,10.0,2,41,1.3286997467561201,3.722588047027588,0.1746,0.4082222222222222
cifar100,vib,10.0,2,42,1.327531495215676,3.714530086517334,0.1826,0.4062222222222222
cifar100,vib,10.0,2,43,1.3091835993853482,3.7140770160675047,0.1798,0.4091111111111111
cifar100,vib,10.0,2,44,1.3142499478426846,3.724881071090698,0.1806,0.40873333333333334
cifar100,vib,10.0,2,45,1.307966826542941,3.7385238147735596,0.1762,0.41533333333333333
cifar100,vib,10.0,2,46,1.3024705454219472,3.7399927837371827,0.1872,0.4125111111111111
cifar100,vib,10.0,2,47,1.2909098421790384,3.729631102371216,0.1866,0.4169555555555556
cifar100,vib,10.0,2,48,1.2833942934556442,3.7293313362121583,0.1816,0.41915555555555556
cifar100,vib,10.0,2,49,1.2845052469080145,3.7268480335235594,0.1842,0.4165333333333333
cifar100,vib,10.0,2,50,1.2714095884496515,3.7264617935180664,0.186,0.4217111111111111
cifar100,vib,10.0,2,51,1.2732955397865988,3.737064009475708,0.1818,0.42002222222222224
cifar100,vib,10.0,2,52,1.2663012518015775,3.758073635482788,0.1788,0.42302222222222224
cifar100,vib,10.0,2,53,1.2645435780091718,3.730267946243286,0.182,0.4226
cifar100,vib,10.0,2,54,1.2657155229395085,3.7387811191558837,0.1784,0.4225111111111111
cifar100,vib,10.0,2,55,1.2578049279819836,3.744129315185547,0.182,0.4246666666666667
cifar100,vib,10.0,2,56,1.255373996821317,3.7449632873535155,0.18,0.4280888888888889
cifar100,vib,10.0,2,57,1.2522507024418223,3.756301759338379,0.1818,0.42748888888888886
cifar100,vib,10.0,2,58,1.2525859977895564,3.7503690795898437,0.183,0.4272444444444444
cifar100,vib,10.0,2,59,1.2475488160913641,3.7575687412261964,0.1838,0.42715555555555557
cifar100,vib,10.0,2,60,1.2438351826927878,3.746088174057007,0.184,0.4295777777777778
cifar100,vib,10.0,2,61,1.248111980004744,3.7487168872833254,0.1816,0.42806666666666665
cifar100,vib,10.0,2,62,1.2401120570616289,3.7572256782531737,0.1836,0.4323777777777778
cifar100,vib,10.0,2,63,1.2415544057325882,3.7542378005981445,0.1822,0.42777777777777776
cifar100,vib,10.0,2,64,1.2377088645068082,3.751403308105469,0.183,0.4315111111111111
cifar100,vib,10.0,2,65,1.2316856923883612,3.751044861984253,0.1772,0.43506666666666666
cifar100,vib,10.0,2,66,1.2281291825554588,3.7514402656555177,0.1816,0.4354
cifar100,vib,10.0,2,67,1.2242539402181452,3.7630663997650147,0.1814,0.436
cifar100,vib,10.0,2,68,1.2343177489367398,3.754597254562378,0.1834,0.42917777777777777
cifar100,vib,10.0,2,69,1.2246460998535156,3.772930209350586,0.1838,0.43233333333333335
cifar100,vib,10.0,2,70,1.226804888534546,3.7696185512542724,0.1824,0.43544444444444447
cifar100,vib,10.0,2,71,1.2199779573613947,3.76372894821167,0.187,0.4331111111111111
cifar100,vib,10.0,2,72,1.2283621228824961,3.7831155353546144,0.1812,0.4303777777777778
cifar100,vib,10.0,2,73,1.2195456211783668,3.76921968460083,0.1846,0.43724444444444444
cifar100,vib,10.0,2,74,1.2223819998827847,3.7638396938323972,0.182,0.4361111111111111
cifar100,vib,10.0,2,75,1.2125237493341618,3.75492991065979,0.1826,0.4354
cifar100,vib,10.0,2,76,1.212801131248474,3.753186065673828,0.1834,0.43622222222222223
cifar100,vib,10.0,2,77,1.212715118113431,3.7703694747924805,0.1826,0.4351333333333333
cifar100,vib,10.0,2,78,1.2104776645833795,3.7579488101959226,0.18,0.4381555555555556
cifar100,vib,10.0,2,79,1.2122667825352063,3.771810998916626,0.1828,0.437
cifar100,vib,10.0,2,80,1.213891780090332,3.768960546875,0.1836,0.43653333333333333
cifar100,vib,10.0,2,81,1.2107372479178689,3.7674786937713622,0.1778,0.43864444444444445
cifar100,vib,10.0,2,82,1.2082113843917848,3.756185591506958,0.1826,0.4384
cifar100,vib,10.0,2,83,1.2045130966533315,3.758395351409912,0.1868,0.43851111111111113
cifar100,vib,10.0,2,84,1.2143480643012308,3.7664440887451174,0.1842,0.43664444444444445
cifar100,vib,10.0,2,85,1.217506727470051,3.7643280841827393,0.189,0.43424444444444443
