experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.2005,-4.8330653273804325,0.9506666666666668,-0.3748372299402906,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1829,-3.746914608352864,0.6266222222222222,-1.7489452402813308,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1871,-3.767840503109433,0.6256888888888889,-1.7535459942124267,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1859,-3.8109452301739246,0.6553555555555556,-1.6374370584338076,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1852,-4.874783314290961,0.7150444444444445,-1.0472706095870452,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1821,-5.041396322687832,0.7343333333333333,-0.9805962223413018,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1857,-4.96045763639722,0.7324444444444445,-0.9835795381255252,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.0133,-4.6250397551059725,0.013933333333333334,-4.603528645531337,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.0139,-4.608010011887551,0.015955555555555556,-4.5930264655696025,,,,
QminimalityDataset,cifar100,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.0155,-4.620619375920295,0.014711111111111109,-4.59959616039594,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4434,-1.7135273503819155,0.5631777777777778,-1.1921093127640523,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4417,-1.6362145152192098,0.5242666666666667,-1.2667477667419085,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4393,-1.8133798689579876,0.6009111111111111,-1.058002376099304,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4806,-4.137579019447358,0.9978222222222224,-0.013343828192452008,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4784,-4.270525754442389,0.9975333333333334,-0.013972194649582574,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4778,-4.217464879939668,0.9970222222222224,-0.0137128883389597,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4763,-3.191806632890449,0.9984444444444444,-0.01862576300163444,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4783,-3.2244072462482984,0.9985555555555556,-0.0190935505700111,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4755,-3.2547597581323364,0.9976888888888888,-0.021418998275401925,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4798,-2.424912840302289,0.9973111111111111,-0.05027441121168133,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4809,-2.4940084186615814,0.9973555555555556,-0.04879612451529381,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4778,-2.4461132745271588,0.9972888888888888,-0.051040722208163185,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4745,-5.5173163542383925,0.9973777777777778,-0.009381005130973345,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4634,-5.4759118131694935,0.9974222222222222,-0.01033209087949673,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4705,-5.591167948381826,0.9968666666666668,-0.010562049584455757,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4598,-5.2317370409500406,0.9975777777777778,-0.011575847558794013,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4667,-5.135001246259507,0.9977111111111112,-0.011649803250520105,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4607,-5.178974254319408,0.9973777777777778,-0.011784291231111858,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4917,-3.5750867399181843,0.9999111111111112,-0.011034748820472106,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4935,-3.5789580380034387,0.9999333333333332,-0.009854440954586293,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4875,-3.5640740647413254,0.9998888888888888,-0.01021545305185492,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4725,-2.3674311966822263,0.9997555555555556,-0.04066693913799787,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.4784,-2.2908828959128025,0.9996222222222222,-0.042044693587720915,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4656,-2.3875033046177085,0.9996444444444444,-0.042574587804937926,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.4913,-2.8249547699842243,1.0,-0.011963230304384209,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.5009,-2.7636446044978418,1.0,-0.010901781280550674,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.4964,-2.782371611799204,1.0,-0.01227008773217599,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.3449,-1.8347897929310801,0.38322222222222224,-1.7497523870034353,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.3438,-1.8500628344893453,0.3755333333333333,-1.778509857798947,,,,
QminimalityDataset,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.3418,-1.837906096997857,0.3846444444444445,-1.7552869011196826,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9738,-0.09599468124542794,0.999925925925926,-0.0027574316693238588,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9744,-0.0903394243709964,0.9999629629629628,-0.002923146259961219,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.9759,-0.08765218435079898,1.0,-0.0028228915868881398,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9718,-0.11457807802077928,0.9999444444444444,-0.002373231873513998,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9714,-0.11898924926282993,0.999925925925926,-0.0025364039968625946,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.971,-0.10698141729759232,0.9999629629629628,-0.0024808951608909172,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9708,-0.10310678140381972,0.9998333333333334,-0.007789317297300402,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.9718,-0.09735714032236828,0.9997962962962964,-0.007543799353884541,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9708,-0.0953855994542801,0.9997592592592592,-0.00853908788957721,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9526,-0.1636139770970572,0.9786111111111112,-0.08602119171184758,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.9552,-0.1539611969175815,0.9826851851851852,-0.06985462283764983,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9552,-0.16186676658673968,0.9828888888888888,-0.07163241166626375,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9586,-0.2640364589343752,0.9996481481481482,-0.003291091511713928,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9591,-0.2910576571399353,0.9996296296296296,-0.0028705991375370925,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.9596,-0.28385196014566905,0.9996666666666668,-0.002939820911481489,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9811,-0.06500220685111804,1.0,-0.0021282687117009373,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9811,-0.06709092087358806,1.0,-0.0020641834954097803,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.982,-0.06218589352006047,1.0,-0.004762023069746399,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.9846,-0.06205647565523303,1.0,-0.004897311246998548,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.9831,-0.06628658994542856,1.0,-0.0047756658303340326,,,,
QminimalityDataset,mnist,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.9558,-0.3051356232882041,0.9995925925925926,-0.003516485264699902,,,,
