experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,25,2.7112932936711744,1.4333525306799195,0.011119701878421685,11.032810205763036,0.12538330078124998,1.2050947716290301,0.013424120557663793,3.3085039095445112,-1.076168111779473,2.666340192159017,1.424144188563029,0.011113625640670458,3.9614757696787515,-0.6395477453867594,-1.0627419746187,3.9361832374572754,0.4638,-2.728354398113802,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,26,2.6373657326806677,1.4148369851437481,0.011019663710612804,11.065327991138805,0.12340901692708343,1.172567622566765,0.012766317146914926,3.3091617036949503,-1.0801591690291057,2.5899150371551514,1.4048690795898438,0.010956335502366224,4.006133556365967,-0.6842055320739746,-1.0673933452394273,3.976048918914795,0.4646,-2.7559870885831343,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,27,2.6087053309787405,1.4078423116694798,0.010916379920672625,11.113952609625729,0.11926010594223485,1.1239294409751892,0.01887369396651841,3.3030543232505973,-1.085308233445341,2.572826703389486,1.40150785446167,0.010873554895321528,4.110268274943034,-0.7883402506510416,-1.0664616341908773,4.078783152770996,0.4586,-2.827197128428312,0.9992888888888889
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,28,2.5477134734392166,1.3935638185251842,0.01078585583970628,11.120757070454685,0.11916200580018944,1.1171131902797655,0.018689403670247306,3.303238620812243,-1.0865985906936906,2.503537654876709,1.3844573895136516,0.010741236619651318,4.0780439376831055,-0.7561159133911133,-1.0679204585817126,4.049057504272461,0.4642,-2.806592896181133,0.9989777777777777
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,29,2.476839217272672,1.376642029393803,0.010644038657615469,11.14066842469302,0.11732288707386364,1.09722236442295,0.011071291789200834,3.31085673651912,-1.0892984758723865,2.4046481450398765,1.3592737515767415,0.010519493681689104,4.041531960169475,-0.7196039358774821,-1.0782237150828045,4.020184169006348,0.4616,-2.786579299249308,0.9999777777777777
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,30,2.3808359706943687,1.351738178594546,0.010433859250042588,11.181419789791107,0.11472190163352272,1.0564728694205934,0.00957748651324602,3.3123505386439236,-1.0943336439403621,2.3459275563557944,1.344628890355428,0.010374356371661028,4.038417339324951,-0.716489315032959,-1.0847657981872558,4.015953797149658,0.4612,-2.783647077217132,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,31,2.3289696127176285,1.3382712399417704,0.010327350983226841,11.215898497538133,0.11267652107007577,1.0220050164921717,0.009399166764606807,3.3125288594852793,-1.0983001813292503,2.2954731782277427,1.3314807812372844,0.010321614642937979,4.046577135721843,-0.7246491114298502,-1.088913617960612,4.025915422058105,0.4602,-2.790551995656605,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,32,2.2646872184493323,1.3211032944646748,0.010184888611547649,11.228954634883188,0.11155702533143934,1.0089650868692182,0.009490003036758439,3.312438016588038,-1.1002486124634743,2.2347827752431235,1.3151099681854248,0.010136998258531094,4.061602830886841,-0.7396748065948486,-1.090761937628852,4.04375025100708,0.4588,-2.8029140743260816,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,33,2.2391367852687836,1.3151479891755364,0.010107897449581122,11.28339296579361,0.10708533084753791,0.9545147716999054,0.009235924985577267,3.312692096287554,-1.1059479517015545,2.2108232180277505,1.309179385503133,0.010073959516982237,4.071744839350383,-0.7498168150583903,-1.0967232330534193,4.054461799621582,0.458,-2.8103387744159742,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,34,2.18561167744073,1.300309145315127,0.009961028318767521,11.27251550284299,0.10764174952651517,0.9653840620409359,0.008921155822463334,3.313006865707311,-1.105395453220064,2.1476067701975503,1.291538159052531,0.009892252273857594,4.086438099543254,-0.7645100752512614,-1.0964882877349853,4.0705813285827634,0.4592,-2.8215119298288807,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,35,2.145502257076177,1.2900366444479336,0.009849097632633691,11.328578699718822,0.10394205729166664,0.9093181074342944,0.008719638042913919,3.3132083849473433,-1.1114028705791994,2.119121869405111,1.2848169803619385,0.009828471268216768,4.111562728881836,-0.7896347045898438,-1.1026840591218736,4.09298970489502,0.4556,-2.837044345061564,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,36,2.103526081551205,1.2778144736181607,0.009746385881126944,11.325350273739208,0.10467499704071966,0.9125452434474771,0.008320680946450342,3.3136073499917984,-1.1114997890862552,2.073503017425537,1.2704445918401082,0.009705062645177046,4.109838167826335,-0.7879101435343424,-1.1031821626027425,4.092888047790527,0.4544,-2.8369738181585054,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,37,2.054687112569809,1.262222588739612,0.00962321294090626,11.356901981613852,0.1026649058948864,0.8809860121797431,0.008103857790543274,3.313824167305773,-1.1151433485475453,2.031905253728231,1.2575424114863079,0.009601283197601637,4.12867800394694,-0.8067499796549479,-1.1070422825283475,4.1118031631469725,0.4526,-2.8500847372572253,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,38,2.0294212184169074,1.2551354677839712,0.009562294660347768,11.392962515354156,0.09968897964015158,0.844962728633122,0.007815591477661987,3.314112435687672,-1.119002063843337,2.0013025601704917,1.2487770318984985,0.009529614510635534,4.14676030476888,-0.8248322804768881,-1.1111871858172946,4.127165737915039,0.4518,-2.8607332543585815,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,39,1.9900432669303634,1.2434489970857447,0.009469539011743936,11.392176790670915,0.09891031901041662,0.8457108861343428,0.007597408498192884,3.3143306198445233,-1.1193172681060704,1.9831064144770305,1.2435251871744792,0.009446394319335619,4.153977870941162,-0.8320498466491699,-1.1117111377716065,4.1346555458068845,0.4516,-2.8659248768319685,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,40,1.9696396392854778,1.2369208335876465,0.009389845056416974,11.427844995802099,0.09722626657196966,0.810053461315957,0.007402413289210844,3.314525612375953,-1.123088126155463,1.9322679440180461,1.2265798648198445,0.00932871891806523,4.158637364705403,-0.8367093404134115,-1.1156927203708225,4.141868933105469,0.4572,-2.870924921867246,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,41,1.912033354694193,1.218113867396658,0.00926846229809929,11.416684383695776,0.09798406427556818,0.8211994892494245,0.007001253850334747,3.314926780082963,-1.1225481304255398,1.8716750144958496,1.2072529792785645,0.00923318974673748,4.170292695363362,-0.8483646710713705,-1.1155534961488511,4.15301378326416,0.4574,-2.8786496930113588,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,42,1.8749488375403665,1.2065997340462424,0.009207832007880577,11.436370784586126,0.09631044330018942,0.801526374776255,0.0067917960113845766,3.3151362213221462,-1.124887619506229,1.8533130486806233,1.2016490300496419,0.009173401010533174,4.1891177495320635,-0.8671897252400717,-1.1180954403771295,4.175481043243408,0.4578,-2.8942230354404224,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,43,1.8457837538285689,1.1968825357881459,0.009125934987836941,11.449370595541867,0.0953506747159091,0.7885119444267317,0.006635316097262231,3.315292709253051,-1.1264792436903173,1.8209988276163738,1.1905940771102905,0.009097229689359665,4.2190931638081866,-0.8971651395161947,-1.119841097746955,4.203383878326416,0.4532,-2.913563839163899,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,44,1.8253499086607585,1.1903366764838046,0.009076880042398856,11.452545534480702,0.09601954604640152,0.7853663502769037,0.006492513319244608,3.315435515208678,-1.1270010782913729,1.8073079586029053,1.1867355505625408,0.009067587864895662,4.224005381266276,-0.9020773569742838,-1.1205120187547473,4.210511996459961,0.453,-2.9185046164555954,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,45,1.7993128408085217,1.1817922964692116,0.009015809956260702,11.450704943050038,0.09487267696496215,0.7871965064921163,0.006334648631640117,3.3155933835289697,-1.127077393233776,1.761708935101827,1.1710193951924641,0.008969749324023724,4.232088724772136,-0.9101607004801432,-1.1207517756568062,4.218372120666504,0.4544,-2.923952647676687,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,46,1.75883976099166,1.1681414591995152,0.008937337938484481,11.45039745352485,0.09514256332859848,0.7874816419048742,0.006237417692318559,3.315690604123202,-1.1274513724175366,1.7403274774551392,1.1641960144042969,0.008928502909839153,4.2396806081136065,-0.9177525838216146,-1.1212235471301608,4.226370439147949,0.4558,-2.9294968376481623,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,47,1.7438793961297383,1.1634488078680905,0.008899830472232266,11.462360279126601,0.09489546342329545,0.7755287956785072,0.006090153167447584,3.315837868235328,-1.128797254779122,1.722723364830017,1.1585113207499187,0.00888086948543787,4.253166198730469,-0.9312381744384766,-1.1227113474316066,4.240469973754883,0.4544,-2.9392698511336057,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,48,1.7204068336974492,1.1556919291615486,0.008844758373346518,11.471426492387598,0.09413455847537877,0.7664750140498985,0.005930474319029599,3.3159975572065874,-1.1299386017701842,1.6920716365178425,1.1480493545532227,0.00881060833732287,4.271312077840169,-0.9493840535481771,-1.124010769229465,4.257641550445556,0.4512,-2.9511721638228554,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,49,1.6925543614409186,1.146019268442284,0.008785139208405533,11.496998694810001,0.09148681640624994,0.7408875812861052,0.005837725483367897,3.316090303388509,-1.1327743448994376,1.6818674405415852,1.1435895363489788,0.0087814728418986,4.274799982706706,-0.9528719584147135,-1.126953757180108,4.261819805908203,0.4504,-2.9540684417315886,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,50,1.6981283168901096,1.1474598253315145,0.008786823870402506,11.496723061258143,0.09105868252840911,0.7411647872491316,0.005812727190046148,3.316115298054435,-1.1326910480856895,1.698856035868327,1.1500567992528279,0.008801799267530441,4.299342791239421,-0.9774147669474283,-1.1268792086071437,4.28704154586792,0.454,-2.9715506480295417,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,51,1.7007238749753346,1.1484439508481459,0.008777865938926962,11.495423978025263,0.09178947679924243,0.7424814091487364,0.005656702933430841,3.316271322694692,-1.1325351785529743,1.6739833354949951,1.1407878001530964,0.008757424230376879,4.315459728240967,-0.9935317039489746,-1.1268818823284572,4.300108000946045,0.449,-2.9806077260226482,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,52,1.6724172302267768,1.1381629901853474,0.008740501758769493,11.490663544698196,0.09201489997632578,0.7472240874035792,0.005390535976568406,3.3165374885905874,-1.132342200387608,1.6479043165842693,1.1314341227213542,0.008729899302124977,4.316961606343587,-0.9950335820515951,-1.126948493025038,4.299859109497071,0.4484,-2.9804352345381817,1.0
