experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,0,2.024537417021665,1.1081041463396766,0.019427739983339878,11.22215376658873,0.13983072916666658,1.0157472528517246,5.065527899698778,-1.7435998754067854,-1.1019700240682473,2.0353039105733237,1.1113310654958088,0.019538917268315952,5.107798894246419,-1.785870869954427,3.9638165548536515,5.108993724822998,0.0996,-3.54128463967368,0.09953333333333333
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,1,2.0245885252952576,1.1081054359674454,0.01942824230487035,11.103240311145782,0.1449948952414772,1.1346538981253451,5.065379641272805,-1.7434516169808127,-1.0900781628760425,2.0353086789449057,1.1113310654958088,0.019538917268315952,5.107545693715413,-1.7856176694234211,3.9755298984951444,5.109304245758056,0.1004,-3.5414999369224534,0.10017777777777778
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,2,2.0252331204035063,1.1082786938006228,0.01942068317227743,10.791466702114452,0.16987341678503795,1.4464202360673384,5.062331172552976,-1.7404031482609836,-1.058894363993948,2.2798377672831216,1.1777509053548176,0.0189616655309995,5.169500827789307,-1.8475728034973145,4.004015437613593,5.173508628845215,0.1646,-3.586003053120524,0.09977777777777778
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,3,3.382430138913068,1.426625633104281,0.018022901526736943,11.614282987334512,0.0896591648910985,0.6236079201440919,2.6414409916509283,0.680487032641064,-1.1276040239767595,2.300355593363444,1.1973036527633667,0.013655396178364754,2.3902041912078857,0.9317238330841064,1.5142855003356934,2.3809288074493407,0.4142,-1.6503341363325714,0.35602222222222224
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,4,2.281123595481569,1.1951394006609917,0.013573638163506985,11.613074963743037,0.0906695371685606,0.6248249567367814,2.1413878188891844,1.1805402054028078,-1.1384962864897468,2.0869832833607993,1.1428251266479492,0.01282426156103611,2.2845282554626465,1.0373997688293457,1.0028152338027954,2.2703348464965822,0.4454,-1.5736762206638233,0.48104444444444444
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,5,2.0974628512154925,1.1500452235341072,0.01294297738720409,11.52318252216686,0.09987815163352275,0.7147238955579021,1.8427195372906597,1.4792084870013325,-1.1313436478376389,2.0260119438171387,1.1327569087346394,0.01254275751610597,2.2426536083221436,1.0792744159698486,0.7115556197908189,2.230883699798584,0.4612,-1.5463307805659483,0.5590666666666667
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,6,2.1560675156387417,1.1708093387159435,0.01310814602766186,11.44441704858433,0.10564504912405305,0.7934682304886255,1.5579215044325048,1.7640065198594874,-1.1228810542009093,2.1554044087727866,1.1719597180684407,0.012909996633728346,2.2390004793802896,1.0829275449117024,0.43503638186984595,2.224815071105957,0.4736,-1.5421243531494808,0.6363555555555556
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,7,2.244113737886602,1.198053049092943,0.013209837467663667,11.345734558322214,0.11357125946969693,0.8921631774441763,1.2777519740841605,2.044176048175855,-1.112132339314981,2.220919211705526,1.1946146090825398,0.013028515502810478,2.2665857474009194,1.0553422768910725,0.16558204811943902,2.2466368953704836,0.474,-1.557250125169853,0.7124888888888888
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,8,2.3544218011877756,1.2324659018353983,0.013330374225254425,11.275173523209311,0.11828642874053026,0.9627223908901215,1.0000809448009187,2.321847074411132,-1.103973159735853,2.337283213933309,1.2295290629069011,0.012991221311191717,2.366846481959025,0.9550815423329672,-0.10404498123592801,2.350661046218872,0.4708,-1.6293541107022596,0.7889555555555555
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,9,2.46858056566932,1.2668617090040988,0.01301535284569995,11.193249030546708,0.12323412346117422,1.0446531884372234,0.7554437931288372,2.5664842250672253,-1.094639120454138,2.4098196029663086,1.2534124453862507,0.012650011107325554,2.5167410373687744,0.8051869869232178,-0.3393508016798231,2.480770491027832,0.4686,-1.7195391377567455,0.8512666666666666
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,10,2.567218294197863,1.296303431418809,0.01288533353627744,11.13487367738377,0.12637909860321964,1.1030405583706768,0.5361681988632138,2.7857598188248547,-1.0878152088685469,2.540838638941447,1.2918506463368733,0.012657449270288149,2.6635292371114097,0.6583987871805826,-0.551595940483941,2.631290977096558,0.4718,-1.823871929232296,0.9069777777777778
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,11,2.6876639913428915,1.3315857499837875,0.012877962504386564,11.05176565322009,0.13128499348958328,1.1860992403870279,0.36219027028842404,2.9597377492622896,-1.078299950469624,2.702494462331136,1.3387840588887532,0.01273508369922638,2.852522532145182,0.4694054921468099,-0.7161884936014811,2.8255143970489502,0.4638,-1.9584973686731522,0.9488
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,12,2.8381135016679764,1.374786760319363,0.012801934382878244,10.97688335722143,0.13579256924715907,1.2610164393078198,0.2282144965773279,3.0937135260213506,-1.069307222285054,2.859572966893514,1.3831016620000203,0.012742977278927961,3.0356717904408774,0.2862562338511149,-0.8411061063978407,3.012047329711914,0.4646,-2.0877921329176754,0.9758444444444444
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,13,2.9748141074722465,1.414939277551391,0.012683928912420843,10.917810104110025,0.13842618075284094,1.320105917751789,0.13802358097481457,3.183904443274845,-1.062032888558778,2.9819485346476235,1.4204224348068237,0.012509875309964022,3.24455189704895,0.07737612724304199,-0.9239628352483114,3.220754166793823,0.4646,-2.232456778690872,0.9913555555555555
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,14,3.039855010130189,1.437462223524397,0.012391190727199004,10.858533962206407,0.1428697620738636,1.3793456276709384,0.088781990703534,3.2331460335037927,-1.055454869839278,3.0336898962656655,1.4396621386210124,0.012253444331387678,3.3558223247528076,-0.03389430046081543,-0.9666735821935866,3.328142749786377,0.4588,-2.306892735869858,0.9966888888888888
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,15,3.0813440070910887,1.4561591812155463,0.01218597681409764,10.793606162071228,0.14641350023674246,1.4442905519496312,0.05606219392608513,3.265865831212564,-1.048547199503942,3.0813749631245932,1.461519678433736,0.012118798059721788,3.460266351699829,-0.13833832740783691,-0.992499710337321,3.4310918838500974,0.4648,-2.3782517334631637,0.9993111111111111
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,16,3.1190417246385054,1.474263183772564,0.012161301819353619,10.757497012615204,0.1477186168323864,1.4803852411833676,0.03906909305475314,3.2828589366240934,-1.0445593114603648,3.1052656968434653,1.476276199022929,0.012167068819204966,3.5420939127604165,-0.22016588846842447,-1.005476686859131,3.5131348453521727,0.4694,-2.435119615937441,0.9998
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,17,3.1029501394792036,1.4794543222947554,0.012049457185309042,10.745262319391424,0.14828776041666664,1.4926491921598262,0.029354377819055862,3.2925736497748983,-1.0434967469085346,3.0721938610076904,1.4778358936309814,0.011947682748238245,3.616586923599243,-0.294658899307251,-1.0141341813193427,3.586044173812866,0.4694,-2.485656495926487,0.9999555555555556
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,18,3.0798603377558966,1.483609895814549,0.011827505013736134,10.733146878806027,0.14837742660984857,1.5047342255711555,0.024354270320724358,3.297573753378608,-1.042516104876995,3.0400864283243814,1.479703704516093,0.011663036110500494,3.668907086054484,-0.3469790617624919,-1.0181789494832356,3.6404834831237793,0.4676,-2.523391036490551,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,19,3.0390808555212887,1.4828120144930752,0.011579243064096028,10.724294955080206,0.14915342388731062,1.5136068016290665,0.021349178108556025,3.300578838044947,-1.0420387035066432,3.007812023162842,1.4810571273167927,0.01151200756430626,3.7139945030212402,-0.39206647872924805,-1.0206890242470634,3.692404036331177,0.465,-2.5593794725073065,0.9999777777777777
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,20,3.0079198994419794,1.4847951721061359,0.011482040461322124,10.72971904819662,0.14888420336174243,1.5082062929868698,0.01938008642967113,3.302547947926955,-1.0428927208889613,3.0000788370768228,1.4883492787679036,0.011519099275271097,3.7556589444478354,-0.4337309201558431,-1.0235084804322985,3.732540545654297,0.4662,-2.5872000211346275,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,21,2.9831451109864493,1.4860418364405632,0.01145587985361503,10.783845711838115,0.14407071200284088,1.4540411870587955,0.017509814399421553,3.304418222470717,-1.0485531477765604,2.9487692515055337,1.4828492403030396,0.011330889848371347,3.7999680836995444,-0.47804005940755206,-1.0310326491038004,3.779814977645874,0.4682,-2.6199680319836967,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,22,2.934643034230579,1.4799432104284114,0.011262375919613987,10.846787371418692,0.13847086588541668,1.3911372314799915,0.01613888800123029,3.305789137428457,-1.0553323382681066,2.88841446240743,1.472548524538676,0.011222180910408497,3.8530832131703696,-0.5311551888783773,-1.0392151225619846,3.829759214782715,0.46,-2.6545868756289805,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,23,2.864028375257145,1.4667207917029208,0.01121596287173981,10.909690185026689,0.13490508108428026,1.3282208598472856,0.015241363821339539,3.3066866628148337,-1.0623287558555603,2.8202925523122153,1.4589300553003948,0.011213153600692749,3.8832117716471353,-0.5612837473551432,-1.0470778567208183,3.8620602519989014,0.4622,-2.6769762955253418,1.0
QminimalityTasks,cifar10mnist,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,transformer,24,2.782271301204508,1.448750805448402,0.011162493748336354,10.973024520007046,0.13061863754734848,1.2648811435157603,0.014038927482695064,3.3078890930522573,-1.0694797628305175,2.71883487701416,1.4362282355626423,0.011103157264490923,3.924572706222534,-0.602644681930542,-1.0554555038876003,3.898116582489014,0.4616,-2.701968489856481,1.0
