experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_DIQ_xzCy_mean,train_DIQ_xzCy_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,train_h_acc_mean,train_h_acc_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.319071349643526,0.0005937155059350146,-0.8831219565073649,0.22312586122965014,,,3.321847120920817,1.202172529068829e-05,,,,,0.002856669725761527,0.0005937021742348185,4.205049980799357,0.22312586122964922,,,1.0,0.0,0.18916666666666668,0.006652317891782784,,,,,-0.0019223941485847719,0.00039567476854748384,-2.9147185766073567,0.15465905506063807,,,8.144536661261339e-05,1.1974564026146044e-05,,,,,0.9047619047619048,0.005154913117764361,2.428192581449236,0.12233958560083659,2.266038810030619,0.11419006557191047
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.319010212307885,0.0005951872845333335,-0.8742030845642089,0.21928709482662578,,,3.3218485854920883,1.5994668286053303e-05,,,,,0.0029178128489071413,0.0005951812932397039,4.196131108856202,0.21928709482662628,,,1.0,0.0,0.1892,0.0056709787515031255,,,,,-0.0019614730255708914,0.0003928712321231043,-2.908536492762924,0.15199823597659512,,,7.995698875415005e-05,1.598490278576807e-05,,,,,0.9047619047619048,0.005154913117764361,2.376953919728597,0.11105286873382805,2.2201263687769575,0.10495689338892826
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3185802868434364,0.0006043105842824136,-0.7958496913909913,0.18103903969600008,,,3.3218493121010915,7.420112632368681e-06,,,,,0.003347743496609231,0.000604327386108148,4.117777715682983,0.18103903969600002,,,1.0,0.0,0.18826666666666667,0.006989515958443283,,,,,-0.0022523137813080514,0.0003937364610826005,-2.854226064837673,0.12548669930788958,,,7.929224947084939e-05,7.408174366453426e-06,,,,,0.9047619047619048,0.005154913117764361,2.0042349894841514,0.05450588750429142,1.8866204753875733,0.058518778434827126
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.3139810335068476,0.0008265675112923852,-0.47872249730428057,0.09483531889002303,,,3.321879772912889,1.6378241679555052e-06,,,,,0.007947000054021677,0.0008265971788648494,3.8006505215962725,0.09483531889002277,,,1.0,0.0,0.18516666666666667,0.0060739882559429775,,,,,-0.005383561211904937,0.00046558132646631,-2.6344102387104633,0.06573484135098141,,,4.880182019579003e-05,1.600945662470467e-06,,,,,0.9047619047619048,0.005154913117764361,0.8276709800674801,0.03684617570315853,0.8470272047678629,0.0380649629846288
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,3.0333574385870072,0.01626715534985081,-0.23579321111043297,0.021014757259459185,,,3.3055441947210404,0.0029715787996096653,,,,,0.288570571513403,0.016267143942826717,3.557721235402425,0.0210147572594592,,,1.0,0.0,0.16836666666666666,0.009104577603235277,,,,,-0.20107349180926878,0.00843703163725971,-2.4660244854593034,0.014566325924627234,,,0.016384376523395378,0.0029716091744283906,,,,,0.9047619047619048,0.005154913117764361,1.1542443718229023,0.04103621628093637,1.2276289122581483,0.04642929908193923
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,transformer,best,3,,,,,1.5109838644663494,0.00715463899583474,-0.1578161516825358,0.03092360212913996,,,3.307363294419788,0.0027668339167814878,,,,,1.8109441598256426,0.007154638995835005,3.479744175974528,0.030923602129139378,,,0.8033333333333333,0.0057735026918962545,0.13860000000000003,0.006854925236645562,,,,,-1.2656066034237543,0.011492357179234015,-2.4119749073080716,0.021434611005296724,,,0.014565213716455869,0.0027667618438977017,,,,,0.9047619047619048,0.005154913117764361,1.0171826992716106,0.01903072850596874,1.1036369112650553,0.023911844044633847
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,transformer,best,3,8340.475860677083,172.74581557019192,8458.909853980655,163.45104271445499,3.3194750604175383,0.00021524874001276157,-0.8808514404296875,0.12528216849065138,,,,,-5300.640973772322,127.40948849540071,-5301.147524479166,127.85108376557997,0.0024529710700291964,0.00021523522408612537,4.20277946472168,0.12528216849065185,,,1.0,0.0,0.19256666666666666,0.005900282479113464,,,,,-0.0016595502074278556,0.0001678192391223781,-2.9131447817072935,0.08683898385095476,,,,,,,,,,,2.4379671187627885,0.0567344164432372,2.2767647022247313,0.06218569922268003
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,transformer,best,3,4805.777607552083,139.4813461056896,4846.707217261905,118.75078597734343,3.3190802392505465,0.00019882876507384836,-0.7962441291809083,0.11155513790912314,,,,,-1815.3775285993304,120.19736504182981,-1876.7781972005212,120.25328898701976,0.0028477455544773313,0.00019883729148239033,4.1181721534729006,0.11155513790912333,,,1.0,0.0,0.1908,0.0061652250567193305,,,,,-0.0019355840297991262,0.00013087560602375334,-2.8544994689871417,0.07732413684055317,,,,,,,,,,,2.266710809298924,0.05291968760314933,2.127426735623678,0.05331988716907399
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,transformer,best,3,1972.5815619791667,73.63869655358663,1790.563220796131,38.39377394913979,3.314371915090652,0.000302380333054173,-0.5050482852935793,0.07587657650470786,,,,,1076.9578188941593,34.90750982512286,981.4698108642579,29.715057525394236,0.007556123570317315,0.0003023967382562773,3.826976309585571,0.07587657650470718,,,1.0,0.0,0.18876666666666667,0.005071817557181376,,,,,-0.005204994595818183,7.420945692322648e-05,-2.6526578842699293,0.052593628230614725,,,,,,,,,,,2.04597362450191,0.05757120751333017,2.1613555461247764,0.0768935281766899
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,transformer,best,3,1295.5539941080726,30.069187973469607,526.0311366489955,6.2696585381589625,3.295050904864356,0.000473415119075897,-0.36048318392435713,0.05704238676358328,,,,,1828.653878348214,3.9426353070849025,1787.6710497395834,9.375949147164652,0.026877131046993394,0.0004733906696455785,3.6824112082163496,0.05704238676358312,,,1.0,0.0,0.17823333333333333,0.010758407564938842,,,,,-0.018531350275346387,0.0005203525702798468,-2.552452989473318,0.03953877737675193,,,,,,,,,,,1.3504641112827118,0.007846182352641465,2.3365709909439087,0.04984542974104703
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,transformer,best,3,1140.0365029296875,48.46946802716848,158.63919140043714,3.5970185899193408,3.145498979659307,0.008245711055403246,-0.2863467144012451,0.03267849596916071,,,,,2012.6869245256694,2.813237639121241,1998.5138135416667,28.236765693783763,0.17642905456679206,0.008245713941279403,3.6082747386932374,0.032678495969160705,,,1.0,0.0,0.17006666666666667,0.011571660785441884,,,,,-0.12147909806420405,0.005092735298232372,-2.5010655028472346,0.02265100708991053,,,,,,,,,,,1.1015769640604656,0.006102904157373864,2.41165336672465,0.10378472795929024
