datasize,model,beta,epochs,train_z_norm_mean,train_z_norm_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_z_norm_mean,valid_z_norm_std,valid_h_delta_acc_mean,valid_h_delta_acc_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,train_aux_loss_mean,train_aux_loss_std,valid_aux_loss_mean,valid_aux_loss_std,valid_d_H_Q_xCz_mean,valid_d_H_Q_xCz_std,valid_d_DIQ_xz_mean,valid_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,train_I_xz_mean,train_I_xz_std,valid_H_zCx_mean,valid_H_zCx_std,valid_I_xz_mean,valid_I_xz_std,run_count
mini,cdib,0.0,10,2.2975810595921105,0.1269022198580221,0.005778592645323702,0.0006707317735192754,0.9017857142857143,0.008928571428571522,3.3161499840872626,0.0006707229598083177,0.013480403371864841,0.0038202851845941703,3.3084475880577453,0.003820293395772446,2.1790520747502646,0.1207461644059105,-0.0034722222222222225,0.013888888888888888,4.063343503350775,0.2454759976282167,-0.7414154790587825,0.24547599762821695,0.014029097029318411,0.003967824896394943,4.0617160212198895,0.2458006208601579,0.18353333333333333,0.008775724091682304,-2.8153670425774826,0.1703760245888411,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,11,2.3024250041870844,0.10402168198361302,0.004750341055027786,0.000455311210580167,0.9107142857142856,7.850462293418876e-17,3.3171782039460687,0.0004552781186710226,0.01142793166495505,0.002961761371229089,3.3105000881921676,0.0029617561419869832,2.1848361228093807,0.12149126896654627,0.0023148148148148143,0.008738234300081886,4.071438580910111,0.24426140629986484,-0.7495105566181187,0.2442614062998651,0.011748366312434276,0.003395164455271637,4.069800061543782,0.24456963062346482,0.18473333333333333,0.007684616667949886,-2.820970477900609,0.16952274623246885,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,12,2.291077977135068,0.051544797023887735,0.0041789410170167685,0.00041792455768973935,0.8988095238095237,0.013638618139749552,3.3177496251605807,0.0004178964047638414,0.010914977063380536,0.0030574112229418988,3.3110130514417375,0.0030574381664685074,2.189659541534286,0.1222014548148395,-0.00462962962962963,0.014456013885181477,4.076910168979876,0.24015072271845933,-0.7549821446878843,0.24015072271845916,0.010296539242068926,0.0028748306681284307,4.075295776112874,0.24041142742950286,0.1862,0.007464583042608606,-2.824779820921208,0.16664050090801164,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,13,2.341099642571949,0.11196823980263385,0.003509088962649306,0.0002917107954463962,0.8958333333333334,0.01858630356666197,3.3184194110688714,0.00029170727919171124,0.009510796140169813,0.0019511750492238152,3.312417234693255,0.0019511564604316395,2.1940876277237016,0.12299439999597343,-0.003472222222222222,0.01933251514871535,4.083468879754551,0.23841064806750373,-0.7615408554625587,0.23841064806750353,0.009265388684968155,0.002518860415149537,4.081821918487549,0.2386453761419298,0.18639999999999998,0.008316249154516734,-2.829303396002455,0.16541636856065312,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,14,2.4240957498550415,0.2692580990033916,0.0030416265584617143,0.00021394422280945804,0.9047619047619048,0.0051549131177645695,3.318886927195958,0.00021391779041327798,0.00829415406111539,0.002599251718169147,3.3136338619958785,0.0025992361281864033,2.1981072251916056,0.12362306703055945,0.0034722222222222216,0.01251927526202774,4.0892206972526415,0.2370127232175616,-0.767292672960649,0.23701272321756175,0.008459677538679293,0.002334402086272554,4.087561326599121,0.23728266116277436,0.18686666666666665,0.0077519889920802535,-2.8332816549851465,0.16447181497838667,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,15,2.3641731171380904,0.1296018471289149,0.0027918503453422867,0.00031992161016897516,0.8958333333333334,0.018586303566661834,3.319136653627668,0.00031991863306239676,0.008022916780429936,0.0025147063119099634,3.3139051028660362,0.0025147168230960698,2.201586740339399,0.12401984815887863,0.003472222222222222,0.015911721163041112,4.094665611386934,0.2362059128325994,-0.7727375870949418,0.23620591283259934,0.00785662136351069,0.0020841440962738665,4.092973281351725,0.2365200011846119,0.18766666666666668,0.008544783984006444,-2.837032935937399,0.16394316922938135,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,16,2.3270728133973617,0.16327513315685138,0.002451330861298456,0.0002814138481023241,0.8988095238095238,0.013638618139749658,3.3194772175380165,0.0002813906214159723,0.007417255369502873,0.002272499937472129,3.3145107541765486,0.00227251418399186,2.2049063932908353,0.1245162426495185,5.782411586589357e-19,0.01591172116304111,4.101600049275814,0.2363392754435823,-0.7796720249838215,0.2363392754435825,0.0074152451443175475,0.0019628691948199556,4.099914647928873,0.23660172330570373,0.1880666666666667,0.007990828075570987,-2.8418443205597264,0.1639998163030146,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,17,2.3383122171674455,0.11943002218486283,0.0021559335901180196,0.00019279190122061554,0.9047619047619048,0.0051549131177644975,3.319772606804257,0.00019285096898384962,0.006874729990072194,0.0017761552975175464,3.315053315389724,0.0017761930489924023,2.2079607125161425,0.12498838868236344,-0.006944444444444443,0.01251927526202774,4.1068700403451155,0.23744684007778344,-0.7849420160531236,0.23744684007778308,0.006985536211480697,0.0018196407110641106,4.105149779510498,0.23774654878998538,0.18799999999999997,0.008653323061113593,-2.8454730438990983,0.16479335046873406,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,18,2.324459643591018,0.11057668691546108,0.002010249965158956,0.0003154914199679698,0.9077380952380952,0.0051549131177644975,3.3199182692028226,0.0003155044216270397,0.006637242423104389,0.0020766853996094475,3.3152907575879778,0.002076676652446133,2.2107122737886553,0.12529750586593366,0.0011574074074074076,0.01640908203559933,4.112417640269627,0.23821795499904347,-0.7904896159776357,0.23821795499904386,0.006626032860949635,0.0017171662221256525,4.110651886494954,0.23850173876147157,0.18813333333333335,0.008210562303115017,-2.849286809714885,0.16531681156491737,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,19,2.408365578878494,0.19929526006467754,0.0018259446203176463,0.00018320808981129037,0.8988095238095238,0.0051549131177644975,3.320102589471,0.0001832237781864415,0.006196882930539903,0.0018054880567098567,3.3157311167035783,0.0018054872612486314,2.2133774803088495,0.12558482102409577,-5.782411586589357e-19,0.013888888888888888,4.116451797140038,0.23787943413341842,-0.794523772848046,0.23787943413341875,0.006322719703118007,0.0015922649118836414,4.1147278198242185,0.23818496561148103,0.1878,0.008653323061113573,-2.852112030706832,0.1650972366038656,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,20,2.3873201949255805,0.13678782747397789,0.0016518210537642948,0.00022149618028143397,0.8988095238095238,0.0051549131177644975,3.3202767485664,0.0002214392021018537,0.005885158266339984,0.0014788475928436606,3.316042888732184,0.0014788583296776526,2.2158889269041686,0.12565173612751726,-0.005787037037037036,0.014032819042803403,4.121432277976006,0.23724189749174607,-0.7995042536840145,0.23724189749174576,0.0060429314617067575,0.0015002489263161727,4.1196938962300615,0.23752505159886517,0.1882,0.008052328855678956,-2.8555542535433003,0.16463982373766747,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,21,2.3760113829658143,0.171678426461176,0.001574796713179066,0.00022206791988662746,0.8928571428571429,0.015464739353293556,3.320353769120716,0.0002220483330161606,0.005864430152411971,0.0017779946797902896,3.3160636197952997,0.00177797009279698,2.2182517315759953,0.1258819197966681,-0.001157407407407408,0.019123508844743408,4.1264153677053725,0.23886953399149474,-0.8044873434133804,0.23886953399149508,0.005849178005009889,0.001474224836281019,4.124651875305176,0.23914248753528364,0.18846666666666667,0.008227595841637654,-2.858990871222376,0.1657609376907762,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,22,2.3773186093284973,0.17591256008787579,0.0014493033079253067,0.00014665359061297683,0.9017857142857143,0.0,3.3204792908259804,0.00014671944179995116,0.005776399646752647,0.0016651592474481783,3.316151641664051,0.0016651637834988384,2.220389691658548,0.1260340418586072,-2.8912057932946783e-19,0.0183732729935041,4.130600672560377,0.24009896927773092,-0.8086726482683858,0.24009896927773122,0.005615990189835429,0.0013639229076725435,4.128819560241699,0.24038537944021957,0.1888,0.007989993742175266,-2.8618796801625677,0.16662244668643245,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,23,2.3764769576844715,0.08554440905803891,0.0013561316743670477,0.0001647769560777229,0.8988095238095238,0.00515491311776469,3.320572398957752,0.0001647319162886451,0.005358618961292363,0.001393508398796386,3.3165694191342308,0.0013935010480662822,2.222506359743234,0.12617241525183392,-0.002314814814814815,0.014456013885181475,4.135019277485288,0.23997208421189836,-0.8130912531932957,0.23997208421189817,0.005405341240887841,0.0013067575992234076,4.133243226877848,0.2402415073804239,0.18899999999999997,0.0077485482511241936,-2.86494593146942,0.1665227236330879,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,24,2.3734886930102395,0.07958383697535103,0.0012274688592047564,0.0001269352779729654,0.8988095238095238,0.0051549131177644975,3.32070111093067,0.00012697674288567583,0.005147672047661174,0.0011856650471544334,3.3167803287506104,0.0011856389371240476,2.2244278946623637,0.12634894851480574,-0.0034722222222222216,0.01591172116304111,4.138605663951593,0.24106984580283147,-0.8166776396596013,0.24106984580283108,0.005218164526546995,0.0012516281070932092,4.136820881907145,0.2413425025561463,0.18946666666666667,0.008882191921667395,-2.867425773546761,0.16728587751453505,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,25,2.363123439607166,0.0896497915620571,0.001156117886282681,0.00010502128860746285,0.907738095238095,0.005154913117764626,3.320772443498884,0.00010507143762133154,0.005013050544740898,0.001077896589331582,3.3169150011880055,0.0010778618898856743,2.226283199743976,0.126504302927463,0.0023148148148148147,0.012194043695431409,4.142327767210647,0.24064620137606715,-0.8203997429186544,0.24064620137606715,0.00507392380386591,0.001157094597981938,4.140521004486084,0.24089911475348555,0.1898,0.008428523002282189,-2.8699905055739916,0.166978542391428,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,26,2.4104950314476374,0.1352663524083533,0.0010779074287884645,8.044330010875869e-05,0.8988095238095237,0.013638618139749542,3.320850644792829,8.040889076727147e-05,0.0047768631373487766,0.0009936521794085041,3.317151149113973,0.0009936707779774243,2.2280789422024045,0.12673650566240477,-0.0034722222222222216,0.013888888888888888,4.144726358155727,0.2414520915124359,-0.8227983338637346,0.24145209151243602,0.004932836169997851,0.0011554273483643596,4.142967947642009,0.24172846494190672,0.18999999999999997,0.007879086241436888,-2.871686600392764,0.16755341031354173,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,27,2.334739650998797,0.15898977223583377,0.0010273691067206009,0.00010814209020334013,0.9107142857142857,7.850462293418876e-17,3.3209011554718018,0.0001081243746374885,0.0050184946906353745,0.001433715409739569,3.316909540267217,0.0014337036764734935,2.2297308343414044,0.12693725071173284,-0.0011574074074074071,0.017128065494153636,4.147280652429095,0.24186176561953276,-0.825352628137103,0.2418617656195329,0.004801712017506361,0.001154365498015619,4.145494498189291,0.2421074362613601,0.1897333333333333,0.008800757543151228,-2.873437870588173,0.1678160898782618,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,28,2.414316818827675,0.1037425087164678,0.0009423994259642703,8.120021737742614e-05,0.9017857142857143,0.015464739353293547,3.320986146018619,8.120217295050444e-05,0.00443837261714396,0.0009972626855567347,3.317489635376703,0.0009972573583989612,2.231338642783566,0.1270122986902597,-1.4456028966473392e-19,0.01591172116304111,4.151497126387331,0.24271613685705254,-0.829569102095339,0.2427161368570525,0.00466710462855796,0.0010762625598628815,4.149762668609619,0.24294531187886645,0.18946666666666667,0.008237313477908513,-2.8763963377519493,0.16839685137359017,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,29,2.3727817024503435,0.056996967560511674,0.0009139649558901078,0.00010063951322903247,0.8839285714285715,0.01785714285714282,3.321014597302392,0.00010065524838196446,0.0044939065950789624,0.0009023340344627475,3.317434106554304,0.0009023212276034333,2.2328591708558054,0.12705305856817853,0.0011574074074074071,0.013145621170833968,4.154087415518472,0.24302316993109335,-0.832159391226479,0.2430231699310934,0.004545143656432629,0.0009988085779194847,4.152299006652832,0.24328213604450913,0.19026666666666667,0.008003332639178082,-2.878154396741833,0.16863032427474042,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,30,2.4045096238454184,0.13075497001095493,0.000856977272113519,0.00012666570617767862,0.9017857142857143,0.008928571428571397,3.3210715566362654,0.00012668186085013845,0.004343956154549406,0.0010218652016830362,3.3175840945470902,0.001021874481574328,2.2342157936451663,0.1271548905137286,0.0011574074074074063,0.01747646860016377,4.156021096074162,0.24268403180527878,-0.8340930717821701,0.24268403180527848,0.0044701454633226,0.0010301584619901488,4.154194408925374,0.24294604843731107,0.18966666666666665,0.00829779087066752,-2.8794681929235737,0.168397355752947,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,31,2.3715131907236007,0.12488906209437332,0.0008085607551038265,8.930675425214681e-05,0.9047619047619048,0.0051549131177645695,3.3211200123741516,8.933866144972184e-05,0.0042306953996774695,0.0008556787550676669,3.317697320665632,0.0008556602044723547,2.2355516865865366,0.12736665320792923,-0.0011574074074074078,0.014032819042803402,4.159363749689949,0.24342817504287614,-0.837435725397957,0.2434281750428761,0.004332052633787195,0.0009818768122653561,4.1575653320312504,0.24370179562638933,0.1906,0.008742997197757762,-2.8818047278910703,0.1689212127816079,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,32,2.392230612891061,0.10961273145538014,0.000772413670174068,0.00011146563172841748,0.8928571428571429,0.008928571428571466,3.321156138465518,0.00011143346622639263,0.004295334242106903,0.0010859797582269237,3.317632686524164,0.0010859582038813204,2.2368533015885927,0.1274861920419365,0.0011574074074074073,0.014032819042803403,4.1617374788331025,0.24477801790384987,-0.8398094545411099,0.2447780179038498,0.004271498682598273,0.0009566975912143722,4.159948302205404,0.2450239132738279,0.1896,0.008464041587799544,-2.883456480553246,0.1698376378717324,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,33,2.41072686513265,0.10289143423453573,0.0007071271621888238,8.525456516219933e-05,0.9017857142857143,0.008928571428571397,3.3212214083898637,8.525423918715892e-05,0.004126154440676882,0.0008759320866208994,3.3178018842424666,0.0008759142714540147,2.238133742532537,0.127638908269494,0.0034722222222222207,0.015135065776182894,4.163854992808626,0.24452424704018885,-0.8419269685166331,0.24452424704018882,0.00417204678679506,0.0009398173516432482,4.162077610524495,0.24476613916783235,0.18953333333333333,0.008478993650978482,-2.884932400768836,0.16965896401878314,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,34,2.4632845322291055,0.10443242217132982,0.0006816177615075417,0.00011762855917808757,0.8958333333333334,0.0051549131177646736,3.3212469645908897,0.00011764262270624094,0.0039778092288456504,0.0010277227875364525,3.3179502033051995,0.0010277429132238278,2.239316012277898,0.12784100262232212,0.0034722222222222203,0.01591172116304111,4.165616031652822,0.2456855396354803,-0.84368800736083,0.2456855396354808,0.004074610647124549,0.0008996927931017553,4.163749038696289,0.2459803662823163,0.18986666666666666,0.008400793613304236,-2.886090955673946,0.17050059839054071,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,35,2.3643867288317,0.13963707041030593,0.0006548089468629944,8.545248816091093e-05,0.9077380952380952,0.0051549131177644975,3.3212737582978744,8.541763410828018e-05,0.004169506408895056,0.0011028603919748285,3.3177585488273986,0.0011028642806506475,2.2404949866925565,0.12798726751179448,0.0046296296296296285,0.014032819042803403,4.168142389057798,0.24507326451178105,-0.8462143647658049,0.2450732645117812,0.004008154232675831,0.0009036336111208753,4.16631974919637,0.2453123286945247,0.1902,0.008915155635209074,-2.8878728331636676,0.17003755389263792,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,36,2.3864812964484803,0.10411066996979096,0.0006112045153886788,6.544616049231998e-05,0.9077380952380952,0.005154913117764473,3.32131738889785,6.545926446198483e-05,0.003867140438939843,0.0007501853186870393,3.318060897645496,0.0007502003269507445,2.2415646955735893,0.12812372244957465,0.0011574074074074071,0.013145621170833968,4.1699678720122835,0.24595615529315318,-0.8480398477202913,0.2459561552931533,0.003953674733638763,0.0008649823863367137,4.168120406341553,0.2462242299565734,0.18986666666666666,0.007975796720913426,-2.8891209543864185,0.170669635415276,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,37,2.3837315241495767,0.15565106563729345,0.0005927443617977024,9.140248240504866e-05,0.9077380952380952,0.0051549131177644975,3.321335826601301,9.140928067160219e-05,0.003986320325306484,0.0010547469230305835,3.317941699709211,0.00105476782594543,2.2426602840423584,0.12824093810322237,0.001157407407407408,0.016037507477489603,4.172026807126908,0.24577392309469498,-0.8500987828349152,0.2457739230946951,0.0039016213174909355,0.0008542513600579387,4.17023927154541,0.24601250292159912,0.19046666666666667,0.00842456724902432,-2.890589640338595,0.17052287757536844,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,38,2.433480705533709,0.14472673860057017,0.0005557380638839233,8.33039591401809e-05,0.9017857142857144,0.008928571428571425,3.32137283824739,8.330740424490229e-05,0.003714211007934951,0.0008465430373189433,3.3182138261340914,0.0008465045375031902,2.2436948694741,0.1283928839176167,0.0011574074074074076,0.01640908203559933,4.174574196402131,0.24653685456021465,-0.8526461721101382,0.24653685456021482,0.003832371934937934,0.0008560357596681328,4.172737701670329,0.24680362613723553,0.19013333333333335,0.008556479026640187,-2.892321420180945,0.1710712337723002,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,39,2.4068811337153115,0.17382305905831896,0.0005482929811391625,9.329864608094643e-05,0.9017857142857143,0.008928571428571397,3.321380274636405,9.332063667422245e-05,0.003939373108247916,0.001159646206528606,3.317988634109497,0.0011596554463451387,2.2446604732253426,0.12845963234353747,0.0011574074074074056,0.010023442173431004,4.176047398767278,0.24622512222189968,-0.8541193744752862,0.24622512222189968,0.0037555988288174077,0.0008170542251574791,4.1742034245808926,0.24648066458108778,0.19033333333333333,0.00812485897313507,-2.8933373855592177,0.17084736976097686,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,40,2.4561265196119035,0.030156510303249007,0.0005061415500850195,6.726703790362729e-05,0.8928571428571429,0.008928571428571438,3.32142238389878,6.734015805654184e-05,0.0036534683756707684,0.0007839086641990212,3.3182745320456366,0.0007839296494429018,2.2456425829563407,0.12858524764197088,-1.1564823173178713e-18,0.012028130608117204,4.178348850772277,0.24657283844761632,-0.8564208264802845,0.24657283844761657,0.003734559671332439,0.0008287455673910566,4.176530486806233,0.24680566266495194,0.1904,0.007725283166331179,-2.8949503735170836,0.17107265775618066,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,41,2.4128270603361583,0.14788561056030322,0.0004843782267666289,5.40533709479076e-05,0.9077380952380952,0.005154913117764522,3.321444148109073,5.402803228240069e-05,0.003578553541696498,0.0007267851811280009,3.3183494863056002,0.000726783168605385,2.2465119278088164,0.12868075945288432,-1.4456028966473393e-18,0.015135065776182894,4.179822582025497,0.2461512300426924,-0.8578945577335052,0.24615123004269193,0.0036719052307307713,0.0008167736419700982,4.17797174021403,0.24641981682913663,0.19026666666666667,0.00750821772016057,-2.8959493788798434,0.1708052009788055,1.0,0.0,,,,,,,,,,,,,,,,,3
mini,cdib,0.0,42,2.4399447497867404,0.08632904339740563,0.0004639279920541282,7.170414611437108e-05,0.8988095238095237,0.010309826235529075,3.321464583987282,7.176481133498098e-05,0.003445866836478845,0.0007744026232277723,3.3184821832747686,0.000774420967199497,2.247352946299714,0.12880651593818343,-1.1564823173178713e-18,0.012028130608117204,4.181971019576278,0.24588957333919714,-0.8600429952842866,0.24588957333919692,0.0036259422505584855,0.0007683422401231141,4.1801691777547205,0.2461591638649092,0.19046666666666667,0.00842456724902432,-2.897472529375305,0.17062453146873932,1.0,0.0,,,,,,,,,,,,,,,,,3
