experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,train_z_norm_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,valid_z_norm_toagg,valid_h_delta_acc_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg,train_aux_loss_toagg,valid_aux_loss_toagg,valid_d_H_Q_xCz_toagg,valid_d_DIQ_xz_toagg,train_H_zCx_toagg,train_I_xz_toagg,valid_H_zCx_toagg,valid_I_xz_toagg
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,13,1.584717767579215,0.00688725636739816,0.9017857142857143,3.3150412695748463,0.015789266409618512,3.306138753890991,1.53572036549687,0.020833333333333332,3.855035362152246,-0.5331073378602537,0.16892950713634491,3.7919757102966307,0.18,-2.670667400887236,1.0,0.1515845230647496,-0.060885423288558616,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,14,1.5562103986740112,0.0060396151218031135,0.9017857142857143,3.3158888816833496,0.014608132386846202,3.3073199135916576,1.491651736509305,0.013888888888888888,3.85665837492044,-0.5347303506284476,0.16401036322116852,3.793523543548584,0.1786,-2.6717956952564417,1.0,0.14958142808505467,-0.06096523562178444,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,15,1.4868720769882202,0.005851333096091237,0.9107142857142857,3.3160771983010426,0.015622737617897136,3.3063052722385953,1.4504299095263495,0.010416666666666664,3.8543823641329147,-0.5324543398409225,0.15939545929431914,3.7911271438598635,0.1794,-2.6701866170112045,1.0,0.14283588102885655,-0.06104013409477453,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,16,1.4104745813778468,0.005078262948830213,0.9017857142857144,3.316850321633475,0.014571905402200562,3.307356119155884,1.4140578942557873,0.013888888888888886,3.857431977701644,-0.535503953409652,0.1552393540740013,3.7941350074768065,0.1798,-2.6723172154115513,1.0,0.13596919711147035,-0.061105955903903365,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,17,1.4330986738204956,0.004439416740621839,0.9017857142857143,3.3174891471862793,0.012792652938514948,3.3091353348323276,1.3807644322276496,0.01736111111111111,3.857018115040593,-0.535090090748601,0.15136829972267152,3.793650203704834,0.1796,-2.672023107701354,1.0,0.13887045426028116,-0.06116635654681026,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,18,1.342496165207454,0.004354056170476335,0.9107142857142857,3.317574603216989,0.013855173917753356,3.308072873524257,1.3490606043666316,0.01736111111111111,3.8560244488639954,-0.5340964245720031,0.14801984667778015,3.7926000686645507,0.1798,-2.671334861625917,1.0,0.12989556470087596,-0.06122348636103134,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,19,1.3938080753598894,0.003810281798775707,0.8928571428571429,3.3181183338165283,0.011909859853663616,3.310018164770944,1.3207399380473663,0.017361111111111112,3.8561899585845754,-0.5342619342925831,0.14449687659740448,3.7927589385986327,0.1788,-2.6714805203661323,1.0,0.1355705303805215,-0.06127464276152297,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,20,1.3105576549257552,0.0034581187314220835,0.9017857142857143,3.3184704099382674,0.012422558585447925,3.309505428586687,1.292990721262301,0.020833333333333332,3.854890254358895,-0.5329622300669027,0.14158425450325013,3.791443864440918,0.179,-2.6706040371054782,1.0,0.12759764918259212,-0.061325153222861,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,21,1.2721473319189889,0.0032544502589319435,0.8839285714285714,3.3186741897038052,0.012655386169041907,3.3092726298740933,1.2676289812825359,0.020833333333333332,3.8541267558027763,-0.5321987315107839,0.13879494041204452,3.7905891876220705,0.1786,-2.6700438265820967,1.0,0.1239602906363351,-0.061371529064239407,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,22,1.2589091573442732,0.002867816814354488,0.9017857142857143,3.3190607683999196,0.012260090293628829,3.3096678938184465,1.2440654568778822,0.017361111111111112,3.852907481665809,-0.5309794573738171,0.13612295806407929,3.7893846351623535,0.1796,-2.6692385680129753,1.0,0.12302310232605253,-0.06141427682992368,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,23,1.2511324882507324,0.0027218753738062723,0.9017857142857144,3.3192066805703297,0.01188096683472395,3.310047081538609,1.2225206197260288,0.01736111111111111,3.8539052093371797,-0.5319771850451874,0.13371058702468872,3.7903183242797853,0.179,-2.669912690574303,1.0,0.12239137185471398,-0.061453072026895636,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,24,1.2367420026234217,0.0023684038148660746,0.9017857142857143,3.3195601531437466,0.011466396440352713,3.3104616573878696,1.2021679097471145,0.01736111111111111,3.85299099900852,-0.5310629747165277,0.13141547679901122,3.7893588554382323,0.1796,-2.669273203348927,1.0,0.12130579565252576,-0.06148991112510998,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,25,1.2029492003577096,0.002180320360431714,0.9017857142857141,3.3197482654026578,0.010953298237706934,3.3109747682298933,1.1828979267099033,0.01736111111111111,3.852540560804617,-0.5306125365126247,0.12925511598587036,3.788860206604004,0.179,-2.6689518312949687,1.0,0.118114601288523,-0.061524848968457106,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,26,1.2074727841785975,0.0019294733979872295,0.9017857142857144,3.3199991158076694,0.010784988823745931,3.311143023627145,1.1652794962112134,0.013888888888888888,3.8507449893524854,-0.528816965060493,0.1273760950565338,3.7870976150512696,0.1794,-2.6677522901326416,1.0,0.11881780943700246,-0.06155682905032612,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,27,1.146698338644845,0.0018489977976839458,0.9107142857142857,3.3200795309884206,0.010823046189865895,3.3111049788338796,1.14849624980372,0.020833333333333332,3.849671606057749,-0.5277435817657569,0.12548123359680174,3.785977571105957,0.179,-2.666996912364103,1.0,0.11282083924327578,-0.061587038131567615,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,28,1.168954006263188,0.0016852190851100854,0.8839285714285714,3.3202433245522633,0.010523735013391291,3.311404296330043,1.1331428258944625,0.01736111111111111,3.8498206298572186,-0.5278926055652265,0.1236833393573761,3.7861177879333496,0.1788,-2.6671134880231695,1.0,0.11521017977169581,-0.0616149780468438,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,29,1.1288692610604423,0.0016019733822239296,0.9017857142857143,3.320326566696167,0.010998873971402645,3.3109291281018938,1.118535443426321,0.020833333333333332,3.8485332738858062,-0.5266052495938139,0.12199789702892304,3.7847709350585936,0.1782,-2.6661986472548915,1.0,0.11128495527165276,-0.061641953623713774,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,30,1.1024265119007655,0.0015049608357782876,0.8928571428571429,3.3204236030578613,0.010966528872294086,3.310961518968855,1.1049791245033946,0.024305555555555552,3.8473329505981346,-0.5254049263061426,0.12061232089996338,3.783516187286377,0.1784,-2.6653460729055105,1.0,0.10873769223690033,-0.06166666155805984,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,31,1.0963500227246965,0.0013586281732256924,0.9017857142857143,3.3205699239458357,0.010091653160218681,3.311836310795375,1.0925866635843589,0.020833333333333332,3.846428101816878,-0.5245000775248859,0.1190577957034111,3.7826337043762206,0.1792,-2.664750025364384,1.0,0.1082763746380806,-0.06168917878367269,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,32,1.0734331863267081,0.0013009443313681654,0.8928571428571429,3.320627655301775,0.01124977839312383,3.310678243637085,1.0807509761267957,0.020833333333333332,3.8461503396019006,-0.5242223153099085,0.11781695514917373,3.7823286865234373,0.1786,-2.664553800798766,1.0,0.1060423765863691,-0.06171105921078033,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,33,1.0823603187288557,0.001160690444521606,0.9107142857142857,3.320767913545881,0.010140029646988426,3.3117879799434116,1.0698796796341674,0.024305555555555552,3.846411621227813,-0.5244835969358207,0.11651299476623535,3.7825464363098145,0.1788,-2.6647182606739923,1.0,0.10707534317459379,-0.06173055012005206,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,34,1.042091088635581,0.0011261362732121988,0.8928571428571427,3.3208024161202565,0.01081546675413847,3.311112574168614,1.0592103811879507,0.020833333333333332,3.845970109628793,-0.524042085336801,0.11531750649213791,3.7820597427368163,0.1784,-2.664394347899407,1.0,0.10308297404221126,-0.06174988944690448,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,35,1.032294477735247,0.0010341235070622393,0.9107142857142858,3.320894479751587,0.011187465196209294,3.3107405390058244,1.0495311537870584,0.024305555555555552,3.8458789804111273,-0.5239509561191351,0.11421037375926972,3.7819705894470217,0.1784,-2.6643449027977884,1.0,0.10219532677105495,-0.0617676946682671,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,36,1.0443802305630274,0.0009326844592578709,0.9107142857142856,3.3209958417075023,0.009567898498581988,3.3123601164136613,1.040281299965831,0.024305555555555552,3.8457520274689405,-0.5238240031769481,0.11314029097557068,3.7818269813537597,0.1792,-2.664256986806169,1.0,0.10350534000567027,-0.06178445100022581,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,37,0.9944695660046169,0.0009145361753845853,0.9107142857142857,3.3210139955793108,0.010946990389909064,3.3109810011727467,1.0316337992588933,0.020833333333333332,3.8460368287449067,-0.5241088044529144,0.11206786096096039,3.7821296127319335,0.1786,-2.664477657561004,1.0,0.09853242124829974,-0.06180014397008731,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,38,1.0011909008026123,0.0008470432367175817,0.8928571428571429,3.3210815361567905,0.00981589120679668,3.312112127031599,1.0237149333420652,0.024305555555555552,3.847499472645525,-0.5255714483535328,0.11112077295780182,3.7835779014587403,0.178,-2.6654913984263318,1.0,0.09927204889910561,-0.06181436681899781,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,39,0.9890212501798358,0.0008193908641780061,0.8928571428571429,3.3211090905325755,0.01085170591250062,3.3110763004847934,1.0161123014867497,0.020833333333333332,3.8476563048438903,-0.5257282805518982,0.11016152530908585,3.7836835052490234,0.1786,-2.665574238555506,1.0,0.09808273507016045,-0.0618282164247653,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,40,1.0024840320859636,0.0007353711989708245,0.8928571428571429,3.321193218231201,0.009634080875132765,3.3122939382280623,1.0089878599864606,0.02777777777777778,3.849020260210616,-0.527092235918624,0.10942664533853531,3.7850867042541503,0.1786,-2.6665558730773626,1.0,0.09951303154230118,-0.06184122204399718,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,41,1.0145221182278223,0.0006663283815474383,0.9107142857142858,3.3212623255593434,0.00941293580191476,3.3125150884900774,1.0020003604431884,0.020833333333333332,3.848956477527801,-0.527028453235809,0.10858908236026764,3.7849695327758788,0.1784,-2.6664834699226545,1.0,0.10078588447400502,-0.061853913072579966,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,42,0.98990455695561,0.0006510198665117579,0.8928571428571427,3.321277448109218,0.009695325046777725,3.312232664653233,0.9950868314066634,0.013888888888888888,3.8489646911621094,-0.5270366668701172,0.10772812694311142,3.7850180404663085,0.1782,-2.6665259622506796,1.0,0.09833943737404686,-0.06186668408183625,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,43,1.0084241117749895,0.0005844011528617037,0.9107142857142857,3.3213441712515697,0.009294046687760524,3.312633991241455,0.9885111837722242,0.024305555555555552,3.848455575327523,-0.5265275510355306,0.10702808201313019,3.7844569007873536,0.1786,-2.666145213796012,1.0,0.10025801190308162,-0.061878518936352225,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,44,0.9719805376870292,0.0005748069712093898,0.9017857142857143,3.3213537761143277,0.009480752316968781,3.3124472754342213,0.9823190547026004,0.017361111111111112,3.8472599038681663,-0.5253318795761742,0.10626922011375427,3.7832664665222167,0.1788,-2.6653278695816174,1.0,0.0966232493519783,-0.0618897215626872,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,45,0.9630548272814069,0.0005317335266486875,0.9017857142857143,3.3213967936379567,0.009756311508161681,3.31217166355678,0.9765104072543379,0.024305555555555552,3.847028042942571,-0.525100018650579,0.10559055596590042,3.783035403442383,0.1782,-2.6651749828225,1.0,0.09577375118221555,-0.06190022721458167,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,46,0.9575523138046265,0.000493135694081762,0.8928571428571429,3.3214354515075684,0.009113618505320378,3.312814405986241,0.9710288700966028,0.020833333333333332,3.8468133047365916,-0.5248852804445991,0.10492788553237915,3.7827946960449217,0.1782,-2.6650149112561716,1.0,0.095262097460883,-0.06190999247395573,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,47,0.9485117026737758,0.00044804961154503483,0.9017857142857144,3.3214805807386125,0.00914274515318019,3.3127852848597934,0.965756422985857,0.017361111111111112,3.8467282928978674,-0.5248002686058751,0.104392671585083,3.7827213859558104,0.1776,-2.664970909520611,1.0,0.09440312215260097,-0.061919776014626594,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,48,0.9412144507680621,0.0004261873462902648,0.9017857142857143,3.321502379008702,0.009100320682461773,3.3128276893070767,0.9609183343454671,0.020833333333333332,3.8468876212549667,-0.5249595969629745,0.10376020848751068,3.7828507606506347,0.178,-2.6650666764501483,1.0,0.0936952605843544,-0.06192857008010816,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,49,0.9376267875943866,0.00039645891437040906,0.9107142857142857,3.3215320791516985,0.008998279659343618,3.312929732458932,0.9562459489027151,0.020833333333333332,3.8460785291446284,-0.5241505048526361,0.10324585080146789,3.7820684181213378,0.1778,-2.6645302981615067,1.0,0.09336622059345245,-0.06193708307065141,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,50,0.9374985183988299,0.0003760134610014835,0.9107142857142857,3.3215525150299072,0.009014943481556006,3.312913043158395,0.9518141375182155,0.020833333333333332,3.8462063991985382,-0.524278374906546,0.10267095983028413,3.7821856132507325,0.1788,-2.6646171573271973,1.0,0.09337383827992848,-0.061945162642116365,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,51,0.9241480146135602,0.0003578795170012329,0.8928571428571429,3.321570702961513,0.009484025982341595,3.3124440056937083,0.9475789829945793,0.020833333333333332,3.8458608872593403,-0.523932862967348,0.10220513463020325,3.7817975578308105,0.1788,-2.6643535226620734,1.0,0.0920569236789431,-0.06195287506420392,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,52,0.8889307635171073,0.00036710515684847323,0.9017857142857143,3.321561472756522,0.010384803770908288,3.3115432262420654,0.9436051668450475,0.024305555555555552,3.8455400055589766,-0.5236119812669845,0.10175857692956924,3.7814752479553224,0.1782,-2.664135027981736,1.0,0.08852597326040268,-0.06195996744564166,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,53,0.9346692647252764,0.0003094807283819786,0.8839285714285714,3.3216190678732738,0.008816192990967206,3.3131117820739746,0.9399492013187835,0.024305555555555552,3.8455243118273947,-0.5235962875354023,0.10125702053308487,3.7814729133605955,0.1794,-2.6641381335668264,1.0,0.09315744787454605,-0.061966749045033805,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,54,0.9016113706997463,0.0003065836416291339,0.9107142857142857,3.321621997015817,0.009429624104606254,3.3124984332493375,0.9363520983309029,0.024305555555555552,3.8452138847436386,-0.5232858604516465,0.10092223763465881,3.7811849060058593,0.1796,-2.663943183364905,1.0,0.08985455547060285,-0.06197350474592215,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,55,0.9124254499162946,0.000285192284666534,0.9107142857142857,3.321643420628139,0.00905655710292714,3.3128714902060374,0.9329094325010769,0.024305555555555552,3.8446917000670022,-0.52276367577501,0.10046344608068467,3.7806124282836913,0.1794,-2.6635507273426278,1.0,0.09095735528639384,-0.061979776754165994,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,56,0.9206962926047189,0.0002654879852863295,0.9107142857142856,3.3216631412506104,0.009390234082405056,3.312537806374686,0.9295743500081876,0.020833333333333332,3.8448050342047937,-0.5228770099128016,0.10009200096130372,3.78072958984375,0.1794,-2.6636361211586745,1.0,0.09180414250918797,-0.06198580577350653,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,57,0.9286397269793919,0.0002481197796961559,0.9017857142857143,3.3216805458068848,0.008613800164312124,3.313314233507429,0.9264062222200461,0.020833333333333332,3.845121465171107,-0.5231934408791149,0.09967199087142944,3.7810238456726073,0.1792,-2.6638440135486423,1.0,0.09261585452726909,-0.06199145240905567,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,58,0.8982922009059361,0.0002525524365150237,0.9017857142857143,3.321676049913679,0.009413660503923893,3.31251437323434,0.923345185506839,0.024305555555555552,3.84491062545167,-0.5229826011596778,0.0992698186635971,3.7808308013916014,0.1796,-2.663714224155806,1.0,0.08957666903734207,-0.061997242248096406,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,59,0.9117523857525417,0.0002314169957701649,0.9017857142857143,3.321697235107422,0.009112525265663862,3.3128154958997453,0.9204516704090107,0.020833333333333332,3.8445994838738975,-0.5226714595819053,0.09892625480890274,3.780512607574463,0.18,-2.6634971666049214,1.0,0.09094382290329252,-0.06200227493676134,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,60,0.9137121098382133,0.000222920228095193,0.8839285714285714,3.3217056138174876,0.009154482877680234,3.3127735342298235,0.9176531102710639,0.027777777777777776,3.844784096787913,-0.5228560724959206,0.0986383479833603,3.7806910217285155,0.1792,-2.6636243466522544,1.0,0.09114829131535121,-0.06200733733253357,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,61,0.9095883795193264,0.00021459749924750731,0.9107142857142857,3.32171402658735,0.00887306992496763,3.3130549362727573,0.9149827839086612,0.027777777777777776,3.8446998931348513,-0.5227718688428592,0.09827412009239196,3.780573686981201,0.1794,-2.6635465111551806,1.0,0.09074424207210541,-0.062012354786784504,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,62,0.8991566896438599,0.00020270612731110305,0.9107142857142857,3.321725811277117,0.008920181076973677,3.3130078315734863,0.9123685552289311,0.027777777777777776,3.8447362889116183,-0.5228082646196262,0.09799345940351487,3.7805996063232423,0.1804,-2.6635676849691197,1.0,0.08971296570130757,-0.06201699442756824,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,63,0.8717643363135201,0.00020478834630921483,0.8928571428571427,3.321723767689296,0.00988986250013113,3.312038149152483,0.90991067296019,0.024305555555555552,3.8445988592629234,-0.5226708349709313,0.09768724143505096,3.7804838539123535,0.1794,-2.6634905900316315,1.0,0.08697164484432765,-0.062021521333688365,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,64,0.8723628861563546,0.00019233598140999675,0.9017857142857143,3.3217362335750034,0.009039162259016718,3.3128888607025146,0.9076711925835655,0.024305555555555552,3.8442084857830987,-0.5222804614911064,0.09742600977420807,3.780106764221191,0.1802,-2.663231973839924,1.0,0.08704395379338946,-0.06202547847272489,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,65,0.8730279036930629,0.00018327822908759117,0.9017857142857144,3.3217453275408064,0.009001424270016807,3.3129265989576067,0.9055187744073594,0.024305555555555552,3.8440236260715763,-0.5220956017795843,0.09713614016771316,3.779856579589844,0.1802,-2.6630613279754294,1.0,0.08711951332432884,-0.06202948360016552,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,66,0.8839025327137539,0.0001667023773604472,0.9017857142857143,3.3217618465423584,0.008548446731375796,3.3133795261383057,0.9034140092877153,0.027777777777777776,3.8445080613937623,-0.52258003710177,0.09689782351255417,3.780383345794678,0.1802,-2.663429134744033,1.0,0.08822355312960488,-0.06203335161788014,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,67,0.8790672251156398,0.00016488017614132592,0.9107142857142857,3.3217636517116,0.009023843665740319,3.3129041535513744,0.901443459164982,0.027777777777777776,3.844210367994948,-0.5222823437029561,0.09659611374139786,3.7800626953125,0.1802,-2.6632093917800113,1.0,0.08774184435606003,-0.062036938560656466,,,,,,
