experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,transformer,best,1284.6911446289062,521.0899963378906,3.294638429369245,-0.29613997459411623,,,1833.0727364676334,1793.193390234375,0.027289597051484243,3.618067998886109,,1.0,0.1704,,,-0.018960176676046103,-2.5078536669790745,,,,,,1.3481309243610926,2.329416084671021
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,transformer,best,2053.7376306640626,1832.834019252232,3.3142077922821045,-0.5102924777984619,,,1073.5337611607142,965.9013467529297,0.0077202439840350825,3.8322205020904536,,1.0,0.1863,,,-0.005288810414494947,-2.6562928799577987,,,,,,2.101039358547756,2.2498467693328856
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,transformer,best,1910.0279271484376,1757.8534284319196,3.314720869064331,-0.5781667243957521,,,1113.451180594308,1015.7342588867187,0.007207151103232589,3.9000947486877435,,1.0,0.1946,,,-0.005147652150481008,-2.703339718185761,,,,,,2.050693937710353,2.123402170753479
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,transformer,best,1953.979128125,1781.0022147042414,3.3141870839255203,-0.42668565368652345,,,1043.8885149274554,962.773826953125,0.007740975623684271,3.748613677978516,,1.0,0.1854,,,-0.005178521222478594,-2.5983410546662284,,,,,,1.98618757724762,2.1108176982879643
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,0,transformer,best,4962.37041796875,4980.25732421875,3.3190431594848637,-0.7864323497772217,,,-1933.721644810268,-1998.496120703125,0.0028848155800785336,4.108360374069214,,1.0,0.1903,,,-0.002023239459035722,-2.8476984577882627,,,,,,2.2879798071725026,2.1745848573684694
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,1,transformer,best,4694.86119765625,4753.005859375,3.3192949976239885,-0.9123810646057128,,,-1693.408900669643,-1758.04511484375,0.0026329820310430872,4.234309088897705,,1.0,0.1972,,,-0.0017851457221513556,-2.9349994676013944,,,,,,2.3056869506835938,2.1381273193359376
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,2,transformer,best,4760.10120703125,4806.858468191965,3.3189025606427878,-0.68991897315979,,,-1819.0020403180804,-1873.793356054688,0.003025439052310373,4.011846997451782,,1.0,0.1849,,,-0.0019983669082103005,-2.7808004815717693,,,,,,2.2064656700406755,2.069568030166626
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,8505.38326953125,8606.111886160714,3.3193666594369065,-0.8709492301940918,,,-5427.641741071428,-5428.37347734375,0.002561356057412923,4.192877254486084,,1.0,0.1925,,,-0.0017952490058769398,-2.9062810955009484,,,,,,2.4651098932538718,2.3277657287597657
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,8355.20896953125,8487.607003348214,3.3197229589734762,-1.010790870666504,,,-5301.454520089285,-5302.3887484375,0.002205088817780571,4.3327188949584965,,1.0,0.1985,,,-0.0014718981617625106,-3.0032119321338206,,,,,,2.4760314396449496,2.295038983726501
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,8160.83534296875,8283.010672433036,3.319335562842233,-0.7608142204284668,,,-5172.82666015625,-5172.68034765625,0.0025924683348940948,4.082742244720459,,1.0,0.1867,,,-0.0017115034546441165,-2.8299413174871124,,,,,,2.372760023389544,2.2074893941879274
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,1171.54083125,71.54893820626395,1.8031985930034091,-0.3320073310852051,,,2060.617919921875,2081.4416134765625,1.5187294312885828,3.6539353553771967,,0.97,0.1399,,,-1.0427401912212373,-2.5327150328636168,,,,,,1.048846994127546,2.5666431566238397
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,1053.9235292480466,72.04389081682477,1.7418783392224992,-0.315519970703125,,,2061.300746372768,2038.9023484375,1.580049685069493,3.637447994995117,,0.94,0.1425,,,-1.0971405822038651,-2.5212868630364538,,,,,,1.050722428730556,2.3497529975891114
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,1085.0412201660156,72.191408429827,1.763285449572972,-0.3272448799133301,,,2059.744297572545,2051.7448013671874,1.5586425747190202,3.649172904205322,,0.99,0.1259,,,-1.0660908687114716,-2.529413947275281,,,,,,1.046926532472883,2.409379582977295
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,transformer,best,1194.5777829101562,154.8827623639788,3.1528794424874436,-0.3221059925079346,,,2011.6127406529017,2030.657437890625,0.16904859244823456,3.644034016799927,,1.0,0.1661,,,-0.11629410658031702,-2.5258519437983638,,,,,,1.0954289095742362,2.528955560684204
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,transformer,best,1101.8926888671874,158.98265075683594,3.1470181941986084,-0.2788996982574463,,,2015.8789934430804,1977.708556835937,0.1749098343508584,3.6008277225494383,,1.0,0.1831,,,-0.12166891815140846,-2.4959036294743417,,,,,,1.1076336928776331,2.331755711746216
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,transformer,best,1123.6390370117188,162.05216108049666,3.13659930229187,-0.2580344524383545,,,2010.5690394810267,1987.1754458984376,0.18532873690128326,3.579962476730347,,1.0,0.161,,,-0.12647426946088672,-2.4814409352689983,,,,,,1.1016682897295271,2.3742488277435303
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,,,3.319196291267872,-0.8395056435094473,,5.83971418440342,,,0.00273173263121862,4.16143366780144,,1.0,0.3159,,,-0.001880991454200057,-2.8830884888845527,,0.8041416443884373,,,0.8528645833333334,3.3717985302209854,3.4181332915735703
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,,,3.3189292401075363,-0.8539811528909701,,6.642767712473869,,,0.002998804004164413,4.1759091771829615,,1.0,0.3022,,,-0.0020662040670204078,-2.894668985047506,,0.001088162520318292,,,0.8994140624999999,3.9332736805081367,3.8300110021719154
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,,,3.318542055785656,-0.8984676473818648,,6.643478274345398,,,0.0033859541363199237,4.220395671673857,,1.0,0.3024,,,-0.002325859302394747,-2.925000202422067,,0.0003776028274842247,,,0.900390625,3.607909061014652,3.5208271905637014
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,transformer,best,,,3.259108655154705,-0.0652004849796478,,3.745890192687512,,,0.06281936226878315,3.38712850927164,,1.0,0.2883,,,-0.043564145088152144,-2.3474544854923223,,2.897965669631958,,,0.5470377604166667,1.8487418293952944,1.9144325393457384
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,transformer,best,,,3.2543338015675545,-0.06017531297458247,,3.1775175482034683,,,0.06759421667084098,3.3821033372665745,,1.0,0.2807,,,-0.0472797792312922,-2.34435965336511,,3.466338336467743,,,0.4892578125,1.8663345277309416,1.8819621264363249
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,transformer,best,,,3.246082492172718,0.0032693082913042263,,3.442692831158638,,,0.07584551617037505,3.318658716000688,,1.0,0.2788,,,-0.05225685281772167,-2.300259290395875,,3.201163083314896,,,0.51806640625,1.886167794466019,1.9163468600081182
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,,,0.3860226422548294,0.11478035823224833,,0.17765799432527274,,,2.9359053820371632,3.207147666059744,,0.42100000000000004,0.1864,,,-2.0373133471012115,-2.222953615999222,,6.466197952628137,,,0.046386718749999986,0.1853912202641368,0.19748559113318165
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,,,0.33680952340364456,0.11345343544079473,,0.15240881452336907,,,2.985118500888348,3.2084745888511974,,0.392,0.1887,,,-2.0688773292303084,-2.224129938161373,,6.4914471209049225,,,0.04573567708333333,0.17483249958604574,0.18065074081428514
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,transformer,best,,,0.4091456681489945,0.1119835430059951,,0.15468746999977154,,,2.9127823561429977,3.209944481285997,,0.452,0.1888,,,-2.0195272940397264,-2.224842724043131,,6.489168420433997,,,0.038899739583333336,0.19165833620354533,0.19895984618046794
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,transformer,best,,,2.8396661430597305,0.2169769000702392,,1.4784824512898922,,,0.4822618551552296,3.1049511242217527,,1.0,0.2647,,,-0.3351428310293704,-2.1521934146275283,,5.1653733998537055,,,0.2713216145833333,0.6995891202241182,0.7313345230806368
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,transformer,best,,,2.8037067204713817,0.24578258937921005,,1.4142303857952356,,,0.5182213010266423,3.0761454349127817,,1.0,0.2655,,,-0.3567279873527586,-2.1325434937831944,,5.229625448584557,,,0.2552083333333333,0.7234899662435055,0.7406342267609252
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,transformer,best,,,2.840471163392067,0.1943970313087439,,1.1725955717265606,,,0.4814568571746349,3.127530992983248,,1.0,0.259,,,-0.3316542871203273,-2.1679811803974207,,5.4712602347135535,,,0.22623697916666666,0.7238262686878443,0.7398809139340069
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,transformer,best,,,3.310637407004833,-0.4776876726851296,,5.624994248151778,,,0.011290603259112686,3.799615696977122,,1.0,0.3053,,,-0.007812788328517855,-2.6326621715082483,,1.0188615322113037,,,0.7849934895833333,4.3971260115504265,4.533369532789285
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,transformer,best,,,3.3101400583982468,-0.44636951467861385,,6.242875412106514,,,0.011787980678491294,3.7682975389706064,,1.0,0.298,,,-0.008131604383865123,-2.6117860770343166,,0.4009803677909076,,,0.8600260416666667,4.097237691283226,4.093887000799941
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,transformer,best,,,3.3110372126102448,-0.4958307346977746,,5.78286911547184,,,0.010890815843595192,3.817758758989767,,1.0,0.293,,,-0.007502795939348289,-2.646286080663916,,0.8609867636114359,,,0.8076171875000001,4.2707281932234755,4.239544582062255
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,0,transformer,best,,,3.3191457688808437,-0.7945302378255338,,6.643376126885414,,,0.002782260795356706,4.1164582621175265,,1.0,0.3169,,,-0.0019125231694467856,-2.8520529989156147,,0.000479739137517754,,,0.90087890625,2.909123867750168,2.9370507371311367
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,2,transformer,best,,,3.318825535476208,-0.7815680686658183,,6.643423572182655,,,0.0031024963536765426,4.10349609295781,,1.0,0.3009,,,-0.0021454093366737653,-2.8441797679940826,,0.0004322944969317177,,,0.8994140624999999,3.4056733772158623,3.3139332079658868
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,1,transformer,best,,,3.318313717842102,-0.834901994790513,,6.64294458925724,,,0.003614311404817272,4.156830019082505,,1.0,0.3034,,,-0.0024841355885669146,-2.8812836132022834,,0.0009113107353186931,,,0.900390625,3.206753395497799,3.1243630354396834
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,best,9107.200956594448,9071.301818847656,3.319489434361458,-0.7839501094513427,,,-5515.406524658203,-5520.979559267672,0.00243859762485954,4.105878133743335,,1.0,0.3161,,,-0.0016852915273134956,-2.8455473106720017,,,,,,2.976071238517761,3.0171439403923936
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,transformer,best,9103.141713882787,9147.466613769533,3.319254726171493,-0.8701840993314506,,,-5368.5494689941415,-5368.043428951178,0.0026732762562460266,4.192112123623443,,1.0,0.301,,,-0.0018429487034918566,-2.905519636591261,,,,,,3.278025083243847,3.21865332697908
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,transformer,best,8992.114738293729,9045.103576660156,3.3193237558007236,-0.7246141220434025,,,-5274.659164428711,-5275.14108208117,0.002604272805911023,4.046542146335395,,1.0,0.3038,,,-0.0017973327495055856,-2.8050355481193603,,,,,,3.2664366960525517,3.194230756820581
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,transformer,best,586.2222306126604,30.096217274665836,0.8066423982381821,0.07526334253743815,,,2080.3760299682613,2202.585651239267,2.51528562605381,3.2466646817545537,,0.626,0.1883,,,-1.7414620258808136,-2.2505439027160405,,,,,,1.0192153304815292,1.9374345091585152
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,transformer,best,597.4272505787616,30.85418140888214,0.9555402621626854,0.08588897534452689,,,2079.5618438720708,2213.5567677653253,2.3663877621293063,3.236039048947465,,0.727,0.2,,,-1.6404325764775276,-2.2431079016685485,,,,,,1.0192016772925854,1.9681569052199583
