experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,train_z_std_mean,train_z_std_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_z_mean_norm_mean,valid_z_mean_norm_std,valid_z_std_mean,valid_z_std_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,0,3,2.0544790291424957,0.0701761258526152,1.1004798491344308,0.019340695283488495,0.020044532646848395,0.0012914100036418232,11.2791141036785,0.010924837543499537,0.1322289052635732,0.001834117214910722,0.9587947848732724,0.010916087928153358,5.568997633276564,0.4059170086822975,-2.2470696089845714,0.4059170086822972,,,2.052234080102709,0.07253200812983861,1.1000223424699571,0.01962053247539656,0.020015434258513983,0.0011504796431787605,5.590798748864067,0.3774431956136234,-2.268870724572076,0.37744319561362355,5.5689081732008185,0.4059351177048784,5.581041771952311,0.378211635917729,0.0924,0.010520456263869925,-3.8684834187889474,0.2621563394865325,0.09369629629629629,0.01190211794272909
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,1,3,2.0544734491091785,0.07026286605429738,1.1004773665106657,0.019354375314621048,0.0200439776808983,0.0012904688568987595,11.189500230731385,0.021387305907516974,0.13694493765782823,0.0021837483265153197,1.0484010248698972,0.02137411973843886,5.569259014996615,0.40566931642847415,-2.247330990704623,0.40566931642847376,,,2.0522156953811646,0.07255388525240176,1.1000223424699571,0.01962053247539656,0.020015434258513983,0.0011504796431787605,5.589451842837863,0.3773785241898319,-2.2675238185458717,0.37737852418983253,5.5693819588272655,0.40574794075322623,5.580040204874675,0.37794073249798776,0.09293333333333335,0.010131798129322024,-3.8677892265194096,0.26196872283012157,0.09382962962962964,0.011911283857232684
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,2,3,2.0550073292670827,0.07021013352450302,1.1006241156296297,0.019340591835962703,0.020039897076926674,0.0012879439106504513,10.956681665145991,0.041780778761012424,0.15525094696969696,0.004481807119019281,1.2812209548146436,0.04175845163873015,5.562354688391541,0.3993484855061083,-2.240426664099549,0.3993484855061085,,,2.234124024709066,0.12203038736911251,1.1489250659942627,0.03240695012224681,0.01973674384256204,0.0007548909607598131,4.731691943274604,0.4498148805371339,-1.4097639189826117,0.44981488053713403,5.5633666183471675,0.39994242049840195,4.735842762756348,0.4543873925591847,0.17393333333333336,0.015000444437860274,-3.28263609301794,0.31495734114493446,0.09428148148148148,0.011796135239321482
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,3,3,3.85218601741574,0.8569441977755123,1.4925778528506104,0.1695652713252117,0.022629765395046863,0.002895490863217633,11.585332427964067,0.055258309078073754,0.0926174587673611,0.005760057668793709,0.6525539686395364,0.05525508858911678,2.500577770850875,0.024941915188470973,0.8213502534411169,0.024941915188470956,,,3.0659712155659995,0.7201273762798681,1.3396730555428398,0.16004740235297693,0.01748451093832652,0.002225612592317711,2.2382367716895204,0.019796985711855408,1.0836912526024711,0.019796985711855404,2.500727983361703,0.024964149518351436,2.238872905476888,0.014772374277191008,0.4568666666666667,0.00320832251080425,-1.5518684447914828,0.010239471571840807,0.3957037037037037,0.007172868404778075
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,4,3,2.996263137369445,0.6797386965901843,1.326113828655445,0.1532930698319581,0.017040704613353944,0.0019221745021808677,11.582219371289918,0.0574852445887302,0.09388072620738634,0.005818735826084915,0.6556851553984665,0.05749347588921255,2.000187397228949,0.020896409334316562,1.3217406270630432,0.020896409334316718,,,2.9127811855740013,0.6458621481761417,1.308090329170227,0.1467234753024355,0.016422645188868046,0.0019142902679429466,2.1018508540259466,0.028335121599103653,1.2200771702660453,0.0283351215991038,2.00021125358299,0.020869574807878988,2.0984294733683266,0.025052327630119692,0.494,0.0031176914536239844,-1.4545204837368182,0.017364930297988287,0.5187481481481481,0.006520710910774479
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,5,3,2.9758534837852824,0.6275145038033093,1.323464344622511,0.14209601060113222,0.016813631779796473,0.00162236365704106,11.497182687123617,0.07170054151558604,0.10173112965593434,0.006370209034698824,0.7407188344408165,0.07169350589965362,1.7172687977100864,0.03339752396965091,1.6046592265819057,0.03339752396965091,,,2.9067327976226807,0.5668851971338837,1.3080788983239067,0.13006103021425558,0.016601646422512,0.0014929449720214984,2.0395904117160373,0.02403406988229936,1.2823376125759547,0.024034069882299322,1.7173443643569948,0.0333852647964418,2.0352192368189495,0.01588157591714177,0.5066666666666667,0.005586889414811527,-1.41070646477088,0.011008193114745888,0.5916148148148148,0.008978776988765846
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,6,3,3.049684408487696,0.582072152418554,1.340320238335566,0.13074689725829744,0.016677879313867765,0.0014298199631690735,11.40615487279314,0.08367431038200367,0.10804512409248739,0.0072142921266017245,0.8317379722315253,0.08368069361432696,1.4682230513655778,0.04065973406610791,1.8537049738295153,0.040659734734674484,,,3.0488319396972656,0.6331580943728772,1.3395605617099335,0.14150776410629828,0.0165758707250158,0.0015879166217160638,2.0552180873023143,0.019144246971076577,1.2667099369896784,0.019144246971076247,1.4683263111538356,0.040601037706103044,2.050957488632202,0.02464387285579095,0.5138666666666667,0.0074144004028196845,-1.4216154103245884,0.017081823472789266,0.6572666666666666,0.011308098267160298
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,7,3,3.187555771885496,0.5832648003395489,1.3706115899663984,0.12791826297915798,0.016724993839902294,0.001380921375375441,11.310422808835,0.10121444690089572,0.11535891137941919,0.008898187931157028,0.9274787574329159,0.10121711758994476,1.2319554682030822,0.050872288905839495,2.089972553379608,0.05087229160932678,,,3.1589674949645996,0.5445733728699905,1.364409671889411,0.12127781646194308,0.01612463490002685,0.0010942855254093122,2.0366055568059287,0.02851517478522727,1.2853224674860637,0.028515174785227068,1.2317956826881125,0.05092730146404253,2.028484591039022,0.022423508390609442,0.5258666666666666,0.0020231987873990903,-1.4060383991799876,0.015542830552347989,0.7197777777777778,0.013485923159234985
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,8,3,3.366851970101848,0.5908487664829762,1.4093546657399696,0.12653729485941695,0.016538921715409466,0.0011204597945920275,11.229436643195875,0.10989210242464247,0.12138006036931819,0.009666643557804465,1.008467913802826,0.10990048084296493,1.0111897349583379,0.044716446405967364,2.31073829418782,0.04471645121126544,,,3.387479305267334,0.604478725380504,1.41290197107527,0.12887471694519673,0.016059128981497552,0.0011659994743493237,2.06807189517551,0.02837013505972924,1.253856129116482,0.028370135059729216,1.0111823052229705,0.04469569037184546,2.058717934926351,0.01975426254857524,0.5310666666666667,0.004883987441971342,-1.4269945630006233,0.013692610914047871,0.7790074074074074,0.010373406962828615
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,default,transformer,9,3,3.547748065807603,0.6099530178099932,1.4468468897270432,0.1269547305203059,0.01608689565028092,0.0012665697085627297,11.137693336515715,0.12724289576516165,0.12711618134469693,0.010532587393866415,1.1002053867912653,0.12724192025599326,0.8140792642353158,0.051374961638127346,2.5078487631046413,0.05137496848333462,,,3.5369139512379966,0.5879012440252939,1.4445027775234645,0.1223656975812826,0.01563690271642473,0.0011904871529987097,2.111872778998481,0.014360053763251125,1.2100552452935112,0.014360053763251113,0.8140359749829328,0.051255791278651076,2.105032011795044,0.005841122496227395,0.5349333333333334,0.008144527815247079,-1.4590970495189408,0.0040487702591935895,0.831651851851852,0.013717256561427166
