model,beta,run,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
cdib,0.01,2,12,3.4138750474561346,1.425747087733312,0.01487699750578031,10.784376220269637,0.15078398733428036,1.4535230858759447,0.3571099643172188,2.964818067171357,-0.10442988502539018,3.378992239634196,1.4179004033406575,0.013961881709595522,2.357023080190023,0.9649049441019694,0.2526261526107788,2.3676758739471437,0.5366,-1.6411478603978313,0.9447777777777778
cdib,0.01,2,13,3.5611951662735506,1.4562896063381976,0.014318959808654406,10.677411025220698,0.15713001598011364,1.560490066354925,0.2645035640929233,3.057424472136931,-0.10321291256695986,3.5512871742248535,1.4551748434702556,0.01389588788151741,2.4854581356048584,0.8364698886871338,0.16126649136278365,2.4794085216522217,0.5348,-1.718595025072516,0.9642666666666667
cdib,0.01,2,14,3.7058850093321367,1.4872727285731921,0.014033478473059156,10.580976117740978,0.1637370531486743,1.6569509919394145,0.19380984125150877,3.128118185834451,-0.10210387379100377,3.698803424835205,1.4854466915130615,0.013743529406686624,2.5530699094136557,0.7688581148783366,0.09168519160615074,2.5394710609436033,0.539,-1.7602271943591026,0.9779111111111111
cdib,0.01,2,15,3.8832868486642838,1.5233823277733543,0.014110006450209767,10.436230225996537,0.1731690192945076,1.8016532456332988,0.137931883208115,3.1839961490847846,-0.10047901307486674,3.873253266016642,1.5216706196467082,0.013907211211820444,2.7187278270721436,0.6032001972198486,0.03738694334559971,2.709551233673096,0.5294,-1.8781178530503309,0.9880888888888889
cdib,0.01,2,16,4.031397318298167,1.5532803081653335,0.014088822391138157,10.324707074598832,0.17816790956439396,1.9131763496182181,0.10105964063074101,3.2208683883601967,-0.09921567116610029,4.037896633148193,1.5542689561843872,0.013774289128681024,2.806302229563395,0.515625794728597,0.0018308001822895474,2.7969319648742674,0.5372,-1.9386855196246022,0.9938666666666667
cdib,0.01,2,17,4.189103994857181,1.5851191532882778,0.013947380029342392,10.218474176797,0.1859446762547348,2.019403691318902,0.07406834658997302,3.247859674421224,-0.09799563567238775,4.188046932220459,1.5850183566411336,0.013782020347813765,2.9134486516316733,0.40847937266031903,-0.023947573104169635,2.8947034854888916,0.5358,-2.0064555818061462,0.9963555555555555
cdib,0.01,2,18,4.328844973986799,1.6127950034358285,0.01399443289582533,10.091565278443424,0.19492180101799247,2.1463052826848896,0.054158103207803586,3.267769916491075,-0.09658680597997525,4.294008890787761,1.606170376141866,0.01376495324075222,3.0357629458109536,0.2861650784810384,-0.04245776540968153,3.019465627670288,0.5378,-2.0929341600720828,0.9981111111111111
cdib,0.01,2,19,4.415447175502777,1.6304915059696545,0.013901624384082177,9.971505278890783,0.20211980646306812,2.2664278501814064,0.0419669961345128,3.279961022463712,-0.09529960320585153,4.402651309967041,1.6287016868591309,0.01369862724095583,3.1006646156311035,0.22126340866088867,-0.053328065770864484,3.084992078781128,0.5362,-2.138353664998329,0.9989777777777777
cdib,0.01,2,20,4.523912985216487,1.6525100300257856,0.013896043608176777,9.851719238541342,0.2096163293087122,2.3861741802909155,0.029883274977857418,3.292044758796692,-0.09399327750063756,4.519951184590657,1.6525646448135376,0.013741188372174898,3.20768141746521,0.11424660682678223,-0.06411882741848628,3.1855227016448975,0.5406,-2.2080361182173442,0.9995333333333334
cdib,0.01,2,21,4.631871047345075,1.674885774200613,0.013916391974569044,9.7310572700067,0.21758115826231067,2.506841012022712,0.023103835600936276,3.298824196512049,-0.09267869909209284,4.592868010203044,1.669180432955424,0.013684381109972795,3.2757605711619058,0.046167453130086265,-0.06957787613603804,3.252129691696167,0.5344,-2.2542046715325963,0.9998
cdib,0.01,2,22,4.703562259674072,1.691561926494945,0.013829220324458385,9.594950448382985,0.2265146336410984,2.642947940663858,0.01873818811939352,3.303189837119796,-0.09124594033611091,4.656366507212321,1.6841336488723755,0.013584640187521776,3.335601727167765,-0.013673702875773111,-0.07250463304784563,3.3105173583984375,0.5394,-2.2946759669399697,0.9997777777777778
cdib,0.01,2,23,4.764868381348523,1.7055493945425206,0.013799800601025874,9.472910572182048,0.23441768761837126,2.7650053284384986,0.015106739767361432,3.306821283969012,-0.08996423579413783,4.724475383758545,1.699671705563863,0.013680708284179369,3.4122842152913413,-0.09035619099934895,-0.07485576750304963,3.386621378326416,0.5384,-2.3474269830569696,0.9999777777777777
cdib,0.01,2,24,4.823099141771143,1.7197090177373453,0.013914579345675354,9.374177726832302,0.2400433534564395,2.8637215061621233,0.012491339643020183,3.3094366870143195,-0.08891867638819596,4.784533659617106,1.71481454372406,0.01377947193880876,3.470027287801107,-0.1480992635091146,-0.07643291765848796,3.439768871688843,0.541,-2.384266106127886,0.9999777777777777
cdib,0.01,2,25,4.884808456355875,1.7344648241996765,0.014033375281459566,9.287838767875325,0.24594748757102272,2.950064015659419,0.010624786915617402,3.3113032389770853,-0.0879935771226883,4.837489287058513,1.727758804957072,0.013892377726733685,3.514330784479777,-0.19240276018778482,-0.07737058317263922,3.4870015670776366,0.5406,-2.417005379211087,1.0
cdib,0.01,2,26,4.917843219908801,1.7454750510779293,0.014128227453594181,9.181770010427995,0.25252796519886367,3.056127918037501,0.009079461575972593,3.3128485571254385,-0.08689985500479286,4.864030679066976,1.737726052602132,0.013962967010835806,3.5710598627726235,-0.2491318384806315,-0.07782243691285451,3.5428130569458007,0.5412,-2.4556909422875446,1.0
cdib,0.01,2,27,4.909520542079752,1.7650933441790668,0.01432305514092811,9.119535527446054,0.2564919211647729,3.118366452780637,0.009184930108445273,3.3127430961890654,-0.08628583254969933,4.830983479817708,1.7583112716674805,0.014228268836935362,3.6220884323120117,-0.30016040802001953,-0.07710320864915848,3.593827679824829,0.5384,-2.4910514898573854,1.0
cdib,0.01,2,28,4.939311796968633,1.7783704257824204,0.01458357057576491,9.07151111689481,0.25938306403882583,3.166379142891277,0.007701280595607717,3.314226745204492,-0.08577579704367301,4.897692521413167,1.7726006110509236,0.01452199990550677,3.6608876387278237,-0.3389596144358317,-0.0780758324318462,3.6313132453918455,0.539,-2.517034738005942,1.0
cdib,0.01,2,29,4.980787995186719,1.7894966907121919,0.0149330109865828,8.965832742777737,0.26614213423295435,3.2720664265480908,0.006422663742507046,3.3155053623697976,-0.08467753769152543,4.926950454711914,1.7824429670969646,0.014958324531714121,3.697235186894735,-0.3753071626027425,-0.07825585338672002,3.6657113159179686,0.5406,-2.5408774447556843,1.0
cdib,0.01,2,30,5.0119433213364,1.8001438934694638,0.015497613460121845,8.883868856863542,0.271106474905303,3.354031732136553,0.005676886468956416,3.316251132975925,-0.08382674344730648,4.952779134114583,1.7929476102193196,0.01573058341940244,3.73933744430542,-0.41740942001342773,-0.07814772104819616,3.708400514984131,0.5392,-2.5704675036235574,1.0
cdib,0.01,2,31,5.047433758323843,1.8110626820813527,0.017590002918785267,8.851449397477237,0.27378040660511355,3.3864649791609156,0.0051420007260854945,3.3167860182848843,-0.08346705828708681,5.014576276143392,1.8059546947479248,0.019834720840056736,3.770357608795166,-0.44842958450317383,-0.07832297377056546,3.7388506301879882,0.5416,-2.5915737104891514,1.0
cdib,0.01,2,32,5.1390261785550555,1.8269721100276166,0.023615185541778126,8.851367002183741,0.27199795809659083,3.3865101649002596,0.004747962282801216,3.317180060527541,-0.08337464238601652,5.107972462972005,1.8218250274658203,0.0265856155504783,3.78717033068339,-0.46524230639139813,-0.0786279603017701,3.756973574447632,0.5386,-2.604135797902066,1.0
cdib,0.01,2,33,5.220693303780123,1.840274178846316,0.030699703471989116,8.894125456159765,0.27064497514204566,3.34378028457815,0.004594542387745936,3.317333472045985,-0.08372055938128721,5.171163717905681,1.833401878674825,0.03372093538443247,3.7915573914845786,-0.46962936719258624,-0.07912812221977446,3.7572352603912353,0.5388,-2.604317034049033,1.0
cdib,0.01,2,34,5.276277810335159,1.850224906070666,0.0391154028898613,8.972958461804824,0.26491913766571956,3.264951462095434,0.004905794732621871,3.31702223284678,-0.0844533047215505,5.22123654683431,1.841970721880595,0.04166502629717191,3.8659657637278237,-0.5440377394358317,-0.07954985154734717,3.830782303619385,0.5372,-2.655295956186631,0.9999555555555556
cdib,0.01,2,35,4.7322989350015465,1.7537648698145694,0.03399839182384312,8.997481709176844,0.26468986742424255,3.2404198267243127,0.0668031219604679,3.2551249103112654,-0.08524251581084999,4.276751677195231,1.670695424079895,0.027482278024156887,3.696301539738973,-0.3743735154469808,-0.01839475926094585,3.677473893737793,0.5316,-2.549030613147974,0.9882888888888889
cdib,0.01,2,36,4.375987662510439,1.6911628808487544,0.027747541549615562,8.807532982392745,0.2776300603693182,3.430387098680843,0.013088653155136853,3.3088393793864683,-0.08369934029707854,4.358814398447673,1.6906221310297649,0.027371381719907124,3.7076114813486734,-0.38568345705668133,-0.07060870268477334,3.6845112659454347,0.5346,-2.5539086542019276,0.9996666666666667
cdib,0.01,2,37,4.478518328883431,1.7141477878798137,0.028336577509021896,8.677530039440501,0.2862457090435606,3.560353387485851,0.006121149178149856,3.315806869756092,-0.08229678018357266,4.460811138153076,1.7135942379633586,0.028399695331851642,3.732698599497477,-0.41077057520548504,-0.07617431937323677,3.7065253547668457,0.5368,-2.5691674344050943,1.0
cdib,0.01,2,38,4.574511053887281,1.735772004859014,0.02950783072843809,8.58841898766431,0.2920745294744317,3.6494655798782003,0.004946995734247717,3.3169810352000324,-0.08130967760966583,4.548001289367676,1.7331918478012085,0.02973402664065361,3.777850071589152,-0.45592204729715985,-0.07636337733136284,3.747524031448364,0.5368,-2.59758579482592,1.0
cdib,0.01,2,39,4.651002130725167,1.7533705519004301,0.031047884364273737,8.507277678359639,0.2969082179214016,3.730604885654016,0.00437459924697495,3.3175534267317164,-0.08042177295481617,4.612594286600749,1.749401052792867,0.03135944530367851,3.7978113492329917,-0.47588332494099933,-0.07605015858676699,3.7696250759124754,0.5364,-2.6129049501196633,1.0
cdib,0.01,2,40,4.720081172206185,1.770245503972877,0.032919469056650996,8.468754383650692,0.29931758996212143,3.7691306322813034,0.003987412830941717,3.3179406198588284,-0.07996746051040562,4.688116073608398,1.7673606872558594,0.033463177581628166,3.816801150639852,-0.4948731263478597,-0.07598091731998656,3.789926972579956,0.5366,-2.6269773197824846,1.0
cdib,0.01,2,41,4.78722991455685,1.7866685038263148,0.03538573774593798,8.397341506047683,0.3040260268702651,3.840564689852975,0.003695397320288149,3.3182326284321872,-0.07918618323112075,4.747513771057129,1.782419204711914,0.03622550517320633,3.8365448315938315,-0.5146168073018392,-0.07549455580976275,3.80960110206604,0.5402,-2.6406142539294044,1.0
cdib,0.01,2,42,4.858029793609273,1.8030894581567158,0.03851303151300685,8.375734567642212,0.3049907522490532,3.8621753549033944,0.0034964821679750457,3.318431546742266,-0.07889931420372291,4.819846471150716,1.7991100152333577,0.0397589902083079,3.847061554590861,-0.5251335302988688,-0.07540585313638051,3.818488593292236,0.5396,-2.6467746074093315,1.0
cdib,0.01,2,43,4.9264915829355065,1.8187464827840978,0.043145100882446226,8.390259062702006,0.3048400508996213,3.8476356051184912,0.0033463976565557955,3.3185816285285084,-0.07897609743204984,4.894108136494954,1.814854661623637,0.04553676148255666,3.8592141469319663,-0.537286122639974,-0.0756302532699373,3.83143770904541,0.5402,-2.655750287558132,1.0
cdib,0.01,2,44,4.994166764346036,1.833076959983869,0.04948962816375901,8.439083922993053,0.3016904148910984,3.7988091029904107,0.003376620699947869,3.318551403555003,-0.07939667081121694,4.9697089195251465,1.8307501475016277,0.05166374146938324,3.848692019780477,-0.5267639954884847,-0.07601869666179022,3.819862272644043,0.5388,-2.647726843853986,1.0
cdib,0.01,2,45,5.0815733671188354,1.8496760326352986,0.055559779961847446,8.44981661709872,0.3002853486032197,3.788077773018317,0.00363206287808928,3.318295958367261,-0.07941659150475805,5.0390017827351885,1.8438894748687744,0.057084335635105767,3.8587281703948975,-0.5368001461029053,-0.07578397800127665,3.8294402381896973,0.5416,-2.6543657735264206,0.9999555555555556
cdib,0.01,2,46,5.150215062228116,1.862734971398657,0.060527269770814615,8.437902022491802,0.30092381332859847,3.799983627416871,0.0032876972466262737,3.318640335039659,-0.07922880330377004,5.114161491394043,1.858799974123637,0.06186021491885185,3.8644514878590903,-0.542523463567098,-0.07594183351728652,3.8354187049865724,0.5392,-2.658509725834617,1.0
cdib,0.01,2,47,5.21972580389543,1.876385809345679,0.06513025793670253,8.446055894548243,0.3007472922585228,3.7918386337431995,0.0032741702294019474,3.3186538503928618,-0.07924083137715404,5.164408047993978,1.868961016337077,0.06606531888246536,3.863607883453369,-0.541679859161377,-0.07596891724268595,3.831548420715332,0.5396,-2.6558269476273226,1.0
cdib,0.01,2,48,5.2601842853156,1.8843841268257662,0.06859366218982772,8.456508192149075,0.3002592329545456,3.781372780149633,0.003086313213729723,3.3188417188145896,-0.0793048959564079,5.204240957895915,1.8774393399556477,0.06909685581922531,3.8817780017852783,-0.5598499774932861,-0.0762203119052781,3.8535618713378907,0.5408,-2.6710856100129012,1.0
cdib,0.01,2,49,5.335308394648812,1.89978980476206,0.07244425957006487,8.455382504246451,0.3002021188446968,3.782517270608382,0.003148792013896375,3.318779235536402,-0.07921851477162405,5.280997435251872,1.8939914306004841,0.07315528889497121,3.9081541697184243,-0.5862261454264323,-0.0760700472076734,3.876836516571045,0.5414,-2.68721838204485,0.9999777777777777
cdib,0.01,2,50,5.374295096505772,1.9094062779437413,0.0767324303530834,8.508741118691184,0.29697420987215906,3.7291931970552965,0.0031476641015615314,3.3187803612513975,-0.07971311419863593,5.338420073191325,1.905276934305827,0.07884715249141057,3.8994648456573486,-0.5775368213653564,-0.07656600767771403,3.870337727355957,0.5388,-2.682713647171864,0.9999777777777777
cdib,0.01,2,51,5.455715331164273,1.9232272891835733,0.08325754614038901,8.636343327435581,0.288946348248106,3.6015545265241102,0.0029838917504424567,3.318944135850126,-0.0809077164158225,5.411558469136556,1.916846513748169,0.08499281356732051,3.900895833969116,-0.578967809677124,-0.07792345952855216,3.871395265197754,0.5398,-2.6834466333678355,1.0
cdib,0.01,2,52,5.513634727759794,1.9316586127335376,0.08873148537664251,8.644883318380876,0.2883751331676136,3.5930209769444033,0.003093215061446906,3.318834799257192,-0.08093519652770324,5.448185284932454,1.922282616297404,0.08931199957927068,3.8937310377756753,-0.5718030134836832,-0.0778424312127961,3.8674765678405763,0.5384,-2.6807305162597506,1.0
cdib,0.01,2,53,5.539492130279541,1.9358891553499482,0.09295519648797133,8.64245894280347,0.28924590139678014,3.595423850146207,0.002819628015541556,3.3191084035418252,-0.08088509539480913,5.499825159708659,1.9298303127288818,0.09378868093093236,3.90230385462443,-0.5803758303324381,-0.07806530677477519,3.8749905113220215,0.542,-2.685938806898698,1.0
cdib,0.01,2,54,5.56876034357331,1.94060636989095,0.09591645408760417,8.59779000824148,0.2918198094223485,3.640094979242845,0.0031064572209619323,3.3188215724446555,-0.08040913833643902,5.484542051951091,1.9299894571304321,0.0956791341304779,3.9240403970082602,-0.6021123727162679,-0.07730248281823264,3.8978890632629395,0.5404,-2.7018107800125493,1.0
cdib,0.01,2,55,5.571800909259102,1.9425684857097538,0.0994424364021556,8.605085665529424,0.29154999704071977,3.6328095251863655,0.0028639625167918644,3.319064061750065,-0.08047905411909927,5.504364967346191,1.9326751629511516,0.10029851893583934,3.9228166739145913,-0.6008886496225992,-0.07761656169493993,3.894948391723633,0.5398,-2.6997725973162034,1.0
cdib,0.01,2,56,5.603476418690248,1.947397801686417,0.1047211350788447,8.67062477090142,0.2876214044744318,3.567281985824758,0.0028900816409573467,3.3190379427237944,-0.08110276922922242,5.5557020505269366,1.9410664240519206,0.10613651822010677,3.9522317250569663,-0.630303700764974,-0.0782142288102044,3.922910208129883,0.5404,-2.7191542086516938,1.0
cdib,0.01,2,57,5.613658905029297,1.9502930505709215,0.10793310035528107,8.748032960024746,0.2819618548768939,3.489856094121933,0.004042234299545685,3.3178857917135414,-0.08186666857959195,5.499285062154134,1.9347244103749592,0.10515465339024861,3.9659598668416343,-0.644031842549642,-0.07782506990962558,3.9411638320922853,0.5374,-2.731806598791551,0.9998222222222222
cdib,0.01,2,58,5.57632974061099,1.9463612938469106,0.1084440853446722,8.73557272824374,0.2833594489820077,3.5023173567923633,0.0031668874064714396,3.3187611333348532,-0.08177939569577575,5.492830276489258,1.9354517459869385,0.10741387059291203,3.9643553098042807,-0.6424272855122884,-0.0786139231191741,3.9264559967041017,0.542,-2.7216119240731236,0.9999555555555556
cdib,0.01,2,59,5.578412665562197,1.9486733214421705,0.11039903649890964,8.707138343290849,0.2861043294270832,3.5307560942389746,0.002866967004427517,3.319061058488759,-0.08149296896193516,5.514304002126058,1.9403431415557861,0.11041649182637532,3.945334037144979,-0.6234060128529867,-0.0786262395064036,3.920121184539795,0.5442,-2.71722104549133,1.0
cdib,0.01,2,60,5.601452675732699,1.9534456127069213,0.11352874296294017,8.706439603458751,0.2861169803503787,3.531459469686855,0.002784981531890067,3.3191430446776478,-0.08146294176747854,5.525988578796387,1.9438355763753254,0.11286220947901408,3.95379900932312,-0.6318709850311279,-0.07867899950875176,3.931571505737305,0.5406,-2.7251577263249858,1.0
cdib,0.01,2,61,5.590316325426102,1.9528285833922299,0.1143900810486891,8.71880780024962,0.2856591796875,3.5190850415013055,0.003580433187545912,3.318347592245449,-0.08159776019271124,5.475841363271077,1.9370343287785847,0.11175125588973363,3.962500810623169,-0.6405727863311768,-0.07801838066710366,3.932971112060547,0.5428,-2.726127879287111,0.9998888888888889
cdib,0.01,2,62,5.554897313768214,1.949003211476586,0.11384832312945616,8.67624105648561,0.2870649857954545,3.5616538483988154,0.0027494275200297125,3.319178594784303,-0.08120751143856482,5.45856507619222,1.9357942342758179,0.1118663599093755,3.967278242111206,-0.6453502178192139,-0.0784582471092542,3.938778232574463,0.544,-2.730153083400264,1.0
cdib,0.01,2,63,5.49423041397875,1.9408560754223303,0.11218667864291505,8.652801551602103,0.28960338245738637,3.5850953554565255,0.0034718258142344316,3.3184562000361355,-0.08103378392247991,5.361479123433431,1.9190907875696819,0.10822137196858723,4.003474712371826,-0.681546688079834,-0.07756770739555359,3.9766921058654785,0.5384,-2.756432923720805,0.9998888888888889
cdib,0.01,2,64,5.4250763708894905,1.9286151284521276,0.10945059079676867,8.56493284485557,0.2952193566524623,3.672955507581884,0.0027558726565489037,3.3191721574826674,-0.08022425090894103,5.333540757497151,1.9160819053649902,0.10719374815622966,3.993994871775309,-0.672066847483317,-0.07747093503342735,3.9632814163208008,0.5412,-2.7471372683991575,0.9999777777777777
cdib,0.01,2,65,5.401884295723655,1.9266092763705687,0.1085760382596742,8.511150137944655,0.29873209635416687,3.726750276305459,0.00262056483122499,3.3193074695088645,-0.07970961555838585,5.322755177815755,1.9164024591445923,0.10673757642507553,3.9939804871877036,-0.6720524628957113,-0.0770889234635565,3.966902127838135,0.5414,-2.7496470408577616,0.9999777777777777
cdib,0.01,2,66,5.386479120362889,1.9264230450445956,0.1084770191968842,8.488805787129836,0.29963874585700767,3.7491016672416166,0.0023253901275562716,3.3196026303551416,-0.0795015769756653,5.304045041402181,1.915094296137492,0.10683192561070125,3.9980719884236655,-0.6761439641316732,-0.07717769837379455,3.973270825958252,0.5418,-2.754061531047156,1.0
cdib,0.01,2,67,5.375477370890704,1.9263068288564682,0.10875319223850965,8.438218241388148,0.30333251953125007,3.799666952003132,0.002365301339357922,3.3195627209815113,-0.07900670310482383,5.297550201416016,1.9161779880523682,0.10677757362524669,4.017285426457723,-0.6953574021657308,-0.07663758647839228,3.9892520027160643,0.539,-2.765138937021304,0.9999777777777777
cdib,0.01,2,68,5.370405706492337,1.9272674403407357,0.10895041486417706,8.41832312670621,0.30362511837121214,3.8195725990967317,0.0021970310031478716,3.319730993021618,-0.07881282371553508,5.300699710845947,1.9181873003641765,0.1075749322772026,4.001726706822713,-0.6797986825307211,-0.07661535467836592,3.9702548767089842,0.541,-2.751971074338556,1.0
cdib,0.01,2,69,5.377447052435442,1.9304226609793576,0.10975924231619998,8.396657835353505,0.30600726503314396,3.8412287601015787,0.002162089159272992,3.31976593895392,-0.0785891291770068,5.305925210316976,1.9216686884562175,0.10852352529764175,4.007317066192627,-0.6853890419006348,-0.07643026032182905,3.980853032684326,0.5432,-2.759317227888218,1.0
cdib,0.01,2,70,5.390385448932648,1.9349193342707374,0.11123517964204604,8.38520903208039,0.30673288056344705,3.8526888625188307,0.002123018604338127,3.319805005734617,-0.07846170312471011,5.325225671132405,1.9266103108723958,0.1102320005496343,4.008270740509033,-0.686342716217041,-0.07633879982233048,3.9835157638549803,0.5444,-2.761162812813139,1.0
cdib,0.01,2,71,5.414155323397029,1.9402463524179026,0.11315828223120082,8.38604800267653,0.3071206202651515,3.851830940354954,0.0021136629359468566,3.3198143636638466,-0.07844632292505015,5.356142997741699,1.9332401355107625,0.1123812273144722,4.005660613377889,-0.6837325890858968,-0.0763328100045522,3.9803024391174318,0.5446,-2.7589354431241024,1.0
cdib,0.01,2,72,5.4295536929910835,1.944011734967882,0.11515891276807948,8.405276455662467,0.30561064749053024,3.832633599638939,0.002142764045856893,3.319785260341384,-0.07862320931797678,5.361014366149902,1.9354674418767293,0.11421031256516774,4.013893922170003,-0.6919658978780111,-0.07648194810152054,3.9859130302429198,0.542,-2.7628244656541674,1.0
cdib,0.01,2,73,5.436490218747746,1.9468372592871839,0.11681221442466433,8.429809963161295,0.30342011422821963,3.808070345358415,0.0022979403240077027,3.3196300850673155,-0.07886160757731307,5.37663459777832,1.9398677349090576,0.11538076897462209,4.048864205678304,-0.7269361813863119,-0.0765654937810368,4.018073979949951,0.5408,-2.785116684632474,0.9999777777777777
cdib,0.01,2,74,5.453610119494525,1.9520696062933316,0.11786713904108513,8.440641766244715,0.3026147460937501,3.7972621565515343,0.002247002513534178,3.319681029428135,-0.07895280552011999,5.3873397509257,1.9438767830530803,0.11695169657468796,4.024319648742676,-0.7023916244506836,-0.07670341911315919,3.99314979019165,0.5464,-2.767840638098561,0.9999777777777777
cdib,0.01,2,75,5.458186401562258,1.954238017851656,0.11927477342330596,8.435693431984294,0.3043332001657198,3.8022211749445307,0.002380216516691937,3.319547811692411,-0.0788987460969524,5.38462495803833,1.9447835286458333,0.11769443998734157,4.0197116533915205,-0.697783629099528,-0.07651888844569524,3.988404582977295,0.5408,-2.7645513828057506,0.9999777777777777
cdib,0.01,2,76,5.465413906357505,1.9561017528176308,0.12071433557536114,8.427455026995052,0.30489287405303034,3.8104497573592444,0.0022182724562960425,3.319709746675058,-0.07880913457748565,5.389435768127441,1.945309082667033,0.11939090987046559,4.028320391972859,-0.7063923676808676,-0.07659229987859725,3.997600045013428,0.5378,-2.770925172586025,1.0
