experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1031,-8.877131109154671,0.521,-1.0640364932595363,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1044,-9.058477827025714,0.56,-1.0082299148784633,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1,-7.0313058513008455,0.1,-6.1984645231261375,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1,-6.9160197411923985,0.1,-6.127735472556589,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1,-6.795835397817035,0.1,-5.817163737110843,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1005,-6.933586615848106,0.163,-2.645583123930733,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.102,-7.117867460518083,0.218,-2.2944303888799684,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1006,-6.961930196013938,0.163,-2.6416914930094793,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.069,-10.082948863372168,0.736,-0.7110374194294201,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1049,-10.884517463820398,0.8079999999999999,-0.4546861369389854,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.107,-10.388977996903254,0.7490000000000001,-0.5642937060405037,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1026,-12.233915876546158,0.945,-0.2248738725674296,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,2,128,1,0,best,0.0912,-11.89141969602304,0.914,-0.2690686678553487,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1053,-12.250202244490707,0.9179999999999999,-0.2450545478678109,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.0608,-11.792609130376023,0.8740000000000001,-0.38418037314021,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.0532,-12.003226909616627,0.89,-0.3433389297078365,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1033,-11.66096139958439,0.9059999999999999,-0.30947237029451463,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1009,-4.4686639062143865,0.12300000000000001,-3.3864739026576283,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1,-4.544144732393196,0.1,-3.354585131630301,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1,-4.294918593334546,0.1,-3.3195567499548195,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1036,-7.889814007349144,0.9129999999999999,-0.3274153550629805,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.10400000000000001,-7.6544022279800545,0.8690000000000001,-0.3679681157222351,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.105,-7.500948487541474,0.852,-0.37959024516751694,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,1,128,1,0,best,0.1068,-5.787072457598553,0.79,-0.5545378897956398,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1034,-5.733940961506796,0.5670000000000001,-0.6544009330885019,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1092,-5.1927680577756465,0.727,-0.605503079631806,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1039,-10.792428447790863,0.902,-0.28302774305277195,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1038,-10.778433420676794,0.9079999999999999,-0.2924917412173174,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,1,128,1,0,best,0.10300000000000001,-11.021452262045305,0.925,-0.2597701781829958,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,0,128,1,0,best,0.1053,-9.532499310979805,0.9159999999999999,-0.2744803674187333,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,2,128,1,0,best,0.1044,-9.63570427485898,0.914,-0.2848475476799107,,,,
QminimalityDatasize,cifar10mnist,small,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,1,128,1,0,best,0.0977,-9.60663699257365,0.9359999999999999,-0.2508090985131189,,,,
