beta,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,run_count
0.0,0.39032,0.007700454532038986,-8.40929886720483,0.1063085261260203,0.9996177777777777,0.00020810728477241888,-0.003785746965719543,0.0007306408936449402,5
0.01,0.45742000000000005,0.0025292291315734926,-5.444504041211981,0.06086116400218332,0.9971955555555556,0.0006422183775355208,-0.011339086841224037,0.001534394237579782,5
0.1,0.47246000000000005,0.004393517952620638,-4.0366854987238066,0.25933253414343466,0.99228,0.0069340206212058055,-0.02623930418316476,0.019223939503434945,5
1.0,0.48826,0.015542297127516244,-2.4095673198346144,0.12993958011096823,0.97804,0.01820473008673465,-0.09202237643831616,0.05292863000109799,5
10.0,0.5233800000000001,0.004984676519093221,-1.3997242004231785,0.029928877136170373,0.6736666666666666,0.035743541245108035,-0.9357252207888317,0.09795317289714427,5
100.0,0.37407999999999997,0.004028275065086777,-1.7834060241177678,0.014558102160712924,0.37005333333333335,0.006030756560445647,-1.778836848397321,0.01567443797304535,5
1000.0,0.24782,0.019056678619318743,-2.1023696074140075,0.04581947873909881,0.24328,0.020174030489043072,-2.1051217032308047,0.04760147234549799,5
