beta,epochs,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std,run_count
0.0,0,0.8179767758393288,0.037388329788442955,1.6985310403060914,0.03151731550345192,0.4702,0.006174139616173235,0.6160088888888889,0.016830026077750984,5
0.0,1,0.015162957954840229,0.009805514367327317,1.7847321593475338,0.02878153297611662,0.5008800000000001,0.004288589511715936,0.9656400000000002,0.0039019589888436047,5
0.0,2,-0.11482037166465413,0.004789706543377966,1.9263835312652589,0.038599916718017456,0.5087999999999999,0.004619523784980488,0.9918622222222224,0.0014471257165519964,5
0.0,3,-0.16726442541512576,0.0036156937181361795,2.0776400846099854,0.04999741788199884,0.51156,0.003476780119593446,0.9966311111111112,0.0006574548756988764,5
0.0,4,-0.20078842623537238,0.00390221272972483,2.2388919943237306,0.058173296640118236,0.51132,0.004605648705665694,0.9981555555555556,0.00027799991118219693,5
0.0,5,-0.22869839724410665,0.004374432913345698,2.4113891844177244,0.0756799229976798,0.51036,0.005062410493035871,0.9988088888888889,0.00013571939097423069,5
0.0,6,-0.2550723902368545,0.006069396575517483,2.611259809875488,0.09760528373858808,0.50804,0.0059268878848853,0.9989733333333334,0.00019270651901046152,5
0.0,7,-0.2818089606610211,0.00831767114662188,2.822063063735962,0.12289208849157195,0.5039999999999999,0.007133021800050773,0.9989555555555555,0.00019436506316149285,5
0.0,8,-0.30991906299591065,0.010356199767501031,3.050422212142944,0.13975357410738543,0.49968,0.0073547263715246294,0.9985777777777777,0.00036514837167015205,5
0.0,9,-0.337318856234117,0.011457463916016033,3.265834384307861,0.1484917464850109,0.49652,0.006513984955463111,0.9981288888888888,0.000532035457836305,5
0.0,10,-0.3654451558147777,0.012696836908884127,3.48944929649353,0.15790081524061325,0.49228000000000005,0.006154023074379899,0.9975111111111111,0.0004343293396820741,5
0.0,11,-0.39257541824861014,0.013310432986430093,3.685131697235108,0.1569704988526265,0.48827999999999994,0.007139467767277905,0.9972844444444444,0.00040227746704706615,5
0.0,12,-0.4183851166413047,0.013690976984576747,3.881269812927246,0.14505680834047852,0.48568,0.00786968868507518,0.9969333333333333,0.0002993820796734939,5
0.0,13,-0.4431108671105992,0.013827759078063868,4.049204769058228,0.1517658046003667,0.48236,0.007143388551660889,0.9966266666666668,0.00032103228559612033,5
0.0,14,-0.4660170696605335,0.014460626737053632,4.195586587142944,0.13217322743377385,0.48175999999999997,0.006605149506256475,0.9967022222222222,0.0004821761370708253,5
0.0,15,-0.4884260408427498,0.014007597493399538,4.353832076110841,0.152508018526567,0.47912,0.006907387349787181,0.9966177777777776,0.00040957671615921953,5
0.0,16,-0.5103736789408597,0.014346145125457425,4.481294448852539,0.13893149217260645,0.47756,0.006298253726232373,0.9964666666666666,0.00027307123838768514,5
0.0,17,-0.5301012517920407,0.015165347100288771,4.603005838470459,0.1514454693046033,0.4756,0.008212186067059117,0.9965688888888888,0.0001607083087267667,5
0.0,18,-0.5491743174752323,0.014861452014210814,4.704724890441895,0.12769741793784511,0.47540000000000004,0.006418722614352505,0.9965066666666667,0.0002924566022464346,5
0.0,19,-0.5669411945334348,0.015621029331787023,4.82731188079834,0.1392021683964167,0.47176,0.006990565070149915,0.9964222222222222,0.0005745637099487934,5
0.0,20,-0.5844176742016186,0.015378946565559461,4.9118431370544435,0.13365708009809357,0.47108,0.007228554488969418,0.9965999999999999,0.0003177855476906114,5
0.0,21,-0.6001336627908187,0.0162692170320667,4.9948411717224115,0.12651228016261265,0.47040000000000004,0.0069137544069774615,0.9963955555555556,0.0003156025004204358,5
0.0,22,-0.6157182946482571,0.016134489217951912,5.088345899353028,0.13574977629304302,0.46724,0.006738545837196633,0.9964355555555556,0.00043336182242535574,5
0.0,23,-0.6306894943011889,0.01661716893956376,5.154763273620605,0.12722778880212848,0.46832,0.006352322409953704,0.99656,0.0003703185148883422,5
