beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
0.1,3,46,-0.2770476471727545,2.928696001815796,0.4814,0.9969333333333333
0.1,3,47,-0.28081497016386553,2.9785692234039307,0.4856,0.9971333333333333
0.1,3,48,-0.2855770709037781,2.9909656345367432,0.4844,0.997
0.1,3,49,-0.287884403627569,3.0189266551971436,0.4808,0.9968444444444444
0.1,3,50,-0.29142707281762903,2.9760878089904783,0.482,0.9966888888888888
0.1,3,51,-0.2951614502841776,3.1081124027252196,0.4818,0.9971333333333333
0.1,3,52,-0.2978102685841647,3.075572812652588,0.481,0.9966888888888888
0.1,3,53,-0.30059207282499834,3.097387379074097,0.4808,0.9966222222222222
0.1,3,54,-0.30349945415583524,3.169306101989746,0.4814,0.9968222222222223
0.1,3,55,-0.306913475448435,3.236947647857666,0.4802,0.9966222222222222
0.1,3,56,-0.3095020211219788,3.18357063293457,0.478,0.9967555555555555
0.1,3,57,-0.31228084846843374,3.1924207611083983,0.4816,0.9961333333333333
0.1,3,58,-0.3148688224402341,3.204909524154663,0.481,0.9964
0.1,3,59,-0.31651829797137865,3.274185622406006,0.4796,0.9965111111111111
0.1,3,60,-0.3202636414007707,3.3019316577911377,0.479,0.9964
0.1,3,61,-0.3220608864654194,3.306346769332886,0.4798,0.9962888888888889
0.1,3,62,-0.3245050353093581,3.3268361343383788,0.4798,0.9965555555555555
0.1,3,63,-0.3267618077473207,3.3734852394104005,0.481,0.9964
0.1,3,64,-0.32854468018791894,3.3401981021881104,0.48,0.9960222222222223
0.1,3,65,-0.33121191812645306,3.369466707229614,0.4806,0.9964444444444445
0.1,3,66,-0.3335763971978968,3.4273342933654787,0.4768,0.9958888888888889
0.1,3,67,-0.33392588676972823,3.435410046005249,0.4762,0.9956222222222222
0.1,3,68,-0.33797371700026774,3.4374893894195555,0.4774,0.9957777777777778
0.1,3,69,-0.33862300629182296,3.480350584411621,0.4776,0.9961333333333333
0.1,3,70,-0.3411580731175163,3.488581447982788,0.4788,0.9954888888888889
0.1,3,71,-0.3425698138800534,3.5089484256744385,0.477,0.9958666666666667
0.1,3,72,-0.3442389417951757,3.485088770675659,0.479,0.9959333333333333
0.1,3,73,-0.34640733825726944,3.504688366317749,0.476,0.9962888888888889
0.1,3,74,-0.34832967104044826,3.5246197662353516,0.4794,0.9954888888888889
0.1,3,75,-0.34946180915399033,3.5963115257263185,0.4784,0.9956888888888888
0.1,3,76,-0.3505763284856623,3.589712412261963,0.4764,0.996
0.1,3,77,-0.35258338766098024,3.5836183361053466,0.4768,0.996
0.1,3,78,-0.35330007395744323,3.604506716156006,0.477,0.9953555555555555
0.1,3,79,-0.3564143776503476,3.6614392547607424,0.4782,0.9956666666666667
0.1,3,80,-0.3574967655095187,3.6523475513458252,0.4796,0.9958
0.1,3,81,-0.35996514437415383,3.665085548400879,0.4764,0.9958
0.1,3,82,-0.36014343946630306,3.6494261669158936,0.4758,0.9953777777777778
0.1,3,83,-0.36128509136546744,3.619149879074097,0.4772,0.9957777777777778
0.1,3,84,-0.36230690138773486,3.655055868911743,0.4774,0.9953555555555555
0.1,3,85,-0.36419321616779676,3.639887236022949,0.4764,0.9956
0.1,3,86,-0.36409776389382104,3.662766382217407,0.4776,0.9954888888888889
0.1,3,87,-0.3665481911659241,3.700486404418945,0.4778,0.9955555555555555
0.1,3,88,-0.3674054072250019,3.7102219333648683,0.4756,0.9959333333333333
0.1,3,89,-0.366917854048989,3.7081663150787354,0.4754,0.9955555555555555
0.1,3,90,-0.36953625107245014,3.7217320487976076,0.4756,0.9961111111111111
0.1,3,91,-0.37091635200327094,3.70739715423584,0.4762,0.9954
0.1,3,92,-0.37114213901866566,3.796047863769531,0.4764,0.9957777777777778
0.1,3,93,-0.3725578279018402,3.7776999458312988,0.4744,0.9949777777777777
0.1,3,94,-0.37411292585026135,3.729825676345825,0.4764,0.9950444444444444
0.1,3,95,-0.3747262454206293,3.7420954277038576,0.4766,0.9954444444444445
0.1,3,96,-0.37493585863113404,3.7385483856201174,0.4778,0.9955333333333334
0.1,3,97,-0.3783568404110995,3.7926317668914793,0.4776,0.9956666666666667
0.1,3,98,-0.3771602574001659,3.780243659210205,0.4762,0.9953333333333333
0.1,3,99,-0.3784687947273254,3.7500233348846437,0.4746,0.9951111111111111
0.1,3,100,-0.38080853691968053,3.7640563095092774,0.4746,0.9952444444444445
0.1,3,101,-0.38013366085832767,3.82624892616272,0.4762,0.9953111111111111
0.1,3,102,-0.3811319557840174,3.775952288818359,0.4748,0.9954444444444445
0.1,3,103,-0.3821142343997955,3.837858409500122,0.4718,0.9954
0.1,3,104,-0.3831462222446095,3.8397562614440917,0.4758,0.9951333333333333
0.1,3,105,-0.3830027984532443,3.8078248229980467,0.4764,0.9951333333333333
0.1,3,106,-0.38330392392765394,3.837381940460205,0.4744,0.9952888888888889
0.1,3,107,-0.3856984154787931,3.8185916782379152,0.4756,0.9950888888888889
0.1,3,108,-0.38619836139245467,3.881421792221069,0.474,0.9956
0.1,3,109,-0.38534193987846377,3.82300732383728,0.4766,0.9951555555555556
0.1,3,110,-0.38827511758804323,3.8981059665679934,0.4748,0.9950666666666667
0.1,3,111,-0.3882134533145211,3.8630308010101317,0.4738,0.9954888888888889
0.1,3,112,-0.38702133858420634,3.848525323486328,0.473,0.9948444444444444
0.1,3,113,-0.3886823232022199,3.8862684215545653,0.4758,0.9953777777777778
0.1,3,114,-0.38959006291736253,3.9097240058898928,0.4748,0.9952444444444445
0.1,3,115,-0.39053405670686203,3.8705142669677732,0.4732,0.9952
0.1,3,116,-0.38838774637742474,3.890746128463745,0.4742,0.9949333333333333
0.1,3,117,-0.39141906496828255,3.919923452758789,0.4732,0.9951777777777778
0.1,3,118,-0.39245736637548967,3.9398989418029786,0.4744,0.9955777777777778
0.1,3,119,-0.3927034972234206,3.925160466003418,0.474,0.9950888888888889
0.1,3,120,-0.3931116859826175,3.905034648895264,0.473,0.9952222222222222
0.1,3,121,-0.39413353616107594,3.931130290222168,0.4728,0.9948888888888889
0.1,3,122,-0.3946551397713748,3.920153144836426,0.475,0.9952222222222222
0.1,3,123,-0.39416363737799903,3.937471920776367,0.4742,0.9953777777777778
0.1,3,124,-0.3957944884993813,3.9153316551208497,0.476,0.9948666666666667
0.1,3,125,-0.39579471264752475,3.936396164703369,0.4738,0.9948222222222223
0.1,3,126,-0.3951336801658977,3.9279399169921874,0.474,0.9947111111111111
0.1,3,127,-0.39506435547091745,3.9370830993652346,0.4724,0.9952444444444445
0.1,3,128,-0.3974647799231789,3.9456588653564455,0.4742,0.9950444444444444
0.1,3,129,-0.3988136932936582,3.955107327270508,0.4758,0.9947333333333334
0.1,3,130,-0.3972519307049838,3.9448327331542967,0.4726,0.9949777777777777
0.1,3,131,-0.397242186125842,3.922304869842529,0.4734,0.9950222222222223
0.1,3,132,-0.39769974951310594,3.928832991027832,0.475,0.9949111111111111
0.1,3,133,-0.3994514685717496,4.007649781036377,0.474,0.9952
0.1,3,134,-0.3999414085301486,3.9619646797180175,0.4716,0.9953555555555555
0.1,3,135,-0.39957545399665834,3.934027212524414,0.4718,0.9950444444444444
0.1,3,136,-0.40128319990851663,3.9656000160217286,0.4726,0.9946888888888888
0.1,3,137,-0.4003359018976038,3.9784155097961427,0.4722,0.9952222222222222
0.1,3,138,-0.4005080538229509,3.9779598709106447,0.4736,0.9951111111111111
0.1,3,139,-0.40108275808421046,3.9692917625427246,0.475,0.9948
0.1,3,140,-0.4011090891187841,3.9608860305786133,0.4742,0.9953333333333333
0.1,3,141,-0.4010767806183208,3.982551541900635,0.476,0.9947333333333334
0.1,3,142,-0.40287157557660885,4.021905989074707,0.476,0.9953555555555555
0.1,3,143,-0.4018651735739274,3.968089789581299,0.4734,0.995
0.1,3,144,-0.40135526454231957,4.025904524993896,0.4728,0.9952
0.1,3,145,-0.403628291945024,4.00045428314209,0.4712,0.9956222222222222
0.1,3,146,-0.40348281311121853,3.9534795585632323,0.4718,0.9947333333333334
0.1,3,147,-0.4033145819837397,3.976986210632324,0.4734,0.9952666666666666
0.1,3,148,-0.40313651524457067,3.966366015625,0.473,0.9950666666666667
0.1,3,149,-0.4040024552301927,3.9879655166625976,0.4732,0.9951111111111111
0.1,3,150,-0.4044332620273937,3.9892478302001955,0.472,0.995
0.1,3,151,-0.4051029829762199,3.996534839630127,0.4724,0.9950444444444444
0.1,3,152,-0.4044552103692835,3.980065754699707,0.4736,0.9949777777777777
0.1,3,153,-0.40356786072470924,4.0162340431213375,0.472,0.9945111111111111
0.1,3,154,-0.4051310859593478,3.9617610710144042,0.4742,0.9953777777777778
0.1,3,155,-0.40609523743282666,4.029720347595215,0.4724,0.9948
0.1,3,156,-0.406202518307079,4.031382099151611,0.4746,0.9950888888888889
0.1,3,157,-0.40494425504857845,4.041584460449219,0.473,0.9949777777777777
0.1,3,158,-0.4057515476400202,4.052359375762939,0.472,0.9950666666666667
0.1,3,159,-0.40641707880280237,4.028653819274902,0.4742,0.9951555555555556
0.1,3,160,-0.4078282885421406,4.018713175964355,0.4718,0.9947333333333334
0.1,3,161,-0.40676884935118934,4.013313537597656,0.4744,0.9946444444444444
0.1,3,162,-0.406576256869056,4.010396617889405,0.4738,0.9951777777777778
0.1,3,163,-0.4059094460357319,4.0649375770568845,0.4726,0.995
0.1,3,164,-0.40626434334841643,4.039661761474609,0.4752,0.9946666666666667
0.1,3,165,-0.40766690994175997,4.000546010589599,0.4726,0.995
0.1,3,166,-0.40785428951436825,4.027895421600342,0.4742,0.9947333333333334
0.1,3,167,-0.40801030619361184,4.0474903076171875,0.4714,0.995
0.1,3,168,-0.40782392992973326,4.0709276969909665,0.4712,0.9949777777777777
0.1,3,169,-0.40873998250527815,4.069520809936524,0.4714,0.9956
0.1,3,170,-0.4079454246217554,4.026631142425537,0.4734,0.9947555555555555
0.1,3,171,-0.4081710405479778,4.024746904754639,0.4706,0.9945111111111111
0.1,3,172,-0.4084271815039895,3.9998876335144042,0.4746,0.9949555555555556
0.1,3,173,-0.4093131307255138,4.035021325683593,0.4708,0.9952444444444445
0.1,3,174,-0.4094835381291129,4.063120737457275,0.474,0.9949333333333333
0.1,3,175,-0.4082520468191667,4.051716605377197,0.4724,0.9948
0.1,3,176,-0.4089618126782504,4.073322190093994,0.4742,0.9950888888888889
0.1,3,177,-0.40863487659150904,4.064481394958496,0.4714,0.9946444444444444
0.1,3,178,-0.4102902447397059,4.04355179901123,0.472,0.9944666666666667
0.1,3,179,-0.4103214001048695,4.037875327301025,0.4716,0.9948444444444444
0.1,3,180,-0.40894194109223103,4.06658983001709,0.4714,0.9945333333333334
0.1,3,181,-0.41032071166038514,4.072175740814209,0.4704,0.9946444444444444
0.1,3,182,-0.40919875826835633,4.043855545806885,0.4722,0.9944666666666667
0.1,3,183,-0.4091419989109039,4.004145758056641,0.4746,0.9949333333333333
0.1,3,184,-0.40935626246712425,4.073958967590332,0.4706,0.9948444444444444
0.1,3,185,-0.40965947028940375,4.063280879974365,0.4718,0.9949777777777777
0.1,3,186,-0.410042227823084,4.0336053230285644,0.4726,0.9949333333333333
0.1,3,187,-0.4100090378587896,4.045738362884522,0.472,0.9946888888888888
0.1,3,188,-0.4111275110981681,4.0606146217346195,0.4728,0.9947777777777778
0.1,3,189,-0.41042988618937404,4.056316478729248,0.4736,0.9951111111111111
0.1,3,190,-0.4106302518237721,4.085996479797363,0.4724,0.9948222222222223
0.1,3,191,-0.41029810845635156,4.058806608581543,0.473,0.9949333333333333
0.1,3,192,-0.4104969462308017,4.0489924583435055,0.4736,0.9950222222222223
0.1,3,193,-0.4094010557087985,4.074238186645508,0.4736,0.9948222222222223
0.1,3,194,-0.4110321967948567,4.058757312774659,0.4716,0.9946222222222222
0.1,3,195,-0.41047349154298957,4.028818525695801,0.4716,0.9949333333333333
0.1,3,196,-0.4108776052453301,4.070877921295166,0.4726,0.9946666666666667
0.1,3,197,-0.4102841962901029,4.0488956268310545,0.4748,0.9945111111111111
0.1,3,198,-0.41017795662446455,4.041229841613769,0.4732,0.9949777777777777
0.1,3,199,-0.4119695126576857,4.105405125427246,0.4712,0.9947333333333334
0.1,0,0,1.4793284719640558,1.9939018045425414,0.3148,0.3068444444444444
0.1,0,1,1.1614123094558715,1.829443790626526,0.3844,0.5744666666666667
0.1,0,2,0.9158293063163757,1.704611089515686,0.4376,0.734
0.1,0,3,0.712651012359966,1.6197075674057007,0.4552,0.8264222222222222
0.1,0,4,0.5512157082991167,1.5738439231872559,0.4674,0.8786888888888889
0.1,0,5,0.4234136598370292,1.5434551824569702,0.4748,0.9075111111111112
0.1,0,6,0.32429967842102053,1.5397336807250976,0.4782,0.9284888888888889
0.1,0,7,0.24877596772800792,1.5534121614456178,0.4764,0.9387555555555556
0.1,0,8,0.18910268189907073,1.5618035539627075,0.4804,0.9483333333333334
0.1,0,9,0.1400843421163884,1.5795232986450196,0.4854,0.9532222222222222
0.1,0,10,0.10134123039570722,1.598442582321167,0.485,0.9562666666666667
0.1,0,11,0.06948340351364829,1.6389700750350953,0.4834,0.9602
0.1,0,12,0.043137511952356856,1.65187067527771,0.482,0.9623555555555555
0.1,0,13,0.020690425183556297,1.6942146049499511,0.4854,0.9642222222222222
0.1,0,14,0.0009918034943667325,1.7301409763336182,0.4852,0.9658888888888889
0.1,0,15,-0.016399155727299778,1.7577245498657226,0.486,0.9661777777777778
0.1,0,16,-0.03181135754747824,1.7964790567398072,0.4868,0.9684888888888888
0.1,0,17,-0.04599377350373702,1.8282210968017578,0.485,0.9688666666666667
0.1,0,18,-0.05771187238097191,1.870459266471863,0.4862,0.9700666666666666
0.1,0,19,-0.06931719763064757,1.8924372022628784,0.486,0.9705777777777778
0.1,0,20,-0.07962393566695126,1.939878509902954,0.4884,0.9704222222222222
0.1,0,21,-0.08884084483493458,1.9667475131988525,0.4838,0.9720888888888889
0.1,0,22,-0.09725125215270303,2.0037280689239503,0.4844,0.9714888888888888
0.1,0,23,-0.106087284389951,2.0347755809783936,0.4842,0.9718
0.1,0,24,-0.114475754120675,2.066655525588989,0.484,0.9722888888888889
0.1,0,25,-0.11963671439019116,2.093954533004761,0.4868,0.9727777777777777
0.1,0,26,-0.12690222715897995,2.139411248397827,0.487,0.9726888888888889
0.1,0,27,-0.13356473197720267,2.1783689754486084,0.487,0.9738888888888889
0.1,0,28,-0.1401390568191355,2.203102457809448,0.4856,0.9733111111111111
0.1,0,29,-0.14623355656753886,2.241360108566284,0.4854,0.9741333333333333
0.1,0,30,-0.15108874969048933,2.2578201023101805,0.483,0.9743111111111111
0.1,0,31,-0.15598101915879684,2.2963220588684083,0.4836,0.9742888888888889
0.1,0,32,-0.16077274349819531,2.321599308013916,0.4836,0.9739333333333333
0.1,0,33,-0.16626038529872894,2.365886191558838,0.4864,0.9748888888888889
0.1,0,34,-0.17156691822788933,2.3830296878814696,0.4836,0.9753777777777778
0.1,0,35,-0.17463861791220578,2.381599911117554,0.4842,0.9748222222222223
0.1,0,36,-0.17934935583201322,2.4767340648651124,0.4846,0.9746222222222222
0.1,0,37,-0.18337135075439107,2.461669450378418,0.4828,0.9748666666666667
0.1,0,38,-0.18811308864896947,2.507201652145386,0.4856,0.9761333333333333
0.1,0,39,-0.19185714939724316,2.519884063720703,0.4834,0.9755111111111111
0.1,0,40,-0.1958147569959814,2.540225392532349,0.4792,0.9758
0.1,0,41,-0.19939622082276778,2.593938147735596,0.4852,0.9760222222222222
0.1,0,42,-0.20146069620305843,2.6085624431610106,0.4854,0.9753333333333334
0.1,0,43,-0.20639882258068432,2.6076661613464354,0.4812,0.9758888888888889
0.1,0,44,-0.20736833210858432,2.6168140800476074,0.4836,0.9755333333333334
0.1,0,45,-0.21198083600889553,2.6816166885375976,0.4852,0.9759555555555556
0.1,0,46,-0.21394398837306283,2.6799296794891356,0.4862,0.9758222222222223
0.1,0,47,-0.21638012296828357,2.687560682296753,0.4846,0.9751111111111112
0.1,0,48,-0.22003451377912,2.753435041427612,0.4824,0.9756444444444444
0.1,0,49,-0.22209248109730806,2.742070704650879,0.4828,0.9759111111111111
0.1,0,50,-0.22556994198018854,2.749417766189575,0.48,0.9764888888888889
0.1,0,51,-0.2300603126785972,2.7634895011901857,0.483,0.9770222222222222
0.1,0,52,-0.2306300105745142,2.8232210418701174,0.4838,0.9764666666666667
0.1,0,53,-0.23382398455793207,2.8290620971679687,0.48,0.9760666666666666
0.1,0,54,-0.23409009707190773,2.8355826225280762,0.4818,0.9764
0.1,0,55,-0.23780674416368658,2.8449774307250975,0.4842,0.9764888888888889
0.1,0,56,-0.23821470872272144,2.8551006607055665,0.4824,0.9768888888888889
0.1,0,57,-0.24231879389936273,2.859228398895264,0.4818,0.9764222222222222
0.1,0,58,-0.2429338727387515,2.873331829071045,0.4806,0.9775777777777778
0.1,0,59,-0.2450951605645093,2.9487826080322264,0.4838,0.9760444444444445
0.1,0,60,-0.24847693958715958,2.921886198425293,0.4832,0.9767555555555556
0.1,0,61,-0.2492163167151538,2.934945817184448,0.4822,0.9764444444444444
0.1,0,62,-0.25182503874085166,2.922805340194702,0.4806,0.9768222222222223
0.1,0,63,-0.25347440063736654,2.95942607460022,0.4802,0.9769777777777777
0.1,0,64,-0.2550301150408658,2.9588928741455076,0.479,0.9765111111111111
0.1,0,65,-0.2569632339228283,3.0315095878601075,0.4826,0.9769111111111111
0.1,0,66,-0.258630955657092,3.0320012645721435,0.4822,0.9775333333333334
0.1,0,67,-0.2604794167085127,3.042188376235962,0.4796,0.9774666666666667
0.1,0,68,-0.2623651131543246,3.077686346435547,0.4816,0.9773555555555555
0.1,0,69,-0.2619027901346033,3.0677451000213622,0.4806,0.9768
0.1,0,70,-0.2649045868180015,3.041391082763672,0.483,0.9769111111111111
0.1,0,71,-0.2647609362017025,3.0692561325073244,0.4828,0.9775555555555555
0.1,0,72,-0.2662789576877247,3.0554749084472657,0.4802,0.9768222222222223
0.1,0,73,-0.2689837592298334,3.0972929626464842,0.4826,0.9768888888888889
0.1,0,74,-0.2698167858210477,3.1166604133605955,0.4818,0.9767111111111111
0.1,0,75,-0.2701823740959167,3.1025826179504397,0.484,0.9773333333333334
0.1,0,76,-0.27257200143553995,3.109989295196533,0.4814,0.9773777777777778
0.1,0,77,-0.27367067546410995,3.1176997249603273,0.4822,0.9773111111111111
0.1,0,78,-0.2735562286376953,3.1588058670043946,0.48,0.9770222222222222
0.1,0,79,-0.27592408643635835,3.144834967422485,0.48,0.9770666666666666
0.1,0,80,-0.27731175104488026,3.130378611755371,0.483,0.9772666666666666
0.1,0,81,-0.2769391102400693,3.159815113067627,0.4824,0.9774444444444444
0.1,0,82,-0.2779712242863395,3.200551798248291,0.4798,0.9769777777777777
0.1,0,83,-0.2803216471195221,3.1797824005126953,0.4794,0.9773333333333334
0.1,0,84,-0.2806513607415286,3.2109030433654784,0.4814,0.9776
0.1,0,85,-0.28192211102138864,3.200001161956787,0.4798,0.9772444444444445
0.1,0,86,-0.28210073605667463,3.222901644897461,0.4816,0.9770222222222222
0.1,0,87,-0.2838109374046326,3.1910778244018556,0.4806,0.9773111111111111
0.1,0,88,-0.28301018873128025,3.1969922260284425,0.4814,0.9768
0.1,0,89,-0.28464971555796537,3.259864347076416,0.4806,0.9770666666666666
0.1,0,90,-0.28667581773671236,3.2225176822662354,0.4834,0.9777555555555556
0.1,0,91,-0.2866807396520268,3.2145533203125,0.4802,0.9772666666666666
0.1,0,92,-0.2882874764095653,3.2386804988861084,0.4828,0.9775555555555555
0.1,0,93,-0.28836589706594296,3.2535066791534426,0.4806,0.9767777777777777
0.1,0,94,-0.29006955388676037,3.26371941986084,0.4808,0.9781333333333333
0.1,0,95,-0.2908294559966434,3.2259849708557127,0.4792,0.9780444444444445
0.1,0,96,-0.29056001088835975,3.309168220901489,0.48,0.9779111111111111
0.1,0,97,-0.2907366219997406,3.280631831741333,0.4798,0.9776444444444444
0.1,0,98,-0.2911562837947499,3.2882419116973876,0.4786,0.9775777777777778
0.1,0,99,-0.29223851297551934,3.3019058418273928,0.4828,0.9778444444444444
0.1,0,100,-0.29362493704882536,3.2757634742736816,0.484,0.9773333333333334
0.1,0,101,-0.2954393677017905,3.2455566665649416,0.4814,0.978
0.1,0,102,-0.2946618382323872,3.295973846054077,0.4794,0.9770444444444445
0.1,0,103,-0.2948342020294883,3.29758575630188,0.4796,0.9780444444444445
0.1,0,104,-0.29592137729037893,3.315685929107666,0.482,0.9776444444444444
0.1,0,105,-0.29587150112282146,3.319433493041992,0.4822,0.9783555555555555
0.1,0,106,-0.2970925641753457,3.3376104572296144,0.4824,0.9777333333333333
0.1,0,107,-0.2976615948070179,3.3294799015045164,0.4832,0.9775777777777778
0.1,0,108,-0.29721448420611296,3.303266286087036,0.4806,0.9775555555555555
0.1,0,109,-0.2989297274611213,3.330829754638672,0.4798,0.9771555555555556
0.1,0,110,-0.2998036181709983,3.3426435035705566,0.4816,0.9777555555555556
0.1,0,111,-0.2994265607443723,3.345429386138916,0.4816,0.9782444444444445
0.1,0,112,-0.30088465902588585,3.3375071155548097,0.4818,0.9772888888888889
0.1,0,113,-0.3010557178042152,3.3533306816101076,0.4804,0.978
0.1,0,114,-0.30091246896657076,3.3066230632781983,0.4812,0.9774888888888889
0.1,0,115,-0.3016609538901936,3.316032447052002,0.4794,0.9775111111111111
0.1,0,116,-0.30183469653563066,3.3506224754333496,0.481,0.9779777777777777
0.1,0,117,-0.3028324851773002,3.367307123565674,0.4808,0.9776666666666667
0.1,0,118,-0.30288498570702294,3.3628424251556397,0.4816,0.9781333333333333
0.1,0,119,-0.3037549745299599,3.3660472091674807,0.481,0.9780222222222222
0.1,0,120,-0.30404422339309345,3.329406552505493,0.4812,0.9776888888888889
0.1,0,121,-0.3037977283477783,3.379620202255249,0.4808,0.9782222222222222
0.1,0,122,-0.305163729502938,3.417701374053955,0.4814,0.9777333333333333
0.1,0,123,-0.3059867057063363,3.3615228984832766,0.4806,0.9783111111111111
0.1,0,124,-0.3065597920331088,3.351135527801514,0.4812,0.9782
0.1,0,125,-0.3049495679942044,3.3806741287231445,0.4792,0.9774444444444444
0.1,0,126,-0.3073707290085879,3.4159119926452637,0.481,0.9784888888888889
0.1,0,127,-0.3070633809046312,3.415652534866333,0.482,0.9787555555555556
0.1,0,128,-0.3078027906179428,3.3674425888061523,0.4806,0.9781555555555556
0.1,0,129,-0.3064166222528978,3.3767517738342283,0.4808,0.9780888888888889
0.1,0,130,-0.30727687404805964,3.430212576675415,0.4798,0.9777777777777777
0.1,0,131,-0.30786097064885226,3.3635771617889403,0.4804,0.9773111111111111
0.1,0,132,-0.3071536849845539,3.385744771575928,0.481,0.9783111111111111
0.1,0,133,-0.30805286218036304,3.4282569324493406,0.4816,0.9776444444444444
0.1,0,134,-0.3091685421250083,3.3888112369537353,0.481,0.9780888888888889
0.1,0,135,-0.30885133414268495,3.3969689765930178,0.4814,0.9783777777777778
0.1,0,136,-0.30933266551277855,3.442867272949219,0.482,0.9787777777777777
0.1,0,137,-0.30902396090247414,3.438086325454712,0.4804,0.9776222222222222
0.1,0,138,-0.31097101803692906,3.446294451904297,0.4834,0.9772444444444445
0.1,0,139,-0.3087381152369759,3.4279477394104005,0.4812,0.9771555555555556
0.1,0,140,-0.30936222874034536,3.448502527999878,0.481,0.9776222222222222
0.1,0,141,-0.3114865591981194,3.4415114154815676,0.4794,0.9777333333333333
0.1,0,142,-0.3116561983715404,3.438910877227783,0.4828,0.9778444444444444
0.1,0,143,-0.3121121196920221,3.4386186336517333,0.4782,0.9776888888888889
0.1,0,144,-0.30992462761185385,3.4536709644317627,0.4812,0.9778444444444444
0.1,0,145,-0.31041653561592103,3.4391043014526366,0.4808,0.9778444444444444
0.1,0,146,-0.31096928637244486,3.4155066501617433,0.4788,0.9779777777777777
0.1,0,147,-0.31155158123103055,3.444861524581909,0.4802,0.9782
0.1,0,148,-0.3119911366549405,3.4728948524475096,0.4798,0.9779333333333333
0.1,0,149,-0.31163635017221625,3.4380094715118408,0.4804,0.9777777777777777
0.1,0,150,-0.3127349203109741,3.454662706756592,0.4806,0.9774666666666667
0.1,0,151,-0.31209782778133044,3.448137409591675,0.4796,0.9777111111111111
0.1,0,152,-0.3130082697088068,3.466836894989014,0.48,0.9778666666666667
0.1,0,153,-0.31260691856687717,3.4236458984375,0.4804,0.9778666666666667
0.1,0,154,-0.3132024025440216,3.4569333087921144,0.4802,0.9786222222222222
0.1,0,155,-0.3136065910772844,3.460660146713257,0.479,0.9782666666666666
0.1,0,156,-0.31296691511110825,3.421733020019531,0.4796,0.9771777777777778
0.1,0,157,-0.31283448888171805,3.40739861869812,0.4798,0.9778666666666667
0.1,0,158,-0.314158023296703,3.432990407180786,0.4798,0.9782888888888889
0.1,0,159,-0.31334361163486135,3.4580789073944094,0.4804,0.9776666666666667
0.1,0,160,-0.3148624980362979,3.450180475616455,0.4812,0.9784888888888889
0.1,0,161,-0.31404593188112434,3.4380024433135987,0.4802,0.9780888888888889
0.1,0,162,-0.31441990774761547,3.474344939804077,0.4818,0.9777333333333333
0.1,0,163,-0.31533163208528,3.4659841255187986,0.48,0.9779111111111111
0.1,0,164,-0.31454834868691184,3.443420037841797,0.4806,0.9778
0.1,0,165,-0.3162657104882327,3.4457980487823487,0.4808,0.9786666666666667
0.1,0,166,-0.31500076326890425,3.4853438541412354,0.4784,0.9782888888888889
0.1,0,167,-0.31547111007517037,3.4720289043426513,0.4796,0.9784222222222222
0.1,0,168,-0.31590873901193794,3.4653124549865724,0.479,0.9781111111111112
0.1,0,169,-0.3147342919804833,3.4766855640411376,0.4822,0.9772
0.1,0,170,-0.3155732713569294,3.460493742752075,0.4794,0.9781111111111112
0.1,0,171,-0.31578367267521945,3.4798127292633056,0.4812,0.9774444444444444
0.1,0,172,-0.3161682863235474,3.473516397857666,0.479,0.9787111111111111
0.1,0,173,-0.3162171579317613,3.4351208923339844,0.4806,0.9783333333333334
0.1,0,174,-0.31602862703366713,3.483063737487793,0.4818,0.9767555555555556
0.1,0,175,-0.31693425868641245,3.4381989852905273,0.4806,0.9780222222222222
0.1,0,176,-0.31682967920303345,3.4639759365081786,0.4802,0.9781777777777778
0.1,0,177,-0.3161529907053167,3.4559767513275146,0.4804,0.9776
0.1,0,178,-0.31655622868104416,3.4752191291809083,0.4782,0.9777777777777777
0.1,0,179,-0.3182819089239294,3.4773334133148195,0.4798,0.9788
0.1,0,180,-0.31805582516410136,3.4857162162780764,0.4796,0.9786888888888889
0.1,0,181,-0.31728727228424763,3.4977126163482666,0.4798,0.9782222222222222
0.1,0,182,-0.3172047502300956,3.4845926696777343,0.4816,0.9780888888888889
0.1,0,183,-0.3184441598458724,3.4379513736724854,0.48,0.9789333333333333
0.1,0,184,-0.31841913099505686,3.4795133834838867,0.479,0.9783111111111111
0.1,0,185,-0.31817885080684316,3.454786516571045,0.4796,0.9781777777777778
0.1,0,186,-0.31711125507788224,3.4477926204681397,0.48,0.9781555555555556
0.1,0,187,-0.31867982824932445,3.471273351287842,0.482,0.9785333333333334
0.1,0,188,-0.31756381412419404,3.5157645690917967,0.4808,0.9784888888888889
0.1,0,189,-0.3180827632123774,3.469635410690308,0.481,0.9784444444444444
0.1,0,190,-0.31776390810012817,3.467823123550415,0.4816,0.9788444444444444
0.1,0,191,-0.31710746999653905,3.4874111980438234,0.481,0.9778888888888889
0.1,0,192,-0.31719463448957963,3.4837699550628662,0.4812,0.9778222222222223
0.1,0,193,-0.3183536296367645,3.4797768493652343,0.4794,0.9782666666666666
0.1,0,194,-0.3181200214776126,3.468793929672241,0.4788,0.9784444444444444
0.1,0,195,-0.3181800421974876,3.4457019512176514,0.4806,0.9780444444444445
0.1,0,196,-0.31909710304520345,3.491660482788086,0.481,0.9782666666666666
