beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
0.01,3,153,-0.5928189836372029,5.051423279571533,0.4816,0.9949333333333333
0.01,3,154,-0.5922734608823603,4.991080787658691,0.4834,0.9945555555555555
0.01,3,155,-0.595658820585771,5.036607807159424,0.483,0.9946
0.01,3,156,-0.5959826577099887,5.049117922210693,0.4846,0.9951333333333333
0.01,3,157,-0.5952967313593084,5.0204610359191895,0.4832,0.9944666666666667
0.01,3,158,-0.5952484584895047,5.066484188842773,0.4808,0.9948444444444444
0.01,3,159,-0.5970710212013938,5.030236515045166,0.4846,0.9951111111111111
0.01,3,160,-0.5964870530345223,5.018968231201172,0.483,0.9950444444444444
0.01,3,161,-0.5973756138411436,5.021480684661865,0.484,0.9948666666666667
0.01,3,162,-0.59556684588519,5.004897492218017,0.485,0.9947777777777778
0.01,3,163,-0.5939984904722734,5.043888829803467,0.4838,0.9940222222222223
0.01,3,164,-0.5968833398212086,5.023764217376709,0.487,0.9947333333333334
0.01,3,165,-0.5968922993659973,5.028749024963379,0.482,0.9950444444444444
0.01,3,166,-0.5975804212916981,5.03902944946289,0.4836,0.9946222222222222
0.01,3,167,-0.5977593215162104,5.022895331573486,0.4836,0.9945333333333334
0.01,3,168,-0.5988894138682972,5.049000836181641,0.4842,0.9952888888888889
0.01,3,169,-0.5985435270136052,5.082100965118408,0.4832,0.9947555555555555
0.01,3,170,-0.5968246199087663,5.0223303955078125,0.4828,0.9946444444444444
0.01,3,171,-0.6004289816336198,5.020580402374268,0.483,0.9949777777777777
0.01,3,172,-0.6000457917300137,5.0086650428771975,0.4856,0.9948888888888889
0.01,3,173,-0.5973746727076443,5.037403859710693,0.483,0.9946444444444444
0.01,3,174,-0.5983174658341841,5.054674997711182,0.4862,0.9947333333333334
0.01,3,175,-0.5979124592694369,5.033904302978516,0.4834,0.9947111111111111
0.01,3,176,-0.5978395529833707,5.050385669708252,0.485,0.9947555555555555
0.01,3,177,-0.5987079375136982,5.067849533843994,0.4826,0.9947777777777778
0.01,3,178,-0.5991942912795327,5.039236581420899,0.482,0.9947111111111111
0.01,3,179,-0.5973395764090799,5.029340411376953,0.4826,0.9942444444444445
0.01,3,180,-0.5975360907381231,5.054925986480713,0.4798,0.9943777777777778
0.01,3,181,-0.5983764111778953,5.068862901306153,0.483,0.9947555555555555
0.01,3,182,-0.598757923039523,5.050367150878906,0.4822,0.9948
0.01,3,183,-0.5974715911865235,5.025960572052002,0.4846,0.9945555555555555
0.01,3,184,-0.5977677321607416,5.049349424743652,0.4832,0.9940444444444444
0.01,3,185,-0.600702931135351,5.062099633026123,0.4844,0.9947555555555555
0.01,3,186,-0.5997917590444738,5.039109312438965,0.484,0.9944
0.01,3,187,-0.5992892681988803,5.060969741821289,0.4812,0.9946
0.01,3,188,-0.6021947079138322,5.066061283111572,0.4822,0.9948666666666667
0.01,3,189,-0.6017920061978427,5.042568924713135,0.484,0.9944
0.01,3,190,-0.6002849249666388,5.071182048034668,0.4848,0.9947777777777778
0.01,3,191,-0.6023603023355657,5.048029621124267,0.4842,0.9948888888888889
0.01,3,192,-0.6027873530301181,5.065929943847657,0.4832,0.9952
0.01,3,193,-0.6001714539094405,5.046381646728515,0.4826,0.9948
0.01,3,194,-0.6010485581744801,5.062074373626709,0.4822,0.995
0.01,3,195,-0.6005059490463951,5.035122040557861,0.4828,0.9948444444444444
0.01,3,196,-0.6020179915948347,5.046500154876709,0.4806,0.9941777777777778
0.01,3,197,-0.6017968051390215,5.033826919555664,0.483,0.9952444444444445
0.01,3,198,-0.5994733016707681,5.052902960968018,0.4826,0.9948222222222223
0.01,3,199,-0.60282264956561,5.104543547058105,0.4824,0.9947333333333334
0.01,0,0,1.2273069127603011,1.641241785621643,0.4476,0.46646666666666664
0.01,0,1,0.5874020216551694,1.459027394104004,0.5034,0.8431333333333333
0.01,0,2,0.2834206650365483,1.4230981132507323,0.5216,0.9486222222222223
0.01,0,3,0.12389406957192854,1.4501662525177001,0.529,0.9783555555555555
0.01,0,4,0.03340138686868278,1.4917238746643067,0.529,0.9878666666666667
0.01,0,5,-0.0256484428524971,1.5621231338500976,0.5282,0.9933333333333333
0.01,0,6,-0.06614809950265017,1.616367258644104,0.5352,0.9953333333333333
0.01,0,7,-0.09515568960796703,1.674737798500061,0.5334,0.9964666666666666
0.01,0,8,-0.11893409629301592,1.7499607013702392,0.534,0.9976
0.01,0,9,-0.13741108464327725,1.820205408668518,0.5332,0.9979777777777777
0.01,0,10,-0.15408368788415736,1.89521127243042,0.531,0.998
0.01,0,11,-0.16837455971240997,1.9656182188034057,0.5292,0.9980888888888889
0.01,0,12,-0.1820791575193405,2.053060877227783,0.53,0.9982222222222222
0.01,0,13,-0.19435830518982627,2.123625063705444,0.5266,0.9983333333333333
0.01,0,14,-0.2062360464854674,2.202022455215454,0.5276,0.9983333333333333
0.01,0,15,-0.21961518011960116,2.2756428005218505,0.528,0.9980888888888889
0.01,0,16,-0.2284921411817724,2.356574234008789,0.5254,0.9982444444444445
0.01,0,17,-0.24012087401910262,2.4907898399353026,0.5214,0.9987111111111111
0.01,0,18,-0.25051194526715714,2.554657621383667,0.523,0.9980888888888889
0.01,0,19,-0.26138362120281566,2.630761191558838,0.5172,0.9981333333333333
0.01,0,20,-0.2722470461151817,2.6952427436828614,0.5206,0.9977777777777778
0.01,0,21,-0.28170179229432885,2.7942758632659914,0.517,0.9972222222222222
0.01,0,22,-0.2905468192837455,2.871616693878174,0.5174,0.9974444444444445
0.01,0,23,-0.3003777171915228,2.920792935180664,0.5168,0.9973111111111111
0.01,0,24,-0.3084974948102778,3.0068723777771,0.5148,0.9969111111111111
0.01,0,25,-0.31621047764257953,3.070615705490112,0.5152,0.9968444444444444
0.01,0,26,-0.32618288512663407,3.1196618041992186,0.5152,0.9971555555555556
0.01,0,27,-0.3342932634006847,3.190632852935791,0.5142,0.9969111111111111
0.01,0,28,-0.3410539805282246,3.2717324283599853,0.5112,0.9967111111111111
0.01,0,29,-0.3496618928909302,3.324172463989258,0.5102,0.9962888888888889
0.01,0,30,-0.35795999403866857,3.4252333770751955,0.5096,0.9958222222222223
0.01,0,31,-0.3642010580583052,3.4866668979644775,0.5084,0.9966
0.01,0,32,-0.37036390152844517,3.4815321743011474,0.5088,0.9957777777777778
0.01,0,33,-0.3779247554302216,3.560485021972656,0.5072,0.9959777777777777
0.01,0,34,-0.38359284591241316,3.6224914455413817,0.506,0.9960666666666667
0.01,0,35,-0.38927804374694824,3.632633995437622,0.507,0.9959777777777777
0.01,0,36,-0.3967561185663397,3.6753028270721435,0.5036,0.9959333333333333
0.01,0,37,-0.40113128072131765,3.732515898513794,0.503,0.9957111111111111
0.01,0,38,-0.4060966218168085,3.831400877380371,0.5014,0.9955333333333334
0.01,0,39,-0.41022686711224643,3.768632160568237,0.5048,0.9954666666666667
0.01,0,40,-0.41637611645785244,3.853157305526733,0.5032,0.9958444444444444
0.01,0,41,-0.4226610941540111,3.8948115200042723,0.5026,0.9957333333333334
0.01,0,42,-0.4257625484900041,3.9307313247680664,0.5026,0.9955333333333334
0.01,0,43,-0.4321154970342463,3.9330953022003174,0.5004,0.9949555555555556
0.01,0,44,-0.4343731943520633,3.970173670578003,0.503,0.9953111111111111
0.01,0,45,-0.43890613094243136,3.999210185241699,0.5012,0.9952222222222222
0.01,0,46,-0.4446359104199843,4.049158015060425,0.5028,0.9953333333333333
0.01,0,47,-0.4488054960272529,4.066558229827881,0.5002,0.9953777777777778
0.01,0,48,-0.45141308908462524,4.086931444168091,0.5004,0.9954
0.01,0,49,-0.45739745583100755,4.1071204074859615,0.4998,0.9952222222222222
0.01,0,50,-0.4596358742063696,4.125157284164429,0.5,0.9951777777777778
0.01,0,51,-0.4617767763267864,4.15776901550293,0.501,0.9950444444444444
0.01,0,52,-0.46627866406874224,4.1843945564270015,0.4992,0.9954
0.01,0,53,-0.4722181569446217,4.2333085807800295,0.5004,0.9955555555555555
0.01,0,54,-0.47405517964796584,4.248535613250732,0.4956,0.9952888888888889
0.01,0,55,-0.4789058112187819,4.232087704467774,0.4988,0.9950222222222223
0.01,0,56,-0.4804610202789307,4.274252171325684,0.497,0.9949111111111111
0.01,0,57,-0.48528153151598846,4.276921487426757,0.495,0.9949111111111111
0.01,0,58,-0.4846142580292442,4.282354919433594,0.5002,0.9948222222222223
0.01,0,59,-0.4906168362053958,4.375427866363525,0.4968,0.9950444444444444
0.01,0,60,-0.4930356296322562,4.34683825302124,0.4964,0.9949333333333333
0.01,0,61,-0.4937459977800196,4.349145588684082,0.498,0.9949555555555556
0.01,0,62,-0.49623385364359074,4.346701992797851,0.4968,0.9952222222222222
0.01,0,63,-0.5003220093206926,4.396143569946289,0.495,0.9948888888888889
0.01,0,64,-0.5027017456488175,4.4259497123718265,0.4968,0.9945111111111111
0.01,0,65,-0.5058715918454257,4.448167079925537,0.4984,0.9950888888888889
0.01,0,66,-0.5070605399825356,4.477366243743896,0.4942,0.9943555555555555
0.01,0,67,-0.5100521480256861,4.45117534866333,0.4958,0.9951333333333333
0.01,0,68,-0.512829075644233,4.500254430389404,0.4968,0.9947333333333334
0.01,0,69,-0.5140551091974431,4.508954103088379,0.4962,0.995
0.01,0,70,-0.5185271221507679,4.473603899383545,0.4962,0.9943333333333333
0.01,0,71,-0.5175170862934806,4.5288813613891605,0.4942,0.9948222222222223
0.01,0,72,-0.5209546974702315,4.531070392608642,0.496,0.9944222222222222
0.01,0,73,-0.5224856550216674,4.55429919052124,0.4944,0.9949333333333333
0.01,0,74,-0.5217660171161999,4.5503617256164555,0.4928,0.9945555555555555
0.01,0,75,-0.5255671022848649,4.53741643447876,0.492,0.9951333333333333
0.01,0,76,-0.5285353855046359,4.563654412841797,0.495,0.9947555555555555
0.01,0,77,-0.5310942532105879,4.592769538879394,0.4938,0.9951111111111111
0.01,0,78,-0.5314075464292006,4.596996377563476,0.4944,0.9951555555555556
0.01,0,79,-0.5322888145966963,4.591350902557373,0.4944,0.9947111111111111
0.01,0,80,-0.5340621240442449,4.632055806732177,0.494,0.9945333333333334
0.01,0,81,-0.5352625596566634,4.660875569152832,0.4918,0.9946666666666667
0.01,0,82,-0.5372668073047291,4.653246871948242,0.494,0.9941111111111111
0.01,0,83,-0.5392635283340107,4.641651657867432,0.4928,0.9947111111111111
0.01,0,84,-0.539454442765496,4.663232596588135,0.4946,0.9940444444444444
0.01,0,85,-0.5430514325488698,4.649670888519287,0.4944,0.9944666666666667
0.01,0,86,-0.5432849589521235,4.673843913269043,0.4942,0.9948444444444444
0.01,0,87,-0.5438602880868044,4.681283813476562,0.4932,0.9947777777777778
0.01,0,88,-0.5462814022844488,4.717993418121338,0.4912,0.9944888888888889
0.01,0,89,-0.5458363108288158,4.723845936584473,0.4928,0.9946
0.01,0,90,-0.5484327110507271,4.691315307617187,0.4924,0.9944444444444445
0.01,0,91,-0.5496879846312783,4.722117971801758,0.4906,0.9947333333333334
0.01,0,92,-0.5511831616401672,4.715238514709473,0.4934,0.9947777777777778
0.01,0,93,-0.5542116642518476,4.709641609954834,0.4926,0.9950222222222223
0.01,0,94,-0.5534502334984867,4.7288052978515625,0.4928,0.9945777777777778
0.01,0,95,-0.5563106417439201,4.7266111534118656,0.4912,0.9941111111111111
0.01,0,96,-0.5564387027393688,4.7660372360229495,0.4924,0.9949777777777777
0.01,0,97,-0.5569364278359846,4.746054873657227,0.4932,0.9945777777777778
0.01,0,98,-0.5597421364264055,4.767805242919922,0.4918,0.9944
0.01,0,99,-0.5588993370229548,4.766610362243652,0.4912,0.9948222222222223
0.01,0,100,-0.560664679033106,4.764748804473877,0.4924,0.9948444444444444
0.01,0,101,-0.5618753541469574,4.759652027130127,0.4908,0.9947777777777778
0.01,0,102,-0.5635946480404247,4.781271501159668,0.4908,0.9943111111111111
0.01,0,103,-0.5622319678133184,4.774943148803711,0.4904,0.9942888888888889
0.01,0,104,-0.5652682531443509,4.800844889068603,0.4934,0.9942444444444445
0.01,0,105,-0.5641540926586498,4.804615019989014,0.4916,0.9948444444444444
0.01,0,106,-0.5673507109381936,4.802638071441651,0.4908,0.9947555555555555
0.01,0,107,-0.5654236399477178,4.788223502349854,0.492,0.9943555555555555
0.01,0,108,-0.5642824040022764,4.809620469665528,0.4906,0.9945333333333334
0.01,0,109,-0.5691901826598428,4.80733687210083,0.4928,0.9943111111111111
0.01,0,110,-0.569572041979703,4.798087879943847,0.491,0.9941777777777778
0.01,0,111,-0.567827156049555,4.817899368286133,0.4916,0.9949111111111111
0.01,0,112,-0.5701208910681984,4.839302927398681,0.4896,0.9945333333333334
0.01,0,113,-0.5695459819186818,4.83216681137085,0.4902,0.9946
0.01,0,114,-0.5706272763772444,4.837611497497559,0.4892,0.9947111111111111
0.01,0,115,-0.5722210394122383,4.818325756072998,0.4898,0.9946888888888888
0.01,0,116,-0.5731920892021872,4.82827946395874,0.4894,0.9946
0.01,0,117,-0.5735416885549371,4.84086134109497,0.4924,0.9947777777777778
0.01,0,118,-0.5727539431832054,4.837315287017822,0.488,0.9946222222222222
0.01,0,119,-0.5731380450855602,4.859105361175537,0.491,0.9943333333333333
0.01,0,120,-0.5756954607053236,4.850643067169189,0.4892,0.9948
0.01,0,121,-0.5755178635510532,4.819555290985107,0.4938,0.9944888888888889
0.01,0,122,-0.5754053328600797,4.863477716827393,0.4904,0.9948222222222223
0.01,0,123,-0.5771171957796271,4.854508438110352,0.492,0.9947555555555555
0.01,0,124,-0.5790039773247458,4.8832104225158695,0.4904,0.9942666666666666
0.01,0,125,-0.5778853410113941,4.881469061279297,0.4898,0.9943111111111111
0.01,0,126,-0.5782020014849576,4.87908013381958,0.4898,0.9948
0.01,0,127,-0.5807372354420749,4.903847074890137,0.4916,0.9944666666666667
0.01,0,128,-0.5809811281767758,4.860291707611084,0.4916,0.9945333333333334
0.01,0,129,-0.580842091551694,4.86991030960083,0.4908,0.9947333333333334
0.01,0,130,-0.5815512725223194,4.878371833801269,0.4912,0.9944666666666667
0.01,0,131,-0.5824298459659923,4.873401054382324,0.49,0.9940444444444444
0.01,0,132,-0.5816406432932073,4.893036791229248,0.4912,0.9945777777777778
0.01,0,133,-0.5828661389871077,4.921140742492676,0.4902,0.9947777777777778
0.01,0,134,-0.5833356803113764,4.8913449295043945,0.4884,0.9942666666666666
0.01,0,135,-0.5838822874762796,4.893346375274658,0.4908,0.9942888888888889
0.01,0,136,-0.5827500210762024,4.917035750579834,0.4916,0.9950666666666667
0.01,0,137,-0.5826168433796276,4.900171298217773,0.4902,0.9940666666666667
0.01,0,138,-0.5837838097268885,4.912256401824951,0.4922,0.9944222222222222
0.01,0,139,-0.5848069498062134,4.899399859619141,0.4908,0.9948222222222223
0.01,0,140,-0.5853392039212314,4.921242260742187,0.4908,0.9946222222222222
0.01,0,141,-0.5854218246069821,4.893647832489013,0.4896,0.9943333333333333
0.01,0,142,-0.586612001765858,4.920657811737061,0.4898,0.9945111111111111
0.01,0,143,-0.588596013025804,4.902895121002198,0.488,0.9949111111111111
0.01,0,144,-0.5843674238725142,4.913658628845215,0.4902,0.9940888888888889
0.01,0,145,-0.587004797926816,4.925348456573486,0.49,0.9945333333333334
0.01,0,146,-0.5843957035498185,4.909484769439698,0.4914,0.9945333333333334
0.01,0,147,-0.5879410734003241,4.921101400756836,0.491,0.9944666666666667
0.01,0,148,-0.5873177126711066,4.929985571289063,0.4888,0.9945777777777778
0.01,0,149,-0.5855429438504306,4.892354654693603,0.4886,0.9947111111111111
0.01,0,150,-0.590185171326724,4.936845313262939,0.4906,0.9944222222222222
0.01,0,151,-0.5896514262719588,4.9285732353210445,0.4898,0.9943111111111111
0.01,0,152,-0.5906637762676585,4.892734198760986,0.4904,0.9946222222222222
