experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,3,128,1,0,-0.1,best,0.2382,-2.126395596164465,0.2341111111111111,-2.1284863400936125,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,2,128,1,0,-0.1,best,0.2409,-2.1285093708097933,0.23295555555555555,-2.133148249452644,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,1,128,1,0,-0.1,best,0.3822,-8.42891741062219,0.9992888888888888,-0.005037828217206177,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,2,128,1,0,-0.1,best,0.3857,-8.397576387418821,0.9995333333333334,-0.0033329679163239113,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,0,128,1,0,-0.1,best,0.3928,-8.423447363638129,0.9997333333333334,-0.003729034665311904,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,3,128,1,0,-0.1,best,0.3887,-8.547005444265961,0.9997777777777778,-0.0036190149244076436,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,4,128,1,0,-0.1,best,0.4022,-8.249547730079055,0.9997555555555556,-0.003209889105348079,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,4,128,1,0,-0.1,best,0.37799999999999995,-1.7775825903967022,0.3799555555555556,-1.7674011074188682,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,1,128,1,0,-0.1,best,0.3673,-1.7810126101851462,0.3637555555555556,-1.7800314471612373,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,2,128,1,0,-0.1,best,0.3744,-1.7790166346728802,0.3682444444444444,-1.773653860590524,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,3,128,1,0,-0.1,best,0.3757,-1.8085424535408616,0.3703555555555556,-1.8053203482104672,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,0,128,1,0,-0.1,best,0.375,-1.7708758317932487,0.3679555555555555,-1.7677774786055087,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,2,128,1,0,-0.1,best,0.5185,-1.4101732949558274,0.6667333333333333,-0.9474259396041128,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,4,128,1,0,-0.1,best,0.5196,-1.3966290023006223,0.6496444444444445,-0.9942672615670828,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,3,128,1,0,-0.1,best,0.5215,-1.378438249624346,0.6486444444444445,-1.0111063916929843,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,0,128,1,0,-0.1,best,0.5297,-1.4448611861292364,0.7355111111111111,-0.7666590777877579,,,,
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,1,128,1,0,-0.1,best,0.5276,-1.3685192691058592,0.6678,-0.9591674332922208,,,,
