experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,,epochs,run_count,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,10,5,2.662755196202885,0.033015542683675785,0.6591728280891072,0.03301554268367569,2.7118433793385828,0.03061580568269481,0.6100846449534097,0.030615805682694886,2.662802593926324,0.03302410148910754,2.7144629294586182,0.027554960272046784,0.34040000000000004,0.004604345773288541,-1.8815223634686693,0.01909960094538819,0.35053333333333336,0.008534722109212571
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,11,5,2.6327900783582168,0.03154663329177534,0.6891379459337755,0.03154663329177536,2.689053026835124,0.02955074539096683,0.6328749974568685,0.029550745390967,2.632814266586304,0.03161811537877587,2.6917241886901855,0.0263757903653432,0.34656000000000003,0.005461501625011203,-1.8657610663904252,0.01828226731981148,0.3583733333333333,0.008609403414900123
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,12,5,2.6055206672711804,0.03010873524149176,0.7164073570208116,0.030108735241491828,2.6684008757273356,0.028559351719184146,0.6535271485646565,0.028559351719184223,2.605571441658868,0.030208833820637774,2.671324921264649,0.025259123538168164,0.35168,0.005345278290229633,-1.8516213634916767,0.017508318603210657,0.36558222222222225,0.00789376062407034
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,13,5,2.5806398464874785,0.028973383230144176,0.7412881778045134,0.028973383230143947,2.6500899314880373,0.028060637696175245,0.6718380928039551,0.028060637696175252,2.5806256307729085,0.02900499047911575,2.6528808491516114,0.024482011620969524,0.3556,0.0041400483088969015,-1.838836889529005,0.0169696318206945,0.3721022222222222,0.007826491890281504
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,14,5,2.5576658208261835,0.02770177910839121,0.7642622034658085,0.027701779108391066,2.6332354386647543,0.027440727241335682,0.688692585627238,0.02744072724133567,2.557625549138387,0.027731349334864146,2.636139555206299,0.023748411139805515,0.36044,0.004389533004773986,-1.8272327372628265,0.016461143680568877,0.3779377777777778,0.007622520240367669
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,15,5,2.536228787357157,0.026823885989815596,0.7856992369348352,0.026823885989815728,2.618158976236979,0.027165429613703163,0.7037690480550131,0.0271654296137033,2.5362331064436168,0.026749452292993504,2.621014430389404,0.023017355270912806,0.36396,0.003401176267117013,-1.8167488110863974,0.015954420454211925,0.38346666666666673,0.007240438565258588
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,16,5,2.516435153105042,0.025736154748924156,0.80549287118695,0.025736154748924253,2.6036077658335364,0.026281792291206245,0.7183202584584555,0.02628179229120622,2.5164362215847436,0.025746467578724227,2.606499670410156,0.02232129443927753,0.36716000000000004,0.003764040382355114,-1.806687939286642,0.015471922314468383,0.38819555555555557,0.006946024709087882
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,17,5,2.4978301042860207,0.024827366067200363,0.8240979200059717,0.024827366067200294,2.590401887893677,0.026108635070980175,0.7315261363983153,0.026108635070980248,2.497827279773288,0.024814790384729744,2.593432128067017,0.021986343771983975,0.37012,0.004043760625952041,-1.7976302305573035,0.01523976615471987,0.39303999999999994,0.006697657596798345
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,18,5,2.480468285354701,0.023947374592801343,0.8414597389372911,0.023947374592801406,2.5784450848897302,0.02536392473605089,0.7434829394022623,0.0253639247360509,2.480445234375,0.023951347653412648,2.5815302534484865,0.021031173526804788,0.37444,0.003027870538844104,-1.7893804475684092,0.01457770915137757,0.39758666666666664,0.006527975883518774
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,19,5,2.46398598362099,0.02320031745776079,0.8579420406710018,0.023200317457760706,2.567216189702352,0.025212545348889538,0.7547118345896402,0.02521254534888953,2.4639482249365914,0.023205288092428167,2.570235778045654,0.02070097501045276,0.37648000000000004,0.004117280655966991,-1.7815517577890492,0.0143488230432374,0.40155111111111114,0.00586185408666347
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,20,5,2.448487471992319,0.022496692319278772,0.8734405522996729,0.022496692319278838,2.5568425178527834,0.025134205786017747,0.765085506439209,0.02513420578601765,2.4484748099009197,0.022530852488995484,2.5599858296203615,0.020532634809505023,0.37951999999999997,0.004053640339250622,-1.7744469679104349,0.014232128827212765,0.40558666666666665,0.006045886265944866
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,21,5,2.4337289555506274,0.021796371572176957,0.888199068741365,0.021796371572176912,2.546929105122884,0.024709907454699566,0.774998919169108,0.024709907454699642,2.4337952960968017,0.021763046191374102,2.5502883337402347,0.019719916337331223,0.38076,0.005250523783395329,-1.7677251873472053,0.01366879448448288,0.40892888888888895,0.005897967844211955
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,22,5,2.4197675748304888,0.02127552339777769,0.9021604494615035,0.021275523397777645,2.537402359644572,0.024077846869537466,0.7845256646474202,0.024077846869537397,2.419874664306641,0.021244425692918168,2.540792907333374,0.019058540950971134,0.38348000000000004,0.00489612091353962,-1.7611434754203448,0.01321039614559328,0.4131111111111111,0.005421698517514126
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,23,5,2.406514251774008,0.020795027427282637,0.9154137725179845,0.020795027427282554,2.5290690898895263,0.024064156129900878,0.7928589344024658,0.024064156129900906,2.4065784218088786,0.020718269874017287,2.53243470451355,0.018900341156180847,0.38508,0.00426989461228261,-1.755350007732557,0.013100746816993173,0.4164133333333333,0.005096515391500591
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,24,5,2.39397897855802,0.02018835335594731,0.9279490457339721,0.020188353355947344,2.521067158381144,0.02388298567297526,0.800860865910848,0.023882985672975147,2.3940173729705814,0.020173539900303933,2.5243404450225833,0.018693267669064786,0.38684,0.004940445324057353,-1.7497395161010698,0.012957182397304786,0.4196977777777778,0.0046816848291513545
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,25,5,2.3819437625733286,0.019701276665966518,0.9399842617186633,0.0197012766659665,2.5134933789571123,0.02378601982762563,0.8084346453348796,0.023786019827625557,2.38198176161872,0.01971117922399953,2.5168781479644773,0.018400195697609305,0.38904000000000005,0.004255349574359322,-1.7445670179557986,0.01275407296949132,0.42263555555555554,0.004625602396538665
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,26,5,2.370260579748587,0.019247418087815524,0.951667444543405,0.01924741808781556,2.5061667919158936,0.023457446569748023,0.8157612323760987,0.023457446569747995,2.370359421657986,0.019308671062506416,2.5095656712341308,0.018149021885744066,0.39083999999999997,0.004499777772290543,-1.739498392885728,0.01257996443719922,0.4257155555555555,0.004675716093568367
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,27,5,2.3593666699799622,0.018897796710285544,0.9625613543120298,0.018897796710285592,2.4993226687113443,0.023249901976949244,0.8226053555806476,0.023249901976949313,2.359356428493924,0.018785094977957505,2.502637948074341,0.017839361097591214,0.39163999999999993,0.005231443395469358,-1.7346964799954185,0.012365259245106489,0.42860444444444445,0.004379368013484446
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,28,5,2.3487070855769243,0.018380838155277603,0.9732209387150679,0.018380838155277662,2.492646153767904,0.023190529254742475,0.8292818705240885,0.023190529254742475,2.3486955160861545,0.018421819597495104,2.4960588415527343,0.017619158990588298,0.39332,0.005939023488756393,-1.7301361742585155,0.012212692884072906,0.4312622222222222,0.004553533426545445
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,29,5,2.3384529639374128,0.01813885723338777,0.9834750603545797,0.018138857233387626,2.48696133295695,0.02309177204472682,0.8349666913350422,0.023091772044726788,2.338479644097222,0.01814728571394764,2.490105542984009,0.017451386527792264,0.39576,0.005746999216982718,-1.726009641496865,0.012096396859786007,0.4337022222222222,0.004374747964521656
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,30,5,2.3287895302880894,0.017849882765071667,0.9931384940039027,0.01784988276507169,2.480642445882162,0.022846245383904472,0.8412855784098306,0.02284624538390446,2.3287086115519204,0.017829332919080756,2.483934512329102,0.01706189852513047,0.39676,0.006261629180972008,-1.7217322537216169,0.011826434571354193,0.43635111111111113,0.004282072879826808
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,31,5,2.319283206625418,0.017459874671157477,1.0026448176665739,0.017459874671157307,2.475403197606404,0.022682581345691954,0.8465248266855877,0.022682581345691954,2.3192533121066625,0.017476948148562477,2.4786951440429688,0.01683716081429288,0.39752000000000004,0.0067758394313915124,-1.7181005752187033,0.011670649062115976,0.43884,0.004378973328008215
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,32,5,2.3101161496205767,0.017237471257298884,1.011811874671416,0.017237471257298707,2.470168956120809,0.02277272753148995,0.8517590681711832,0.022772727531490088,2.3101304673512777,0.01721886116676887,2.473333255157471,0.016936773620771062,0.4004,0.006823488843692785,-1.714383994160518,0.011739659636537308,0.4415066666666667,0.004652077725113146
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,33,5,2.3013009957291866,0.016911448404180157,1.0206270285628058,0.016911448404180057,2.4647790749867755,0.02267427870433599,0.8571489493052166,0.02267427870433602,2.3013080917443167,0.01687789430158597,2.468051896133423,0.016822722026680795,0.40147999999999995,0.006579665645000504,-1.7107232371101155,0.01166062347219157,0.4435777777777778,0.00421124303516606
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,34,5,2.292893634736538,0.016650287846379005,1.0290343895554543,0.01665028784637901,2.459970601399739,0.02217450344124599,0.8619574228922527,0.022174503441246027,2.292871596535577,0.01665687513619556,2.4631957893371585,0.01628349625203436,0.40216,0.007368039087844202,-1.707357273621578,0.011286860418023324,0.44595555555555555,0.004427913702082089
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,35,5,2.284791013327512,0.016500223190730332,1.0371370109644802,0.016500223190730367,2.4556897004445393,0.021974339889847108,0.8662383238474529,0.02197433988984708,2.2846866917843287,0.016396955023467084,2.4587832806396483,0.0161481696646527,0.40424000000000004,0.007271038440277966,-1.7042987096907432,0.011193071138856212,0.4473911111111111,0.004482272351397063
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,36,5,2.2768593082373796,0.01618824728907524,1.045068716054613,0.016188247289075232,2.4511210282643634,0.022177587032986206,0.8708069960276287,0.022177587032986248,2.276778084572686,0.016158048972722862,2.454305772705078,0.01609451714510212,0.40412,0.00676106500486426,-1.7011951730060393,0.011155872238959608,0.4497644444444444,0.004311844153027808
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,37,5,2.2690450481393123,0.01593200678239585,1.0528829761526801,0.015932006782395865,2.446969302495321,0.021842075732503182,0.8749587217966714,0.02184207573250316,2.269097126210531,0.015953245217629405,2.4501014605712887,0.015813121605547847,0.40508,0.006977965319489617,-1.6982809273666142,0.010960837972640068,0.4515022222222223,0.004291524808874493
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,38,5,2.2615367999131033,0.015665122588709404,1.0603912243788893,0.015665122588709363,2.4427381197611493,0.02174964012452791,0.879189904530843,0.021749640124527986,2.2616098126644557,0.015674252034540672,2.445890283203125,0.015627866687005856,0.40664,0.007030504960527363,-1.6953619788665182,0.010832399476388277,0.45396888888888887,0.004309266501131934
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,39,5,2.254578230462291,0.015538169312430251,1.0673497938297012,0.01553816931243008,2.439029773076375,0.021713051723733962,0.8828982512156169,0.021713051723733993,2.254529380713569,0.015475525022051632,2.442057282104492,0.01554137023984403,0.4074,0.007071067811865469,-1.692705173920435,0.010772467624034882,0.45592888888888894,0.0041930394998036385
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,40,5,2.2475009463050144,0.015276460551289063,1.0744270779869773,0.015276460551289105,2.4351768016815187,0.021786229517380327,0.8867512226104737,0.021786229517380188,2.2475514216952854,0.015288998293406788,2.4383269976806643,0.015526789412604313,0.4084,0.00765898165554665,-1.6901195004594651,0.010762358565255366,0.45743999999999996,0.00418867962931482
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,41,5,2.240749712694775,0.015145776339971268,1.0811783115972173,0.015145776339971221,2.431789445877075,0.02168202429254325,0.890138578414917,0.021682024292543237,2.240795168914795,0.015089446082117436,2.434753964004517,0.015515788775449775,0.40847999999999995,0.007026521187614806,-1.6876428641581582,0.010754739874573385,0.4590533333333333,0.0038348177480153965
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,42,5,2.2341430771079933,0.014886313071175508,1.087784947183999,0.014886313071175564,2.42815899848938,0.02141341566504653,0.8937690258026123,0.021413415665046554,2.2342221525997585,0.014912174042006251,2.4311667312622074,0.015193456257062095,0.4096,0.008163332652783439,-1.685156377390991,0.010531282438108717,0.4609377777777778,0.004032228192641237
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,43,5,2.2278804643587633,0.014754908180942907,1.0940475599332289,0.014754908180942895,2.4249729315439863,0.021445370967788306,0.8969550927480061,0.021445370967788306,2.2278259425184457,0.01474233041256213,2.427946464996338,0.015237129291204134,0.4102,0.008341462701469089,-1.682924271163768,0.010561554539770139,0.46260444444444443,0.0038450352789403974
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,44,5,2.2217316229235045,0.014619812363943389,1.100196401368488,0.01461981236394342,2.421751324335734,0.0215287629426317,0.9001766999562582,0.0215287629426317,2.2216855161370175,0.014646971034605525,2.4247750112152096,0.015235365128498135,0.41124,0.00811467805892508,-1.6807259867396394,0.010560343405023015,0.4641111111111111,0.003849162166331281
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,45,5,2.2157149965112857,0.014446492218226666,1.106213027780706,0.01444649221822661,2.418753449122111,0.021285272787471086,0.9031745751698811,0.02128527278747115,2.215644582222833,0.014482962275082651,2.421722203979492,0.014975580830425871,0.4116000000000001,0.008420213774008345,-1.67860995106454,0.010380259184193226,0.46581333333333336,0.003750970244853689
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,46,5,2.2097986092621626,0.014258277300057593,1.1121294150298293,0.014258277300057616,2.415632136662801,0.021318404611215976,0.9062958876291912,0.02131840461121602,2.209785803849962,0.014368247005918211,2.418502933959961,0.015014382276193316,0.41240000000000004,0.008619744775803982,-1.676378527786564,0.01040716647363768,0.4674088888888889,0.0038785449734547394
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,47,5,2.2041978332129393,0.014136197529317229,1.117730191079053,0.014136197529317178,2.4125952084859215,0.02129125384537416,0.909332815806071,0.021291253845374152,2.2041371070607503,0.01416341586203639,2.4154963356781005,0.014946515472017011,0.41204,0.008452691878922357,-1.6742944727200082,0.010360173611386381,0.4691022222222222,0.0035997119226301873
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,48,5,2.1984900298443706,0.014135053530786595,1.1234379944476216,0.014135053530786536,2.4101663907368978,0.021425317428462265,0.9117616335550945,0.021425317428462144,2.198526504296197,0.014091926367656184,2.4129695785522465,0.015044175927781817,0.41339999999999993,0.00790948797331408,-1.6725430753676176,0.010427811259556875,0.4702755555555556,0.0035781090253834916
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,49,5,2.193229175020348,0.014100085049453455,1.1286988492716443,0.014100085049453415,2.407437515258789,0.021431959364488936,0.9144905090332032,0.02143195936448902,2.1931959267001684,0.013930896295692078,2.410232229614258,0.014996558216674892,0.41472,0.0076910337406619,-1.6706457183948114,0.010394827527474311,0.47155555555555556,0.00367168007428498
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,50,5,2.18798724914139,0.013821028661649339,1.1339407751506023,0.01382102866164937,2.4045830726623536,0.021249568487650663,0.9173449516296387,0.021249568487650583,2.1879384648980036,0.013826378123565587,2.4074337991333006,0.014818908681926531,0.41556,0.008146655755584613,-1.6687059489409954,0.010271683258048989,0.47319555555555554,0.0038595848302282925
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,51,5,2.182916076210412,0.013722566292840384,1.13901194808158,0.01372256629284018,2.4020571231842043,0.021178624510415033,0.9198709011077881,0.02117862451041514,2.1828006760406495,0.01370320984560155,2.4048378726959223,0.014791311235132519,0.4153200000000001,0.0076832284880771285,-1.6669066085644857,0.010252516257672756,0.4746355555555556,0.00344539771754999
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,52,5,2.177759174731645,0.013628914149205305,1.1441688495603475,0.013628914149205357,2.3996199448903406,0.021326640809510262,0.9223080794016519,0.02132664080951018,2.1778063121456572,0.013632290731121986,2.4024318170928955,0.014776908205970243,0.41635999999999995,0.007039034024637196,-1.6652388869576158,0.01024252145611073,0.47555111111111115,0.0034809676531776584
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,53,5,2.1729170936075124,0.01365667960611172,1.1490109306844798,0.01365667960611178,2.3972568988800047,0.021262943145417473,0.9246711254119873,0.021262943145417393,2.1729337189271716,0.013512508245054398,2.39999785949707,0.014786056526944397,0.41728,0.008410231863628964,-1.6635517984221786,0.010248905169079366,0.47723111111111105,0.0036094047250392817
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,54,5,2.1682255636562,0.013430527847325542,1.1537024606357922,0.013430527847325761,2.3950759887695314,0.02126026513314314,0.926852035522461,0.02126026513314315,2.1682062005530467,0.013472265796807572,2.397819175033569,0.014819658648796034,0.41788,0.008376872924904627,-1.6620416407407865,0.0102721953920043,0.4783644444444445,0.003479200986745788
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,55,5,2.163602144609798,0.013288520923671419,1.1583258796821942,0.013288520923671405,2.392792288462321,0.021183902115251566,0.9291357358296712,0.021183902115251455,2.163542176445855,0.013378488844845049,2.3955327617645263,0.01464826833029618,0.41868,0.007439892472341256,-1.6604568020925534,0.010153411775965106,0.47970666666666667,0.0034472891478864497
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,56,5,2.1590337376702915,0.013236712672395927,1.1628942866217007,0.013236712672395927,2.3907037099202473,0.02110334398059091,0.9312243143717447,0.021103343980590984,2.15901833023919,0.013297944459795279,2.393407638244629,0.014516448007260097,0.4193199999999999,0.008106293851076451,-1.6589837660750792,0.010062058205313503,0.48070666666666667,0.003319430264962735
