experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,0,128,1,0,-0.1,best,0.4625,-2.533306028136956,0.9479777777777778,-0.1750559897112179,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,1,128,1,0,-0.1,best,0.5029,-2.488790877153823,0.9903555555555555,-0.04902741058953474,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,2,128,1,0,-0.1,best,0.4967,-2.3747796838357567,0.9902444444444444,-0.05794543458148429,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,0,128,1,0,-0.1,best,0.4714,-2.487980050472233,0.9981111111111112,-0.026163724239123658,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,128,1,0,-0.1,best,0.4836,-2.5552806063750277,0.9967333333333334,-0.028375500793526194,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,128,1,0,-0.1,best,0.4792,-2.56720793376932,0.9875111111111112,-0.05499866444982221,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,0,128,1,0,-0.1,best,0.4701,-2.5727990742968747,0.9976222222222222,-0.02643230414796774,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,1,128,1,0,-0.1,best,0.4901,-2.2343778526229543,0.9986222222222222,-0.026520101375527586,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,2,128,1,0,-0.1,best,0.48200000000000004,-2.588724115414942,0.9969555555555556,-0.02867605238417925,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,0,128,1,0,-0.1,best,0.4644,-5.3498630270272685,0.9975111111111112,-0.01060170129883482,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.1,best,0.4721,-5.231273418141607,0.9978444444444444,-0.009909683300410777,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.1,best,0.4667,-5.232451553651642,0.9976666666666668,-0.009641861592155928,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,0,128,1,0,-0.1,best,0.4596,-5.410296659007965,0.9967111111111112,-0.01264247702431335,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,128,1,0,-0.1,best,0.4586,-5.489603477611484,0.9977777777777778,-0.010850829899813676,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,128,1,0,-0.1,best,0.4583,-5.422302907410982,0.9979555555555556,-0.009136520359369585,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,5,default,0,128,1,0,-0.1,best,0.4666,-5.317627039946595,0.9973777777777778,-0.011467308672378013,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,5,default,2,128,1,0,-0.1,best,0.4752,-5.104962599309778,0.9987555555555556,-0.0070563094222975955,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,5,default,1,128,1,0,-0.1,best,0.4736,-5.211400319686816,0.9983333333333332,-0.00823740269514927,,,,
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,5,default,0,128,1,0,-0.1,best,0.3947,-4.4619256060728185,0.9958,-0.026835501809458092,,,,
