beta,zdim,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
0.01,2,15,3,-0.07859248731217601,0.03354196288272114,2.989863503392538,0.04018956122166539,0.37433333333333335,0.013123007785311015,0.9646962962962963,0.012199622202880057
0.01,2,16,3,-0.09500330364884753,0.03348958855023143,3.0578331172943116,0.0443360006809135,0.37460000000000004,0.01318787321746763,0.9648074074074074,0.011971784386597422
0.01,2,17,3,-0.11033700445782053,0.03344393896400784,3.1244447213490805,0.047290229368026244,0.37353333333333333,0.01323077221228349,0.9648666666666667,0.012100015304551091
0.01,2,18,3,-0.12459843603643506,0.03344500670708216,3.1878838990529377,0.04966533188044239,0.3734,0.013533661736573754,0.9648888888888889,0.011963793114184655
0.01,2,19,3,-0.13802922565684173,0.033412587604496356,3.2501865951538087,0.052907179871932254,0.37366666666666665,0.013662113062529265,0.9650148148148149,0.011875409457961408
0.01,2,20,3,-0.15062610845023935,0.03332428459086699,3.3101959283192954,0.05620839250156111,0.3739333333333333,0.01323077221228349,0.9648666666666667,0.011982724189947185
0.01,2,21,3,-0.16259340673485265,0.033303080079663094,3.3679524604797364,0.05845649818389492,0.37333333333333335,0.01307261769246443,0.9649333333333333,0.011931243351019026
0.01,2,22,3,-0.1738952032734047,0.0332423535340665,3.424252070617676,0.06100697842478469,0.3734,0.01285612694399056,0.9649777777777778,0.011857945192887718
0.01,2,23,3,-0.1845725318699172,0.03316080662901994,3.478004373931885,0.06244192687198818,0.3728666666666667,0.013151932684337038,0.9649111111111112,0.011973386125430098
0.01,2,24,3,-0.19464064363566314,0.03316600824957469,3.5298529037475586,0.06423838199313557,0.37320000000000003,0.012893409169028978,0.9648518518518517,0.011875929246726346
0.01,2,25,3,-0.20422855543385854,0.03314317884540578,3.5797763675689698,0.06667689466867527,0.3734,0.013076696830622032,0.9649777777777778,0.011798325890869436
0.01,2,26,3,-0.21332214067993746,0.033118508593602734,3.6279265618642174,0.0680879011316562,0.3732666666666667,0.013008202540448606,0.9649037037037037,0.011728036121862807
0.01,2,27,3,-0.22187354256601044,0.03315286947422511,3.6743339429219564,0.06959798138760283,0.3731333333333333,0.012617976594261584,0.9649037037037037,0.011700170587198605
0.01,2,28,3,-0.23010273638277345,0.0331616388946799,3.718466005325318,0.07083419586373978,0.37293333333333334,0.01264331180242478,0.9649259259259259,0.01170654208432264
0.01,2,29,3,-0.2378422290224018,0.03320383698325281,3.760771630223592,0.07122628786101673,0.3724,0.013036870790185836,0.965,0.011747865579713268
0.01,2,30,3,-0.24519387741955842,0.03324047014264462,3.8012206507364907,0.07266476891554298,0.37246666666666667,0.012480918769599189,0.9649407407407408,0.011636688115098173
0.01,2,31,3,-0.25218656823779595,0.03321136387075751,3.83925163230896,0.07281152559491431,0.37220000000000003,0.012732635233917584,0.9650148148148148,0.011720917954472374
0.01,2,32,3,-0.2588185036951845,0.033171042050785464,3.8770201445261634,0.07353945619998238,0.3724,0.01267596150199266,0.9649481481481481,0.011742764167267697
0.01,2,33,3,-0.2651412065347036,0.03322893440061048,3.9122187981923418,0.07434385957048326,0.37233333333333335,0.013103180275541295,0.9649111111111112,0.011718698785896318
0.01,2,34,3,-0.2711207377029188,0.03324269853947534,3.9459126949310304,0.0746956412817158,0.37199999999999994,0.012366082645688546,0.965,0.011645780245688313
0.01,2,35,3,-0.27680726924628923,0.03324032291162285,3.978005517323812,0.07526523293617476,0.37199999999999994,0.012366082645688546,0.9650666666666666,0.011580400641270827
0.01,2,36,3,-0.282268762474349,0.03324900691188571,4.00911684773763,0.07560397173005766,0.3726666666666667,0.012445615024310139,0.9649851851851853,0.011737716633551304
0.01,2,37,3,-0.28739067801706714,0.03332012076502182,4.038445855458577,0.07608327415873048,0.3720666666666667,0.011920290824192731,0.9649111111111112,0.011601936832770856
0.01,2,38,3,-0.2922750782161048,0.033365485931148686,4.065998127237956,0.07586124605990248,0.3717333333333333,0.01225125843876186,0.9649629629629629,0.01155586181930324
0.01,2,39,3,-0.2969442190993916,0.03334155549148885,4.092744074503581,0.07663601361776204,0.3718666666666666,0.012825495442022215,0.9648888888888889,0.011616867260077981
0.01,2,40,3,-0.30133630330273603,0.033362494224289906,4.117976092274984,0.07720956641701684,0.3717333333333333,0.012395698178534939,0.965,0.011529350628978419
0.01,2,41,3,-0.3055212381861427,0.03338470738607323,4.141822502390544,0.07719551977154702,0.3720666666666667,0.0122806080196924,0.965,0.011601936832770856
0.01,2,42,3,-0.30951989106553973,0.03344002860994709,4.1646694229125965,0.07776508103203657,0.3716,0.01285612694399056,0.964874074074074,0.011628664739401426
0.01,2,43,3,-0.3132395986925472,0.033523361776478085,4.18652897084554,0.0778459300667221,0.3716,0.012916655913974015,0.9649481481481481,0.011619084627113125
0.01,2,44,3,-0.3168646768208706,0.0335509661878035,4.207338674672445,0.0778201298581341,0.3718666666666666,0.013375101245722717,0.9649111111111112,0.011617292347250329
0.01,2,45,3,-0.3202741980747743,0.033585840489981526,4.2269655652364095,0.07796886120060004,0.37199999999999994,0.012893409169028923,0.9648148148148148,0.0116918740027197
0.01,2,46,3,-0.32353364611538976,0.033600337369155985,4.245592765553792,0.07781742512101972,0.3718666666666666,0.012825495442022215,0.9648148148148148,0.011735381414966108
0.01,2,47,3,-0.32661277033849195,0.03365467823361905,4.263367776489258,0.07757140176606514,0.3719333333333333,0.012961995731110718,0.9648740740740741,0.011621443214456252
0.01,2,48,3,-0.32954130840301515,0.03369164266360131,4.280590014139811,0.07767966864538037,0.3718666666666666,0.013215647291500097,0.9647925925925925,0.01166260952383087
0.01,2,49,3,-0.33232323711135164,0.03377579572019374,4.296474478912353,0.0776031968917895,0.3719333333333333,0.012778627991037721,0.964874074074074,0.011628601039674445
0.01,2,50,3,-0.33495918682994263,0.03381065297064538,4.311866780598958,0.0777629056752445,0.37199999999999994,0.012893409169028923,0.964874074074074,0.01167959777197944
0.01,2,51,3,-0.33749645546132867,0.03385793150060882,4.326336251068115,0.07770253669070294,0.3719333333333333,0.012940376089331108,0.9648296296296296,0.011643285212300666
0.01,2,52,3,-0.33989354121757276,0.033919593822914026,4.339947486877441,0.07761308008438499,0.37179999999999996,0.012893409169028933,0.9648962962962964,0.011628601039674445
0.01,2,53,3,-0.3421525796933607,0.03394785102312483,4.352937524159749,0.07772088071197482,0.3717333333333333,0.012961995731110718,0.9648592592592592,0.011698904313649092
0.01,2,54,3,-0.34430034519108865,0.03398488721176346,4.365493092346192,0.07774316528981001,0.3719333333333333,0.012778627991037721,0.9649333333333333,0.011652838365621799
0.01,2,55,3,-0.3463522498687108,0.0340360428538735,4.37726524887085,0.07762583476792011,0.3717333333333333,0.012961995731110718,0.9648592592592592,0.01164801330664465
0.01,2,56,3,-0.3482910815166705,0.034069480958905135,4.388572376505534,0.07760484850382868,0.37179999999999996,0.012893409169028933,0.9649111111111112,0.011703771682878065
0.01,2,57,3,-0.3501428934920918,0.03409346366430848,4.399301475524903,0.07753004793259537,0.37179999999999996,0.012893409169028933,0.9649185185185184,0.011643285212300701
0.01,2,58,3,-0.3519366197893114,0.034109128514229196,4.40952191289266,0.07741775895223045,0.3717333333333333,0.012961995731110718,0.9648592592592592,0.01166982673252171
0.01,2,59,3,-0.3536092085560163,0.03416079784516549,4.41931813990275,0.07739367658265736,0.37199999999999994,0.012873228033403244,0.9648592592592592,0.011728330864021782
0.01,2,60,3,-0.35521421041633144,0.034173734566777414,4.428506863911946,0.07732613993218516,0.3718666666666666,0.013008202540448559,0.9648666666666667,0.011718319518842175
0.01,2,61,3,-0.35676313550400013,0.03420191709889116,4.437318606821695,0.07743514080488735,0.3719333333333333,0.012961995731110718,0.9648888888888889,0.011653029066288009
0.01,2,62,3,-0.35819292136972597,0.03425592485614387,4.445801280466715,0.07732663162337908,0.3718666666666666,0.013008202540448559,0.9648666666666667,0.011689205741375143
0.01,2,63,3,-0.35960174820206386,0.034272981695958764,4.453899835968017,0.07720579016039705,0.3718666666666666,0.013008202540448559,0.9648814814814815,0.01166254600950703
0.01,2,64,3,-0.36091816338481325,0.03428976266159298,4.461545787302653,0.07733945785767184,0.3720666666666667,0.013008202540448592,0.9648444444444445,0.011696490979544586
0.01,2,65,3,-0.3621767085682262,0.034335400590844896,4.4688517875671385,0.07721461955377283,0.3718666666666666,0.013031244504395283,0.964851851851852,0.011672259682278143
0.01,2,66,3,-0.3633932298934821,0.034354651998037396,4.475800739796957,0.07720811581088635,0.3720666666666667,0.013008202540448592,0.9648148148148148,0.011779063521713349
0.01,2,67,3,-0.36452676922335764,0.034374796847617704,4.482425651804607,0.07726120642672325,0.3717333333333333,0.012940376089331154,0.9649259259259259,0.011655260738424392
0.01,2,68,3,-0.3656308816245108,0.03440631494591173,4.488803841400146,0.07727254291988894,0.37179999999999996,0.012893409169028933,0.9648592592592592,0.01169164169809818
0.01,2,69,3,-0.36667530136252896,0.03441699630879317,4.494751638539632,0.07731826369346141,0.37179999999999996,0.012916655913973991,0.9648592592592592,0.01164801330664465
0.01,2,70,3,-0.3676746945655707,0.03443997337680744,4.500505266316732,0.07739145127656798,0.3718666666666666,0.012825495442022215,0.964851851851852,0.011730435949785336
0.01,2,71,3,-0.368607769240755,0.0344377182617345,4.505966965738932,0.07737367216849822,0.3719333333333334,0.012802083163818818,0.964837037037037,0.01173538141496608
0.01,2,72,3,-0.36951882403258124,0.034493979498861106,4.511220948028565,0.07745776045350934,0.3718666666666666,0.012825495442022215,0.9648074074074073,0.011737716633551304
0.01,2,73,3,-0.37037327146241156,0.03447955940681394,4.516172058868409,0.07747533287639789,0.3717333333333333,0.012940376089331154,0.9648962962962964,0.011723150744338582
0.01,2,74,3,-0.37120546920805264,0.03450477960867285,4.520914670562743,0.07743721330617855,0.37179999999999996,0.012893409169028933,0.9648888888888889,0.0117256498411615
0.01,2,75,3,-0.37197354094548657,0.03451347047542987,4.525434680430094,0.07751032639685465,0.3719333333333333,0.012940376089331108,0.9649111111111112,0.011711174362047227
0.01,2,76,3,-0.37272134022857206,0.03452956649373572,4.529804598999024,0.07749985339190017,0.3718666666666666,0.012825495442022215,0.9648518518518517,0.01174497178114606
0.01,2,77,3,-0.3734444050572135,0.03455540630191024,4.533961047363281,0.07747697476750402,0.3717333333333333,0.012940376089331154,0.9648592592592592,0.011742553896681088
0.01,2,78,3,-0.3741080373547294,0.0345465538463041,4.537823468017579,0.0775906190954557,0.3717333333333333,0.012940376089331154,0.9648148148148148,0.011669869049025304
0.01,2,79,3,-0.374760495575269,0.034554042536048594,4.541528487141927,0.07753028647182805,0.3718666666666666,0.012825495442022215,0.9648296296296296,0.01167225968227806
0.01,2,80,3,-0.3753703757372769,0.03458593170161259,4.545119994608561,0.07762815387525837,0.3717333333333333,0.013103180275541238,0.9648888888888889,0.011733017672521554
0.01,2,81,3,-0.37596625264919165,0.034598179803727515,4.548479088083902,0.07768266483343098,0.37179999999999996,0.013055267136294062,0.9648,0.011732849316616126
0.01,2,82,3,-0.3765211256923098,0.03460851409777106,4.551688408660888,0.07766646218377507,0.3717333333333333,0.012940376089331154,0.9648444444444445,0.01174740318034078
0.01,2,83,3,-0.37705786304618377,0.03461866077760466,4.554838793690998,0.07768065805548226,0.37179999999999996,0.012893409169028933,0.9648148148148148,0.011640718940364501
0.01,2,84,3,-0.3775684469649286,0.03462863565722072,4.557757338205973,0.07776169365558262,0.3718666666666666,0.013151932684337038,0.9649185185185184,0.011643285212300701
0.01,2,85,3,-0.37805290649009476,0.03464508875437905,4.560559960683187,0.07781669101827308,0.3717333333333333,0.012940376089331154,0.9647851851851853,0.011781348166023024
0.01,2,86,3,-0.3785280851638679,0.034671943307191935,4.563254889933268,0.07788883925927759,0.3717333333333333,0.013103180275541238,0.9648888888888889,0.011740149535296056
0.01,2,87,3,-0.37896619725949837,0.034678373211713624,4.565779775746663,0.07782371830927692,0.37179999999999996,0.013036870790185793,0.9648962962962964,0.01170143672371807
0.01,2,88,3,-0.37939335953250075,0.03467825917191192,4.568200782267253,0.07795688500656399,0.37166666666666665,0.012988199772614112,0.9648962962962964,0.011715924234068635
0.01,2,89,3,-0.3797989454818495,0.03470009617392052,4.570540677134196,0.07795282954970938,0.3717333333333333,0.012940376089331154,0.9648444444444445,0.011674663925688777
0.01,2,90,3,-0.38018373120625815,0.034703296244553226,4.572785172526042,0.07793986980301845,0.37179999999999996,0.013218169313486629,0.9648222222222222,0.011704024843226551
0.01,2,91,3,-0.38055207510644745,0.034708603184515664,4.574921312967937,0.07804402159411662,0.37166666666666665,0.012988199772614112,0.9648148148148148,0.011749848085875541
0.01,2,92,3,-0.3808926301118099,0.03473474307910232,4.576947029876709,0.07806430758282333,0.3718666666666666,0.012825495442022215,0.9648296296296296,0.011795925920111387
0.01,2,93,3,-0.3812364198930336,0.034740234846128634,4.578837692515055,0.07805984707858543,0.37179999999999996,0.013055267136294062,0.9648296296296297,0.011744971781146113
0.01,2,94,3,-0.3815504659392617,0.03474811579481233,4.58063927154541,0.07813477207143367,0.3715333333333333,0.013086379687802654,0.9648222222222222,0.011740149535295967
0.01,2,95,3,-0.38185451262791953,0.03475375622779885,4.582469402567546,0.07816477418480128,0.37166666666666665,0.013151932684337037,0.9648148148148148,0.011698904313649092
0.01,2,96,3,-0.38214067644783944,0.0347643806098541,4.584136620585124,0.07818011380247732,0.37166666666666665,0.013151932684337037,0.9648296296296296,0.01168697350875061
0.01,2,97,3,-0.3824362253637024,0.034774825672345466,4.585745131429037,0.07818383446107353,0.3717333333333333,0.013267001670812165,0.9648666666666667,0.011674663925688708
0.01,2,98,3,-0.38268782297336695,0.03478637480993763,4.587285143534342,0.07819504381204335,0.37179999999999996,0.013399999999999964,0.9648592592592592,0.011698904313649092
0.01,2,99,3,-0.3829445509383173,0.03478647422584261,4.5887144032796225,0.07827144889280654,0.37166666666666665,0.013333166665624958,0.9648,0.011718319518842175
0.01,10,0,3,3.5359924446741737,0.5219344523224945,3.8425690558115644,0.3839519793349982,0.1396666666666667,0.02811500192661087,0.1021037037037037,0.05031287950039631
0.01,10,1,3,2.115651994156115,0.40243942404457,2.729375436147054,0.2332022090592099,0.24186666666666667,0.03043046718887723,0.23338518518518522,0.060070379847137825
0.01,10,2,3,1.3057861406124,0.28771610059825425,2.1990505625406898,0.11068635613782893,0.32986666666666664,0.03475706163261409,0.4086666666666667,0.08504007189061223
0.01,10,3,3,0.8404828894210583,0.18422588040040158,1.9444390150705972,0.04119779624592441,0.3934666666666667,0.02871538495882184,0.5651259259259259,0.08694822166685652
0.01,10,4,3,0.5620633225498777,0.11741687475906398,1.8211169598897297,0.013346232550646295,0.4335333333333334,0.02009709763456734,0.6945555555555556,0.06186181733868184
0.01,10,5,3,0.38619627991011646,0.07773410990958171,1.7616659506479901,0.015805400269936806,0.45906666666666673,0.015677159606680452,0.7873555555555555,0.03728501502854752
0.01,10,6,3,0.2684743721094998,0.05356045852109306,1.736266859881083,0.021316161238740104,0.4768666666666667,0.01245846432484091,0.8503703703703703,0.018055392591857143
0.01,10,7,3,0.1854387897975517,0.038149654098667905,1.7293868233362835,0.024884673650642685,0.4884666666666666,0.011179147254300487,0.8917333333333333,0.007099852198079081
0.01,10,8,3,0.12434931389689445,0.02790703457150749,1.7339901620229086,0.02682408782481814,0.4944,0.009035485598461245,0.9186222222222223,0.0017401575067068744
0.01,10,9,3,0.07775321832678535,0.021003786779457908,1.745829601542155,0.02747963969045091,0.49946666666666667,0.009625660150521274,0.9375629629629629,0.003763393092943727
0.01,10,10,3,0.041191617874394765,0.0162403780099116,1.7623753916422527,0.027450804494934162,0.5033333333333333,0.011154072499913806,0.9503407407407408,0.005440467179165051
0.01,10,11,3,0.011716608129035343,0.012990909736961338,1.781806668917338,0.028059277279769586,0.5057333333333333,0.010651447475969278,0.9595111111111111,0.006084142513407815
0.01,10,12,3,-0.012617194349115545,0.01081207292323125,1.8037938943227132,0.02819479736713847,0.5084,0.009885342685005986,0.9661703703703703,0.006004538749704851
0.01,10,13,3,-0.03308256166739897,0.00943730225765513,1.827023065884908,0.028702069100803064,0.5112000000000001,0.010243046421841448,0.9712148148148149,0.00573024608237804
0.01,10,14,3,-0.05060081388038216,0.008595978179005141,1.8517906856536868,0.028491185385011875,0.5125333333333333,0.010998787811997009,0.9748666666666667,0.0054434919801788426
0.01,10,15,3,-0.06580673812736165,0.00814745058938794,1.8773517527262369,0.028950491220109204,0.5132,0.011605171261123195,0.9777185185185185,0.005035005036756645
0.01,10,16,3,-0.07915741198785377,0.00794516348821247,1.9031109010696412,0.02950214464262505,0.5144000000000001,0.011280070921762855,0.9799481481481481,0.004904285519920846
0.01,10,17,3,-0.09100019342772887,0.00789884341779509,1.9294040435155233,0.030011140756666624,0.5147333333333334,0.011331960701190845,0.9819777777777778,0.004677606225410582
0.01,10,18,3,-0.10161029022498565,0.007922005575806466,1.9556845384597779,0.03021297441377003,0.5156666666666666,0.011730870953741441,0.9835481481481482,0.004650890440873003
0.01,10,19,3,-0.11119456666527372,0.008055731853728385,1.9819691598256428,0.030628191582451166,0.5164666666666667,0.012241459607960619,0.9848148148148148,0.004324625629031435
0.01,10,20,3,-0.11995031558853207,0.008179909918625283,2.0089332514444984,0.030826458953512832,0.5170666666666667,0.01226594200758072,0.9859777777777777,0.004267071740030596
0.01,10,21,3,-0.127959892392881,0.008325769601842435,2.035252535502116,0.03105918846691544,0.517,0.012150720143267242,0.9869037037037037,0.004055925909015585
0.01,10,22,3,-0.1353378885502165,0.00846805592623999,2.061378928629557,0.03191660759902665,0.5172,0.011294246322796395,0.9876962962962962,0.0038906239515674092
0.01,10,23,3,-0.14215618595173862,0.008647085012935443,2.0877611167907717,0.032279093548136684,0.5172666666666667,0.01138478516851915,0.9885185185185185,0.0036911862547260427
0.01,10,24,3,-0.14850187906640946,0.008815017278414515,2.113551622772217,0.032563449458780834,0.5174,0.01161550687658535,0.9890888888888889,0.00381853827634364
0.01,10,25,3,-0.15440502642790477,0.008988845299057985,2.1390006464640297,0.03333224768312851,0.5176666666666668,0.01138478516851912,0.9895333333333333,0.00362222222222223
0.01,10,26,3,-0.15990222977688817,0.009132367061875363,2.1640951095581054,0.03381127512864972,0.5182000000000001,0.011615506876585241,0.9898592592592593,0.0036146023009784364
0.01,10,27,3,-0.16506223009138396,0.009274485915040633,2.1884151240030927,0.03429932841321424,0.5184666666666667,0.01104958521091782,0.990274074074074,0.0034515577684295614
0.01,10,28,3,-0.1698966971657493,0.00941482183088147,2.212425234222412,0.03486409724144563,0.5192,0.011092339699089683,0.9906296296296296,0.0033596982031815275
0.01,10,29,3,-0.17442059378623964,0.009526895187508579,2.2356734046936038,0.03545611039934228,0.5194,0.010912378292563025,0.9909851851851852,0.003330171339775665
0.01,10,30,3,-0.17869830975496406,0.009627361934344608,2.258438076019287,0.035940811898150175,0.5189333333333334,0.010108082574520873,0.991311111111111,0.0033222779631146477
0.01,10,31,3,-0.1827215086293943,0.00975678695798698,2.280611771138509,0.03642450072793687,0.5186,0.010063796500327347,0.9914814814814815,0.0032762771203833398
0.01,10,32,3,-0.1865289448066191,0.009859120211753423,2.302444105021159,0.03706653552761574,0.5186666666666666,0.009833276835995964,0.9915259259259259,0.003268732025342217
0.01,10,33,3,-0.1901134736061096,0.009964071690018658,2.323015235773722,0.03768657069052934,0.5186666666666666,0.010000666644445981,0.9917925925925926,0.003149707674723792
0.01,10,34,3,-0.1934929075385585,0.01005804093632858,2.343376072184245,0.03849487934073829,0.5191333333333333,0.009415589908940038,0.9920148148148148,0.0030197975022726664
0.01,10,35,3,-0.1966725428537889,0.010161585339043674,2.362714297485352,0.039022829418704885,0.519,0.009355212450821212,0.9921703703703705,0.002980291918201249
0.01,10,36,3,-0.19965604317405006,0.010258355406594522,2.3814419663747155,0.04006789953817514,0.5186000000000001,0.009526804291051636,0.9922888888888889,0.00293105972493071
0.01,10,37,3,-0.20255088400335022,0.010357516224916574,2.399726206334432,0.04113382618715408,0.5186666666666667,0.009360199428074898,0.9924148148148149,0.0028307250158265524
0.01,10,38,3,-0.2052175509185502,0.010443200210772337,2.4166414549509683,0.04212406418614718,0.5188666666666667,0.00954428275635911,0.992562962962963,0.0028327305095821723
0.01,10,39,3,-0.2077787090077545,0.010538407997308588,2.433234637069702,0.04328338132040612,0.5188666666666667,0.009728994466713067,0.9926222222222222,0.0028129330942260737
0.01,10,40,3,-0.21016287179751827,0.010639786675506085,2.449210036341349,0.044486278145699144,0.519,0.00991362698511497,0.992762962962963,0.0027631019724736797
0.01,10,41,3,-0.2124674638451952,0.010726824576696353,2.4646588589986167,0.04581839928186909,0.5183333333333333,0.009948534230394674,0.9928074074074074,0.002725764890573426
0.01,10,42,3,-0.2146322068611781,0.010805355467707542,2.4792891554514567,0.046764151884509275,0.5182666666666667,0.010373684655576036,0.9929555555555556,0.0026636093585236977
0.01,10,43,3,-0.21668322793209194,0.01090247982307314,2.4933960085550946,0.04811950721542059,0.5181333333333332,0.0099384774152449,0.9930444444444445,0.002636776932657129
0.01,10,44,3,-0.218636440468557,0.01096798505584931,2.5069870862325034,0.049102439256142945,0.5180666666666666,0.009646415569180793,0.9930962962962963,0.002518115436153423
0.01,10,45,3,-0.22048964663346607,0.011031236631018373,2.5197854255676266,0.050193980423886266,0.5177333333333333,0.010104124570359004,0.9931185185185184,0.00248554669777725
0.01,10,46,3,-0.22225629326285737,0.011113113814799817,2.5324583618164063,0.05123826439027225,0.5176666666666666,0.010000666644445898,0.9931851851851853,0.0024594823638201323
0.01,10,47,3,-0.22392838067647183,0.011181451125626617,2.544387573623657,0.05242394629249246,0.5176,0.010392304845413192,0.9932,0.0023331216835225676
0.01,10,48,3,-0.22550408629504118,0.011262947394690234,2.555818849182129,0.0533142558020248,0.5176000000000001,0.010565983153497823,0.9932518518518519,0.002336435327834374
0.01,10,49,3,-0.2270182934219187,0.011302976179574258,2.566937877782186,0.054314408013836885,0.5174666666666666,0.010854185060765003,0.9932444444444445,0.002295997591085757
0.01,10,50,3,-0.2284490961342147,0.011384158688235897,2.5773553723653158,0.055418959178943246,0.5174,0.011086929241228172,0.9933037037037037,0.0022712734594434276
0.01,10,51,3,-0.22980589909120042,0.011430412886647139,2.5875191033681233,0.0562808723545323,0.5168666666666667,0.010681448091590056,0.9933185185185186,0.0022035138418055626
0.01,10,52,3,-0.23111219749956421,0.01150175733638472,2.5970838470458983,0.05736162346426621,0.517,0.011085125168440828,0.9933851851851853,0.0021820064764740224
0.01,10,53,3,-0.23234213700077752,0.011540296921560582,2.6061386942545575,0.05812086327532698,0.5170666666666667,0.010856027511632992,0.993437037037037,0.0021110331369615545
0.01,10,54,3,-0.23349391110810366,0.011590087984735443,2.614685326385498,0.059065414376722414,0.5172,0.010569768209379039,0.9934296296296296,0.002114071997714926
0.01,10,55,3,-0.23462887927113155,0.01164898777850216,2.623224035517375,0.05999838517430514,0.5174000000000001,0.010755463727798974,0.9934740740740741,0.0020620418184181984
0.01,10,56,3,-0.23567604343602153,0.01169704074427449,2.631095391337077,0.060753163533769194,0.5175333333333334,0.010808021712290025,0.9935111111111111,0.0020660692087412155
0.01,10,57,3,-0.23668655918655976,0.011758804207354727,2.6387038036346433,0.06194206761912904,0.5176000000000001,0.01058867319355923,0.9934962962962963,0.002040374370554686
0.01,10,58,3,-0.23764958110505885,0.011822650623723884,2.645970066833496,0.06269388269646203,0.5177333333333334,0.010998787811996926,0.9935481481481482,0.002021652341353583
0.01,10,59,3,-0.2385624598524787,0.011891419863077799,2.6528816371917725,0.06367218381238968,0.5178,0.011113955191559777,0.9935481481481481,0.0020348001185948217
0.01,10,60,3,-0.23943126351038616,0.011926920755065466,2.6595255510965985,0.06444911428896956,0.5176666666666666,0.01140935288845663,0.9935407407407407,0.0019970760519323625
0.01,10,61,3,-0.24024946475968215,0.011982483832324692,2.665724563217163,0.06530183952192793,0.5174666666666666,0.011426868920808223,0.993562962962963,0.0020321287668607717
0.01,10,62,3,-0.2410366064086105,0.012019489423216024,2.6717501964569093,0.06595062084337572,0.5173333333333333,0.011271793705233166,0.9935703703703703,0.0020199417340739058
0.01,10,63,3,-0.24178574894413804,0.012072697723919496,2.6776345648447673,0.06678838765515474,0.517,0.0112303161130932,0.9935999999999999,0.0020158630170980726
0.01,10,64,3,-0.24249707035729381,0.012106878686058002,2.683126368713379,0.06749530681765754,0.5171333333333333,0.011303686714224432,0.993637037037037,0.001991380603455483
0.01,10,65,3,-0.24319085338404686,0.012164179740817679,2.6883691354115804,0.06818426124003393,0.5172666666666667,0.011344308411416442,0.9936222222222222,0.002015863017098064
0.01,10,66,3,-0.243823325028564,0.012201052319351946,2.6933945340474446,0.06884428683204749,0.5171333333333333,0.011458330303029913,0.9936370370370371,0.0019696879910008664
0.01,10,67,3,-0.24445436092073267,0.01224106133495419,2.698301717631022,0.06944463062716473,0.5172666666666667,0.011377756076368194,0.9936592592592594,0.0019469930387662306
0.01,10,68,3,-0.24504209462151383,0.012275957656615162,2.702832719421387,0.07016833713789407,0.5173333333333333,0.011303686714224414,0.9936592592592594,0.0019329927328756032
