experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,128,1,0,-0.55,best,0.3554,-3.719381230112076,0.8630222222222222,-0.3784248034388077,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,0,128,1,0,-0.55,best,0.3654,-4.370071836984504,0.9722444444444444,-0.12364745375235732,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,2,128,1,0,-0.55,best,0.36,-4.63725368904065,0.9754222222222222,-0.12516723779752928,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,1,128,1,0,-0.55,best,0.4899,-4.417884199353396,0.9966888888888888,-0.014286769617352072,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,0,128,1,0,-0.55,best,0.4857,-4.173891926607149,0.9972888888888888,-0.014409584180531104,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,2,128,1,0,-0.55,best,0.4793,-4.472173385127951,0.9970666666666668,-0.013188319610271905,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,10,5,3,default,1,128,1,0,-0.55,best,0.5009,-2.8481131938592843,0.9974888888888888,-0.018033853608994357,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,10,5,3,default,0,128,1,0,-0.55,best,0.4909,-2.743461330251982,0.9966444444444444,-0.022187720122012405,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,10,5,3,default,2,128,1,0,-0.55,best,0.4991,-2.79851770885211,0.9956666666666668,-0.02501412178263221,,,,
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,100,5,3,default,0,128,1,0,-0.55,best,0.5106,-3.0644801085842026,0.9942,-0.026733191043030846,,,,
