beta,zdim,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
0.1,2,0,4,0.3685349741112102,2.021237683105469,0.3846,0.8459333333333333
0.1,2,0,5,0.2756000182065097,2.082105707168579,0.3834,0.9415777777777777
0.1,2,0,6,0.21058761852004312,2.152225545501709,0.3826,0.9611333333333333
0.1,2,0,7,0.15984976941130377,2.2245509857177734,0.3826,0.9659555555555556
0.1,2,0,8,0.1180428352410143,2.2968386135101317,0.382,0.969
0.1,2,0,9,0.08267732302492316,2.369006694030762,0.3808,0.9704
0.1,2,0,10,0.05188861606771296,2.4403084548950194,0.3802,0.9716
0.1,2,0,11,0.024812933878465133,2.5116816997528075,0.3806,0.9718222222222223
0.1,2,0,12,0.0004900518858974631,2.579837561035156,0.38,0.9724888888888888
0.1,2,0,13,-0.02140534762360833,2.6479119304656984,0.3798,0.9726444444444444
0.1,2,0,14,-0.04141497582657771,2.715453736495972,0.381,0.9727555555555556
0.1,2,0,15,-0.05980779345143925,2.78010238571167,0.3814,0.9728
0.1,2,0,16,-0.07673757005171343,2.8428384628295897,0.3814,0.9729111111111111
0.1,2,0,17,-0.09241744128032164,2.903994952392578,0.3814,0.9727111111111111
0.1,2,0,18,-0.10710283425938,2.9641211093902586,0.3806,0.9727777777777777
0.1,2,0,19,-0.1208752318945798,3.0230790031433106,0.3798,0.9728222222222223
0.1,2,0,20,-0.13382209008390253,3.079408058166504,0.3798,0.9726
0.1,2,0,21,-0.14599915835207158,3.1349760780334472,0.379,0.9725777777777778
0.1,2,0,22,-0.15756171582287007,3.187980768966675,0.3794,0.9724
0.1,2,0,23,-0.1684014480173588,3.2400987110137938,0.3788,0.9724888888888888
0.1,2,0,24,-0.17867117007862438,3.2900330921173095,0.3788,0.9723555555555555
0.1,2,0,25,-0.18839682657935403,3.3374155349731445,0.3786,0.9723111111111111
0.1,2,0,26,-0.19754431537281383,3.3830135833740234,0.379,0.9724222222222222
0.1,2,0,27,-0.2061954529653896,3.426772939682007,0.379,0.9723333333333334
0.1,2,0,28,-0.21445051411281932,3.4699132946014406,0.3798,0.9723333333333334
0.1,2,0,29,-0.2222877780307423,3.5100611492156983,0.3798,0.9723111111111111
0.1,2,0,30,-0.22973188590136442,3.5490841899871826,0.3798,0.9723333333333334
0.1,2,0,31,-0.23674916310743851,3.586065222167969,0.3796,0.9724666666666667
0.1,2,0,32,-0.24339106879776173,3.62297776222229,0.3798,0.9724
0.1,2,0,33,-0.2497923058531501,3.657570426940918,0.3798,0.9723111111111111
0.1,2,0,34,-0.25583705004778773,3.690314164352417,0.3792,0.9724222222222222
0.1,2,0,35,-0.2615410122394562,3.7216061672210694,0.3796,0.9723555555555555
0.1,2,0,36,-0.2670129932707006,3.7518332344055176,0.3792,0.9722888888888889
0.1,2,0,37,-0.2721824864539233,3.7798872066497804,0.3792,0.9724222222222222
0.1,2,0,38,-0.2770306766076521,3.8063892555236816,0.379,0.9723555555555555
0.1,2,0,39,-0.2816494328325445,3.8323077037811277,0.3792,0.9723555555555555
0.1,2,0,40,-0.28603761392073196,3.856810704803467,0.3792,0.9722666666666666
0.1,2,0,41,-0.29023069551207803,3.8804560668945314,0.3794,0.9723333333333334
0.1,2,0,42,-0.29421043431975624,3.9028651664733887,0.3788,0.9723333333333334
0.1,2,0,43,-0.2979947491168976,3.9244740756988525,0.379,0.9722666666666666
0.1,2,0,44,-0.30161160273335197,3.9446897399902343,0.3792,0.9723555555555555
0.1,2,0,45,-0.3050597537734292,3.9635894886016847,0.3794,0.9722444444444445
0.1,2,0,46,-0.3082653694889762,3.982104817199707,0.3796,0.9722444444444445
0.1,2,0,47,-0.3114006745490161,3.9997769195556643,0.3796,0.9722666666666666
0.1,2,0,48,-0.31431391199285336,4.0164135047912595,0.3794,0.9723333333333334
0.1,2,0,49,-0.3171319291938435,4.031909529876709,0.3796,0.9723111111111111
0.1,2,0,50,-0.3197724975672635,4.047131607055664,0.3794,0.9722666666666666
0.1,2,0,51,-0.32229588678533383,4.061615163421631,0.3796,0.9723555555555555
0.1,2,0,52,-0.32469992195909675,4.075084823608399,0.3796,0.9723777777777778
0.1,2,0,53,-0.32694830760088833,4.0879674133300785,0.3796,0.9722888888888889
0.1,2,0,54,-0.3291458448713476,4.100617141723633,0.3796,0.9722666666666666
0.1,2,0,55,-0.3312115242741325,4.112554230499268,0.3794,0.9723333333333334
0.1,2,0,56,-0.333167485965382,4.123485268402099,0.3794,0.9723555555555555
0.1,2,0,57,-0.33504185162024064,4.133975329589844,0.3796,0.9722444444444445
0.1,2,0,58,-0.33680492923042993,4.144152326965332,0.3796,0.9723555555555555
0.1,2,0,59,-0.33848593805919996,4.153714649963379,0.3794,0.9722
0.1,2,0,60,-0.34011473939202047,4.162892510223388,0.3794,0.9723111111111111
0.1,2,0,61,-0.34164585811441595,4.171690294647217,0.3794,0.9722444444444445
0.1,2,0,62,-0.3430972672549161,4.18001054763794,0.3792,0.9722666666666666
0.1,2,0,63,-0.34451954022320835,4.187927712249756,0.3792,0.9722888888888889
0.1,2,0,64,-0.34583153663548555,4.195435612487793,0.3792,0.9722444444444445
0.1,2,0,65,-0.3471033152406866,4.202683455657959,0.3794,0.9722222222222222
0.1,2,0,66,-0.3482977033961903,4.209502799987793,0.3796,0.9722
0.1,2,0,67,-0.3494443528782238,4.216068433380127,0.3794,0.9722666666666666
0.1,2,0,68,-0.3505460815906525,4.222282541656494,0.3794,0.9722666666666666
0.1,2,0,69,-0.35159738196459683,4.228318063354492,0.3796,0.9722222222222222
0.1,2,0,70,-0.35258465081561696,4.233952690124512,0.3792,0.9721777777777778
0.1,2,0,71,-0.3535181609652259,4.239351595306396,0.3792,0.9722444444444445
0.1,2,0,72,-0.35445162376923994,4.244385666656494,0.3792,0.9722222222222222
0.1,2,0,73,-0.35528583035035566,4.249298782348633,0.3794,0.9721555555555556
0.1,2,0,74,-0.3561098616686734,4.253899282836914,0.3794,0.9722
0.1,2,0,75,-0.3568913254000924,4.258472493743897,0.3792,0.9720666666666666
0.1,2,0,76,-0.35764153146743777,4.262689052581787,0.3792,0.9721777777777778
0.1,2,0,77,-0.3583640071565455,4.266794905090332,0.379,0.9721777777777778
0.1,2,0,78,-0.35902288590778003,4.270642687225342,0.3792,0.9721555555555556
0.1,2,0,79,-0.35969138635722075,4.274396098327637,0.379,0.9721333333333333
0.1,2,0,80,-0.36030555346662346,4.2778698921203615,0.379,0.9722444444444445
0.1,2,0,81,-0.3608970156886361,4.281292553710937,0.379,0.9722444444444445
0.1,2,0,82,-0.3614620115106756,4.284463996124267,0.379,0.9722666666666666
0.1,2,0,83,-0.36199217069365763,4.287561611938477,0.379,0.9722444444444445
0.1,2,0,84,-0.36250675819570366,4.2905228851318356,0.379,0.9722444444444445
0.1,2,0,85,-0.3629990142172033,4.293215856170654,0.379,0.9722666666666666
0.1,2,0,86,-0.36347650102268564,4.2958937324523925,0.3788,0.9721777777777778
0.1,2,0,87,-0.36392069615017286,4.298392172241211,0.379,0.9722222222222222
0.1,2,0,88,-0.36432870246280324,4.3008620635986325,0.3788,0.9721777777777778
0.1,2,0,89,-0.36473697724775833,4.303156262969971,0.379,0.9722
0.1,2,0,90,-0.3651311766364358,4.305381829833984,0.3788,0.9722444444444445
0.1,2,0,91,-0.3654932016481053,4.307465005493164,0.3788,0.9722444444444445
0.1,2,0,92,-0.36584410083944147,4.3094706581115725,0.3788,0.9722666666666666
0.1,2,0,93,-0.3661769133784554,4.3113602485656735,0.3788,0.9722
0.1,2,0,94,-0.3665120749126781,4.313161228942871,0.3786,0.9722222222222222
0.1,2,0,95,-0.3668120635596189,4.314998054504395,0.3786,0.9722666666666666
0.1,2,0,96,-0.3671057145552202,4.3166113967895505,0.3786,0.9722666666666666
0.1,2,0,97,-0.3673871177044782,4.318192251586914,0.3788,0.9721555555555556
0.1,2,0,98,-0.3676636779525063,4.319709679412842,0.3788,0.9722888888888889
0.1,2,0,99,-0.3678903920173645,4.321183093261719,0.3788,0.9723111111111111
0.1,2,2,0,3.482624799381603,3.5811534961700437,0.1896,0.22213333333333332
0.1,2,2,1,1.869209068176963,2.6276779190063477,0.261,0.3850222222222222
0.1,2,2,2,1.0571739357168024,2.201998115158081,0.3264,0.5900666666666666
0.1,2,2,3,0.6267758836789564,2.0950020061492918,0.3472,0.725
0.1,2,2,4,0.40504205320098186,2.1303721687316894,0.3506,0.8041111111111111
0.1,2,2,5,0.288903616382859,2.2124614601135253,0.3552,0.8593555555555555
0.1,2,2,6,0.2141138437682932,2.299434705352783,0.3578,0.9314
0.1,2,2,7,0.15854861657402733,2.3878002067565918,0.3584,0.9608666666666666
0.1,2,2,8,0.11422367742061615,2.474395894241333,0.3598,0.9684888888888888
0.1,2,2,9,0.07732639219219034,2.5577478019714355,0.3578,0.9715111111111111
0.1,2,2,10,0.04567574747150595,2.640153214263916,0.3592,0.9728444444444444
0.1,2,2,11,0.017851266245408493,2.7181568950653077,0.3578,0.9739333333333333
0.1,2,2,12,-0.006869330935586583,2.796151789855957,0.3592,0.9745777777777778
0.1,2,2,13,-0.029328535319458355,2.8702759574890138,0.3596,0.9747333333333333
0.1,2,2,14,-0.049926370175860144,2.9442843856811525,0.3588,0.9751777777777778
0.1,2,2,15,-0.06880464456135577,3.0159487071990965,0.3594,0.9751333333333333
0.1,2,2,16,-0.08647336141683838,3.0847815227508546,0.3602,0.9753555555555555
0.1,2,2,17,-0.10296131795753133,3.1522898250579834,0.3606,0.9752888888888889
0.1,2,2,18,-0.11838634627569805,3.2170513736724855,0.3604,0.9752222222222222
0.1,2,2,19,-0.1328967028531161,3.279965669250488,0.36,0.9753111111111111
0.1,2,2,20,-0.14663090453364633,3.3403350593566894,0.3598,0.9752888888888889
0.1,2,2,21,-0.15950435992912812,3.3991639823913573,0.3594,0.9753555555555555
0.1,2,2,22,-0.1717882961663333,3.4560210819244386,0.359,0.9755555555555555
0.1,2,2,23,-0.18342598448016426,3.5105435138702394,0.359,0.9752
0.1,2,2,24,-0.1943828889500011,3.5632014545440676,0.3588,0.9752444444444445
0.1,2,2,25,-0.20493166662779722,3.6139984241485594,0.3588,0.9751333333333333
0.1,2,2,26,-0.21493678468790922,3.663037847137451,0.3588,0.9751555555555556
0.1,2,2,27,-0.22438126318454743,3.7097997871398927,0.3588,0.9752222222222222
0.1,2,2,28,-0.23341143624999305,3.7551510875701903,0.3592,0.9750666666666666
0.1,2,2,29,-0.2420163891467181,3.7993506713867187,0.3588,0.9751777777777778
0.1,2,2,30,-0.25019519070712004,3.8409335803985596,0.3588,0.9751111111111112
0.1,2,2,31,-0.2580892058394172,3.880897514343262,0.3588,0.9752222222222222
0.1,2,2,32,-0.26561095231663095,3.919264548110962,0.3596,0.975
0.1,2,2,33,-0.2726438975724307,3.9562084728240965,0.3596,0.9751777777777778
0.1,2,2,34,-0.279427075065266,3.9920196815490723,0.3592,0.9752444444444445
0.1,2,2,35,-0.28585967381217264,4.025906436920166,0.359,0.9751111111111112
0.1,2,2,36,-0.2920602703441273,4.0585974563598635,0.3594,0.9753111111111111
0.1,2,2,37,-0.29785728036056863,4.089779579162598,0.3592,0.9753111111111111
0.1,2,2,38,-0.30341147338910535,4.119121524047851,0.3588,0.9751111111111112
0.1,2,2,39,-0.30880019364790484,4.147618900299072,0.359,0.9751111111111112
0.1,2,2,40,-0.3138077822035009,4.174316997528076,0.359,0.9751777777777778
0.1,2,2,41,-0.31859870053204625,4.199610954284668,0.359,0.9752444444444445
0.1,2,2,42,-0.3231063214648854,4.223482083892822,0.3588,0.9752
0.1,2,2,43,-0.3274017555908723,4.246945719146728,0.3588,0.9752444444444445
0.1,2,2,44,-0.3315567600380291,4.269461943054199,0.3586,0.9752444444444445
0.1,2,2,45,-0.33548526834141124,4.290187924957276,0.359,0.9752666666666666
0.1,2,2,46,-0.3392143704479391,4.310044696807862,0.3588,0.9752444444444445
0.1,2,2,47,-0.3427721534295516,4.3292544555664065,0.3588,0.9753333333333334
0.1,2,2,48,-0.3460785382964394,4.34695938873291,0.3588,0.9752888888888889
0.1,2,2,49,-0.34928493364724245,4.364284063720703,0.3588,0.9753333333333334
0.1,2,2,50,-0.3523772463278337,4.38069446182251,0.3586,0.9752444444444445
0.1,2,2,51,-0.35529216796701607,4.396477089691162,0.3588,0.9752888888888889
0.1,2,2,52,-0.3581454803380099,4.41153141708374,0.3588,0.9753111111111111
0.1,2,2,53,-0.36072745754068547,4.425445294952392,0.359,0.9752222222222222
0.1,2,2,54,-0.3632201205773787,4.4391657325744625,0.3588,0.9753333333333334
0.1,2,2,55,-0.3656156961527738,4.451977913665772,0.3588,0.9752666666666666
0.1,2,2,56,-0.3678545265457847,4.464241654205322,0.3588,0.9753333333333334
0.1,2,2,57,-0.3700755397233096,4.47586446685791,0.3592,0.9752
0.1,2,2,58,-0.3721334977236661,4.486859470367432,0.3586,0.9752888888888889
0.1,2,2,59,-0.3740909185474569,4.497434396362305,0.3588,0.9753333333333334
0.1,2,2,60,-0.37598007965954866,4.507209453582764,0.3588,0.9753333333333334
0.1,2,2,61,-0.37775956214557993,4.516686505889893,0.3588,0.9752444444444445
0.1,2,2,62,-0.3794450192971663,4.526017372894287,0.359,0.9754222222222222
0.1,2,2,63,-0.3811342325232246,4.534873802185059,0.3588,0.9752888888888889
0.1,2,2,64,-0.3826502753777937,4.54302046585083,0.359,0.9752888888888889
0.1,2,2,65,-0.38413855215419423,4.5511054634094235,0.3588,0.9754
0.1,2,2,66,-0.3855477470679717,4.55870816116333,0.3588,0.9753333333333334
0.1,2,2,67,-0.3868844764622775,4.565687602233886,0.3588,0.9753555555555555
0.1,2,2,68,-0.3881775663202459,4.572749542236328,0.3588,0.9753333333333334
0.1,2,2,69,-0.38940061841878026,4.579194152832032,0.3588,0.9753555555555555
0.1,2,2,70,-0.3905682340361855,4.585330683898926,0.3588,0.9753111111111111
0.1,2,2,71,-0.39164990673065186,4.591259313964843,0.3588,0.9753333333333334
0.1,2,2,72,-0.39270387588847766,4.596910134124756,0.3588,0.9753555555555555
0.1,2,2,73,-0.39372876946709373,4.602289289093018,0.3588,0.9753555555555555
0.1,2,2,74,-0.39467093006480825,4.607329315948486,0.3588,0.9752888888888889
0.1,2,2,75,-0.39557954525080596,4.612105130767822,0.3588,0.9753333333333334
0.1,2,2,76,-0.39645191334377633,4.616862105560303,0.3588,0.9752888888888889
0.1,2,2,77,-0.3973057934587652,4.6213187370300295,0.3588,0.9754222222222222
0.1,2,2,78,-0.39808497138456866,4.62553858795166,0.3586,0.9754
0.1,2,2,79,-0.3988531261487441,4.629576228332519,0.3586,0.9754222222222222
0.1,2,2,80,-0.3995619685086337,4.633336434173584,0.3588,0.9753555555555555
0.1,2,2,81,-0.40024183779629796,4.636886889648437,0.3588,0.9753555555555555
0.1,2,2,82,-0.40089143574454567,4.640437104034424,0.3588,0.9753777777777778
0.1,2,2,83,-0.4015372004812414,4.643786991882324,0.3588,0.9754222222222222
0.1,2,2,84,-0.4021289307680997,4.646879567718506,0.3588,0.9753777777777778
0.1,2,2,85,-0.4027002711079337,4.649929989624024,0.3586,0.9753555555555555
0.1,2,2,86,-0.40322372999191286,4.652821635437012,0.3588,0.9753333333333334
0.1,2,2,87,-0.40375676798387006,4.655529114532471,0.3588,0.9753333333333334
0.1,2,2,88,-0.40427935392206366,4.658065222167969,0.3588,0.9754
0.1,2,2,89,-0.4047243827819824,4.660706366729737,0.3588,0.9754444444444444
0.1,2,2,90,-0.4051973246747797,4.663047875213623,0.3588,0.9754444444444444
0.1,2,2,91,-0.405606740916859,4.665321291351319,0.3588,0.9754222222222222
0.1,2,2,92,-0.40599809410788795,4.667516903686524,0.3588,0.9754444444444444
0.1,2,2,93,-0.4063970894813538,4.669536109161377,0.3588,0.9754444444444444
0.1,2,2,94,-0.4067526659445329,4.671465821838379,0.3588,0.9754222222222222
0.1,2,2,95,-0.4071478957306255,4.673437901306152,0.359,0.9754
0.1,2,2,96,-0.40747811041745274,4.675233269500732,0.359,0.9754666666666667
0.1,2,2,97,-0.4078141542781483,4.677004876708985,0.359,0.9754222222222222
0.1,2,2,98,-0.4081026314431971,4.678658325958252,0.359,0.9753777777777778
0.1,2,2,99,-0.40842225086255507,4.680189845275879,0.3588,0.9753333333333334
0.1,1024,1,0,1.0762847747629338,1.5946787567138672,0.4474,0.4809777777777778
0.1,1024,1,1,0.2925436030843041,1.5924447978973388,0.4964,0.8754
0.1,1024,1,2,0.06887069413661957,1.6989550258636474,0.5082,0.9524222222222222
0.1,1024,1,3,-0.03293933441801505,1.809627290534973,0.5122,0.9767777777777777
0.1,1024,1,4,-0.0890627836335789,1.9266290386199951,0.5138,0.9864666666666667
0.1,1024,1,5,-0.12524504789114,2.0307371288299563,0.5148,0.9900666666666667
0.1,1024,1,6,-0.15307787771116604,2.1464004985809324,0.5132,0.9927111111111111
0.1,1024,1,7,-0.17449325823783873,2.2321870136260986,0.512,0.9940222222222223
0.1,1024,1,8,-0.19283112261078575,2.328570841598511,0.5176,0.9952666666666666
0.1,1024,1,9,-0.20852269125634973,2.439975964355469,0.517,0.9959777777777777
0.1,1024,1,10,-0.22300161433870141,2.531040631866455,0.5132,0.9959333333333333
0.1,1024,1,11,-0.23608444287126715,2.598640879058838,0.513,0.9964
0.1,1024,1,12,-0.24726048523729496,2.714228889465332,0.5074,0.9963111111111111
0.1,1024,1,13,-0.25808551835146815,2.7468346565246584,0.5154,0.9963333333333333
0.1,1024,1,14,-0.26875125624049795,2.8533686542510988,0.5118,0.9964666666666666
0.1,1024,1,15,-0.2802842446890744,2.9435713249206543,0.5116,0.9963333333333333
0.1,1024,1,16,-0.291023726272583,2.987291864013672,0.5136,0.9961777777777778
0.1,1024,1,17,-0.2989898723862388,3.0843985927581787,0.514,0.9967111111111111
0.1,1024,1,18,-0.30747790182287044,3.156381943511963,0.51,0.9965555555555555
0.1,1024,1,19,-0.3151298369711096,3.1850881534576416,0.5108,0.9966888888888888
0.1,1024,1,20,-0.3226162157838995,3.271555186462402,0.5104,0.9969111111111111
0.1,1024,1,21,-0.3300500644857233,3.285926036834717,0.5122,0.9964222222222222
0.1,1024,1,22,-0.33614186539649965,3.3091466812133787,0.5116,0.9965111111111111
0.1,1024,1,23,-0.3427576607270674,3.3818728607177735,0.508,0.9968
0.1,1024,1,24,-0.3492929703062231,3.424324806213379,0.51,0.9963555555555555
0.1,1024,1,25,-0.3540253480824557,3.519134359741211,0.5042,0.9969333333333333
0.1,1024,1,26,-0.35956412022764034,3.5117842231750487,0.5082,0.9963777777777778
0.1,1024,1,27,-0.36470633629885585,3.5675014904022215,0.5062,0.9965111111111111
0.1,1024,1,28,-0.3697327269380743,3.5780877445220947,0.5092,0.9964666666666666
0.1,1024,1,29,-0.374251138270985,3.6034517738342284,0.5054,0.9964888888888889
0.1,1024,1,30,-0.37902555729259146,3.6121761547088624,0.508,0.9964666666666666
0.1,1024,1,31,-0.38184708306139165,3.6639541973114014,0.5052,0.9966444444444444
0.1,1024,1,32,-0.38605546401630747,3.683549813079834,0.5084,0.9962666666666666
