beta,zdim,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,train_z_std_mean,train_z_std_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_z_mean_norm_mean,valid_z_mean_norm_std,valid_z_std_mean,valid_z_std_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
0.01,2,0,3,1.206726908909552,0.20521033447086834,0.8542483348512288,0.07733243845947393,0.022453558526291145,0.020249150099159625,12.072677314281464,0.004294615216117541,0.039596428148674236,0.0005057848488890092,0.1652236918083266,0.004293783310215259,4.329022799928983,0.4341423331351326,-1.0070947756369908,0.4341423331351323,-0.11963586609415483,0.0004064083758203805,1.2052892711427476,0.20810313301824676,0.8529384798473781,0.07812369944029243,0.0218906043511298,0.019165687651481987,4.331243011686537,0.419916696211961,-1.0093149873945448,0.41991669621196115,4.209266113804005,0.43450255851258934,4.320974226888021,0.4250652155545217,0.09706666666666668,0.006640281118547127,-2.9950711748948713,0.2946327574011753,0.09666666666666666,0.0052510786663783485
0.01,2,1,3,1.207578002277649,0.20365309374824153,0.8542586999634901,0.07733068820456061,0.022457921585583157,0.02025554005327716,12.053584091591112,0.00601368227307619,0.04203536833175505,0.0009231195358807778,0.1843098486971223,0.006027764680441888,4.3287932507016444,0.4333492020979903,-1.006865226409652,0.43334920209799044,-0.11943962275417465,0.00042443642688142717,1.2056942648357813,0.2075067185098942,0.8529384798473781,0.07812369944029243,0.0218906043511298,0.019165687651481987,4.331138319439359,0.41973214015061167,-1.009210295147366,0.41973214015061144,4.209613274214003,0.4338078759574476,4.32080081354777,0.424953804750725,0.09699999999999999,0.006761656601750783,-2.994951016408717,0.294555466850007,0.09668888888888888,0.005489023839996456
0.01,2,2,3,1.2950181828981098,0.20748268845729545,0.8705920794922294,0.07598765023592602,0.022458586221821886,0.020254298159068134,12.055882244399099,0.006086184854858028,0.04173988419349747,0.0008119649274230374,0.18200511245452092,0.0060968528157772225,4.356439073428963,0.4384002378695563,-1.034511049136971,0.4384002378695563,-0.11197581978966341,0.0005169756196843679,9.514153745439318,3.720448493226929,2.4132360087500673,0.4853256276101199,0.02072407491505146,0.020416798131587515,6.961876657274035,1.5594344177271604,-3.639948632982042,1.5594344177271597,4.243640262589632,0.4380915591849319,6.945197093963624,1.592006032964376,0.09960000000000001,0.001907878402833883,-4.81404378098963,1.1034946664047367,0.09663703703703704,0.0053832081551015935
0.01,2,3,3,1.4559488942225773,0.8213124981463076,0.8325344755342513,0.28651274070801025,0.006854852509797747,0.0017105714855841295,12.065871157429434,0.028086842855453528,0.03914079762468436,0.002213381403193061,0.1720248386616621,0.028096089068126214,3.230492403561419,0.14584080019997858,0.09143562073057347,0.14584080019997858,-0.11698649992996997,0.0036473718707235644,2.049277550644345,1.7310090953446515,0.9821088711420695,0.48815552182988037,0.005121150312738286,0.0007278048739836675,2.933114475674099,0.11373256393333461,0.38881354861789275,0.11373256393333485,3.113809645137081,0.14788550216440424,2.93674477742513,0.10629683826113784,0.24466666666666667,0.03968089380713763,-2.0355963930038112,0.07367933704324413,0.2004074074074074,0.02566741060329596
0.01,2,4,3,2.5470804424222675,2.211945843652671,1.0926522387925421,0.5585384123972001,0.004821853737336244,0.0007618061357490489,12.036803034218876,0.03354452913797995,0.041975344262941916,0.003095688031471438,0.2011049904606559,0.033530466170038874,2.717981831593947,0.12646232452730033,0.6039461926980453,0.12646232452730044,-0.11794681392722961,0.002682285225610948,2.98667758040958,2.7026051308604933,1.2112377749549017,0.6380118334817751,0.004621671202282111,0.00032410107584350816,2.7609131601121693,0.10391451774100714,0.561014864179823,0.10391451774100716,2.6000911770290798,0.12379039388447886,2.7620415364583337,0.09595315266714678,0.2968,0.02940204074549929,-1.9145013224131118,0.06650964712504735,0.2963111111111111,0.03928170497418633
0.01,2,5,3,3.2707754522562027,2.7487578327122835,1.2640337457485271,0.6057311992048853,0.004045569642171772,0.000521486172486541,12.022398712057056,0.0228907295569288,0.044227627840909084,0.002114321514817352,0.21550041137996948,0.022903258552354984,2.4584524875337426,0.09775476452622864,0.8634755367582495,0.09775476452622867,-0.1169532088873287,0.0029763300379511263,3.6485312514834938,3.1906484063791174,1.3309415247705247,0.6470056418230212,0.003834677911880944,0.0007588366033826699,2.639538129170736,0.06870909681326014,0.6823898951212565,0.0687090968132604,2.3415461214842623,0.09477621878502326,2.6416536575317386,0.05835209673370428,0.32739999999999997,0.015347964034359708,-1.8310548113157352,0.04044655626905751,0.3680148148148148,0.02381767507735663
0.01,2,6,3,3.779776604338126,2.9956051309459464,1.3856532393079817,0.6045908340263026,0.0037003054788907652,0.0005172640443209675,12.01134797298547,0.02099409418661585,0.045287913312815654,0.001436233321277425,0.2265479540678136,0.02100184866230505,2.2374022088267584,0.06470273974606382,1.0845258154652335,0.06470273974606391,-0.11633370049072034,0.003201352126674118,3.5531766944461403,2.583049093811377,1.3656649192174275,0.5299863143382614,0.0034527820793704856,0.0005914551429307849,2.5593640539381237,0.0670516403613825,0.7625639703538684,0.06705164036138245,2.1210672281618472,0.061597246580617306,2.5608606499989826,0.06333486537549081,0.35180000000000006,0.004529900661162412,-1.7750533800665327,0.04390033753503799,0.41977777777777775,0.0165175103495699
0.01,2,7,3,4.123956980353052,2.991332847611956,1.4797618541527877,0.5771638486113981,0.0033459492353193295,0.0004419413758022552,12.005154802943721,0.01643281951709097,0.045905416469381295,0.0009921575891465883,0.23273194383716944,0.016432921487425135,2.054111348182866,0.04672283419439606,1.267816676109126,0.04672283419439612,-0.11397407529875636,0.006533325003222519,3.9852748976813417,2.9272963245803054,1.4491358995437622,0.5392283164985183,0.0031169553856468866,0.0003118156256393922,2.53155157301161,0.028239164411047412,0.790376451280382,0.028239164411047592,1.9402173065891972,0.04035702840044502,2.532020116551717,0.023865405585513436,0.36013333333333336,0.0025324559884296527,-1.7550626577325554,0.016542251445982276,0.4640518518518519,0.01186684005976802
0.01,2,8,3,4.546892204519474,3.0520389315485756,1.5771741264245727,0.5548202978952564,0.0029063013282597462,0.0004049551666164556,11.997836828231812,0.013234403194531104,0.046922299163510095,0.0006225717166629742,0.2400521616536108,0.01323966597597793,1.8747746477072889,0.0237326645252386,1.4471533765847033,0.0237326645252386,-0.11160629883295659,0.009798563738988401,4.184574948416816,2.6483565684934947,1.508618805143568,0.4999341968567426,0.0028689568603618276,0.000308792900513208,2.518148978551229,0.016337508742696565,0.8037790457407633,0.01633750874269684,1.7631840885515564,0.015605696991377673,2.516705508295695,0.009592727257767497,0.3688666666666667,0.002858904218985536,-1.7444473266470144,0.006649167362689652,0.5108814814814816,0.004304481347477565
0.01,2,9,3,4.876923895243443,2.9578920556379256,1.658733196782343,0.523268146940543,0.002768332961281747,0.0004269663585551472,11.992516096794242,0.009117207670982038,0.047452256944444465,0.0007212657968740117,0.24538169883078695,0.009123598541958778,1.7113602631019822,0.022772132662186077,1.61056776119001,0.022772132662186077,-0.11112193173418443,0.009848106052490722,4.557593160205418,2.8165998433181096,1.580348677105374,0.5137095531829429,0.002565865379033817,0.0005702625227750134,2.5297982162899437,0.020052460881325725,0.7921298080020481,0.02005246088132576,1.6001288361514057,0.020293369778140977,2.5305410320281982,0.01919373626100208,0.3798000000000001,0.0034871191548325416,-1.75403739085471,0.013304134078497887,0.5588000000000001,0.010144803449896765
