beta,zdim,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,train_z_std_mean,train_z_std_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_z_mean_norm_mean,valid_z_mean_norm_std,valid_z_std_mean,valid_z_std_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
0.01,2,10,3,5.2136224874041295,2.8702579623400997,1.7365089140155099,0.4946708160315576,0.0025458365108175767,0.00042588622331648807,11.989472277236707,0.00996509457912434,0.047992695509785355,0.0007780490533304203,0.24842613737917307,0.009958117666738181,1.5654879636836776,0.0272977438304507,1.7564400606083146,0.0272977438304507,-0.10697524409007393,0.01629878024477268,4.7128684520721436,2.359364686740738,1.6090997325049508,0.4365471467985808,0.0025021454526318442,0.00038895182390539807,2.565489874945746,0.006977322386115066,0.7564381493462458,0.006977322386114935,1.4585783092428137,0.03698025784149958,2.5678907431284586,0.007663462504030984,0.38053333333333333,0.010744921280927706,-1.7799262561430578,0.0053119190833800616,0.5983185185185185,0.016621588421269734
0.01,2,11,3,5.5304795277841166,2.74769239937558,1.8066757420698802,0.4683435636964632,0.002445116836911025,0.0003174035816982199,11.986097984241717,0.007993133746208808,0.04827308731849747,0.0006707685532892248,0.2518007841638543,0.007983587048028666,1.4236872844172248,0.030668020168361877,1.898240740777868,0.03066801939455325,-0.10263864935911966,0.023069975797248198,4.593255784776476,1.743282237240153,1.6149234506818981,0.33777432624516457,0.002295714932390385,0.0002992588564614099,2.6265714168548584,0.037775099908539424,0.6953566074371338,0.037775099908539556,1.3211259741253325,0.046707842021788425,2.6231895062764488,0.030135691000136456,0.3746,0.013417898494175597,-1.8182564134873374,0.020888541678663986,0.6397111111111111,0.01389649569469202
0.01,2,12,3,5.780754303390329,2.5198331492243526,1.8691959877808888,0.43106920153370076,0.002071295730826078,0.0003012855770933917,11.982718874107709,0.007700976767257874,0.048861466224747484,0.0010113024703755935,0.2551751963681344,0.007699408091019231,1.291583729512764,0.04663713770105285,2.0303442990689566,0.04663713683192726,-0.10059977516136837,0.02586819145061647,4.876513030793931,1.78459852141291,1.6681563721762764,0.3344942655533699,0.0018591183729262815,0.000301412109171195,2.6670371956295438,0.014909180959299257,0.6548908286624484,0.014909180959299146,1.1909883547818219,0.06567123029047782,2.662486462783814,0.0061839890634019686,0.3892666666666667,0.011631566245924669,-1.8454950107229184,0.004286418788750634,0.6761703703703703,0.016380194806320345
0.01,2,13,3,6.055939670765039,2.3079832010785144,1.9319617138667542,0.39464142910092104,0.0017466287046607413,0.0001984507183151545,11.979466116789615,0.006485188542084226,0.049299439709595966,0.000975990699220708,0.2584180221187346,0.00645214610248329,1.1769983271757762,0.04563959654626015,2.1449296932780384,0.045639602367526504,-0.0962834819361116,0.03256642899706848,5.373375654220581,2.038390093123609,1.7567483716540868,0.371819818559869,0.001752034088389741,0.00017952332731196774,2.743215004603068,0.02149420402864149,0.5787130196889242,0.02149420402864145,1.0807480970806544,0.073875799396114,2.73780404586792,0.014668510413349685,0.3918,0.011656757696718244,-1.8977011421356675,0.010167430107226772,0.712037037037037,0.009414208681715103
0.01,2,14,3,6.410457445816561,2.1955068013715007,2.003099686042829,0.37172128539744226,0.001717351598816811,0.00022612989119369628,11.97822879299973,0.004779633119729301,0.04954108960700757,0.0004401962462773361,0.25967865798509476,0.004772932118613521,1.0664506329957282,0.05484952715775378,2.2554773929895777,0.05484952000570487,-0.09412926524369554,0.03553264918871068,5.463015026516384,1.820336740687374,1.7926062875323827,0.31972565401006936,0.0016948042773745125,0.00013174545391007926,2.8834773169623475,0.09210156166478964,0.43845070732964403,0.09210156166478972,0.97235858813745,0.08513978738877033,2.875499196879069,0.08023118835493075,0.38060000000000005,0.009824459272652132,-1.993144204422715,0.05561197245489908,0.7445407407407408,0.011076954908328895
0.01,2,15,3,6.66938768056306,1.9477805606607288,2.0584373765371065,0.3330373794596042,0.0015889792030617227,0.00014426598520123375,11.97493756720514,0.004911422471428348,0.0501275449810606,0.00077495429003272,0.26296176778321917,0.004915256647938022,0.9690731986228265,0.06200474161120302,2.352854824427402,0.06200474071497149,-0.09169262808493593,0.03895741541564875,5.720360226101345,1.6178837205904948,1.8472163809670343,0.28384223550954474,0.0015664485722987186,0.00015168876681649705,2.9842922422620983,0.08616402410167182,0.33763578202989364,0.08616402410167176,0.8773215591183415,0.09364910990309264,2.979016161855062,0.07241041080268658,0.3812,0.01489697955962883,-2.0648967002483714,0.050191091849570144,0.7755037037037038,0.013679963420161449
0.01,2,16,3,7.015130313959989,1.8128516868390518,2.1235808605949082,0.30705121621823733,0.0015133278233627082,0.00013454749807513596,11.973182867873797,0.0032802625655799383,0.050211489898989915,0.0004215300570356711,0.2647148314581224,0.00327742525145455,0.8786149764377059,0.06613656355335333,2.4433130518053514,0.06613656438081848,-0.08778896807890497,0.04494219726773973,6.062252733442517,1.8254700763262204,1.874634438090854,0.3052505482873238,0.0014751330794145663,0.00012095919804173368,3.0675727261437316,0.0922862289913935,0.25435529814826113,0.09228622899139352,0.7908535220887926,0.10099083901503503,3.064130931599935,0.08644754262526402,0.38533333333333336,0.026521940602703537,-2.123893763484697,0.059920915913322076,0.8074,0.01633596350705104
0.01,2,17,3,7.307025673714551,1.6195916892201376,2.1796040706562274,0.27353282404516005,0.001530569064815416,0.00024450209254862947,11.971311005679043,0.004699652088235336,0.05073017775410355,0.0008792871696038372,0.26657862540786015,0.004707018359838971,0.8054653458071478,0.06149585388972903,2.5164626705827136,0.0614958584217255,-0.08333044826532855,0.051897957008280225,6.390638033548991,1.5192627796900096,1.951786849233839,0.27779258017225855,0.0014621615539201433,0.0002402427740217418,3.2113896740807424,0.0937469267858389,0.11053835021124947,0.09374692678583872,0.7221340727947377,0.10440165581197146,3.199345899454753,0.08162245339669827,0.383,0.019807069445023896,-2.2176176070543745,0.056576450676045435,0.8309481481481482,0.01346025394314656
0.01,2,18,3,7.615743115092769,1.4433605716176898,2.2337725058649522,0.2425846161970328,0.001451911999152578,0.00019484029005434157,11.972627395933324,0.003371800501549743,0.05075742779356062,0.0004835699504470454,0.2652650606733831,0.0033802688548698503,0.733528432520953,0.062364787801696984,2.5883995953834416,0.06236478695956308,-0.07890066336558171,0.05881138706269142,6.54089445537991,1.249305175177137,1.9856192800733776,0.22346893766101777,0.0014555099446119536,0.00012421872464214972,3.3044060336218934,0.13984274942542219,0.0175219906700982,0.13984274942542224,0.6546595534571895,0.11166224920321112,3.294572389475505,0.12511649142512068,0.38153333333333334,0.019151327195088445,-2.2836236309693434,0.08672417587552494,0.8563333333333333,0.013069066295155184
0.01,2,19,3,7.901136719819271,1.2823398854543053,2.2852199849757278,0.2110742473021467,0.0013928244871115594,0.00019289768579757523,11.969516867941076,0.002281402649303257,0.05112487176452019,0.0003701933199542891,0.2683770728833748,0.002268404073847254,0.6682857128255296,0.059091362025936775,2.6536423125953386,0.05909135790109793,-0.07492949868637051,0.06494176294123921,6.296753512488471,0.8122955523239558,1.9385203917821248,0.14178191316980007,0.0013255414992777838,0.00021116633259831308,3.3625486161973743,0.15375258154519167,-0.04062059190538195,0.15375258154519167,0.5934178954618948,0.11226676645725278,3.3443284105936684,0.13760026242594892,0.3816,0.018924058761269992,-2.3181118410492654,0.09537722171889626,0.8779407407407408,0.01420071869739816
0.01,2,20,3,8.170362850933364,1.1153705358579853,2.333211788173878,0.18283474445420353,0.001320625463311885,0.0002744974911868827,11.969294179569593,0.0038560781658213924,0.051146129261363645,0.000770993087439759,0.26859947485905705,0.0038485714150687422,0.6071328761225397,0.056832442266762116,2.714795152346293,0.05683244048471965,-0.07278459581236045,0.05828719328719671,6.817940023210315,0.8803202331665344,2.028564386897617,0.1516785268929912,0.0013255595307176311,0.0002549976348325849,3.4903871483272977,0.20313129697055657,-0.1684591240353054,0.20313129697055637,0.5344328828811645,0.10134761510757886,3.476955902226766,0.18918290694150863,0.38466666666666666,0.017437125145313738,-2.4100421978375874,0.13113155897994477,0.8988740740740742,0.013892005576231287
0.01,2,21,3,8.372243426062845,0.8735464668054402,2.3725062283602627,0.14705440283661228,0.0012472419058956968,0.0002573235426300047,11.96897857839411,0.004171592263292568,0.0514623776830808,0.0007034760946474618,0.26891396307584015,0.0041683208919157414,0.5548209893432531,0.06147023873040737,2.767107034722964,0.06147024005947413,-0.06115009424022653,0.0681444019077902,7.178781138526069,1.1219176569561988,2.0816165606180825,0.18318315209027006,0.001207520836032927,0.00022330075809166467,3.6383591492970786,0.19003315157019657,-0.31643112500508624,0.19003315157019643,0.49372767562513004,0.11544910736746475,3.621859377288818,0.17658151788660298,0.3806,0.016300920219423184,-2.510481707745966,0.12239703445214399,0.9156962962962963,0.011655006518862742
0.01,2,22,3,8.580714020765189,0.7813107119726465,2.4099848067218606,0.13320780047616088,0.0011778672581413323,0.00023702582033684416,11.966256965290418,0.005712644902730032,0.05181068497474748,0.0006541113471498585,0.27162743729510996,0.0057178764321050846,0.5111475730822844,0.0552220994129817,2.8107804497986133,0.05522210219413492,-0.0588195831232676,0.0637946317471221,6.919918166266547,0.43937857590625456,2.0532356765535145,0.0859501537607124,0.0011532159470435644,0.0002461278008215776,3.695260710186428,0.25675889219491316,-0.3733326858944363,0.25675889219491327,0.45240085082583953,0.10010983598476518,3.672292639541626,0.2381831097862557,0.38433333333333336,0.016030387809823337,-2.5454393145312717,0.1650958387795046,0.9271037037037037,0.011741039837293146
0.01,2,23,3,8.77844984964891,0.540737713807965,2.4453603647875064,0.09813385133713916,0.0011138681453082952,0.00026727047540350677,11.96729399399324,0.005640098774219074,0.05204846314709596,0.0007561832198266748,0.2706090213843819,0.005638065798837239,0.4674304171719334,0.052344100196581006,2.85449760565252,0.05234409793902398,-0.052829173901541675,0.07224105125152637,7.033900896708171,0.3466571578899394,2.080950789981418,0.09864600210444732,0.0010902479536727897,0.00026597961089239733,3.8174967765808105,0.25181224708661537,-0.49556875228881836,0.25181224708661537,0.4147033902768736,0.10767224609851242,3.795171773656209,0.23248320621180896,0.3788666666666667,0.010167267741794462,-2.63061260639801,0.161145020685547,0.9395777777777777,0.0118603187349172
0.01,2,24,3,8.820263809326924,0.3530334293923497,2.4620682402993697,0.0886189060208273,0.001065627005256388,0.00025556726259668366,11.965114640467094,0.007361731489554462,0.052033642084911604,0.0004847059341354403,0.2727784209348487,0.007364249200880265,0.4296685230325569,0.05449425226617682,2.892259497985695,0.05449424867467258,-0.04370590392500162,0.06700342993361055,7.384225156572131,0.4449377382423453,2.134413242340088,0.1212171483253383,0.0010532256500381564,0.00024309073511224292,3.9340349568261046,0.19091787430344606,-0.6121069325341119,0.19091787430344564,0.3860587624585187,0.10234904138046653,3.908637282180786,0.17311360362696696,0.3807333333333333,0.022507184038287276,-2.709260954419685,0.11999315025165361,0.9502074074074073,0.010135144412556463
0.01,2,25,3,9.006615192601174,0.29800563658292545,2.493467610442277,0.07270264430487293,0.001043033601242562,0.00025768809286582446,11.963539842403295,0.008324658560195701,0.05242900193339647,0.0003760809724949447,0.27435450047028787,0.008318146583738424,0.39689374139363115,0.05427356032475058,2.925034289107178,0.05427355757260284,-0.05071492701994651,0.059329384955803935,7.269448280334473,0.27126549122481225,2.120472855038113,0.04545647041361572,0.0010302180437267653,0.00020856969009399025,3.9892889128790965,0.27835609201816147,-0.667360888587104,0.2783560920181617,0.34625117110323017,0.10294547563630473,3.9610015641530363,0.2564980228634663,0.3839333333333333,0.020716499060732578,-2.7455571027677474,0.17779096529299765,0.9568592592592594,0.009138558476521744
0.01,2,26,3,9.090991645148305,0.22676897789628905,2.51300418963938,0.0745238714473856,0.0010143527677317968,0.00022543807073751053,11.96558102875045,0.006517394856424525,0.052166883680555574,0.000691315971163679,0.27231888930228626,0.006527023995351004,0.36151028221303766,0.0475099678987721,2.960417745691357,0.04750997041704935,-0.03681929656445528,0.06171848392585624,7.494662019941543,0.30385778785298106,2.168545405069987,0.09473969102477689,0.0009780920744459664,0.00018076230886335137,4.189898464414809,0.28071445948299,-0.8679704401228164,0.2807144594829896,0.3247991712022711,0.09376719594889747,4.163144599787394,0.25946811805788095,0.3725333333333333,0.018515218965308854,-2.885671940562192,0.17984954377397272,0.9654148148148147,0.009241942325203409
0.01,2,27,3,9.157318894610261,0.20380442668791804,2.5298536261825855,0.07196729729250391,0.0009391910635079539,0.00018868350805512137,11.965220973347172,0.009439033333041464,0.05224402225378788,0.00037839074702048707,0.27268109188386885,0.009442020996074198,0.3302709943699566,0.0503985923004804,2.9916570272409557,0.050398590166889044,-0.03310041400519285,0.047023778599752174,7.447166813744438,0.31510341972520656,2.1682314607832165,0.09314691306159925,0.0009231942175473605,0.0001736753175187741,4.244104120466445,0.3345078025615821,-0.9221760961744522,0.33450780256158213,0.2972431582768758,0.08393227753705418,4.220983024470011,0.3157896904306912,0.3738666666666666,0.014458676749043584,-2.925762595257563,0.21888884060647223,0.9717185185185184,0.008054209338342529
0.01,2,28,3,9.081895457072692,0.2318254599327106,2.526628978324659,0.06946335119470823,0.0009063335352093969,0.00018325353120031963,11.965468917832231,0.006780139074560023,0.052726902817234855,0.000291696251588884,0.2724277590203917,0.0067840648299408455,0.3132830786829193,0.05275595413287355,3.008644943887537,0.05275595831683195,-0.021475825444654085,0.05377497034076134,7.294224103291829,0.2639341439897736,2.1400135623084178,0.02963821152710792,0.0008758108403223256,0.0001709270788695687,4.271238750881619,0.3883069218953933,-0.9493107265896268,0.38830692189539356,0.29191851415192643,0.10081851246925817,4.244267443211873,0.37161875148108336,0.37799999999999995,0.014271650219928985,-2.9419020462842784,0.25758660236059794,0.9740444444444444,0.00804579485289148
0.01,2,29,3,9.163450114654772,0.17446999330504423,2.5441436501163426,0.06075614177734833,0.0008518958835118225,0.00016695536771574212,11.96630582484332,0.008947674288000826,0.05256152836963385,0.0006055044487616418,0.27158436368247774,0.008969766512426636,0.28860367744257953,0.05109511833565142,3.0333243427854595,0.05109511190260982,-0.02334715427379265,0.04645465550004983,7.3129885991414385,0.39752099102026234,2.145867480172051,0.08383005719897688,0.0008462921573987439,0.00016003555017728654,4.32286450597975,0.2963741017630326,-1.0009364816877577,0.2963741017630327,0.2649063191661128,0.08991048478957334,4.299440092849731,0.27678192650632144,0.3748666666666667,0.018502252115170557,-2.9801448294251975,0.19185064193483395,0.978525925925926,0.00535335747115695
0.01,2,30,3,9.19778995351358,0.15776176273891515,2.554247969930822,0.056162261156407746,0.0008251226861444373,0.00017548162057138143,11.963970243930817,0.008950257032016459,0.053325195312500025,0.0006055801331185828,0.27390375496311625,0.008952006658967735,0.2666937868308389,0.05258767636779198,3.0552342385053635,0.05258767918629473,-0.03138088313580462,0.042371909406427676,7.541325993008084,0.27092632230485686,2.1874134010738797,0.07627878838731512,0.0008018524709364605,0.00014067369262531028,4.48252715004815,0.35546727613637435,-1.1605991257561576,0.35546727613637463,0.23541608962129665,0.08909655699469701,4.452636250559489,0.3335672595861911,0.37620000000000003,0.01861074958189489,-3.086332346669812,0.23121110912918547,0.9828222222222222,0.004166948138640956
0.01,2,31,3,9.22371076815056,0.1463389772243777,2.5625004551627417,0.055677510145327826,0.000796556177109861,0.00015815102249587862,11.96532666683197,0.009033363226777594,0.05283876361268938,0.00025654516443366303,0.27258221161636437,0.009027580038896081,0.2461152546333544,0.049820294274051234,3.075812770110188,0.04982029701913077,-0.019572550529670534,0.04778627791503701,7.326044188605414,0.2718593798385467,2.1558136410183377,0.04405195610721884,0.0007934720423589977,0.0001281420978519783,4.494686762491862,0.4333871813089447,-1.1727587381998699,0.4333871813089446,0.2266659045683013,0.09371752882239515,4.464852292124431,0.4147367814483283,0.3741333333333334,0.014302913456122638,-3.094799756331143,0.2874737088579877,0.9853185185185186,0.0031274439003432437
0.01,2,32,3,9.285835865772134,0.10319506773158475,2.576401510473454,0.046888332743573936,0.0007850693291402422,0.000133533802622226,11.966298964890568,0.008023258317406471,0.052775385692866154,0.0005297487545981801,0.2715953258007313,0.008026655531973539,0.23062850478472133,0.04880570122697976,3.0912995193943833,0.04880569449530054,-0.02530244744919015,0.04725079395213359,7.163492096794976,0.23223919771445684,2.127489381366306,0.0064740391501113955,0.0007919840023128522,0.0001473743604644898,4.501486566331651,0.3798807894030255,-1.1795585420396593,0.37988078940302517,0.20542621918475187,0.09197747106477817,4.474851924133301,0.36576876732724706,0.37706666666666666,0.01736356338236287,-3.1017311001903827,0.25353151044110944,0.987488888888889,0.0031272596768448257
0.01,2,33,3,9.235446098175915,0.08872543023395436,2.57361623915759,0.04354323588634572,0.000773403482250587,0.00015323129929413923,11.966472192244098,0.009637846104948345,0.05344711766098483,7.009431154403838e-05,0.2714316842117996,0.00964395396721904,0.21829683889606688,0.05087408087146447,3.103631182601957,0.05087408156797816,-0.020245777400718496,0.04105904497993302,7.373932679494222,0.14727544142537413,2.1707800494299994,0.018809954504214944,0.0007608662255936199,0.00013892383847275057,4.682908535003662,0.45145744366640544,-1.36098051071167,0.45145744366640544,0.1981655581937896,0.0891061746899914,4.655628249104818,0.4319998032802716,0.369,0.019387624919004372,-3.2270356465741608,0.2994394318745373,0.9887407407407407,0.0024735972039869334
0.01,2,34,3,9.259317215644952,0.07864314513593587,2.5807045219522533,0.0365103048567524,0.0007398314668204297,0.0001244702292568613,11.96977411075072,0.011299548695996083,0.05328322285353535,0.0010480841561136926,0.26812128911754396,0.011313901719653427,0.20511746653496768,0.04866878870402077,3.11681055932334,0.04866879043791238,-0.023888084360144352,0.03598025952444895,7.427992767757839,0.25880342295085546,2.17594583829244,0.02538521876491957,0.0007247988121687538,9.531458099979557e-05,4.719779120551215,0.4126439935641346,-1.397851096259223,0.4126439935641347,0.1813149880532865,0.08429165479360379,4.689418192545573,0.3920861500769382,0.3696,0.013078226179417497,-3.250457044467043,0.2717734164612645,0.9903333333333334,0.002001974334143161
0.01,2,35,3,9.266673923441857,0.1407866951982026,2.5849114981564614,0.04522400192323075,0.0007031363232024227,9.933996138909182e-05,11.970119544954011,0.00887375015391407,0.052451788391729814,0.0008750703451757306,0.2677866547283801,0.008872987094616532,0.19312326373024422,0.04537273496754041,3.1288047604488605,0.04537274185343411,-0.01958005937437217,0.03740052625866682,7.130043983459473,0.17198281194909393,2.1367129219902883,0.04845144334900344,0.0006814196046131352,9.286185384082979e-05,4.750407112969292,0.45379559325862234,-1.4284790886773002,0.45379559325862256,0.1736404810923117,0.07974614302364384,4.721103646087646,0.43306447899896316,0.3676,0.015263027222671133,-3.272419704113476,0.30017746823364344,0.9914962962962964,0.0017902801123451217
0.01,2,36,3,9.284011857979225,0.12032143814337189,2.590975097183025,0.042482910774670174,0.000657782882185667,9.538881681999523e-05,11.970082510601392,0.009812524535016128,0.05378055456912878,0.0008983321346458716,0.2677949001222397,0.009813609934126262,0.18093528636646541,0.04553611752403517,3.1409927475633044,0.045536112648841644,-0.02759390057657252,0.03950154947854927,7.421851211123997,0.24627028980529547,2.1831186612447104,0.0364466468287354,0.0006608700948870844,9.0847797423445e-05,4.855087439219157,0.40704081755325444,-1.5331594149271648,0.40704081755325433,0.15343839686844082,0.08409407072941147,4.824161456298828,0.38810375479002135,0.3672666666666667,0.019518538196630745,-3.3438539286420608,0.2690131256563036,0.9929925925925925,0.0017605180681585365
