experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,0,1.4294369092041797,0.93604097684676,0.014924909845417873,12.07048937407407,0.039401485558712125,0.16742597714024174,4.721588118509813,-1.3996600942178206,-1.192754595794461,1.4295976161956787,0.9346875349680582,0.015224040485918522,4.711710294087728,-1.3897822697957356,3.528740683831109,4.700753092193604,0.1008,-3.2583138268626297,0.09906666666666666
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,1,1.4290423196825115,0.9360513680360534,0.014925234136171639,12.050371039997447,0.04264774206912878,0.18752304938706485,4.720749429681084,-1.3988214053890922,-1.1907467056404462,1.4294968446095784,0.9346875349680582,0.015224040485918522,4.711397806803386,-1.3894697825113933,3.530212307824029,4.700411875152588,0.1006,-3.2580772148294375,0.099
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,2,1.500327855348587,0.9474152695726265,0.014936091764618388,12.05135292898525,0.04239109848484848,0.18655535883524202,4.74344889684157,-1.4215208725495772,-1.1146599582650445,11.178300221761068,2.8476321697235107,0.01476815901696682,9.133438110351562,-5.81151008605957,3.6280873516506618,9.116726774597169,0.1,-6.3192334570133015,0.09933333333333333
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,3,1.1279852794991299,0.7082907225597989,0.005800189744067294,12.088400558991866,0.036625162760416656,0.14949393689378418,3.3569127443161877,-0.03498472002419559,-1.1435713551261208,1.1581321954727173,0.732974906762441,0.004739927904059489,3.0243666966756186,0.2975613276163737,2.2137973100238377,3.0191038234710694,0.2372,-2.0926833735272288,0.186
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,4,1.2241086329926143,0.7501957589252428,0.004253275505933826,12.068533463911576,0.03820645419034092,0.16936476012183863,2.8509910336949607,0.4709369905970313,-1.1955189610069448,1.1465197801589966,0.7509560783704122,0.004079810964564483,2.8901697794596353,0.43175824483235675,1.6554868750254312,2.8823998531341553,0.2618,-1.9979273774251343,0.26495555555555556
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,5,1.4030424265021628,0.8332824151624333,0.0036229143337219616,12.053362586281516,0.04045861446496211,0.18453304867514156,2.6359135007316414,0.6860145235603506,-1.1913615885106,1.239587704340617,0.8009575605392456,0.0031192052022864423,2.762514670689901,0.5594133536020914,1.4446095837275188,2.7602023071289064,0.3144,-1.9132265264488757,0.33142222222222223
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,6,1.6068804684010418,0.9184393625367772,0.003109109015151096,12.036620378494263,0.04346102627840908,0.20126345880668273,2.417378781871362,0.9045492424206301,-1.1875932595946572,1.5307679573694866,0.9211442669232687,0.003323552974810203,2.6501073042551675,0.6718207200368246,1.2297689508650038,2.6488260662078855,0.3256,-1.8360263756867499,0.39342222222222223
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,7,1.8022853501818397,0.9979815042831681,0.0031152404818302866,12.029396837407893,0.043600038470643955,0.20848393914374438,2.2333232245661994,1.0886047997257926,-1.1849168484861201,1.592869718869527,0.9543339411417643,0.0029556491257001958,2.594989856084188,0.7269381682078043,1.0484873840332032,2.5961631393432616,0.3356,-1.7995231553785502,0.4283777777777778
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,8,1.9596369422294877,1.0607344470918179,0.0027931006757584823,12.02011668140238,0.04551077178030302,0.21778543242676693,2.0458184067498553,1.2761096175421367,-1.1824153248559346,1.8450084527333577,1.0378919839859009,0.002868776675313711,2.57946515083313,0.7424628734588623,0.8635029999203152,2.5809456424713133,0.3362,-1.7889753056429327,0.468
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,9,2.1451482346112076,1.1262653859501535,0.002566733644925989,12.016342802481217,0.046099150686553035,0.22156004345213826,1.894270876591856,1.4276571477001363,-1.180182820694013,2.2041881879170737,1.1262377103169758,0.002298685722053051,2.536353429158529,0.7855745951334635,0.7140281500286526,2.5388162784576416,0.356,-1.759773321103584,0.4991555555555556
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,1,transformer,10,2.3052040074359286,1.1836818659847432,0.002310716898963702,12.01071417873556,0.04645433830492424,0.22717257013375108,1.7394899421117522,1.58243808218024,-1.1780194030566649,2.2396186987559,1.1416787306467693,0.0023205348600943885,2.5643550554911294,0.7575729688008627,0.5614558335198296,2.564664064025879,0.3454,-1.7776896786984988,0.5386
