experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,,epochs,run_count,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_DIQ_xzCy_mean,train_DIQ_xzCy_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,train_h_acc_mean,train_h_acc_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,test_z_mean_norm_mean,test_z_mean_norm_std,train_z_std_mean,train_z_std_std,test_z_std_mean,test_z_std_std
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,2,5,3,default,transformer,best,3,,,,,3.2774816101247612,0.024790597835204268,-2.9108713785807296,0.5803753932784387,,,,,,,,,0.0444463895012935,0.02479061868579888,6.232799402872722,0.5803753932784389,,,0.9998962962962962,0.0001607595141792407,0.34669999999999995,0.012504799078753731,,,,,-0.030807345668873064,0.017183170729981257,-4.318316564462918,0.4020861393702136,,,,,,,,,,,9.275283553383568,0.08920245216485674,7.173710854848227,0.3547698669446251,2.6506137269915957,0.020941305022128417,2.1689359188079833,0.05857923742427598,0.00033085289407719045,5.787714280814826e-05,0.0003345291246660054,6.0000485199903626e-05
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,10,5,3,default,transformer,best,3,,,,,3.320295279676264,0.00013111871264775082,-0.329269011815389,0.09815417410743536,,,,,,,,,0.0016327387737956915,0.00013112718363921026,3.6511970361073813,0.09815417410743497,,,1.0,0.0,0.5128333333333334,0.0010408329997330873,,,,,-0.0011317244897596868,9.090182277648979e-05,-2.5305317321080376,0.06845217453788974,,,,,,,,,,,4.65644012075482,0.319358193423019,4.150785716374715,0.2933562523563934,1.7355213400089378,0.07241190281311657,1.6059379021326698,0.05607704227812789,0.0011681979733773253,0.00020889498048742733,0.0011693696258589625,0.0002094218532488142
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,100,5,3,default,transformer,best,3,,,,,3.3208092053731284,0.00014685470575169436,-0.6621167500813802,0.05466340633068834,,,,,,,,,0.0011188266340248062,0.00014686690834943134,3.984044774373372,0.054663406330688016,,,1.0,0.0,0.5309,0.00036055512754641693,,,,,-0.000775511244061103,0.00010179073352743776,-2.7597510558729828,0.03824309664987194,,,,,,,,,,,3.9421138799551763,0.31247336651103913,3.823858865102132,0.2966859388004015,1.5859812931580979,0.06168318068490111,1.563688294092814,0.060090176240963696,0.004050021497250506,0.0006004297046301935,0.004048152935380737,0.0005968939642314864
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,transformer,best,3,,,,,3.3200654875148428,0.0001174797765203195,-0.838898229598999,0.06381107598601514,,,,,,,,,0.001862540345455548,0.00011749956980255851,4.160826253890992,0.06381107598601564,,,1.0,0.0,0.5343,0.0054369108876272994,,,,,-0.001291036742892782,8.138999164544072e-05,-2.8830404432736265,0.04409170656411645,,,,,,,,,,,5.466988729708123,0.17656457451817537,5.412705898284912,0.18364949164266456,1.9513014807845606,0.0576504096211914,1.944428563117981,0.05892074269838959,0.13704896198980734,0.006863892061232287,0.1358373334010442,0.006649373495382772
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,2,5,3,default,transformer,best,3,,,,,3.2619909553816826,0.03232043689057195,-2.6409458160400394,0.38206988705446715,,,,,,,,,0.0599370649592443,0.03232043232482506,5.96287384033203,0.3820698870544661,,,0.9999851851851852,2.5660011963927124e-05,0.33626666666666666,0.007479527614317207,,,,,-0.041544419925413224,0.02240187758034236,-4.131431567100627,0.2642042713991215,,,,,,,,,,,6.988538612018933,1.4151639900872135,5.402091852823894,1.290123375516603,2.304003827499621,0.20384031383108742,1.871225587526957,0.2187260522126656,0.00034615280200148737,6.668840027476288e-05,0.0003468803459933648,6.8548371965049e-05
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,10,5,3,default,transformer,best,3,,,,,3.316876382538767,0.0004684602579624144,0.17303253809611,0.059735744086815645,,,,,,,,,0.005051634768306306,0.00046843761666794776,3.1488954861958827,0.05973574408681579,,,1.0,0.0,0.49226666666666663,0.005120872321522307,,,,,-0.0035015424864649545,0.0003246833138455586,-2.182791834470788,0.04046793323499378,,,,,,,,,,,1.49733985192848,0.13196581716144634,1.3046009222666421,0.12324647713702483,0.9867753865140857,0.053824819378746336,0.8982933481534322,0.04706070320193776,0.0014492249677211723,0.00014965112069428385,0.0014548753698666891,0.0001525097998170471
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,100,5,3,default,transformer,best,3,,,,,3.317305503469525,0.0004244323437358204,-0.07997754414876301,0.043524013379533495,,,,,,,,,0.0046225212951839885,0.00042442684677795894,3.401905568440755,0.04352401337953345,,,1.0,0.0,0.5175666666666666,0.002753785273643051,,,,,-0.0032040964050859383,0.0002942649679995514,-2.356714277932534,0.03031386159466216,,,,,,,,,,,1.6770220724019138,0.0690256285797227,1.6391967614491783,0.06278282374137566,1.0008087076924064,0.03809747234781595,0.9884249925613403,0.03756130002565257,0.004286537906437209,0.00014734401471002851,0.004283452996363243,0.00014872786857044685
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,transformer,best,3,,,,,3.3162045045332476,0.00036426034852895926,-0.47308295567830405,0.019902428520256463,,,,,,,,,0.005723518382927233,0.00036425133849624406,3.795010979970296,0.019902428520256168,,,1.0,0.0,0.5173666666666666,0.0023755701070128955,,,,,-0.003967370444770089,0.0002523948058382971,-2.629032305962417,0.013383342846987169,,,,,,,,,,,1.9055202549154109,0.06316461165828545,1.8874716520309447,0.06130455871155024,1.2290599544843037,0.02557431558324826,1.2247162501017252,0.02527757486020448,0.010302274544356447,0.0009300382149891766,0.010262316962083181,0.0009179529262210699
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,2,5,3,default,transformer,best,3,,,,,2.8721532063050703,0.007649318925461299,-0.44646347363789873,0.03793565314495698,,,,,,,,,0.44977483198498236,0.007649342651822336,3.768391497929892,0.03793565314495694,,,0.9552222222222221,0.047834534763592985,0.33159999999999995,0.006691038783328036,,,,,-0.31175508144010516,0.005305482302681021,-2.611358256309208,0.02600132778289494,,,,,,,,,,,1.4526323025876826,0.20853458696514499,1.192293572425842,0.21792684871989837,1.0336926371762247,0.07362216396430951,0.8711766799290975,0.08116214121169427,0.0006315592036116869,0.00013789827784472505,0.0006374610064085574,0.00013509245314286607
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,10,5,3,default,transformer,best,3,,,,,3.3149864240126177,0.00063783267213686,0.23284653027852378,0.12162043653825351,,,,,,,,,0.006941578703734911,0.0006378274640873639,3.0890814940134685,0.12162043653825412,,,1.0,0.0,0.48510000000000003,0.006450581369148067,,,,,-0.00481154852573076,0.00044218666735643467,-2.1418096565540576,0.08381584164987221,,,,,,,,,,,0.9724242894938498,0.003996494258037446,0.8834498882293701,0.007322921048798477,0.7895846755215615,0.010150454868318904,0.7403805414835611,0.00795418108602128,0.0015212050956589255,0.00016690809460651596,0.0015264330354208746,0.0001702814521437923
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,100,5,3,default,transformer,best,3,,,,,3.2978800571326055,0.0010267199961341217,0.3476531823476156,0.041064075461891246,,,,,,,,,0.02404796865514734,0.001026723345487451,2.9742748419443763,0.041064075461891635,,,1.0,0.0,0.49656666666666666,0.0022368132093076843,,,,,-0.01666873174620356,0.0007118761119798079,-2.061615158120449,0.028608266474453633,,,,,,,,,,,1.0086633183739402,0.002018794323752142,0.9978040655454,0.000918243740883252,0.727189945452141,0.022257245581086365,0.720692491531372,0.022770450276960855,0.004822535976541764,0.00013200841729709174,0.0048253962770104415,0.00013152677156861087
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,transformer,best,3,,,,,3.2884943665880146,0.0017828507901793242,0.4655339241027832,0.044486940651122034,,,,,,,,,0.033433662163037246,0.0017828527005512892,2.8563941001892093,0.04448694065112204,,,1.0,0.0,0.5106666666666667,0.0028867513459481155,,,,,-0.02317475204043067,0.0012352295779191008,-1.9782014683419404,0.03014572349392033,,,,,,,,,,,1.0358444109107507,0.006283802994153345,1.0303117116292315,0.0071098394051642335,0.926386900020368,0.007839124064951387,0.9241957624753318,0.007563592243772128,0.0065619457498983,7.319901091230531e-05,0.006560173444449902,7.2877046479482e-05
QminimalityZdim,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,2,5,3,default,transformer,best,3,,,,,1.4288088607065605,0.13993544398829771,0.6620008786519368,0.03517697220344633,,,,,,,,,1.8931191635854319,0.13993544398829752,2.659927145640055,0.03517697220344677,,,0.5146888888888889,0.06504221990653734,0.29833333333333334,0.011609191760554792,,,,,-1.3122053420841349,0.09697099625696443,-1.8440552565624782,0.024713741304543423,,,,,,,,,,,0.22476655199672235,0.0469092198345366,0.2160839517911275,0.04452499092671894,0.3925859724933451,0.033819726666692224,0.3699321746826172,0.03514444265690392,0.0021232223053547473,0.0004480818973637749,0.0021374029029781623,0.0004461842481165161
