experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_further_mean,train_H_Q_xCz_further_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_nofreeze_mean,train_d_H_Q_xCz_nofreeze_std,train_d_H_Q_xCz_maxep_mean,train_d_H_Q_xCz_maxep_std,train_d_H_Q_xCz_minep_mean,train_d_H_Q_xCz_minep_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,test_d_H_Q_xCz_test_mean,test_d_H_Q_xCz_test_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std
corrWidthnewBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,width128,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.49158,0.0038989742240748246,-6.797081439505648,0.23094547444748434,0.9992844444444444,0.00038598918938353603,-0.006516152779361401,0.0008831140988168215,17756.723710710423,3424.513678389788,,,154.29355334149707,11.200268921414484,0.03167339637875557,0.002343932618783714,10.872582585161382,0.16857572771128848,,,14.13413764780218,0.131185199119855,,,,,,,,,,,15.533247256278992,0.002043657677522905,0.2814019313759425,0.07062130229115679
corrWidthnewBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,width2048,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.5462200000000001,0.003933446326060674,-4.870972027651819,0.09114899221308585,0.9979688888888889,0.0010228983271343922,-0.007551546342993308,0.0027367255256652316,39207.047893658695,7457.259819782919,,,138.09412362409148,15.404583335067798,0.021894812397658826,0.005841717196222576,12.036933441595597,0.10006486196490989,,,15.369245182384143,0.08390934909839909,,,,,,,,,,,15.534765859083697,0.004844717337586074,9.417056847702373,2.2521159626691936
corrWidthnewBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,width32,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.42876000000000003,0.0027051802158081935,-5.734409240255435,0.22597981419712102,0.9590266666666667,0.004100418527268301,-0.16122786263664918,0.012293726137668845,22082.894248470235,1483.6873698150607,,,262.30535000108097,9.727252201316157,0.3523096740245819,0.01946830377490197,11.813900472901086,0.04828091889241385,,,15.10287527821281,0.030372451980545473,,,,,,,,,,,15.550003073432228,0.0015438129861968155,4.522825437242334,0.4893586183205481
corrWidthnewBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,width512,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.526,0.0036062445840513878,-5.926182627728129,0.1597922206812358,0.9990355555555557,0.0005131842015216327,-0.005659072812175485,0.0015025398754564912,29081.975865272318,6428.51378275024,,,139.81900134780113,17.491445551275294,0.022303201258182526,0.004249660195479725,11.371701377088373,0.30765002239035927,,,14.604601758176631,0.17641838224576759,,,,,,,,,,,15.511961746215821,0.0036259012035461985,1.0871750721877271,0.6290335940755906
corrWidthnewBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,width8192,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.5511800000000001,0.0042150919325680235,-4.6862496711483415,0.27932235427052604,0.9985955555555556,0.0011232008933906431,-0.005383940460899428,0.0033290744268553423,49096.64785318177,2466.2266034084996,,,140.20615537959168,10.440891659946612,0.014709231071174144,0.004965063612601651,12.17541865869002,0.029181782456641932,,,15.486862280152058,0.018004510553003592,,,,,,,,,,,15.548982862992721,0.001291096547600455,12.864048346606168,0.8423432951978191
corrWidthnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,width128,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8131837738168407,0.0028324362826981165,-2.339982532098751,0.03016794636306951,0.9986137022038191,0.0002699621781715317,-0.006462147365981946,0.0006265180890528125,10869.831692111695,762.28047216642,,,109.44516096236278,4.104039985185948,0.020785913243889807,0.0009216333265086978,12.409787577252054,0.07325235495864288,,,15.261877969253893,0.1058793514806431,,,,,,,,,,,16.05389870636223,0.0010157297228868705,0.316736077777175,0.08139696740762022
corrWidthnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,width2048,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8486631837738168,0.0029224643504265125,-1.728613447018588,0.04549148899053467,0.9975732204880859,0.001280363385382076,-0.00841943010114503,0.0034957745745676848,43779.352905077736,7643.360350367379,,,208.0167422809881,54.2319257354464,0.020242944359779358,0.0032914721142029424,13.129082401778344,0.045592415761284755,,,15.945493680377343,0.060273906275973566,,,,,,,,,,,16.057978601973186,0.0029973840673425995,6.718868181686991,2.5537501612210294
corrWidthnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,width32,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.7615857406269207,0.0012191913742482417,-3.405675485948045,0.1282801038410629,0.9986774051660067,0.0006432646775726395,-0.01269796625349017,0.002984377168831912,13636.656553553219,1156.2428629291967,,,173.57406753219885,5.336539618244805,0.05370221883058548,0.007120451068602645,13.000835789820945,0.04000356617698124,,,15.706579439030136,0.05274502971233916,,,,,,,,,,,16.06554416390352,0.0006957711565324632,5.815930743919786,0.5378284300423781
corrWidthnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,width512,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.833420405654579,0.0015798024712279895,-2.0400531680100307,0.047608423783154365,0.998819978462332,0.00023726152733329753,-0.00520296350267338,0.0006614017476997487,20170.298662046338,2722.113974003945,,,140.3361395318479,16.332661297524325,0.016325944662094118,0.0018043831245526524,12.880262363049408,0.061874640366135956,,,15.63577528960945,0.09651751871286243,,,,,,,,,,,16.046303584963773,0.001596554564669238,1.093398445151573,0.20942483876937007
corrWidthnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,width8192,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.85259680393362,0.0013888760342319062,-1.57452583373691,0.03911225011185892,0.9989473843867073,0.00035515624861065526,-0.006202584455239915,0.0010690869742470096,74212.72360376708,44035.926798645734,,,331.8450078107202,222.62646228949308,0.02416125312447548,0.002665979012496949,13.152342314313548,0.03623786413910964,,,16.053637852040374,0.003952591293695628,,,,,,,,,,,16.067812143370166,0.0009986660228661997,15.916216711295666,0.15568129247377244
