data,encoder,run,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
svhn,width512,1,0.8329748002458512,-1.9784038870342484,0.9989989534513356,-0.005185377598546883,17179.869184,150.4515144593932,0.01786266826093197,12.946922065675723,15.65757271670556,16.046179512674495,1.446049779884575
svhn,width512,0,0.8361631837738168,-2.0416780708061157,0.9986349365245484,-0.005209757908070605,17743.106352039133,111.57273237388695,0.014563054777681828,12.779122810955196,15.483842088270555,16.0449991447981,1.0240700402001075
svhn,width512,2,0.8330516287645974,-2.0082890594127054,0.9984984301770032,-0.0062734311786697755,23446.192331207967,147.7458491379707,0.0186349842697382,12.901824226675107,15.667216729748153,16.04675149547961,1.0039224504500397
svhn,width512,3,0.8320912722802705,-2.0813948209739848,0.9989534513354872,-0.004818204381822238,20297.577013232512,149.06296514602482,0.015121644362807276,12.879909293596134,15.747751723888307,16.048768420552097,1.0951446031415186
svhn,width8192,2,0.8539105716041795,-1.5529725686376448,0.9987107733842956,-0.006889670402162375,47721.858844444454,299.12664541962823,0.024939510971307755,13.112351277077847,16.05173368232195,16.067706292913865,15.851195076639335
svhn,width8192,3,0.8509910878918254,-1.6076989799095982,0.9989686187074366,-0.006056310186265848,64523.876209362425,179.09152796998802,0.022992635145783424,13.13242051028466,16.050877578498778,16.06665206140326,15.677668985470321
svhn,width8192,1,0.8512984019668101,-1.6253081967683398,0.9994539746098192,-0.00486020917592646,152174.2947845805,722.6618763294491,0.02206161990761757,13.13593108894289,16.060493277024854,16.069024152533952,16.07231208150701
svhn,width8192,0,0.8529118008604795,-1.5395695058246182,0.998528764920902,-0.007592072754274645,51069.76570749108,232.70345600678132,0.028484392911195755,13.19661008110342,16.053504101065702,16.068601312563402,16.00689146500225
svhn,width8192,4,0.8538721573448064,-1.5470799175443488,0.9990747903110828,-0.005614659757570249,55573.82247295688,225.64153332775416,0.02232810668647289,13.184398614158926,16.051580621290576,16.067076897436333,15.973015947859414
cifar10,width128,4,0.4916,-6.909686472157362,0.9986444444444444,-0.0077975794177723426,23446.192331207967,150.6875,0.031955938786268234,10.925143133510243,13.909386385570874,15.535256190733476,0.2500269724564119
cifar10,width128,1,0.4902,-6.5515448026745275,0.9994,-0.0069280662562271386,16384.0,148.5976373045682,0.03493345901370048,11.064024513418024,14.167801011692395,15.5333608714017,0.2723466120660305
cifar10,width128,0,0.4951,-6.735183147022388,0.9992444444444444,-0.006266203109214125,16908.254976064498,154.58610313107064,0.031122317537665367,10.836620688438416,14.149737054651434,15.53030742298473,0.1849465355785056
cifar10,width128,2,0.4858,-7.136946766612853,0.9996444444444444,-0.006113575307721992,17743.106352039133,173.2146879597686,0.031979013234376914,10.928757147355514,14.24972455068068,15.532299280166626,0.3601063286716288
cifar10,width128,3,0.4952,-6.652046009061109,0.9994888888888888,-0.0054753398058714035,14302.064894240502,144.38183831207792,0.02837625332176685,10.608367443084717,14.194039236415515,15.535012516108425,0.3395832081071355
cifar10,width512,0,0.5248,-5.795917977107194,0.9986444444444444,-0.007131847054849886,36720.42077904313,165.1107405368439,0.0273702684789896,11.670752156864513,14.881182464686306,15.516493970697574,1.792892044240778
cifar10,width512,1,0.5317,-5.913448712888894,0.9991333333333332,-0.0053245548479994255,23890.660021359923,135.03950521514065,0.0233711451292038,11.388851154934276,14.623788822780956,15.513621059331028,0.7468259937383912
cifar10,width512,4,0.5272,-6.2019670279970835,0.9996666666666668,-0.0033801226330277016,27950.38067471887,148.93912609267585,0.015718087553977966,11.668455980040813,14.610793124545705,15.512799902395768,1.7503502463752574
cifar10,width512,3,0.5227,-5.851724074025362,0.9984,-0.006902224661627154,34663.669421487604,120.58287800823963,0.02153887040913105,11.145686062899502,14.485250960696828,15.50984035838734,0.5802307904443957
cifar10,width512,2,0.5236,-5.867855346622107,0.9993333333333332,-0.005556614863373256,22184.74842975207,129.42275688610565,0.023517634719610214,10.984761530702762,14.421993418173356,15.507053440267391,0.5655762861398134
cifar10,width8192,4,0.5482,-4.798824321594102,0.9985555555555556,-0.005910001721912915,48364.570244583585,147.66221218121447,0.015807872638106346,12.172937035560608,15.493962147019124,15.547958449883895,12.315023606473751
cifar10,width8192,0,0.5585,-4.2793004967675055,0.9998222222222222,-0.001922546427689057,49689.56564394466,130.62079090108512,0.01023828610777855,12.198797540231185,15.512812105092134,15.550503329797225,14.237336386333814
cifar10,width8192,1,0.5505,-4.535437119296662,0.9968,-0.010608201416747712,50372.575717770684,132.65155689578242,0.022299075499176983,12.180249495939774,15.469601186839016,15.54768553647128,12.716637448831039
cifar10,width8192,3,0.5485,-4.831502935222411,0.9986444444444444,-0.005278817122851762,51781.53086419753,135.44040577178214,0.01493621524423361,12.127204429019582,15.470300143415278,15.548576528375799,12.078393936157227
cifar10,width8192,2,0.5502,-4.986183482861027,0.9991555555555556,-0.003200135615295697,45274.996795412386,154.65581114809427,0.010264705866575241,12.197904792698948,15.487635818394748,15.550190470435405,12.972850355235012
cifar10,width32,4,0.4271,-5.996502003324896,0.9626666666666668,-0.15084677231581592,22184.74842975207,273.92655550804125,0.3322724401950836,11.787399638782848,15.059350382197987,15.5480905121023,3.929687643593008
cifar10,width32,1,0.4261,-5.950855777722063,0.9622222222222222,-0.14952208180004062,20297.577013232512,268.6097599213402,0.3387258350849152,11.741358431902798,15.135989741845565,15.549739740111614,5.089640129696238
cifar10,width32,0,0.4282,-5.635178745322357,0.9558666666666666,-0.17014115918985662,24347.88716553288,264.2140615343929,0.3604095578193665,11.849780266935177,15.10157969864932,15.549165790731257,4.132142150943929
cifar10,width32,2,0.4331,-5.603667949470391,0.9608666666666666,-0.15797767685819125,22184.74842975207,253.67975474749656,0.3486572504043579,11.839261098341508,15.090997446667066,15.550977901978927,4.881687364794991
cifar10,width32,3,0.4293,-5.485841725437467,0.9535111111111112,-0.17765162301934134,21399.51020408163,251.09661829413398,0.3814832866191864,11.85170292854309,15.126459121704102,15.55204142223705,4.580969897183505
cifar10,width2048,1,0.5433,-4.783960782853206,0.997,-0.008719685526562992,47091.874216043165,150.49518524275118,0.02359207347035408,12.127983537587252,15.42839002609253,15.535326784307307,11.45251482183283
cifar10,width2048,0,0.5501,-5.009611855609166,0.9989111111111112,-0.005051090180095692,33511.495396523205,121.3900327006402,0.016531113535165787,11.904746781695971,15.24992256814783,15.534188617359508,7.984618593345988
cifar10,width2048,4,0.5409,-4.823789312116017,0.9984666666666666,-0.007400188526654305,29743.540831024933,124.79539504725322,0.02545114979147911,11.981192285364324,15.318692879243331,15.52688769860701,6.773316388780421
cifar10,width2048,2,0.5489,-4.822898766722626,0.9987333333333334,-0.005036216137038824,45274.996795412386,156.50293278002815,0.01516019832342863,12.1423317193985,15.454114512963727,15.538785565983165,12.02195224978707
cifar10,width2048,3,0.5479,-4.914599420958078,0.9967333333333334,-0.011550551344614723,40413.33222928977,137.28707234978464,0.02873952686786652,12.02841288393194,15.3951059254733,15.538640629161488,8.852882184765555
