experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_further_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_nofreeze_toagg,train_d_H_Q_xCz_maxep_toagg,train_d_H_Q_xCz_minep_toagg,train_H_Q_xCzy_toagg,test_d_H_Q_xCz_test_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg,train_d_H_Q-_xCz_toagg,train_d_H_Q+_xCz_toagg
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5297,-10.905525622920749,1.0,-7.607648080179767e-06,1419823.8995041326,,62.07142511982668,0.00011141569120809436,12.16046194596724,,15.48994307084517,,,,,,15.544349204410207,14.988964438438414,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5303,-11.037649010131922,1.0,-7.217321419336523e-06,1588375.479289941,,63.29860680178415,0.00010796816059155391,12.136634772474116,,15.459490754387595,,,,,,15.542414556850087,13.45263093168085,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5297,-10.799529040874155,1.0,-8.0146176121136e-06,1419823.8995041326,,61.096081717012545,0.00011738127795979379,12.148585503751583,,15.501175479455428,,,,,,15.546975861896167,14.732103629545731,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5306,-11.205510090048232,1.0,-5.266708837585082e-06,1619367.441229145,,61.059957086252524,8.102020365186037e-05,12.15843374078924,,15.468756534836507,,,,,,15.535749728029424,14.165782603350554,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.5197,-10.969268067971528,1.0,-8.188740068967428e-06,1445995.2179109503,,61.17830625515878,0.00011894281487911941,12.144993792880664,,15.449205897071145,,,,,,15.547135027972136,14.213529554280367,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8033,-2.3204545477112504,0.9999777777777776,-2.957680523020909e-05,279329.2986472425,,397.3402391213354,1.9045484805246815e-05,11.981947129422968,,15.239531831307845,,,,,,15.543646292252975,10.701303536241703,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.8094,-2.2452497130232807,1.0,-2.4501591492291183e-08,288562.7046492878,,387.8966921101545,3.1536748679172893e-07,11.955772183158182,,15.240201689980244,,,,,,15.544348033991726,10.675910386172207,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8101,-2.130215239371726,1.0,-7.154141090187396e-06,266288.5049290099,,378.8082257224624,1.947302371263504e-05,12.009402199224992,,15.296513774178244,,,,,,15.54526493766091,10.451475880362773,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.8104,-2.252645714932467,0.9999777777777776,-0.0001612486654756339,283889.7016326261,,389.3881017057404,2.246473559353035e-05,11.995864683931524,,15.25743579864502,,,,,,15.547836314548144,9.585679059678858,,
corrBatchBob,cifar10,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.8051,-2.2852179270639184,1.0,-8.755281783123791e-10,308457.86383223213,,390.4528220540863,2.082070693631977e-08,11.984279697591608,,15.289723602208225,,,,,,15.547084895047275,10.908453020182524,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.7245,-2.803095143466499,1.0,-2.634665013090398e-08,1173408.1814083736,,2043.87089856478,3.6505474554360257e-07,12.044062950394368,,15.366344040090388,,,,,,15.545558322559705,10.97791507027366,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.7247,-2.7670597698041837,0.9999777777777776,-1.6282359927888652e-05,1016560.306745562,,2015.1523515605465,2.2390879166778174e-05,12.09343485398726,,15.370589288798245,,,,,,15.546516678550027,11.27930160002275,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.7272,-2.7051212996048686,1.0,-8.093012107540036e-09,942654.0018655693,,2053.5656794950587,1.9531339034983827e-07,12.056724147363145,,15.385685866529293,,,,,,15.544007084586404,9.17517121813514,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.7267,-2.667779700675028,1.0,-5.951204762924236e-09,1048576.0,,2245.2558874212978,1.5322218871460788e-07,,,15.557057976722716,,,,,,15.5578271150589,15.55978857387196,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.7273,-2.7621042352091294,1.0,-6.976455245788e-08,1048576.0,,2221.4687708811034,8.1343694091629e-07,12.07078037478707,,15.363275614651767,,,,,,15.541839111935008,10.828986568884416,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5259,-8.644246375369956,1.0,-1.3720761238246523e-05,2120971.504197531,,45.748433737704346,0.00017415684123989197,12.198340318419714,,15.489026405594563,,,,,,15.550673007965088,15.283564274961298,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5159,-8.75784709714829,1.0,-3.4221004926397173e-06,2029757.7013232515,,46.786343243114224,5.828527719131671e-05,12.123297062787143,,15.450833992524581,,,,,,15.541885581883518,14.801389358260415,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.5213,-8.542969216094878,1.0,-5.913659110022549e-06,2618483.3385154703,,44.73092841682643,9.65064755291678e-05,12.196919950571926,,15.478845748034392,,,,,,15.543778343634171,15.366804740645671,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5172,-8.773392026421767,1.0,-6.283875800821192e-06,2120971.504197531,,46.46610985690942,0.00010157905489904806,12.1628314148296,,15.458208777687766,,,,,,15.546762802384114,15.036567720499905,,
corrBatchBob,cifar10,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5252,-8.597217492821411,1.0,-7.191364554933935e-06,2074612.8709093104,,46.34615216296279,0.00011370068386895581,12.157649907198818,,15.510619824582882,,,,,,15.541834202679722,15.307002089240337,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.4927,-3.5159400867227637,1.0,-6.663647457391354e-05,11742402.791405015,,13830.098770435445,0.0010596507927402854,12.15940773487091,,15.418765003030948,,,,,,15.541959199038418,14.355607856403694,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5078,-3.5369352776603176,1.0,-4.7694859335237545e-05,13826161.005180825,,15140.036459665478,0.0007771594682708383,12.099705446850171,,15.434311823411422,,,,,,15.542429219592702,14.369194680994207,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.502,-3.649868635486185,1.0,-5.650423468806689e-05,14861478.532871973,,14613.546592117877,0.0009023345191963016,12.110246062278748,,15.424446073445408,,,,,,15.534799575805664,14.49160454489968,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5033,-3.436507739391287,1.0,-5.896559590301188e-05,9079069.459109526,,13696.224297228779,0.0009436855907551943,12.146244049072266,,15.448377186601812,,,,,,15.538197907534512,14.802917220375754,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.493,-3.629237622902633,1.0,-4.5549488407420796e-05,12216795.864177778,,14012.940305303522,0.0007438883185386658,12.124724908308547,,15.44183566353538,,,,,,15.531292113390837,14.2410405440764,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5023,-2.7463293330266767,0.9999777777777776,-0.01829123353485954,743588.5207756233,,32.09096948154769,0.13142545521259308,11.415200504389675,,14.89627656069669,,,,,,15.502444332296198,1.8407499451528897,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5131,-2.51133789709885,0.9999111111111112,-0.024893450303112418,646613.3156686364,,32.031288109733424,0.16726715862751007,11.397911429405212,,14.765728484500539,,,,,,15.504079125144266,0.9870802536606788,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.496,-2.6901174395909844,1.0,-0.01890811516079609,696980.3717797882,,31.58699158054427,0.13557103276252747,11.684650052677501,,14.877732732079243,,,,,,15.508224660700018,1.6830226501280612,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5027,-2.6275013574865955,0.9998666666666668,-0.02563386482964009,763549.7415111111,,31.66921644151511,0.1702081263065338,11.529936692931436,,14.835098483345725,,,,,,15.50324033607136,1.5160817930644208,,
corrBatchBob,cifar10,b2048,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.4999,-2.5303579269255327,0.9998222222222222,-0.031037514135723743,715083.0045369406,,29.76315093884708,0.19573459029197693,11.639991034160962,,14.965212561867453,,,,,,15.506705945188349,1.8276921619068491,,
