experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_further_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_nofreeze_toagg,train_d_H_Q_xCz_maxep_toagg,train_d_H_Q_xCz_minep_toagg,train_H_Q_xCzy_toagg,test_d_H_Q_xCz_test_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg,train_d_H_Q-_xCz_toagg,train_d_H_Q+_xCz_toagg
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8305547019053473,-2.684367628716531,0.9999696652561012,-3.9463530703078933e-05,45868.76090392584,,45.60992098851,6.305343413259834e-05,12.178475535193154,,15.143429660057835,,,,,,16.02317291082338,0.0608765275845694,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.8314766441303012,-2.780283026310709,0.9999848326280504,-2.1111858346423033e-05,55573.82247295688,,46.14224408774594,3.194201781298034e-05,12.506644478139949,,15.315683719723726,,,,,,16.03115983711656,1.1966152819552165,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8316303011677935,-2.6218013262328124,0.9999696652561012,-3.899312732033863e-05,54008.441426487596,,44.75416519983782,6.435010436689481e-05,12.19668832675431,,15.032675920530805,,,,,,16.02714449860329,0.6327699552210726,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.8294791026429009,-2.663505932975758,0.9999848326280504,-4.004448910317424e-05,53250.437611585,,44.51308291706215,6.470606604125352e-05,12.346205940542294,,15.245077850282655,,,,,,16.02216968240664,0.19726282698932546,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.8312077443146896,-2.703580194619956,0.9999848326280504,-2.1170705403875596e-05,61624.301193755746,,44.271170341854535,3.1870829843683175e-05,12.63363861852838,,15.394434330075288,,,,,,16.027842957844104,0.16635822325713875,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.9401889981561156,-0.6689971041756693,0.9999848326280504,-2.112967977915835e-05,266288.5049290099,,352.5396254323761,3.106449730694294e-05,13.101702948873358,,15.966878395671992,,,,,,16.06066711189211,12.803574931713962,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.9397664413030116,-0.6983506338270075,0.9999848326280504,-2.113236931923225e-05,258095.5048374497,,427.6420268460528,3.136652958346531e-05,13.189440438913744,,15.99947255156761,,,,,,16.062146859575613,13.495896198952847,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.9405731407498464,-0.6754756407686862,0.9999848326280504,-2.1107732256169894e-05,262144.0,,389.9491954088378,3.121840927633457e-05,13.176631432171016,,15.961252264274185,,,,,,16.06550238853277,13.051789579465408,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.9398432698217578,-0.6850824964418366,0.9999848326280504,-2.113469947665638e-05,242804.4149471423,,400.02726469579545,3.153062425553799e-05,13.177584256312645,,15.98436757021172,,,,,,16.06424086223277,13.095540956009266,,
corrBatchBob,svhn,b32,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.9419560540872772,-0.6868041835622997,0.9999848326280504,-2.1086173475590485e-05,242804.4149471423,,368.7092138460877,3.0988208891358227e-05,13.188169760297436,,15.980836217717608,,,,,,16.06411026060119,13.16119322665902,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.9535571604179472,-0.8010345146964337,0.9999848326280504,-2.1060468740795427e-05,161653.3289171591,,82.73795288533702,3.0768740543862805e-05,12.877058140067167,,15.622587307479028,,,,,,16.0634273558624,12.566182668818984,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.9524047326367548,-0.7649985779701669,0.9999848326280504,-2.109512935151848e-05,143505.20551973002,,83.99125698547441,3.113932689302601e-05,12.903587651807207,,15.628272285757136,,,,,,16.06498160842777,12.891955190850785,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.9508297480024586,-0.7559746103062779,0.9999848326280504,-2.1201677081809577e-05,163655.2086572169,,82.85035396631537,3.078755617025308e-05,12.961650123891904,,15.60239683195602,,,,,,16.06541580377623,12.807396008986835,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.9514059618930548,-0.7847489376614509,0.9999848326280504,-2.1098980224406147e-05,216033.76570595038,,77.55190109392066,3.1159208447206765e-05,12.944018482237825,,15.585062300512035,,,,,,16.062827235968538,12.820816224859664,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.9537876459741856,-0.7807227553395973,0.9999848326280504,-2.1289191428521705e-05,143505.20551973002,,81.2588576902543,3.06686524709221e-05,12.945836495983508,,15.530458879101186,,,,,,16.064421321070473,12.333482727523922,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.8163798401966809,-4.093282198222552,0.9999848326280504,-2.2260682242467568e-05,135556.34692589322,,60.05123951416407,5.044694989919663e-05,12.978148053782856,,15.683334513228068,,,,,,16.038195003834804,2.504400968551636,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.8307467732022127,-3.3175292556564138,0.9999696652561012,-4.2058749084179935e-05,20655.23668821176,,58.056741254380825,6.057458813302219e-05,12.48809894295626,,15.364752865576929,,,,,,16.027421241582825,0.2523716983869094,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8274431468961279,-3.31629954307576,0.9999696652561012,-4.1662949687450345e-05,32775.00149568084,,59.47040854229522,6.029298674548044e-05,12.707768321961394,,15.432382376619088,,,,,,16.03123318132504,0.8195183512776397,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.8191840811309158,-4.090285927717924,0.9999848326280504,-2.337842922157256e-05,185897.13019390585,,64.48118139353721,6.502225733129308e-05,13.066410190375276,,15.822403745133748,,,,,,16.046997543453244,4.334657820620278,,
corrBatchBob,svhn,b8,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8301705593116164,-3.226345357680683,0.9999696652561012,-4.072802889595509e-05,32775.00149568084,,60.30947814644789,6.0539146943483495e-05,12.41173498759898,,15.382103520770404,,,,,,16.028788677481717,0.27892141587050384,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.9078441917639828,-0.8140536314898258,0.9999848326280504,-2.143155608411663e-05,733900.1744628134,,2739.3376936770683,3.5429497074801475e-05,13.190467960150665,,16.008315115936046,,,,,,16.057402248530426,14.029771220776462,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.904118008604794,-0.8649222793442362,0.9999848326280504,-2.1315984598426887e-05,763549.7415111111,,2918.0812188833947,3.386127718840726e-05,13.124951857929082,,16.019069198490115,,,,,,16.065275177475094,14.283485227777051,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.908381991395206,-0.842068983068631,0.9999848326280504,-2.1330454991441412e-05,805961.2114843309,,2854.3010527973393,3.521243706927635e-05,13.147543759309045,,15.993792962658313,,,,,,16.061356063961057,13.849406582440514,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.9081130915795944,-0.8319436900302485,0.9999848326280504,-2.144654310155501e-05,696980.3717797882,,2694.906213581467,3.452224700595252e-05,13.192890448163647,,16.017725382664405,,,,,,16.059381292771924,14.009526903315107,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.9118392747387829,-0.7978603393643778,0.9999848326280504,-2.117961894403456e-05,705944.657462196,,2398.282301981983,3.234683390473947e-05,13.113704060399256,,15.997812189797099,,,,,,16.060106144394986,14.022893550784087,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8254456054087277,-2.230246088994404,0.9999696652561012,-4.3070422741578e-05,204279.06282996433,,38.85966557239573,0.00013904710067436102,12.67864743314048,,15.372810068056564,,,,,,16.03415550557218,0.2097964353801668,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.826559618930547,-2.297792673148772,0.9999848326280504,-2.3552249240560957e-05,242804.4149471423,,39.21495717466664,6.751594628440216e-05,12.774030426675957,,15.469143941420915,,,,,,16.029065753138347,0.3126252703657446,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8249462200368777,-2.173567852056355,0.9999848326280504,-4.135764256713262e-05,225528.63348036128,,39.10098728972518,0.00014395263860933483,12.763161932775214,,15.453350466351175,,,,,,16.033166700555373,0.17921543132889178,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.826559618930547,-2.176237077208183,0.9999848326280504,-3.962132996069488e-05,228833.03830784804,,38.596118980936744,0.00014806025137659162,12.675063724665678,,15.498732862546465,,,,,,16.035942639491356,0.4230883756811305,,
corrBatchBob,svhn,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.826060233558697,-2.2798026859282063,0.9999848326280504,-2.327892152192269e-05,225528.63348036128,,37.39083394216589,6.910542288096623e-05,12.877160279325734,,15.531183693760125,,,,,,16.03079205150752,0.8591699105824611,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.8491856177012908,-1.177296332384986,0.9999848326280504,-2.1664188344570176e-05,2144735.705377485,,10246.3035285902,4.135923882131465e-05,13.197809759036515,,16.024640112884285,,,,,,16.062878897023758,15.331872555636618,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8473033189920098,-1.173566488123013,0.9999848326280504,-2.1466585610002592e-05,2193478.142806984,,9422.180639321241,3.804216248681769e-05,13.15134281335875,,16.023020914358685,,,,,,16.057625585748244,15.340977225192757,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.8464582052858021,-1.2278129810260097,0.9999848326280504,-2.1811675963401168e-05,2618483.3385154703,,8984.824984383391,4.0773546061245725e-05,13.205316233080485,,16.031575092049533,,,,,,16.060058371965276,15.163009118664172,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.8534496004917025,-1.103655467791992,0.9999848326280504,-2.183272065532081e-05,2524131.376896235,,8101.373463802295,4.631739284377545e-05,13.208341236262358,,16.01910734546277,,,,,,16.063722699187526,15.305613488189936,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8494161032575291,-1.169538259356667,0.9999848326280504,-2.1730511465326323e-05,2555007.314693635,,8503.483991870626,4.332643948146142e-05,13.19028754566991,,16.017850454463517,,,,,,16.063070888667145,15.158307267713914,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.8094268592501537,-1.9653352688299008,0.9999696652561012,-0.00015699414590356064,915332.153231392,,35.737743063837634,0.0016072314465418458,12.948748906453453,,15.623703158178994,,,,,,16.04227196153744,1.8841705063516783,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.811040258143823,-2.121885562261104,0.9999848326280504,-9.184407813808835e-05,889181.1595673101,,35.63906486337622,0.000981184421107173,12.852480792259984,,15.700901201529096,,,,,,16.038762661837794,2.4797159202339114,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.8058543331284573,-1.9332491855516265,0.9999848326280504,-0.0002097344938011402,889181.1595673101,,35.35348147415966,0.002280586864799261,12.974554239317426,,15.59044172597486,,,,,,16.039036388545075,2.0764330759529,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.805201290719115,-1.9483701502828688,0.9999848326280504,-0.0002092065712301999,784325.6566837108,,34.450859123335924,0.002288733143359423,13.002771251885465,,15.706668972044953,,,,,,16.039269062899805,2.1004529752472574,,
corrBatchBob,svhn,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.812039028887523,-1.9932361434613657,0.9999848326280504,-0.00014502689312813948,971217.6597885692,,33.261577225550354,0.0016278923721984027,12.922973854597226,,15.716822017994962,,,,,,16.035819519397823,2.9233495948850647,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.5316,-4.355802145249715,1.0,-2.4142410471894337e-07,7082839.211110825,,13119.858535822708,5.6924768614408094e-06,12.134188966317609,,15.454373012889516,,,,,,15.53850857778029,14.563244602896953,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5313,-4.187545006441991,1.0,-1.0424518001425692e-06,7379470.776235604,,13813.373230315612,2.1589417883660644e-05,12.096046664498068,,15.428509484637866,,,,,,15.53811916438016,14.611620241945438,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5456,-4.255818664657647,1.0,-4.0588020406649625e-07,8119030.805293006,,14350.543961815525,9.019036042445803e-06,12.124991882931102,,15.465623996474529,,,,,,15.534405036406085,14.46337260983207,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5279,-4.37177250920698,1.0,-3.0601974596069996e-07,7082839.211110825,,12897.761046011048,6.9890543272776995e-06,12.096840143203735,,15.423511862754822,,,,,,15.537701043215664,14.439915895462036,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.537,-4.065590445330916,1.0,-7.348230739568053e-07,6871947.6736,,12861.143961561118,1.5697609342169017e-05,12.143210822885687,,15.454378995028408,,,,,,15.540851950645447,14.788583647121087,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5064,-6.221577340137032,1.0,-3.441852483340174e-06,971217.6597885692,,37.094039594488756,6.653707532677801e-05,11.469015294855291,,14.913966189731251,,,,,,15.506296558813615,1.7515781088308855,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5075,-5.1729954368253495,1.0,-2.731877348034415e-05,915332.153231392,,37.04582222513002,0.00044537388021126384,11.427073467861524,,14.855380480939694,,,,,,15.507175196300853,0.67164108292623,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.5036,-5.570501949939411,1.0,-2.3616176677411872e-05,1135558.8065305045,,34.725468381245406,0.00038965712883509696,11.668173540722242,,15.141403024846857,,,,,,15.50247569517656,2.0190307782454924,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5032,-5.996059860861844,1.0,-6.363095937955955e-06,1016560.306745562,,36.628679422687355,0.00011734461440937595,11.68269069628282,,15.003452550281176,,,,,,15.508474111557007,1.5302377079020848,,
corrBatchBob,cifar10,b512,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5046,-6.136528677352335,1.0,-3.881932087311826e-06,1099511.627776,,37.109230262875634,7.438143802573904e-05,11.685790072787892,,14.924638856541026,,,,,,15.510991139845414,2.0420996235175566,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.5132,-7.01728478362669,1.0,-1.7731990962520033e-07,631032.8442240588,,40.0542174063013,4.23297933593858e-06,11.756223418495871,,15.067776018922979,,,,,,15.513759049502285,2.0749752494421867,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.5231,-6.429861570361573,1.0,-3.2970527543956983e-07,580714.8858842618,,38.7350021379243,7.505154826503713e-06,11.416137045080012,,14.596424828876147,,,,,,15.500097599896517,0.15076606619087132,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.5087,-7.415866405623943,1.0,-1.003628358192385e-06,1619367.441229145,,38.613627219302394,2.0168512492091395e-05,12.026036316698248,,15.411581375382163,,,,,,15.527455286546187,12.168548703193665,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.5201,-6.3255811381925335,1.0,-2.9204437286599234e-07,631032.8442240588,,40.07260409098481,6.713367383781587e-06,11.182062788443133,,14.67029006914659,,,,,,15.49365468458696,0.07107073098251765,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.5205,-6.636534275492537,1.0,-2.446043241360169e-07,554618.7107438017,,39.383075188818424,5.7131078392558265e-06,11.384306409142232,,14.868236422538756,,,,,,15.506392901593989,1.1701430011201988,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.6238,-3.790463740066688,1.0,-4.207570563481669e-08,3095332.495653349,,7600.504720082739,9.419836715096607e-07,12.100658200003885,,15.389909473332493,,,,,,15.532895391637629,13.362227992577989,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.6184,-3.9618014032279047,1.0,-4.417249470741858e-08,2974354.083102493,,7688.066597006037,9.656176871430944e-07,12.095548131249167,,15.390849861231716,,,,,,15.53871575268832,12.496221737428145,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.621,-3.906603715046376,1.0,-3.239320682332114e-08,2823778.629848784,,7817.348143712163,7.523427143496519e-07,12.129497625611044,,15.414880524982104,,,,,,15.534271186048336,13.10114388032393,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.6254,-3.967023779469141,1.0,-3.4552314620997194e-08,2974354.083102493,,8491.503047164266,7.647213919881324e-07,12.091708605939694,,15.443970810283314,,,,,,15.53273955258456,13.082881093025208,,
corrBatchBob,cifar10,b128,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.6228,-3.9249816302232254,1.0,-4.4695691973907335e-08,2974354.083102493,,8016.537656619595,9.888769909593977e-07,12.049389069730587,,15.407985849813981,,,,,,15.53984494642778,13.258751630783081,,
