beta,clfs,run,gamma,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
0.1,distractor,0,0.0,87,1.6137198482089572,1.6488538478851318,0.4682,0.48386666666666667
0.1,distractor,0,0.0,88,1.6135937974505954,1.648534366607666,0.4686,0.48473333333333335
0.1,distractor,0,0.0,89,1.6134518013000487,1.6484854297637939,0.4692,0.4836888888888889
0.1,distractor,0,0.0,90,1.6131872415754531,1.6480693367004395,0.4694,0.48484444444444447
0.1,distractor,0,0.0,91,1.6129540235519408,1.6477371963500977,0.4704,0.48473333333333335
0.1,distractor,0,0.0,92,1.6125993399090237,1.6477350317001342,0.4682,0.48444444444444446
0.1,distractor,0,0.0,93,1.6125956455230712,1.6474238164901733,0.4694,0.4850888888888889
0.1,distractor,0,0.0,94,1.6122018221961127,1.647283355331421,0.4716,0.4842222222222222
0.1,distractor,0,0.0,95,1.6119688954671223,1.6471736993789672,0.47,0.48475555555555555
0.1,distractor,0,0.0,96,1.6117321992874145,1.6470057146072388,0.4692,0.4846888888888889
0.1,distractor,0,0.0,97,1.6116727307425605,1.6469043371200562,0.469,0.4854222222222222
0.1,distractor,0,0.0,98,1.6113563497543335,1.646379423904419,0.4702,0.4845111111111111
0.1,distractor,0,0.0,99,1.6112305601967705,1.6468435861587525,0.4686,0.4852222222222222
0.1,distractor,1,0.0,0,2.505941812388102,2.359055089569092,0.1156,0.10324444444444444
0.1,distractor,1,0.0,1,2.334782927195231,2.292760109329224,0.1464,0.12777777777777777
0.1,distractor,1,0.0,2,2.273532240846422,2.2361267208099367,0.179,0.16024444444444444
0.1,distractor,1,0.0,3,2.217824595726861,2.1893341175079346,0.2078,0.19564444444444445
0.1,distractor,1,0.0,4,2.167736086739434,2.1384638942718506,0.2454,0.22564444444444445
0.1,distractor,1,0.0,5,2.119892020670573,2.093279479217529,0.2702,0.25895555555555555
0.1,distractor,1,0.0,6,2.079806011920505,2.0559699588775633,0.2906,0.28102222222222223
0.1,distractor,1,0.0,7,2.0403629190656876,2.0209723754882813,0.3136,0.30393333333333333
0.1,distractor,1,0.0,8,2.005673113632202,1.9915671365737915,0.3222,0.3235777777777778
0.1,distractor,1,0.0,9,1.9701810532040067,1.9586989206314087,0.3394,0.34175555555555553
0.1,distractor,1,0.0,10,1.9390343877580432,1.9285762687683106,0.3558,0.3546
0.1,distractor,1,0.0,11,1.9111040473514134,1.9083425693511964,0.3636,0.36773333333333336
0.1,distractor,1,0.0,12,1.886818018913269,1.8860037677764891,0.3748,0.3768666666666667
0.1,distractor,1,0.0,13,1.8622879455566406,1.8598027391433716,0.3872,0.3878666666666667
0.1,distractor,1,0.0,14,1.8419171478271483,1.84732834815979,0.3874,0.3987111111111111
0.1,distractor,1,0.0,15,1.8244365319781832,1.8287668752670287,0.3966,0.4045111111111111
0.1,distractor,1,0.0,16,1.807671830643548,1.8183771368026733,0.4064,0.4119333333333333
0.1,distractor,1,0.0,17,1.7925862514919706,1.801948469543457,0.408,0.4185333333333333
0.1,distractor,1,0.0,18,1.77933613664839,1.7899398574829102,0.4106,0.4239777777777778
0.1,distractor,1,0.0,19,1.766141798930698,1.7782042922973633,0.416,0.42944444444444446
0.1,distractor,1,0.0,20,1.7541534279293485,1.7729139188766478,0.412,0.43304444444444445
0.1,distractor,1,0.0,21,1.7428946131812202,1.758507900238037,0.4216,0.4380222222222222
0.1,distractor,1,0.0,22,1.7331341701719496,1.750712760925293,0.43,0.44122222222222224
0.1,distractor,1,0.0,23,1.7233984972635905,1.7417631628036498,0.4276,0.4438
0.1,distractor,1,0.0,24,1.7148958716922336,1.7342599676132202,0.4352,0.4476888888888889
0.1,distractor,1,0.0,25,1.7073325863308377,1.7300552228927613,0.4314,0.45111111111111113
0.1,distractor,1,0.0,26,1.699361376953125,1.720001100921631,0.4364,0.4533111111111111
0.1,distractor,1,0.0,27,1.6921584895875719,1.7175604990005493,0.4344,0.45682222222222224
0.1,distractor,1,0.0,28,1.685547575993008,1.7087991786956787,0.4392,0.45735555555555557
0.1,distractor,1,0.0,29,1.679573428493076,1.703777586555481,0.448,0.4603777777777778
0.1,distractor,1,0.0,30,1.6737639682557848,1.6978784343719482,0.4428,0.46282222222222225
0.1,distractor,1,0.0,31,1.6684439419428507,1.6940433153152465,0.4438,0.4640666666666667
0.1,distractor,1,0.0,32,1.6633749433517455,1.6911095165252685,0.4426,0.46628888888888886
0.1,distractor,1,0.0,33,1.6583508243348863,1.6844835357666015,0.4464,0.4689333333333333
0.1,distractor,1,0.0,34,1.6517653951009115,1.6783406324386596,0.448,0.4697777777777778
0.1,distractor,1,0.0,35,1.6470823780695598,1.6739868055343627,0.4492,0.4703111111111111
0.1,distractor,1,0.0,36,1.6431019471274482,1.6717851505279542,0.4508,0.4716444444444444
0.1,distractor,1,0.0,37,1.6390726389778985,1.667342928314209,0.4556,0.4736666666666667
0.1,distractor,1,0.0,38,1.6360097392400106,1.6659924779891968,0.4506,0.47457777777777777
0.1,distractor,1,0.0,39,1.6325519141303169,1.6620012762069702,0.4572,0.4744888888888889
0.1,distractor,1,0.0,40,1.6290235252380372,1.6578405048370362,0.4588,0.4766888888888889
0.1,distractor,1,0.0,41,1.6263582620196873,1.6559038972854614,0.4558,0.4782
0.1,distractor,1,0.0,42,1.6235942651324802,1.6550679090499878,0.4556,0.47988888888888886
0.1,distractor,1,0.0,43,1.6207550187004938,1.6515306730270385,0.4574,0.4784
0.1,distractor,1,0.0,44,1.6182342077679104,1.6492946243286133,0.4572,0.4795333333333333
0.1,distractor,1,0.0,45,1.6160791219923232,1.646755180168152,0.4606,0.4819111111111111
0.1,distractor,1,0.0,46,1.613576062626309,1.6457223533630372,0.4576,0.4815333333333333
0.1,distractor,1,0.0,47,1.6115997667948405,1.6446485177993775,0.458,0.48317777777777776
0.1,distractor,1,0.0,48,1.6096286576165093,1.6425887685775757,0.461,0.4844
0.1,distractor,1,0.0,49,1.607178856807285,1.641594290161133,0.459,0.4842
0.1,distractor,1,0.0,50,1.605863096745809,1.6393694261550904,0.4618,0.48533333333333334
0.1,distractor,1,0.0,51,1.604623894966973,1.6376035152435302,0.4646,0.48464444444444443
0.1,distractor,1,0.0,52,1.602839979807536,1.6368430709838868,0.4632,0.4860888888888889
0.1,distractor,1,0.0,53,1.6008617911020915,1.635436985206604,0.4618,0.48677777777777775
0.1,distractor,1,0.0,54,1.599313420062595,1.6340090522766113,0.4624,0.4861333333333333
0.1,distractor,1,0.0,55,1.597880600145128,1.6321807580947876,0.4626,0.4876
0.1,distractor,1,0.0,56,1.5965883752399022,1.632125542640686,0.4636,0.4872222222222222
0.1,distractor,1,0.0,57,1.5958144435246786,1.6305985967636107,0.4674,0.48806666666666665
0.1,distractor,1,0.0,58,1.5941160154130725,1.630050577545166,0.4616,0.48891111111111113
0.1,distractor,1,0.0,59,1.5932411102718778,1.630154218864441,0.462,0.48933333333333334
0.1,distractor,1,0.0,60,1.5924051706737943,1.6277117174148559,0.4658,0.4895777777777778
0.1,distractor,1,0.0,61,1.5907683969921536,1.6268655937194825,0.4614,0.4902
0.1,distractor,1,0.0,62,1.5902982851876153,1.6258939514160156,0.4636,0.48995555555555553
0.1,distractor,1,0.0,63,1.5893849942737155,1.625383154296875,0.464,0.4908
0.1,distractor,1,0.0,64,1.5882596126132542,1.6242380893707276,0.466,0.4906888888888889
0.1,distractor,1,0.0,65,1.5871959497027928,1.6241249536514282,0.4666,0.4918666666666667
0.1,distractor,1,0.0,66,1.5867510528564452,1.6225325227737426,0.4658,0.4906
0.1,distractor,1,0.0,67,1.585690448527866,1.623415922164917,0.4658,0.4916888888888889
0.1,distractor,1,0.0,68,1.5851979372872247,1.6224090269088745,0.466,0.4922888888888889
0.1,distractor,1,0.0,69,1.584296653811137,1.6214400318145752,0.4678,0.4925333333333333
0.1,distractor,1,0.0,70,1.5838547171698676,1.6209851160049438,0.4654,0.49275555555555556
0.1,distractor,1,0.0,71,1.583051085641649,1.6200292539596557,0.4662,0.4928888888888889
0.1,distractor,1,0.0,72,1.5827203759299384,1.6195466516494752,0.468,0.4927111111111111
0.1,distractor,1,0.0,73,1.5820083286073472,1.6194244066238404,0.4662,0.49264444444444444
0.1,distractor,1,0.0,74,1.5813835053126017,1.6192068891525269,0.4668,0.4938666666666667
0.1,distractor,1,0.0,75,1.580916657532586,1.6183059507369995,0.4682,0.49346666666666666
0.1,distractor,1,0.0,76,1.580462588013543,1.6181659982681273,0.4672,0.4935111111111111
0.1,distractor,1,0.0,77,1.5796304353925916,1.618224120903015,0.466,0.4932666666666667
0.1,distractor,1,0.0,78,1.5798013059404161,1.617249531173706,0.467,0.49348888888888887
0.1,distractor,1,0.0,79,1.5791233646180896,1.6168276935577393,0.4678,0.49404444444444445
0.1,distractor,1,0.0,80,1.5785736742655436,1.6164125526428224,0.4684,0.49448888888888887
0.1,distractor,1,0.0,81,1.5781833819071451,1.6163748081207276,0.4672,0.4948222222222222
0.1,distractor,1,0.0,82,1.5779950758404202,1.6161676591873169,0.4674,0.4951333333333333
0.1,distractor,1,0.0,83,1.5776328776253594,1.6156681711196899,0.4688,0.49475555555555556
0.1,distractor,1,0.0,84,1.577118016688029,1.615110590171814,0.468,0.4944222222222222
0.1,distractor,1,0.0,85,1.5768774041705662,1.615059878730774,0.4666,0.4954
0.1,distractor,1,0.0,86,1.5765057814915975,1.6149286670684815,0.4676,0.4952666666666667
0.1,distractor,1,0.0,87,1.5761001301871407,1.615070887184143,0.4676,0.4951111111111111
0.1,distractor,1,0.0,88,1.5760196699142457,1.6144166929244994,0.468,0.4950888888888889
0.1,distractor,1,0.0,89,1.5757173703299627,1.6140068170547486,0.468,0.4962666666666667
0.1,distractor,1,0.0,90,1.5753734204398262,1.6137185924530029,0.4698,0.49595555555555554
0.1,distractor,1,0.0,91,1.5748839451260037,1.6136908660888671,0.4688,0.4965333333333333
0.1,distractor,1,0.0,92,1.5750160654915704,1.6135666296005249,0.4688,0.4952666666666667
0.1,distractor,1,0.0,93,1.5747134054395888,1.613331888961792,0.4696,0.4960222222222222
0.1,distractor,1,0.0,94,1.5744528286192152,1.6127919982910157,0.4692,0.49595555555555554
0.1,distractor,1,0.0,95,1.5743391238954332,1.6127845777511596,0.4676,0.4963111111111111
0.1,distractor,1,0.0,96,1.5740540630128648,1.6127164499282838,0.4688,0.4967111111111111
0.1,distractor,1,0.0,97,1.5737769629796345,1.6126506856918335,0.471,0.4968222222222222
0.1,distractor,1,0.0,98,1.5737303820080226,1.6124337690353394,0.469,0.4958888888888889
0.1,distractor,1,0.0,99,1.573612771733602,1.612364475631714,0.4684,0.4965777777777778
0.1,distractor,2,0.0,0,2.3877466806199816,2.3263503925323485,0.1308,0.11093333333333333
0.1,distractor,2,0.0,1,2.299400363498264,2.2769145214080813,0.1508,0.1438222222222222
0.1,distractor,2,0.0,2,2.2510605225457088,2.2313113567352296,0.1866,0.174
0.1,distractor,2,0.0,3,2.209406711408827,2.1910983543395997,0.2082,0.2001111111111111
0.1,distractor,2,0.0,4,2.167670905854967,2.153955026626587,0.228,0.2293777777777778
0.1,distractor,2,0.0,5,2.1244628189934627,2.1108801387786866,0.2636,0.2574444444444444
0.1,distractor,2,0.0,6,2.082636599138048,2.0720195220947266,0.2766,0.28324444444444447
0.1,distractor,2,0.0,7,2.0475802680545385,2.0462372230529784,0.295,0.3025111111111111
0.1,distractor,2,0.0,8,2.013870970280965,2.0093522380828857,0.3146,0.3220222222222222
0.1,distractor,2,0.0,9,1.9839085303200616,1.978184714126587,0.3348,0.3372
0.1,distractor,2,0.0,10,1.9544147985246447,1.952635135269165,0.349,0.35031111111111113
0.1,distractor,2,0.0,11,1.9282580627017551,1.9265568613052368,0.3576,0.3633777777777778
0.1,distractor,2,0.0,12,1.9050037908554076,1.9087851560592652,0.371,0.3745777777777778
0.1,distractor,2,0.0,13,1.8829574068705242,1.8886827884674073,0.3802,0.3836222222222222
0.1,distractor,2,0.0,14,1.861918262799581,1.864325601196289,0.3904,0.3942
0.1,distractor,2,0.0,15,1.8376998015509711,1.8422125173568726,0.4,0.4026
0.1,distractor,2,0.0,16,1.8187465319103664,1.8276920389175415,0.402,0.40844444444444444
0.1,distractor,2,0.0,17,1.8023491091834174,1.8110365716934205,0.4058,0.4139777777777778
0.1,distractor,2,0.0,18,1.7881362361484103,1.7983496057510375,0.41,0.4212444444444444
0.1,distractor,2,0.0,19,1.7751184576034547,1.7868952434539795,0.4146,0.42673333333333335
0.1,distractor,2,0.0,20,1.7642407853020563,1.777624613380432,0.4224,0.4308666666666667
0.1,distractor,2,0.0,21,1.7526165607028537,1.7676869407653808,0.4224,0.43566666666666665
0.1,distractor,2,0.0,22,1.7436734902911717,1.7586981540679931,0.4316,0.43946666666666667
0.1,distractor,2,0.0,23,1.7336554428524442,1.7506827167510985,0.4296,0.44133333333333336
0.1,distractor,2,0.0,24,1.723392818260193,1.7413254348754883,0.4358,0.44504444444444446
0.1,distractor,2,0.0,25,1.7158765246073404,1.734183553504944,0.4374,0.4467111111111111
0.1,distractor,2,0.0,26,1.7085198356204563,1.727423490333557,0.4408,0.4504222222222222
0.1,distractor,2,0.0,27,1.7008538844638401,1.7212865758895874,0.4472,0.45164444444444446
0.1,distractor,2,0.0,28,1.6946600815667046,1.7164425384521484,0.4416,0.4546
0.1,distractor,2,0.0,29,1.6882769710752699,1.7083959951400758,0.4496,0.4577333333333333
0.1,distractor,2,0.0,30,1.6828728688134087,1.7032988998413086,0.4518,0.4612
0.1,distractor,2,0.0,31,1.6777084961149427,1.7011665992736817,0.452,0.45964444444444447
0.1,distractor,2,0.0,32,1.673068759091695,1.6950864152908325,0.4596,0.46226666666666666
0.1,distractor,2,0.0,33,1.668001646931966,1.6898131912231444,0.459,0.4656888888888889
0.1,distractor,2,0.0,34,1.6638123098373414,1.6864308073043823,0.4588,0.46624444444444446
0.1,distractor,2,0.0,35,1.6589088840484618,1.6851017831802368,0.4628,0.46784444444444445
0.1,distractor,2,0.0,36,1.6557549336327446,1.679034867668152,0.4648,0.4688888888888889
0.1,distractor,2,0.0,37,1.65176808819241,1.6762962951660156,0.462,0.4704
0.1,distractor,2,0.0,38,1.6479428133858576,1.6727734132766723,0.4618,0.4706444444444444
0.1,distractor,2,0.0,39,1.6446642937342326,1.671542250061035,0.4644,0.4703111111111111
0.1,distractor,2,0.0,40,1.6420167594273885,1.6682683860778809,0.4672,0.4733111111111111
0.1,distractor,2,0.0,41,1.6389741147783068,1.6656954174041747,0.4662,0.47584444444444446
0.1,distractor,2,0.0,42,1.6354558484395345,1.6621901609420777,0.4686,0.4755111111111111
0.1,distractor,2,0.0,43,1.633371977212694,1.6602949277877808,0.471,0.47644444444444445
0.1,distractor,2,0.0,44,1.6310882439083523,1.657378609085083,0.47,0.4766444444444444
0.1,distractor,2,0.0,45,1.6290257811440363,1.6560387619018555,0.47,0.4775333333333333
0.1,distractor,2,0.0,46,1.626579760699802,1.6539874050140382,0.4698,0.4780888888888889
0.1,distractor,2,0.0,47,1.6240469357808431,1.6514936107635498,0.4688,0.47944444444444445
0.1,distractor,2,0.0,48,1.6207503208584255,1.6502899435043334,0.4706,0.4802222222222222
0.1,distractor,2,0.0,49,1.6185577392790054,1.648248342704773,0.4662,0.4818222222222222
0.1,distractor,2,0.0,50,1.6163563353008694,1.6474381008148193,0.4702,0.4812888888888889
0.1,distractor,2,0.0,51,1.6147464644961886,1.6453802913665772,0.4686,0.48175555555555555
0.1,distractor,2,0.0,52,1.6129865483813817,1.6433744121551515,0.4694,0.4822222222222222
0.1,distractor,2,0.0,53,1.6115553015179105,1.6423379432678222,0.4698,0.4830888888888889
0.1,distractor,2,0.0,54,1.610067227215237,1.6423349084854126,0.4712,0.48373333333333335
0.1,distractor,2,0.0,55,1.6086339178297255,1.6394196685791016,0.4682,0.4826
0.1,distractor,2,0.0,56,1.607301012886895,1.6389757373809815,0.47,0.4840888888888889
0.1,distractor,2,0.0,57,1.6059993250105116,1.6367058197021485,0.4704,0.4852888888888889
0.1,distractor,2,0.0,58,1.6046751834233601,1.6365649250030518,0.4748,0.48595555555555553
0.1,distractor,2,0.0,59,1.6034809112760755,1.6348331462860108,0.4742,0.48606666666666665
0.1,distractor,2,0.0,60,1.602778200064765,1.6351852323532103,0.4738,0.48673333333333335
0.1,distractor,2,0.0,61,1.6016562164518569,1.6326521659851074,0.4762,0.48695555555555553
0.1,distractor,2,0.0,62,1.6006899677912394,1.6328645896911622,0.4754,0.48664444444444444
0.1,distractor,2,0.0,63,1.5994998936335245,1.6314932054519653,0.4768,0.4874
0.1,distractor,2,0.0,64,1.5986239502800836,1.6313556158065796,0.477,0.4882222222222222
0.1,distractor,2,0.0,65,1.5978763006422254,1.6300428255081176,0.4714,0.488
0.1,distractor,2,0.0,66,1.5969523239771526,1.629679833984375,0.4774,0.4872888888888889
0.1,distractor,2,0.0,67,1.596191198539734,1.6290549798965455,0.4778,0.4885555555555556
0.1,distractor,2,0.0,68,1.5954369186189439,1.6279292892456054,0.4764,0.48877777777777776
0.1,distractor,2,0.0,69,1.5947148878945245,1.6279382286071777,0.4744,0.4892888888888889
0.1,distractor,2,0.0,70,1.5940662862141928,1.627388875579834,0.4752,0.4888888888888889
0.1,distractor,2,0.0,71,1.5935825287924872,1.6262466360092163,0.4764,0.489
0.1,distractor,2,0.0,72,1.5928751989788479,1.6254716260910034,0.4776,0.4882444444444444
0.1,distractor,2,0.0,73,1.5922704893747965,1.6254726333618164,0.4776,0.4905333333333333
0.1,distractor,2,0.0,74,1.5916498166190254,1.6251436977386475,0.4782,0.48993333333333333
0.1,distractor,2,0.0,75,1.5913061115900675,1.624332217979431,0.4798,0.49064444444444444
0.1,distractor,2,0.0,76,1.5905548513836332,1.6241597829818726,0.4762,0.48964444444444444
0.1,distractor,2,0.0,77,1.5902961931652493,1.6231056617736817,0.479,0.4905555555555556
0.1,distractor,2,0.0,78,1.5898031092325846,1.6227647493362427,0.4782,0.48975555555555556
0.1,distractor,2,0.0,79,1.589346141242981,1.6228177658081056,0.4782,0.4905555555555556
0.1,distractor,2,0.0,80,1.589136598057217,1.6226214029312134,0.4794,0.49075555555555556
0.1,distractor,2,0.0,81,1.5884830773883396,1.6222715270996093,0.4784,0.4913111111111111
0.1,distractor,2,0.0,82,1.5881311205122206,1.6221127351760865,0.4786,0.49144444444444446
0.1,distractor,2,0.0,83,1.5877197591145833,1.6215726461410522,0.4786,0.49106666666666665
0.1,distractor,2,0.0,84,1.5871054020351834,1.6215934852600098,0.4786,0.49195555555555553
0.1,distractor,2,0.0,85,1.5871165588378906,1.6208243591308593,0.4784,0.4916888888888889
0.1,distractor,2,0.0,86,1.5865870964050293,1.6210352863311768,0.4792,0.49104444444444445
0.1,distractor,2,0.0,87,1.5864710936440363,1.620674761581421,0.4786,0.4915777777777778
0.1,distractor,2,0.0,88,1.5860527651892768,1.6201117767333983,0.4774,0.49148888888888886
0.1,distractor,2,0.0,89,1.5861243788189359,1.6197722555160523,0.478,0.49177777777777776
0.1,distractor,2,0.0,90,1.5853686251534356,1.6199714925765991,0.4796,0.4922888888888889
0.1,distractor,2,0.0,91,1.5857158365885418,1.619707427597046,0.4782,0.4925333333333333
0.1,distractor,2,0.0,92,1.5851515296300251,1.6192534198760986,0.4796,0.49177777777777776
0.1,distractor,2,0.0,93,1.5848443472120497,1.6190444486618043,0.4786,0.49233333333333335
0.1,distractor,2,0.0,94,1.5845997059928045,1.6190058813095092,0.4792,0.4920888888888889
0.1,distractor,2,0.0,95,1.5845301164627075,1.618757062149048,0.4794,0.4918666666666667
