beta,clfs,run,gamma,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
0.1,default,2,-0.55,61,-0.5544220384467732,5.180176400756836,0.3988,0.9959333333333333
0.1,default,2,-0.55,62,-0.5559053664814342,5.193672566223144,0.3986,0.9958666666666667
0.1,default,2,-0.55,63,-0.5566937413389033,5.205818334960938,0.398,0.9958888888888889
0.1,default,2,-0.55,64,-0.5578907260461287,5.190765406036377,0.3992,0.9954888888888889
0.1,default,2,-0.55,65,-0.558900113248825,5.200876010894776,0.399,0.9956444444444444
0.1,default,2,-0.55,66,-0.5597782729929144,5.216413052368164,0.3978,0.9958666666666667
0.1,default,2,-0.55,67,-0.5608082842653448,5.220782028961182,0.398,0.9954
0.1,default,2,-0.55,68,-0.5617702767285434,5.221239642333984,0.3966,0.9954
0.1,default,2,-0.55,69,-0.5621261008436029,5.235180041503906,0.398,0.9956888888888888
0.1,default,2,-0.55,70,-0.5631175874710083,5.225674831390381,0.3988,0.9955111111111111
0.1,default,2,-0.55,71,-0.5636097741907293,5.235978585815429,0.3988,0.9956666666666667
0.1,default,2,-0.55,72,-0.5644530676928433,5.240222821807861,0.3986,0.9956222222222222
0.1,default,2,-0.55,73,-0.5645903186104514,5.23943515701294,0.399,0.9958888888888889
0.1,default,2,-0.55,74,-0.5656498818397522,5.251324774932861,0.3982,0.9956666666666667
0.1,default,2,-0.55,75,-0.5664896673267538,5.25999503326416,0.3986,0.9956888888888888
0.1,default,2,-0.55,76,-0.5666140867363323,5.265539140319825,0.3972,0.9956888888888888
0.1,default,2,-0.55,77,-0.5673576972874728,5.258580044555664,0.398,0.9955111111111111
0.1,default,2,-0.55,78,-0.5677220966555856,5.2664800628662105,0.3978,0.9957111111111111
0.1,default,2,-0.55,79,-0.5682904043977911,5.269962477111816,0.3988,0.9956888888888888
0.1,default,2,-0.55,80,-0.56893352208571,5.276298546600342,0.398,0.9956
0.1,default,2,-0.55,81,-0.5695908331697638,5.2779240249633785,0.398,0.9955333333333334
0.1,default,2,-0.55,82,-0.5696485223163258,5.278721643066406,0.3976,0.9956666666666667
0.1,default,2,-0.55,83,-0.5705357904000716,5.276372663879394,0.3984,0.9956222222222222
0.1,default,2,-0.55,84,-0.5703048614328557,5.278589414215088,0.3982,0.9958
0.1,default,2,-0.55,85,-0.5705970265215093,5.289763176727295,0.3984,0.9957333333333334
0.1,default,2,-0.55,86,-0.5714362716501409,5.287723609924316,0.3974,0.9955111111111111
0.1,default,2,-0.55,87,-0.5718327672091398,5.288076850891113,0.3974,0.9955555555555555
0.1,default,2,-0.55,88,-0.5716562290538441,5.292829684448242,0.397,0.9955555555555555
0.1,default,2,-0.55,89,-0.572502060396021,5.297901976776123,0.3976,0.9956
0.1,default,2,-0.55,90,-0.5724981005928733,5.2976828353881835,0.3974,0.9958444444444444
0.1,default,2,-0.55,91,-0.5729971786585721,5.3002783332824706,0.3974,0.9955555555555555
0.1,default,2,-0.55,92,-0.5732471407543529,5.296875679779053,0.3984,0.9955333333333334
0.1,default,2,-0.55,93,-0.5733793558987704,5.297712280273437,0.3982,0.9957111111111111
0.1,default,2,-0.55,94,-0.5734696928544478,5.304800497436523,0.3976,0.9958444444444444
0.1,default,2,-0.55,95,-0.5741301076802341,5.305096813964844,0.3986,0.9955555555555555
0.1,default,2,-0.55,96,-0.5739188129425049,5.307229061126709,0.3972,0.9956888888888888
0.1,default,2,-0.55,97,-0.5739911195971749,5.307112979125977,0.3986,0.9958
0.1,default,2,-0.55,98,-0.5745476782538674,5.308129113769532,0.3974,0.9955777777777778
0.1,default,2,-0.55,99,-0.5744504028753801,5.309750200653077,0.3972,0.9955555555555555
0.01,default,2,-0.55,0,1.2942400922601873,1.7915122989654542,0.393,0.3990222222222222
0.01,default,2,-0.55,1,0.3289209006640044,1.8435285640716552,0.4448,0.8055777777777777
0.01,default,2,-0.55,2,0.05053609988797795,1.9892256893157958,0.4524,0.9199555555555555
0.01,default,2,-0.55,3,-0.07173777854876084,2.1346665397644045,0.457,0.9609555555555556
0.01,default,2,-0.55,4,-0.1392099963534962,2.283405631637573,0.4528,0.9777333333333333
0.01,default,2,-0.55,5,-0.18271463140574368,2.4182209880828855,0.4538,0.9859333333333333
0.01,default,2,-0.55,6,-0.2152965323859995,2.5324843143463136,0.453,0.9906444444444444
0.01,default,2,-0.55,7,-0.2394985945744948,2.651142082977295,0.4514,0.9921333333333333
0.01,default,2,-0.55,8,-0.2603324800274589,2.7578074031829836,0.4522,0.9942
0.01,default,2,-0.55,9,-0.27935277687419546,2.890493032073975,0.4496,0.9949111111111111
0.01,default,2,-0.55,10,-0.29395678119659424,2.9865987129211424,0.4474,0.9950888888888889
0.01,default,2,-0.55,11,-0.31016997874433344,3.0911154094696043,0.4476,0.9954888888888889
0.01,default,2,-0.55,12,-0.3267060940330679,3.1753658203125,0.4532,0.9954222222222222
0.01,default,2,-0.55,13,-0.3396590591387315,3.2630021572113037,0.4454,0.9959333333333333
0.01,default,2,-0.55,14,-0.35107551198005676,3.381644801712036,0.4458,0.9963111111111111
0.01,default,2,-0.55,15,-0.3673206721435894,3.475419448471069,0.4482,0.9957777777777778
0.01,default,2,-0.55,16,-0.3803900268381292,3.5529253772735596,0.448,0.9959333333333333
0.01,default,2,-0.55,17,-0.38840878120769157,3.6081747982025147,0.4418,0.9962666666666666
0.01,default,2,-0.55,18,-0.40071698064370587,3.6532596004486084,0.4452,0.9957555555555555
0.01,default,2,-0.55,19,-0.4075025743961334,3.775402351760864,0.4366,0.9963333333333333
0.01,default,2,-0.55,20,-0.4172252645449205,3.7685793968200683,0.4492,0.9960666666666667
0.01,default,2,-0.55,21,-0.4265996501272375,3.8146342594146727,0.4446,0.9962666666666666
0.01,default,2,-0.55,22,-0.4335163866519928,3.8962944030761717,0.4436,0.9966666666666667
0.01,default,2,-0.55,23,-0.442673924073306,3.974296152496338,0.4404,0.9958222222222223
0.01,default,2,-0.55,24,-0.4497988537614996,4.027785385894775,0.4364,0.9960888888888889
0.01,default,2,-0.55,25,-0.4592920827215368,4.0561561683654785,0.4384,0.9958222222222223
0.01,default,2,-0.55,26,-0.4655453660704873,4.104332432556152,0.4388,0.9966666666666667
0.01,default,2,-0.55,27,-0.46958221787539395,4.15867532119751,0.4342,0.9959333333333333
0.01,default,2,-0.55,28,-0.4773377138918096,4.190151533508301,0.4328,0.9961111111111111
0.01,default,2,-0.55,29,-0.4810667371273041,4.243486352539063,0.4336,0.9962222222222222
0.01,default,2,-0.55,30,-0.48796446607763116,4.264658116149902,0.4322,0.9961111111111111
0.01,default,2,-0.55,31,-0.49272338105548513,4.299030584716797,0.4322,0.9963111111111111
0.01,default,2,-0.55,32,-0.49680484018325805,4.3125239356994625,0.4342,0.9953111111111111
0.01,default,2,-0.55,33,-0.5023739965352145,4.371300745391846,0.4356,0.9964888888888889
0.01,default,2,-0.55,34,-0.5072904977581718,4.376355233001709,0.434,0.9958222222222223
0.01,default,2,-0.55,35,-0.5086794742497531,4.393157084655762,0.4318,0.9963333333333333
0.01,default,2,-0.55,36,-0.5137987771467729,4.440671417999267,0.4304,0.9956444444444444
0.01,default,2,-0.55,37,-0.5166854012792761,4.453946968078613,0.4332,0.9959777777777777
0.01,default,2,-0.55,38,-0.521626144955375,4.445023864746093,0.4304,0.9957777777777778
0.01,default,2,-0.55,39,-0.5231126759182323,4.495383419036865,0.4284,0.9962
0.01,default,2,-0.55,40,-0.528553769566796,4.529585163116455,0.4278,0.9960888888888889
0.01,default,2,-0.55,41,-0.5293472562052987,4.497894104003906,0.4326,0.9956444444444444
0.01,default,2,-0.55,42,-0.5321489400863647,4.534893788909912,0.4312,0.9960666666666667
0.01,default,2,-0.55,43,-0.5355152956875888,4.560945367431641,0.4272,0.9959555555555556
0.01,default,2,-0.55,44,-0.5393970813317732,4.5912601875305175,0.4278,0.9958444444444444
0.01,default,2,-0.55,45,-0.5404011120015925,4.60745856628418,0.4274,0.9957777777777778
0.01,default,2,-0.55,46,-0.5435924793850292,4.618091489410401,0.4252,0.9953777777777778
0.01,default,2,-0.55,47,-0.54381671221473,4.623658367156983,0.4298,0.9958666666666667
0.01,default,2,-0.55,48,-0.5449440700314262,4.630390090942383,0.4264,0.9961111111111111
0.01,default,2,-0.55,49,-0.5492736165653576,4.670017219543457,0.428,0.9962666666666666
0.01,default,2,-0.55,50,-0.5527371437506242,4.655733381652832,0.4276,0.9956666666666667
0.01,default,2,-0.55,51,-0.552561316758936,4.683784149169922,0.427,0.9964222222222222
0.01,default,2,-0.55,52,-0.5555525740970265,4.719459161376953,0.425,0.9958222222222223
0.01,default,2,-0.55,53,-0.5562626482616772,4.693153499603271,0.4278,0.9947111111111111
0.01,default,2,-0.55,54,-0.5580692090901461,4.708765244293213,0.4274,0.9958
0.01,default,2,-0.55,55,-0.5577258909832348,4.719401309204102,0.427,0.9959333333333333
0.01,default,2,-0.55,56,-0.5607435075846585,4.741416891479492,0.4246,0.9957333333333334
0.01,default,2,-0.55,57,-0.5606539733193138,4.735777377319336,0.4232,0.9956888888888888
0.01,default,2,-0.55,58,-0.5636387186397206,4.754154708099366,0.4244,0.9960888888888889
0.01,default,2,-0.55,59,-0.5661069676919417,4.771925229644776,0.4238,0.9959777777777777
0.01,default,2,-0.55,60,-0.5656960274783048,4.755538067626953,0.4262,0.9954888888888889
0.01,default,2,-0.55,61,-0.5670027291558005,4.7655645309448245,0.425,0.9961111111111111
0.01,default,2,-0.55,62,-0.568760887111317,4.791194119262696,0.422,0.9956888888888888
0.01,default,2,-0.55,63,-0.5697302295684814,4.792570792388916,0.4238,0.9956666666666667
0.01,default,2,-0.55,64,-0.5708006735281511,4.794781600189209,0.424,0.9957111111111111
0.01,default,2,-0.55,65,-0.5715460094538602,4.802502787780762,0.4248,0.9958888888888889
0.01,default,2,-0.55,66,-0.5734656927108764,4.819293472290039,0.4244,0.9958888888888889
0.01,default,2,-0.55,67,-0.5755273037910461,4.8126924537658695,0.4254,0.9957111111111111
0.01,default,2,-0.55,68,-0.5749127263849432,4.813963247680664,0.4268,0.9956
0.01,default,2,-0.55,69,-0.5737928642359647,4.819294700622558,0.4254,0.996
0.01,default,2,-0.55,70,-0.5773249998049302,4.821850811767578,0.424,0.9957333333333334
0.01,default,2,-0.55,71,-0.5776365396933122,4.832548410797119,0.4236,0.9957777777777778
0.01,default,2,-0.55,72,-0.5782448495864868,4.831608806610108,0.4262,0.996
0.01,default,2,-0.55,73,-0.5787977342388847,4.830514138793945,0.4252,0.9955777777777778
0.01,default,2,-0.55,74,-0.5804548333341425,4.849093193817139,0.4242,0.9958444444444444
0.01,default,2,-0.55,75,-0.580745085291429,4.865220485687256,0.424,0.9957777777777778
0.01,default,2,-0.55,76,-0.5822659962133928,4.866299001312256,0.4238,0.9960222222222223
0.01,default,2,-0.55,77,-0.5823903898412531,4.856437789154053,0.4238,0.996
0.01,default,2,-0.55,78,-0.5813886871858076,4.8597029296875,0.424,0.9958
0.01,default,2,-0.55,79,-0.5828653412905607,4.869092577362061,0.4222,0.9956666666666667
0.01,default,2,-0.55,80,-0.5844357996160334,4.869839289855957,0.4234,0.9955111111111111
0.01,default,2,-0.55,81,-0.5835254669536244,4.863591014099121,0.4256,0.9959333333333333
0.01,default,2,-0.55,82,-0.5831588924494656,4.880713051605224,0.4228,0.9960444444444444
0.01,default,2,-0.55,83,-0.5852120051210576,4.8853234230041505,0.4236,0.9952888888888889
0.01,default,2,-0.55,84,-0.5846781597397545,4.886132447052002,0.4242,0.9952666666666666
0.01,default,2,-0.55,85,-0.5832985905820673,4.883995151519775,0.4236,0.9956444444444444
0.01,default,2,-0.55,86,-0.5842815303022211,4.887511122131348,0.4252,0.9957333333333334
0.01,default,2,-0.55,87,-0.585914768262343,4.867339044189453,0.4242,0.9955555555555555
0.01,default,2,-0.55,88,-0.5845400956413963,4.883971552276611,0.4264,0.9957111111111111
0.01,default,2,-0.55,89,-0.5861800557223233,4.884299284362793,0.4238,0.9959111111111111
0.01,default,2,-0.55,90,-0.5871407077442516,4.897969846343994,0.4236,0.9962
0.01,default,2,-0.55,91,-0.5890000581611287,4.903367013549805,0.4226,0.9961333333333333
0.01,default,2,-0.55,92,-0.5886365941221063,4.8996915557861325,0.4228,0.9954888888888889
0.01,default,2,-0.55,93,-0.587881400047649,4.892795412445069,0.4234,0.9961111111111111
0.01,default,2,-0.55,94,-0.5861226232095198,4.892655574798584,0.4236,0.9955777777777778
0.01,default,2,-0.55,95,-0.5868932770729065,4.893273636627197,0.4228,0.9952888888888889
0.01,default,2,-0.55,96,-0.5874767522118308,4.901986554718017,0.4242,0.9961333333333333
0.01,default,2,-0.55,97,-0.5895057702584701,4.906932140350341,0.4234,0.9961777777777778
0.01,default,2,-0.55,98,-0.5896976592887532,4.901343946838379,0.422,0.9956444444444444
0.01,default,2,-0.55,99,-0.5898769917488098,4.897930094909668,0.4242,0.9953777777777778
0.01,default,0,-0.55,0,1.3715579487887295,1.8468094449996948,0.3754,0.37704444444444446
0.01,default,0,-0.55,1,0.43378577632037074,1.8290052373886108,0.4324,0.7652888888888889
0.01,default,0,-0.55,2,0.1283908483862877,1.9411887142181397,0.4452,0.8957333333333334
0.01,default,0,-0.55,3,-0.013407300226254897,2.0489121765136717,0.4494,0.9493555555555555
0.01,default,0,-0.55,4,-0.08631233295419,2.1755202671051026,0.4512,0.9702666666666667
0.01,default,0,-0.55,5,-0.1357470342462713,2.2895303634643556,0.4482,0.9799555555555556
0.01,default,0,-0.55,6,-0.17266919744123113,2.4007702297210693,0.4522,0.9855555555555555
0.01,default,0,-0.55,7,-0.20803799997676503,2.5489150344848635,0.4588,0.9899777777777777
0.01,default,0,-0.55,8,-0.23380463753396816,2.6554594184875486,0.4548,0.9919333333333333
0.01,default,0,-0.55,9,-0.2532468017838218,2.7880236118316652,0.4558,0.9933333333333333
0.01,default,0,-0.55,10,-0.2701779520294883,2.8730095623016356,0.4522,0.9944
0.01,default,0,-0.55,11,-0.28598950639204546,2.97302998046875,0.4542,0.9943777777777778
0.01,default,0,-0.55,12,-0.2996211483001709,3.0524925552368165,0.4514,0.9951111111111111
0.01,default,0,-0.55,13,-0.31336623997254803,3.1265392402648926,0.4572,0.9952222222222222
0.01,default,0,-0.55,14,-0.32829677607579666,3.2573651260375978,0.4532,0.9959111111111111
0.01,default,0,-0.55,15,-0.33901046239246024,3.306176526260376,0.4576,0.9956
0.01,default,0,-0.55,16,-0.35042145658839835,3.383680124282837,0.4526,0.9961111111111111
0.01,default,0,-0.55,17,-0.3606298405647278,3.4626328254699708,0.45,0.9961111111111111
0.01,default,0,-0.55,18,-0.3691382599917325,3.4846901638031005,0.4546,0.9955555555555555
0.01,default,0,-0.55,19,-0.3790056900457902,3.6266350700378416,0.4474,0.9964666666666666
0.01,default,0,-0.55,20,-0.3898919979875738,3.6773868968963623,0.447,0.9960444444444444
0.01,default,0,-0.55,21,-0.39787078727375375,3.7343836242675783,0.4486,0.9965111111111111
0.01,default,0,-0.55,22,-0.403828082262386,3.726373903274536,0.4492,0.9961777777777778
0.01,default,0,-0.55,23,-0.41182024543068624,3.839964051055908,0.4418,0.9964888888888889
0.01,default,0,-0.55,24,-0.41897707942182366,3.8682598705291746,0.4476,0.9960666666666667
0.01,default,0,-0.55,25,-0.4264399739742279,3.9005372024536134,0.447,0.9958
0.01,default,0,-0.55,26,-0.4343575640678406,3.936793507385254,0.4458,0.9962444444444445
0.01,default,0,-0.55,27,-0.4396528383471749,3.9969510437011717,0.4402,0.9960666666666667
0.01,default,0,-0.55,28,-0.4427890684821389,4.017882885742187,0.4412,0.9959777777777777
0.01,default,0,-0.55,29,-0.4505421005812558,4.038733992767334,0.4434,0.9962444444444445
0.01,default,0,-0.55,30,-0.4542730266484347,4.06687026977539,0.4446,0.9961777777777778
0.01,default,0,-0.55,31,-0.45831745370951565,4.086955918884278,0.4488,0.9966
0.01,default,0,-0.55,32,-0.4641988544377414,4.182733939361572,0.4404,0.9960666666666667
0.01,default,0,-0.55,33,-0.4678902246865359,4.184096073150635,0.4428,0.9963111111111111
0.01,default,0,-0.55,34,-0.4716148104494268,4.197987725067138,0.4408,0.9962888888888889
0.01,default,0,-0.55,35,-0.47634995669451624,4.227589949035645,0.442,0.9957777777777778
0.01,default,0,-0.55,36,-0.48106897612485017,4.240703820037842,0.4398,0.9958222222222223
0.01,default,0,-0.55,37,-0.4857998890183189,4.274775820159912,0.4426,0.9964666666666666
0.01,default,0,-0.55,38,-0.4850174230445515,4.260919659423828,0.4456,0.9963111111111111
0.01,default,0,-0.55,39,-0.4882100717804649,4.311969913482666,0.4408,0.9963555555555555
0.01,default,0,-0.55,40,-0.494478710343621,4.341729181671143,0.4418,0.9959777777777777
0.01,default,0,-0.55,41,-0.495614900710366,4.361376853179932,0.4396,0.9959555555555556
0.01,default,0,-0.55,42,-0.49965397148132323,4.367275784301758,0.4388,0.9958666666666667
0.01,default,0,-0.55,43,-0.5012066047061573,4.3919263999938964,0.4402,0.9969333333333333
0.01,default,0,-0.55,44,-0.5042258718707344,4.38426604309082,0.4404,0.9959111111111111
0.01,default,0,-0.55,45,-0.5045552415500988,4.377645835876465,0.4406,0.9964666666666666
0.01,default,0,-0.55,46,-0.5071261639161544,4.4377182022094726,0.4386,0.9962666666666666
0.01,default,0,-0.55,47,-0.5096348690249703,4.427608031463623,0.438,0.9958
0.01,default,0,-0.55,48,-0.5106422370130366,4.417141706085205,0.439,0.9964222222222222
0.01,default,0,-0.55,49,-0.5153245320580222,4.456431463623047,0.4358,0.9961555555555556
0.01,default,0,-0.55,50,-0.5145795397758484,4.447624686431885,0.4384,0.9959777777777777
0.01,default,0,-0.55,51,-0.5149265799002214,4.479597438812256,0.438,0.9961111111111111
0.01,default,0,-0.55,52,-0.5193259617545388,4.47328966217041,0.4364,0.9961555555555556
0.01,default,0,-0.55,53,-0.5196477649948814,4.5305063331604005,0.4348,0.9965555555555555
0.01,default,0,-0.55,54,-0.5218014543793418,4.510935944366455,0.4344,0.9961555555555556
0.01,default,0,-0.55,55,-0.5235983116323297,4.527032930755615,0.4332,0.9961777777777778
0.01,default,0,-0.55,56,-0.5257732759995895,4.518264970397949,0.4364,0.996
0.01,default,0,-0.55,57,-0.5243407863573595,4.526634069824219,0.4374,0.9965555555555555
0.01,default,0,-0.55,58,-0.5266821197162975,4.5360894134521486,0.4354,0.9963777777777778
0.01,default,0,-0.55,59,-0.5292987438115206,4.543148733520508,0.4352,0.9958222222222223
0.01,default,0,-0.55,60,-0.5288197563561526,4.563767560577393,0.437,0.9961111111111111
0.01,default,0,-0.55,61,-0.5298845639922403,4.544685234832763,0.4382,0.9958444444444444
0.01,default,0,-0.55,62,-0.5296261666081168,4.559926517486573,0.4344,0.9960888888888889
0.01,default,0,-0.55,63,-0.5321546011664651,4.565487331390381,0.4368,0.9958444444444444
0.01,default,0,-0.55,64,-0.5322012087908659,4.5704797096252445,0.4358,0.9963333333333333
0.01,default,0,-0.55,65,-0.5347023040858182,4.57471208114624,0.4374,0.996
0.01,default,0,-0.55,66,-0.5340926286350597,4.592701943969726,0.433,0.9961111111111111
0.01,default,0,-0.55,67,-0.5386978241443634,4.579990979766846,0.4348,0.9960666666666667
0.01,default,0,-0.55,68,-0.5379929002631795,4.593794845581055,0.435,0.9965111111111111
0.01,default,0,-0.55,69,-0.5363029335195368,4.57501788482666,0.4378,0.9959777777777777
0.01,default,0,-0.55,70,-0.5368560022614219,4.599426920318604,0.4368,0.9961777777777778
0.01,default,0,-0.55,71,-0.538099703836441,4.599210810089112,0.4364,0.9960222222222223
0.01,default,0,-0.55,72,-0.5381363065632907,4.6076935821533205,0.4366,0.9963333333333333
0.01,default,0,-0.55,73,-0.5393358874234286,4.618613027191162,0.4358,0.9963555555555555
0.01,default,0,-0.55,74,-0.540288450978019,4.630631441497803,0.433,0.9960888888888889
0.01,default,0,-0.55,75,-0.5414824778903614,4.627118180084229,0.4324,0.9958444444444444
0.01,default,0,-0.55,76,-0.5394675452058966,4.627842992401123,0.4342,0.9963333333333333
0.01,default,0,-0.55,77,-0.541368868524378,4.62181668548584,0.4358,0.9961555555555556
0.01,default,0,-0.55,78,-0.5428745718955994,4.635093866729736,0.4356,0.9962666666666666
0.01,default,0,-0.55,79,-0.5430459349632263,4.629860221099854,0.434,0.9962
0.01,default,0,-0.55,80,-0.5437984857125716,4.639685221862793,0.433,0.9960666666666667
0.01,default,0,-0.55,81,-0.5458113975958391,4.6460093383789065,0.4348,0.9964444444444445
0.01,default,0,-0.55,82,-0.5463543772870844,4.641021477508545,0.434,0.9958444444444444
0.01,default,0,-0.55,83,-0.5441116914662448,4.652369492340088,0.4334,0.9961777777777778
0.01,default,0,-0.55,84,-0.5442507969639518,4.648940467834473,0.4328,0.9962888888888889
0.01,default,0,-0.55,85,-0.5473461843837392,4.652598802947998,0.4324,0.9962444444444445
0.01,default,0,-0.55,86,-0.5469720459244468,4.641967104339599,0.434,0.9962666666666666
0.01,default,0,-0.55,87,-0.5458243161548267,4.654500526428222,0.4324,0.9959555555555556
0.01,default,0,-0.55,88,-0.5462749751741236,4.650035139465332,0.4366,0.996
0.01,default,0,-0.55,89,-0.545314110140367,4.6469649284362795,0.4328,0.9958222222222223
0.01,default,0,-0.55,90,-0.5469866279862143,4.661693337249756,0.4344,0.9963333333333333
0.01,default,0,-0.55,91,-0.5444438361644744,4.656895742034912,0.434,0.9957777777777778
0.01,default,0,-0.55,92,-0.5461271162726662,4.651277796936035,0.4328,0.9962
0.01,default,0,-0.55,93,-0.5455875260439786,4.665801947021484,0.4348,0.9959777777777777
0.01,default,0,-0.55,94,-0.5476681480407715,4.666551523590088,0.4324,0.9961555555555556
0.01,default,0,-0.55,95,-0.5469453673406081,4.6542576232910156,0.4338,0.9959555555555556
0.01,default,0,-0.55,96,-0.5488447965448553,4.6616339752197264,0.4328,0.9961333333333333
0.01,default,0,-0.55,97,-0.549778180105036,4.659448670196533,0.434,0.9964666666666666
0.01,default,0,-0.55,98,-0.5472700014938008,4.662574661254883,0.4318,0.9962666666666666
0.01,default,0,-0.55,99,-0.5488068003394387,4.659926650238037,0.4354,0.9959555555555556
0.01,default,1,-0.55,0,1.1056473376664249,1.855429734992981,0.4034,0.49004444444444445
0.01,default,1,-0.55,1,0.14871720038002187,2.027333014678955,0.4406,0.8757555555555555
0.01,default,1,-0.55,2,-0.06383127133954655,2.2510187171936034,0.4438,0.9531333333333334
0.01,default,1,-0.55,3,-0.15500049337690527,2.4710849868774414,0.4414,0.9767333333333333
0.01,default,1,-0.55,4,-0.20949603418436918,2.6480715267181396,0.4448,0.9860222222222222
0.01,default,1,-0.55,5,-0.24580165365826,2.8329948150634765,0.4444,0.9908
0.01,default,1,-0.55,6,-0.2749065083460374,2.9637860305786132,0.4444,0.9928888888888889
0.01,default,1,-0.55,7,-0.2985247401714325,3.1211486206054686,0.4432,0.9948222222222223
0.01,default,1,-0.55,8,-0.3220419443087144,3.2662442440032957,0.4424,0.9951777777777778
0.01,default,1,-0.55,9,-0.3408601107120514,3.39868456993103,0.4456,0.9959555555555556
0.01,default,1,-0.55,10,-0.35838963196927853,3.5614026527404787,0.4358,0.9958222222222223
0.01,default,1,-0.55,11,-0.3775739262971011,3.6635036052703858,0.4436,0.9955777777777778
0.01,default,1,-0.55,12,-0.3946069837656888,3.7721605617523193,0.4336,0.9959333333333333
0.01,default,1,-0.55,13,-0.40900195290825586,3.8984263206481935,0.4398,0.9958666666666667
0.01,default,1,-0.55,14,-0.424119016049125,4.026918368530273,0.4344,0.9952222222222222
0.01,default,1,-0.55,15,-0.436965520511974,4.105746758270263,0.4348,0.9951333333333333
0.01,default,1,-0.55,16,-0.45211697863232003,4.1859044090271,0.4338,0.9957555555555555
0.01,default,1,-0.55,17,-0.46810118095224557,4.292086479187012,0.4316,0.9956222222222222
0.01,default,1,-0.55,18,-0.4823290877168829,4.327745679473877,0.4328,0.9950444444444444
0.01,default,1,-0.55,19,-0.49243812568837947,4.466867344665527,0.4262,0.9953555555555555
0.01,default,1,-0.55,20,-0.503444704766707,4.504531015014648,0.4326,0.9956222222222222
0.01,default,1,-0.55,21,-0.5127147586128928,4.538621357727051,0.4328,0.9951555555555556
0.01,default,1,-0.55,22,-0.523973142641241,4.599227168273925,0.4326,0.9954888888888889
0.01,default,1,-0.55,23,-0.534522653467005,4.719388897705078,0.4272,0.9954222222222222
0.01,default,1,-0.55,24,-0.540489519552751,4.76033814086914,0.426,0.9949777777777777
0.01,default,1,-0.55,25,-0.549353815833005,4.859135737609863,0.423,0.9951333333333333
0.01,default,1,-0.55,26,-0.5592435342095115,4.849055276489258,0.4266,0.9951333333333333
0.01,default,1,-0.55,27,-0.5664584662350741,4.86595106048584,0.4258,0.9951333333333333
0.01,default,1,-0.55,28,-0.5748561754486777,4.926971293640137,0.4238,0.995
0.01,default,1,-0.55,29,-0.5808195664579218,4.941006287384033,0.4252,0.9946444444444444
0.01,default,1,-0.55,30,-0.5830209581461819,4.953405290985107,0.427,0.9949333333333333
0.01,default,1,-0.55,31,-0.5912394220178777,5.016510285949707,0.4262,0.9952444444444445
0.01,default,1,-0.55,32,-0.5969048871994018,5.059572915649414,0.4214,0.9955333333333334
0.01,default,1,-0.55,33,-0.6003858764475042,5.085649247741699,0.4236,0.9947555555555555
0.01,default,1,-0.55,34,-0.6104100981972435,5.09210230255127,0.4244,0.9954222222222222
0.01,default,1,-0.55,35,-0.6096447610074823,5.163938553619385,0.421,0.9950444444444444
0.01,default,1,-0.55,36,-0.6125928037816828,5.154531078338623,0.4248,0.9951333333333333
0.01,default,1,-0.55,37,-0.618781375728954,5.215235722351074,0.4218,0.9953333333333333
0.01,default,1,-0.55,38,-0.6237700172857805,5.215437697601319,0.4226,0.9951555555555556
0.01,default,1,-0.55,39,-0.6250586612788114,5.245669341278076,0.4224,0.9953777777777778
0.01,default,1,-0.55,40,-0.6315503428545866,5.282861574554444,0.4216,0.9947777777777778
0.01,default,1,-0.55,41,-0.6338655415534973,5.262175183105469,0.423,0.9951777777777778
0.01,default,1,-0.55,42,-0.637506062559648,5.281649996948242,0.422,0.9956
0.01,default,1,-0.55,43,-0.6418453432603316,5.30384333190918,0.4226,0.9954
0.01,default,1,-0.55,44,-0.6439806513352827,5.323344331359864,0.4196,0.9949777777777777
0.01,default,1,-0.55,45,-0.6482691790060564,5.337532701873779,0.4194,0.9944888888888889
0.01,default,1,-0.55,46,-0.6467280415101485,5.354639252471924,0.4194,0.9948222222222223
0.01,default,1,-0.55,47,-0.651862879597057,5.369381996917725,0.4204,0.9952222222222222
0.01,default,1,-0.55,48,-0.6527195561929182,5.375293713378906,0.4182,0.995
0.01,default,1,-0.55,49,-0.6571450409195639,5.3912884140014645,0.42,0.9950222222222223
0.01,default,1,-0.55,50,-0.657931394000487,5.405402183532715,0.4204,0.9951333333333333
0.01,default,1,-0.55,51,-0.6592908760330893,5.407491568756104,0.4182,0.9950222222222223
0.01,default,1,-0.55,52,-0.6624224367488515,5.433993153381348,0.4184,0.9951777777777778
0.01,default,1,-0.55,53,-0.6669660666639154,5.458409215545655,0.4166,0.9949555555555556
0.01,default,1,-0.55,54,-0.665294990756295,5.44635034866333,0.4192,0.9948222222222223
0.01,default,1,-0.55,55,-0.6663680019725453,5.460853569793701,0.417,0.9949111111111111
0.01,default,1,-0.55,56,-0.6678971855943853,5.463862518310547,0.421,0.9949777777777777
0.01,default,1,-0.55,57,-0.6677646045424721,5.5067465805053715,0.4168,0.9947777777777778
0.01,default,1,-0.55,58,-0.673532123895125,5.496819368743896,0.4178,0.9953111111111111
0.01,default,1,-0.55,59,-0.6748112967404453,5.490774970245361,0.417,0.9950444444444444
